plot;table.order;alliance;association;variant;data.source;pls;elevation;expo;slope;cov;scov;hcov;mcov;latitude;longitude;accuracy;location;date
175;154;Potentillion caulescentis Br.-Bl. et Jenny 1926;Buphthalmo-salicifolio-Teucrietum montani Geyer 1993;typicum;Geyer 1993;6;1315;90;85;6;;;;47.807621;13.065491;20000;Nockstein, Schober, Gebersberg und Gaisberg;
177;155;Potentillion caulescentis Br.-Bl. et Jenny 1926;Buphthalmo-salicifolio-Teucrietum montani Geyer 1993;typicum;Geyer 1993;6;1000;180;85;15;;;;47.807621;13.065491;20000;Nockstein, Schober, Gebersberg und Gaisberg;
183;156;Potentillion caulescentis Br.-Bl. et Jenny 1926;Buphthalmo-salicifolio-Teucrietum montani Geyer 1993;Ausb. mit Primula auricula;Geyer 1993;6;900;90;70;25;;;;47.807621;13.065491;20000;Nockstein, Schober, Gebersberg und Gaisberg;
182;157;Potentillion caulescentis Br.-Bl. et Jenny 1926;Buphthalmo-salicifolio-Teucrietum montani Geyer 1993;Ausb. mit Primula auricula;Geyer 1993;8;850;225;85;35;;;;47.807621;13.065491;20000;Nockstein, Schober, Gebersberg und Gaisberg;
184;158;Potentillion caulescentis Br.-Bl. et Jenny 1926;Buphthalmo-salicifolio-Teucrietum montani Geyer 1993;Ausb. mit Primula auricula;Geyer 1993;10;850;180;70;25;;;;47.807621;13.065491;20000;Nockstein, Schober, Gebersberg und Gaisberg;
176;159;Potentillion caulescentis Br.-Bl. et Jenny 1926;Buphthalmo-salicifolio-Teucrietum montani Geyer 1993;Ausb. mit Primula auricula;Geyer 1993;6;1000;180;80;20;;;;47.807621;13.065491;20000;Nockstein, Schober, Gebersberg und Gaisberg;
178;160;Potentillion caulescentis Br.-Bl. et Jenny 1926;Buphthalmo-salicifolio-Teucrietum montani Geyer 1993;Ausb. mit Primula auricula;Geyer 1993;8;1000;180;85;20;;;;47.807621;13.065491;20000;Nockstein, Schober, Gebersberg und Gaisberg;
179;161;Potentillion caulescentis Br.-Bl. et Jenny 1926;Buphthalmo-salicifolio-Teucrietum montani Geyer 1993;Ausb. mit Primula auricula;Geyer 1993;8;1000;180;90;15;;;;47.807621;13.065491;20000;Nockstein, Schober, Gebersberg und Gaisberg;
180;162;Potentillion caulescentis Br.-Bl. et Jenny 1926;Buphthalmo-salicifolio-Teucrietum montani Geyer 1993;Ausb. mit Primula auricula;Geyer 1993;8;880;180;85;20;;;;47.807621;13.065491;20000;Nockstein, Schober, Gebersberg und Gaisberg;
181;163;Potentillion caulescentis Br.-Bl. et Jenny 1926;Buphthalmo-salicifolio-Teucrietum montani Geyer 1993;Ausb. mit Primula auricula;Geyer 1993;8;1000;180;85;15;;;;47.807621;13.065491;20000;Nockstein, Schober, Gebersberg und Gaisberg;
67;164;Potentillion caulescentis Br.-Bl. et Jenny 1926;Buphthalmo-salicifolio-Teucrietum montani Geyer 1993;Ausb. mit Carex brachystachys;Eichberger & Frank 2001;100;1200;225;53;50;0;50;0;47.811274;13.310269;100;BK 56102-0130 Felswände ca. 250 m SW des Schobergipfels, Kalkfelsspaltenges., Kalk, Dolomit, Hangschutt;2001-01-01
68;165;Potentillion caulescentis Br.-Bl. et Jenny 1926;Buphthalmo-salicifolio-Teucrietum montani Geyer 1993;Ausb. mit Carex brachystachys;Eichberger 1993;100;1300;200;50;50;0;50;0;47.810539;13.309432;100;BK 56602-0057 Kalkfelsen Schober, 100 m SW des Gipfels (Frauenkopf);1993-01-01
69;166;Potentillion caulescentis Br.-Bl. et Jenny 1926;Buphthalmo-salicifolio-Teucrietum montani Geyer 1993;Ausb. mit Carex brachystachys;Eichberger 1993;100;1200;270;50;50;0;50;0;47.810539;13.309432;100;BK 56602-0058 Kalkfelsen Schober, 100 m SW des Gipfels (Biotop 0057);1993-01-01
70;167;Potentillion caulescentis Br.-Bl. et Jenny 1926;Buphthalmo-salicifolio-Teucrietum montani Geyer 1993;Ausb. mit Carex brachystachys;Eichberger 1993;100;1000;270;70;50;0;50;0;47.815698;13.305774;50;BK 56602-0073 Kalkfelsen Wartenfels, Felsbereich im Westen;1993-01-01
199;168;Caricion firmae Gams 1936;Seslerio-Caricetum sempervirentis Br.-Bl. et J. 1926;typicum;Kaiser 1983;25;840;248;25;;3;98;8;47.775098;13.431129;4000;Schafberg;
217;169;Caricion firmae Gams 1936;Seslerio-Caricetum sempervirentis Br.-Bl. et J. 1926;typicum;Lippert 1966;100;600;;0;90;;;0;47.585094;12.87529;8000;Nationalpark Berchtesgaden;
218;170;Caricion firmae Gams 1936;Seslerio-Caricetum sempervirentis Br.-Bl. et J. 1926;typicum;Lippert 1966;100;600;;0;90;;;0;47.585094;12.87529;8000;Nationalpark Berchtesgaden;
71;171;Caricion firmae Gams 1936;Seslerio-Caricetum sempervirentis Br.-Bl. et J. 1926;typicum;Grabner & Heiselmayer 1994;20;800;90;40;95;0;95;0;47.785797;13.491533;500;BK 56109/0034 westliche Steilhänge der Burggrabenklamm, an der N-Grenze zum Kiefernwald, 20 m oberhalb Wanderweg, Dolomit;1994-01-01
72;172;Caricion firmae Gams 1936;Seslerio-Caricetum sempervirentis Br.-Bl. et J. 1926;typicum;Grabner & Heiselmayer 1994;20;700;275;55;90;;90;;47.782034;13.488529;100;BK 56109/0036 Burggrabenklamm, südlich des Sturzbaches beim Magdalenenbrünnel, Kalk;1994-01-01
63;173;Caricion firmae Gams 1936;Seslerio-Caricetum sempervirentis Br.-Bl. et J. 1926;typicum;Eckkrammer 2003;25;1182;310;50;85;1;85;5;47.813803;13.310173;100;Schober, bei Schutthalde, Kalkschutt mit Humusauflage;2002-08-05
29;174;Caricion firmae Gams 1936;Seslerio-Caricetum sempervirentis Br.-Bl. et J. 1926;Ausb. mit Molinea caerulea agg.;Eckkrammer 2003;6;677;240;45;90;1;80;20;47.712960;13.028916;100;Kienberg, westlich der Aufnahme 28, Kalkfels mit Humusauflage;2002-08-16
30;175;Caricion firmae Gams 1936;Seslerio-Caricetum sempervirentis Br.-Bl. et J. 1926;Ausb. mit Molinea caerulea agg.;Eckkrammer 2003;25;667;160;45;60;1;60;3;47.712960;13.028916;100;Kienberg, nördlich des Weißbaches, direkt neben dem Weg, humöser Schutt, Beschattung durch Pinus sylvestris im Westen;2002-08-16
31;176;Caricion firmae Gams 1936;Seslerio-Caricetum sempervirentis Br.-Bl. et J. 1926;Ausb. mit Molinea caerulea agg.;Eckkrammer 2003;12;650;160;50;45;1;40;10;47.712960;13.028916;100;Kienberg, 5 m unterhalb des Weges, Schutt, kleinflächig umgeben von Pinus sylvestris und Molinia caerulea agg.;2002-08-16
32;177;Caricion firmae Gams 1936;Seslerio-Caricetum sempervirentis Br.-Bl. et J. 1926;Ausb. mit Molinea caerulea agg.;Eckkrammer 2003;25;670;180;50;60;1;60;3;47.712960;13.028916;100;Kienberg, 8 m oberhalb des Weges, Schutt mit Humus;2002-08-16
34;178;Caricion firmae Gams 1936;Seslerio-Caricetum sempervirentis Br.-Bl. et J. 1926;Ausb. mit Molinea caerulea agg.;Eckkrammer 2003;4;660;220;40;50;1;50;1;47.712960;13.028916;100;Kienberg, Weg zum Drachenloch, direkt neben dem Weg vor Felsbrocken, Schotter mit Humusauflage;2002-08-16
225;179;Caricion firmae Gams 1936;Seslerio-Caricetum sempervirentis Br.-Bl. et J. 1926;Ausb. mit Molinea caerulea agg.;Lippert 1966;100;1100;45;15;60;;;;47.585094;12.87529;8000;Nationalpark Berchtesgaden;
226;180;Caricion firmae Gams 1936;Seslerio-Caricetum sempervirentis Br.-Bl. et J. 1926;Ausb. mit Molinea caerulea agg.;Lippert 1966;150;600;135;5;80;;;;47.585094;12.87529;8000;Nationalpark Berchtesgaden;
219;181;Caricion firmae Gams 1936;Seslerio-Caricetum sempervirentis Br.-Bl. et J. 1926;Ausb. mit Molinea caerulea agg.;Lippert 1966;50;1090;135;15;100;0;0;0;47.585094;12.87529;8000;Nationalpark Berchtesgaden;
197;182;Caricion firmae Gams 1936;Seslerio-Caricetum sempervirentis Br.-Bl. et J. 1926;Ausb. mit Molinea caerulea agg.;Kaiser 1983;10;765;360;25;;0;98;15;47.775098;13.431129;4000;Schafberg;
198;183;Caricion firmae Gams 1936;Seslerio-Caricetum sempervirentis Br.-Bl. et J. 1926;Ausb. mit Molinea caerulea agg.;Kaiser 1983;5;765;90;3;;0;95;10;47.775098;13.431129;4000;Schafberg;
220;184;Caricion firmae Gams 1936;Seslerio-Caricetum sempervirentis Br.-Bl. et J. 1926;Ausb. mit Molinea caerulea agg.;Lippert 1966;100;1110;135;20;100;0;0;0;47.585094;12.87529;8000;Nationalpark Berchtesgaden;
221;185;Caricion firmae Gams 1936;Seslerio-Caricetum sempervirentis Br.-Bl. et J. 1926;Ausb. mit Molinea caerulea agg.;Lippert 1966;100;1120;135;20;100;0;0;0;47.585094;12.87529;8000;Nationalpark Berchtesgaden;
222;186;Caricion firmae Gams 1936;Seslerio-Caricetum sempervirentis Br.-Bl. et J. 1926;Ausb. mit Molinea caerulea agg.;Lippert 1966;100;880;45;10;100;0;0;0;47.585094;12.87529;8000;Nationalpark Berchtesgaden;
223;187;Caricion firmae Gams 1936;Seslerio-Caricetum sempervirentis Br.-Bl. et J. 1926;Ausb. mit Molinea caerulea agg.;Lippert 1966;100;880;45;15;90;;;;47.585094;12.87529;8000;Nationalpark Berchtesgaden;
224;188;Caricion firmae Gams 1936;Seslerio-Caricetum sempervirentis Br.-Bl. et J. 1926;Ausb. mit Molinea caerulea agg.;Lippert 1966;100;880;90;10;90;;;;47.585094;12.87529;8000;Nationalpark Berchtesgaden;
