plot,abbr,layer,cover,voucher,comment,history
fake01,aego poda,hl,1,,,
fake01,alch mont,hl,+,,,
fake01,alop prat,hl,3,,,
fake01,anth odor,hl,2b,,,
fake01,cera holo,hl,+,,,
fake01,chae hirs,hl,+,,,
fake01,cyno cris,hl,+,,,
fake01,dact glom glom,hl,1,,,
fake01,fest prat prat,hl,1,,,
fake01,gera sylv,hl,+,,,
fake01,hera spho spho,hl,2b,,,
fake01,leon hisp hisp,hl,+,,,
fake01,leuc ircu,hl,1,,,
fake01,myos palu aggr,hl,1,,,
fake01,phle prat,hl,+,,,
fake01,plan lanc,hl,+,,,
fake01,poa prat,hl,1,,,
fake01,poa triv,hl,2a,,,
fake01,ranu acri acri,hl,2a,,,
fake01,ranu repe,hl,+,,,
fake01,rume acet osa,hl,+,,,
fake01,tara sect rude,hl,+,,,
fake01,trif prat prat,hl,2a,,,
fake01,trif repe repe,hl,2b,,,
fake01,tris flav flav,hl,2a,,,
fake01,vero arve,hl,+,,,
fake01,vero cham cham,hl,1,,,
fake01,vero serp serp,hl,+,,,
fake01,vici crac,hl,1,,,
fake01,vici sepi,hl,+,,,
fake02,alch mont,hl,+,,,
fake02,alop prat,hl,+,,,
fake02,anth odor,hl,+,,,
fake02,bell pere,hl,+,,,
fake02,card prat,hl,r,,,
fake02,care hirt,hl,+,,,
fake02,caru carv,hl,1,,,
fake02,cent jace jace,hl,+,,,
fake02,cera holo,hl,+,,,
fake02,cyno cris,hl,2a,,,
fake02,dact glom glom,hl,1,,,
fake02,fest prat prat,hl,2a,,,
fake02,junc effu,hl,+,,,
fake02,leon hisp hisp,hl,+,,,
fake02,loli pere,hl,2b,,,
fake02,ment long,hl,+,,,
fake02,phle prat,hl,+,,,
fake02,plan majo slat,hl,1,,,
fake02,poa annu,hl,3,,,
fake02,poa prat,hl,1,,,
fake02,poa triv,hl,2a,,,
fake02,prun vulg,hl,+,,,
fake02,ranu acri acri,hl,2a,,,
fake02,ranu repe,hl,2a,,,
fake02,stel gram,hl,r,,,
fake02,trif prat prat,hl,+,,,
fake02,trif repe repe,hl,2a,,,
fake02,vero cham cham,hl,r,,,
fake02,vero serp serp,hl,+,,,
fake03,alch mont,hl,1,,,
fake03,alop prat,hl,+,,,
fake03,bell pere,hl,+,,,
fake03,care hirt,hl,+,,,
fake03,caru carv,hl,2a,,,
fake03,cent jace jace,hl,1,,,
fake03,cera holo,hl,+,,,
fake03,cyno cris,hl,3,,,
fake03,dact glom glom,hl,1,,,
fake03,fest prat prat,hl,2a,,,
fake03,leon hisp hisp,hl,1,,,
fake03,loli pere,hl,1,,,
fake03,phle prat,hl,+,,,
fake03,plan lanc,hl,+,,,
fake03,plan majo slat,hl,1,,,
fake03,poa annu,hl,2a,,,
fake03,poa prat,hl,1,,,
fake03,poa triv,hl,2b,,,
fake03,prun vulg,hl,2a,,,
fake03,ranu acri acri,hl,1,,,
fake03,ranu repe,hl,2a,,,
fake03,tara sect rude,hl,1,,,
fake03,trif prat prat,hl,+,,,
fake03,trif repe repe,hl,2a,,,
fake03,tris flav flav,hl,+,,,
fake03,vero cham cham,hl,+,,,
fake03,vero serp serp,hl,+,,,
fake04,agro stol,hl,1,,,
fake04,ajug rept,hl,+,,,
fake04,alch mont,hl,+,,,
fake04,alop geni,hl,+,x,,
fake04,bell pere,hl,+,,,
fake04,card amar amar,hl,1,,,
fake04,card flex,hl,1,,,
fake04,card impa,hl,r,,,
fake04,cera holo,hl,r,,,
fake04,chry alte,hl,1,,,
fake04,cyno cris,hl,+,,,
fake04,dact glom glom,hl,+,,,
fake04,fest prat prat,hl,1,,,
fake04,fica vern vern,hl,+,,,
fake04,gera robe,hl,+,,,
fake04,geum riva,hl,+,,,
fake04,glyc nota,hl,2a,,,
fake04,junc effu,hl,1,,,
fake04,loli pere,hl,1,,,
fake04,lysi nemo,hl,2a,,,
fake04,ment long,hl,+,,,
fake04,plan lanc,hl,r,,,
fake04,poa annu,hl,1,,,
fake04,poa triv,hl,2a,,,
fake04,pote rept,hl,+,,,
fake04,prim elat,hl,+,,,
fake04,prun vulg,hl,+,,,
fake04,ranu acri acri,hl,+,,,
fake04,ranu lanu,hl,r,,,
fake04,ranu repe,hl,2a,,,
fake04,stac sylv,hl,r,,,
fake04,tara sect rude,hl,+,,,
fake04,trif repe repe,hl,1,,,
fake04,vero becc,hl,+,,,
fake04,vero pers,hl,+,x,,
fake04,vero serp serp,hl,+,,,
fake05,achi mill,hl,+,,,
fake05,agro capi,hl,1,,,
fake05,ajug rept,hl,+,,,
fake05,alch mont,hl,+,,,
fake05,alop prat,hl,+,,,
fake05,anem nemo,hl,r,,,
fake05,anth odor,hl,1,,,
fake05,bell pere,hl,+,,,
fake05,briz medi,hl,1,,,
fake05,camp rotu,hl,r,,,
fake05,care cary,hl,+,,,
fake05,care flac,hl,+,,,
fake05,care hirt,hl,r,,,
fake05,care pall,hl,+,,,
fake05,care pani,hl,+,,,
fake05,care pilu pilu,hl,+,,,
fake05,care sylv,hl,+,,,
fake05,cent jace jace,hl,1,,,
fake05,cera holo,hl,+,,,
fake05,crep aure aure,hl,r,,,
fake05,cyno cris,hl,2a,,,
fake05,dact glom glom,hl,1,,,
fake05,dant decu decu,hl,r,,,
fake05,equi arve,hl,r,,,
fake05,fest nigr cens,hl,3,,,
fake05,fest prat prat,hl,1,,,
fake05,frag vesc,hl,r,,,
fake05,gali albu,hl,+,,,
fake05,gali pumi,hl,r,,,
fake05,glec hede,hl,+,,,
fake05,hier lact,hl,1,,,
fake05,hier pilo ella,hl,2a,,,
fake05,junc effu,hl,r,,,
fake05,knau arve arve,hl,+,,,
fake05,leon hisp hisp,hl,+,,,
fake05,leuc ircu,hl,+,,,
fake05,lotu corn,hl,+,,,
fake05,luzu mult,hl,r,,,
fake05,nard stri,hl,r,,,
fake05,phyt orbi,hl,r,,,
fake05,plan lanc,hl,1,,,
fake05,poly vulg vulg,hl,+,,,
fake05,pote erec,hl,1,,,
fake05,pote rept,hl,r,,,
fake05,prun vulg,hl,2a,,,
fake05,ranu acri acri,hl,+,,,
fake05,ranu nemo,hl,+,,,
fake05,ranu repe,hl,+,,,
fake05,tara sect rude,hl,+,,,
fake05,thym pule pule,hl,+,,,
fake05,trif medi medi,hl,2a,,,
fake05,trif prat prat,hl,+,,,
fake05,trif repe repe,hl,+,,,
fake05,tris flav flav,hl,+,,,
fake05,vero cham cham,hl,+,,,
fake05,vero offi,hl,r,,,
fake05,vero serp serp,hl,+,,,
fake05,viol cani slat,hl,1,x,,
fake05,viol spec ies,hl,1,x,,
fake06,alch mont,hl,+,,,
fake06,bell pere,hl,+,,,
fake06,care hirt,hl,+,,,
fake06,caru carv,hl,1,,,
fake06,cent jace jace,hl,1,,,
fake06,cera holo,hl,+,,,
fake06,cyno cris,hl,3,,,
fake06,dact glom glom,hl,+,,,
fake06,equi arve,hl,+,,,
fake06,fest prat prat,hl,2a,,,
fake06,junc effu,hl,r,,,
fake06,leon hisp hisp,hl,r,,,
fake06,leuc ircu,hl,r,,,
fake06,loli pere,hl,1,,,
fake06,lysi numm,hl,r,,,
fake06,phle prat,hl,1,,,
fake06,plan majo slat,hl,1,,,
fake06,poa annu,hl,+,,,
fake06,poa prat,hl,1,,,
fake06,poa triv,hl,2b,,,
fake06,pote rept,hl,+,,,
fake06,prun vulg,hl,2a,,,
