plot;cov;t1cov;t2cov;scov;hcov;mcov;htl1;htl2;hsl;hhl1;hhl2;plsx;plsy;expo;slope;rock;bare;stones;date;latitude;longitude;accuracy;alliance;association;soil;comment;location
1;97;0;0;0;95;3;0;0;0;;;8;4;SE;2;;;;;47.640598N;14.049003E;50;Caricion firmae;;;unklarer Verlauf der Landesgrenze, aber wohl noch auf oberösterreichischem Gebiet;zwischen Gr. Kraxenberg und Mitterberg
