"plot";"abbr";"layer";"cov";"comment";"history"
"fu07b";"pote caul";"hl";"+";"";""
"fu07b";"sesl caer";"hl";"1";"";" | Changed sesl albi To sesl caer 2012-11-27 00:39:21"
"fu07b";"care mucr";"hl";"1";"";""
"fu07b";"meli nuta";"hl";"1";"";""
"fu07b";"gali anis";"hl";"+";"";""
"fu07b";"leon inca";"hl";"+";"";""
"fu07b";"aspl ruta";"hl";"+";"";""
"fu07b";"thes alpi";"hl";"+";"";""
"fu07b";"clin alpi alpi";"hl";"+";"";" | Changed acin alpi To clin alpi alpi 2012-11-27 00:39:21"
"fu07b";"rham cath";"hl";"+";"";""
"fu07b";"hell nige";"hl";"1";"";""
"fu07b";"card enne";"hl";"+";"";" | Changed dent enne To card enne 2012-11-27 00:39:22"
"fu07b";"epip atro";"hl";"+";"";""
"fu07b";"pren purp";"hl";"+";"";""
"fu07b";"aden alpi";"hl";"+";"";" | Changed aden glab To aden alpi 2012-11-27 00:39:21"
"fu07b";"loni alpi";"hl";"+";"";""
"fu07b";"orig vulg";"hl";"+";"";""
"fu07b";"apos foet";"hl";"+";"";""
"fu07b";"mela sylv";"hl";"+";"";""
"fu07b";"epip hell slat";"hl";"+";"";" | Changed epip hell To epip hell slat 2012-11-27 00:39:22"
"fu07b";"hepa nobi";"hl";"+";"";""
"fu07b";"phyt orbi";"hl";"+";"";""
"fu07b";"aqui atra";"hl";"+";"";""
"fu07b";"anth ramo";"hl";"+";"";""
"fu07c";"fagu sylv";"tl";"2b";"";""
"fu07c";"fagu sylv";"hl";"+";"";""
"fu07c";"pice abie";"tl";"2b";"";""
"fu07c";"pice abie";"sl";"1";"";""
"fu07c";"pice abie";"hl";"+";"";""
"fu07c";"sorb aria";"tl";"2a";"";""
"fu07c";"sorb aria";"sl";"1";"";""
"fu07c";"cycl purp";"hl";"1";"";""
"fu07c";"moli caer";"hl";"1";"";""
"fu07c";"acer pseu";"tl";"1";"";""
"fu07c";"acer pseu";"hl";"+";"";""
"fu07c";"anth ramo";"hl";"+";"";""
"fu07c";"pimp majo majo";"hl";"+";"";" | Changed pimp majo To pimp majo majo 2012-11-27 00:39:21"
"fu07c";"frag vesc";"hl";"+";"";""
"fu07c";"pote erec";"hl";"+";"";""
"fu07c";"vinc hiru";"hl";"2a";"";" | Changed vinc hier To vinc hiru 2012-11-27 00:39:21"
"fu07c";"care humi";"hl";"2b";"";""
"fu07c";"care flac";"hl";"+";"";""
"fu07c";"sesl caer";"hl";"4";"";" | Changed sesl albi To sesl caer 2012-11-27 00:39:21"
"fu07c";"eric carn";"hl";"1";"";""
"fu07c";"conv maja maja";"hl";"+";"";" | Changed conv maja To conv maja maja 2012-11-27 00:39:22"
"fu07c";"ranu nemo";"hl";"+";"";""
"fu07c";"cala vari";"hl";"2b";"";""
"fu07c";"vacc myrt";"hl";"+";"";""
"fu07c";"card defl viri";"hl";"+";"";" | Changed card defl To card defl viri 2012-11-27 00:39:21"
"fu07c";"euph cypa";"hl";"1";"";""
"fu07c";"rhin glac";"hl";"+";"";""
"fu07c";"lotu corn";"hl";"+";"";""
"fu07c";"aqui atra";"hl";"+";"";""
"fu07c";"care alba";"hl";"2a";"";""
"fu07c";"apos foet";"hl";"+";"";""
"fu07c";"hepa nobi";"hl";"+";"";""
"fu07c";"thes alpi";"hl";"+";"";""
"fu07c";"orig vulg";"hl";"+";"";""
"fu07c";"gali anis";"hl";"+";"";""
"fu07c";"clin alpi alpi";"hl";"+";"";" | Changed acin alpi To clin alpi alpi 2012-11-27 00:39:21"
"fu07c";"buph sali";"hl";"+";"";""
"fu07c";"thym prae slat";"hl";"+";"";" | Changed thym prae To thym prae slat 2012-11-27 00:39:22"
"fu07c";"phyt orbi";"hl";"+";"";""
"fu07c";"aden alpi";"hl";"+";"";" | Changed aden glab To aden alpi 2012-11-27 00:39:21"
"fu07c";"kern saxa";"hl";"+";"";""
"fu07c";"leon inca";"hl";"+";"";""
"fu07c";"hell nige";"hl";"+";"";""
"fu07c";"care mucr";"hl";"+";"";""
"fu07c";"aspl ruta";"hl";"+";"";""
"fu07c";"salv glut";"hl";"+";"";""
"fu07c";"viol hirt";"hl";"+";"";""
"fu07c";"rham cath";"hl";"+";"";""
"fu07c";"care digi";"hl";"+";"";""
"fu07c";"frax exce";"hl";"+";"";""
"fu07c";"merc pere";"hl";"+";"";""
"fu07c";"poly cham";"hl";"+";"";""
"fu07c";"clin vulg vulg";"hl";"+";"";" | Changed clin vulg To clin vulg vulg 2012-11-27 00:39:21"
"fu07c";"hipp emer emer";"hl";"+";"";" | Changed coro emer To hipp emer emer 2012-11-27 00:39:22"
"fu07c";"pote caul";"hl";"+";"";""
"fu07c";"knau maxi";"hl";"+";"";""
"fu08";"alnu glut";"sl";"3";"";""
"fu08";"alnu glut";"hl";"1";"";""
"fu08";"lari deci deci";"sl";"2b";"";""
"fu08";"lari deci deci";"hl";"2a";"";""
"fu08";"pice abie";"sl";"1";"";""
"fu08";"pice abie";"hl";"1";"";""
"fu08";"alnu inca";"sl";"2a";"";""
"fu08";"alnu inca";"hl";"1";"";""
"fu08";"acer pseu";"sl";"+";"";""
"fu08";"acer pseu";"hl";"+";"";""
"fu08";"fest rubr";"hl";"3";"";""
"fu08";"poa prat";"hl";"2a";"";""
"fu08";"vici crac";"hl";"1";"";""
"fu08";"aego poda";"hl";"+";"";""
"fu08";"care flac";"hl";"1";"";""
"fu08";"ajug rept";"hl";"+";"";""
"fu08";"lyth sali";"hl";"+";"";""
"fu08";"phyt spic";"hl";"+";"";""
"fu08";"merc pere";"hl";"+";"";""
"fu08";"hell nige";"hl";"+";"";""
"fu08";"frax exce";"hl";"+";"";""
"fu08";"atro bell";"hl";"+";"";""
"fu08";"fagu sylv";"sl";"+";"";""
"fu08";"fagu sylv";"hl";"+";"";""
"fu08";"care alba";"hl";"1";"";""
"fu08";"viol reic";"hl";"+";"";""
"fu08";"vinc hiru";"hl";"+";"";" | Changed vinc hier To vinc hiru 2012-11-27 00:39:21"
"fu08";"pren purp";"hl";"+";"";""
"fu08";"eupa cann";"hl";"1";"";""
"fu08";"rubu idae";"hl";"+";"";""
"fu08";"gale tetr";"hl";"+";"";""
"fu08";"cirs arve";"hl";"+";"";""
"fu08";"epil mont";"hl";"+";"";""
"fu08";"verb spec";"hl";"+";"";""
"fu08";"clem vita";"hl";"+";"";""
"fu08";"euph cypa";"hl";"1";"";""
"fu08";"cala vari";"hl";"2a";"";""
"fu08";"aden alpi";"hl";"1";"";" | Changed aden glab To aden alpi 2012-11-27 00:39:21"
"fu08";"gale mont";"hl";"+";"";""
"fu08";"frag vesc";"hl";"+";"";""
"fu08";"cirs vulg";"hl";"+";"";""
"fu08";"dact glom glom";"hl";"2b";"";" | Changed dact glom To dact glom glom 2012-11-27 00:39:22"
"fu08";"lotu corn";"hl";"+";"";""
"fu08";"phle prat";"hl";"1";"";""
"fu08";"sali appe";"sl";"+";"";""
"fu08";"sali appe";"hl";"+";"";""
"fu08";"betu pend";"sl";"+";"";""
"fu08";"fest prat prat";"hl";"2a";"";" | Changed fest prat To fest prat prat 2012-11-27 00:39:22"
"fu08";"agro capi";"hl";"+";"";" | Changed agro tenu To agro capi 2012-11-27 00:39:22"
"fu08";"soli cana";"hl";"1";"";""
"fu08";"tara sect rude";"hl";"+";"";" | Changed tara offi To tara sect rude 2012-11-27 00:39:22"
"fu08";"peta albu";"hl";"1";"";""
"fu08";"epil parv";"hl";"+";"";""
"fu08";"cala epig";"hl";"1";"";""
"fu08";"arrh elat";"hl";"+";"";""
"fu08";"knau maxi";"hl";"+";"";""
"fu08";"poa angu";"hl";"2a";"";""
"fu09";"pice abie";"tl";"1";"";""
"fu09";"pice abie";"sl";"2a";"";""
"fu09";"lari deci deci";"tl";"1";"";""
"fu09";"lari deci deci";"sl";"1";"";""
"fu09";"alnu glut";"tl";"5";"";""
"fu09";"alnu glut";"sl";"1";"";""
"fu09";"sali purp";"sl";"2a";"";""
"fu09";"acer pseu";"sl";"+";"";""
"fu09";"acer pseu";"hl";"+";"";""
"fu09";"samb race";"sl";"1";"";""
"fu09";"card defl viri";"hl";"1";"";" | Changed card defl To card defl viri 2012-11-27 00:39:21"
"fu09";"urti dioi dioi";"hl";"1";"";" | Changed urti dioi To urti dioi dioi 2012-11-27 00:39:22"
"fu09";"erig annu slat";"hl";"1";"";" | Changed erig annu To erig annu slat 2012-11-27 00:39:22"
"fu09";"eupa cann";"hl";"1";"";""
"fu09";"fest rubr";"hl";"3";"";""
"fu09";"epil cili cili";"hl";"1";"";" | Changed epil cili To epil cili cili 2012-11-27 00:39:22"
"fu09";"cirs arve";"hl";"+";"";""
"fu09";"euph cypa";"hl";"+";"";""
"fu09";"cirs vulg";"hl";"+";"";""
"fu09";"verb spec";"hl";"+";"";""
"fu09";"hell nige";"hl";"+";"";""
"fu09";"care alba";"hl";"1";"";""
"fu09";"aden alpi";"hl";"+";"";" | Changed aden glab To aden alpi 2012-11-27 00:39:21"
"fu09";"dact glom glom";"hl";"1";"";" | Changed dact glom To dact glom glom 2012-11-27 00:39:22"
"fu09";"tara sect rude";"hl";"+";"";" | Changed tara offi To tara sect rude 2012-11-27 00:39:22"
"fu09";"lact mura";"hl";"+";"";" | Changed myce mura To lact mura 2012-11-27 00:39:21"
"fu09";"rubu idae";"hl";"+";"";""
"fu09";"impa noli";"hl";"+";"";""
"fu09";"cala vari";"hl";"1";"";""
"fu09";"epil parv";"hl";"+";"";""
"fu09";"orig vulg";"hl";"+";"";""
"fu09";"frag vesc";"hl";"+";"";""
"fu09";"lotu corn";"hl";"+";"";""
"fu09";"poly vert";"hl";"+";"";""
"fu09";"gale tetr";"hl";"1";"";""
"fu09";"vinc hiru";"hl";"+";"";" | Changed vinc hier To vinc hiru 2012-11-27 00:39:21"
"fu09";"epip atro";"hl";"r";"";""
"fu09";"card enne";"hl";"1";"";" | Changed dent enne To card enne 2012-11-27 00:39:22"
"fu09";"poly odor";"hl";"+";"";""
"fu09";"ulmu glab";"hl";"+";"";""
"fu09";"frax exce";"hl";"+";"";""
"fu09";"vici crac";"hl";"+";"";""
"fu09";"poa prat";"hl";"1";"";""
"fu09";"aspl ruta";"hl";"r";"";""
"fu09";"sile noct";"hl";"1";"";""
"fu09";"alnu inca";"tl";"1";"";""
"fu09";"alnu inca";"sl";"+";"";""
"fu09";"sonc aspe aspe";"hl";"+";"";" | Changed sonc aspe To sonc aspe aspe 2012-11-27 00:39:22"
"fu09";"knau maxi";"hl";"1";"";""
"fu09";"acon vari nasu";"hl";"+";"";" | Changed acon vari To acon vari nasu 2012-11-27 00:39:21"
"fu09";"fest prat prat";"hl";"+";"";" | Changed fest prat To fest prat prat 2012-11-27 00:39:22"
"fu09";"hier muro";"hl";"+";"";""
"fu09";"phyt orbi";"hl";"+";"";""
"fu09";"trif prat prat";"hl";"+";"";" | Changed trif prat To trif prat prat 2012-11-27 00:39:22"
"fu09";"poa angu";"hl";"1";"";""
"fu10";"pice abie";"sl";"1";"";""
"fu10";"pice abie";"hl";"1";"";""
"fu10";"lari deci deci";"sl";"1";"";""
"fu10";"lari deci deci";"hl";"2a";"";""
"fu10";"alnu glut";"sl";"2b";"";""
"fu10";"alnu glut";"hl";"2a";"";""
"fu10";"alnu inca";"sl";"1";"";""
"fu10";"alnu inca";"hl";"1";"";""
"fu10";"acer pseu";"hl";"1";"";""
"fu10";"frax exce";"hl";"+";"";""
"fu10";"fest rubr";"hl";"5";"";""
"fu10";"loli mult";"hl";"+";"";""
"fu10";"euph cypa";"hl";"2a";"";""
"fu10";"buph sali";"hl";"1";"";""
"fu10";"poa prat";"hl";"2a";"";""
"fu10";"care flac";"hl";"2a";"";""
"fu10";"cala vari";"hl";"2a";"";""
"fu10";"cirs arve";"hl";"2a";"";""
"fu10";"vinc hiru";"hl";"1";"";" | Changed vinc hier To vinc hiru 2012-11-27 00:39:21"
"fu10";"epil parv";"hl";"1";"";""
"fu10";"epil mont";"hl";"+";"";""
"fu10";"tara sect rude";"hl";"+";"";" | Changed tara offi To tara sect rude 2012-11-27 00:39:22"
"fu10";"card defl viri";"hl";"1";"";" | Changed card defl To card defl viri 2012-11-27 00:39:21"
"fu10";"lotu corn";"hl";"1";"";""
"fu10";"aden alpi";"hl";"+";"";" | Changed aden glab To aden alpi 2012-11-27 00:39:21"
"fu10";"loli pere";"hl";"2a";"";""
"fu10";"lath prat prat";"hl";"+";"";" | Changed lath prat To lath prat prat 2012-11-27 00:39:21"
"fu10";"orig vulg";"hl";"2a";"";""
"fu10";"pote erec";"hl";"1";"";""
"fu10";"sesl caer";"hl";"1";"";" | Changed sesl albi To sesl caer 2012-11-27 00:39:21"
"fu10";"eupa cann";"hl";"1";"";""
"fu10";"fest prat prat";"hl";"2a";"";" | Changed fest prat To fest prat prat 2012-11-27 00:39:22"
"fu10";"peta albu";"hl";"+";"";""
"fu10";"thes alpi";"hl";"+";"";""
"fu10";"phle prat";"hl";"2a";"";""
"fu10";"dact glom glom";"hl";"2a";"";" | Changed dact glom To dact glom glom 2012-11-27 00:39:22"
"fu10";"tuss farf";"hl";"1";"";""
"fu10";"moli caer";"hl";"1";"";""
"fu10";"cirs vulg";"hl";"+";"";""
"fu10";"plan lanc";"hl";"+";"";""
"fu10";"trif prat prat";"hl";"1";"";" | Changed trif prat To trif prat prat 2012-11-27 00:39:22"
"fu10";"trif repe repe";"hl";"1";"";""
"fu10";"cirs palu";"hl";"+";"";""
"fu10";"sonc aspe aspe";"hl";"+";"";" | Changed sonc aspe To sonc aspe aspe 2012-11-27 00:39:22"
"fu10";"frag vesc";"hl";"+";"";""
"fu10";"pren purp";"hl";"+";"";""
"fu10";"aqui atra";"hl";"+";"";""
"fu10";"hell nige";"hl";"+";"";""
"fu10";"lysi nemo";"hl";"+";"";""
"fu10";"vici crac";"hl";"+";"";""
"fu10";"rubu idae";"hl";"+";"";""
"fu10";"onob vici";"hl";"+";"";""
"fu10";"crep bien";"hl";"+";"";""
"fu10";"ranu nemo";"hl";"+";"";""
"fu10";"gali albu";"hl";"+";"";""
"fu10";"care flav flav";"hl";"+";"";" | Changed care flav To care flav flav 2012-11-27 00:39:21"
"fu10";"arrh elat";"hl";"2a";"";""
"fu10";"sali capr";"sl";"+";"";""
"fu10";"epil cili cili";"hl";"+";"";" | Changed epil cili To epil cili cili 2012-11-27 00:39:22"
"fu10";"poa angu";"hl";"2a";"";""
