plot;abbr;layer;cov;voucher;determined;history
sp055;stel medi;hl;+;;;
sp055;urti dioi dioi;hl;3;;;
sp055;vero cham cham;hl;+;;;
sp055;vero subl;hl;2a;;;
sp055;clem vita;sl;1;;;
sp055;fagu sylv;sl;2a;;;
sp055;humu lupu;sl;2a;;;
sp055;loni xylo;sl;1;;;
sp055;pice abie;sl;+;;;
sp055;sali purp;sl;1;;;
sp055;samb nigr;sl;2a;;;
sp055;acer pseu;tl2;1;;;
sp055;clem vita;tl2;1;;;
sp055;frax exce;tl2;5;;;
sp055;humu lupu;tl2;2a;;;
sp055;pice abie;tl2;1;;;
sp055;sali purp;tl2;1;;;
sp056;aego poda;hl;1;;;
sp056;ajug rept;hl;1;;;
sp056;aqui atra;hl;+;cf.;;
sp056;arrh elat;hl;+;;;
sp056;astr glyc;hl;+;;;
sp056;brac sylv;hl;1;;;
sp056;cala epig;hl;1;;;
sp056;care alba;hl;1;;;
sp056;care digi;hl;+;;;
sp056;cirs arve;hl;+;;;
sp056;clem vita;hl;1;;;
sp056;conv arve;hl;+;;;
sp056;conv maja maja;hl;1;;;
sp056;corn sang sang;hl;+;;;
sp056;dact glom glom;hl;+;;;
sp056;equi arve;hl;+;;;
sp056;eupa cann;hl;+;;;
sp056;fest hete ylla;hl;1;;;
sp056;frag vesc;hl;+;;;
sp056;gale mont;hl;1;;;
sp056;gale psis spec ies;hl;+;;;
sp056;gali albu;hl;+;;;
sp056;gali apar;hl;+;;;
sp056;gali sylv;hl;+;;;
sp056;humu lupu;hl;+;;;
sp056;lili mart;hl;+;;;
sp056;meli nuta;hl;+;;;
sp056;moli caer aggr;hl;+;;;
sp056;orig vulg;hl;+;;;
sp056;peta para;hl;1;;;
sp056;phal arun;hl;1;;;
sp056;popu trem;hl;+;;;
sp056;prun padu padu;hl;+;;;
sp056;quer robu;hl;+;;;
sp056;rubu idae;hl;2a;;;
sp056;salv glut;hl;+;;;
sp056;scro nodo;hl;+;;;
sp056;soli cana;hl;2b;;;
sp056;symp tube slat;hl;+;;;
sp056;tuss farf;hl;+;;;
sp056;urti dioi dioi;hl;2a;;;
sp056;vero cham cham;hl;+;;;
sp056;vici sepi;hl;+;;;
sp056;viol rivi;hl;+;;;
sp056;berb vulg;sl;1;;;
sp056;clem vita;sl;1;;;
sp056;corn sang sang;sl;1;;;
sp056;cory avel;sl;1;;;
sp056;fran alnu;sl;4;;;
sp056;humu lupu;sl;+;;;
sp056;loni xylo;sl;1;;;
sp056;malu sylv;sl;+;;;
sp056;popu trem;sl;+;;;
sp056;prun padu padu;sl;1;;;
sp056;quer robu;sl;+;;;
sp056;rosa cani;sl;+;;;
sp056;sali capr;sl;1;;;
sp056;samb nigr;sl;2a;;;
sp056;sorb aria;sl;1;;;
sp057;acer pseu;hl;+;;;
sp057;anem nemo;hl;1;;;
sp057;apos foet;hl;+;;;
sp057;care alba;hl;2b;;;
sp057;care digi;hl;+;;;
sp057;care pilo;hl;4;;;
sp057;cycl purp;hl;+;;;
sp057;dryo fili;hl;+;;;
sp057;fagu sylv;hl;2a;;;
sp057;fran alnu;hl;r;;;
sp057;frax exce;hl;2a;;;
sp057;gale mont;hl;1;;;
sp057;hepa nobi;hl;2b;;;
sp057;lath vern;hl;r;;;
sp057;loni xylo;hl;1;;;
sp057;merc pere;hl;1;;;
sp057;poly mult;hl;+;;;
sp057;quer robu;hl;+;;;
sp057;rubu idae;hl;+;;;
sp057;rubu sect rubu;hl;+;;;
sp057;sorb aria;hl;+;;;
sp057;fagu sylv;sl;1;;;
sp057;loni xylo;sl;1;;;
sp057;fagu sylv;tl1;1;;;
sp057;frax exce;tl1;4;;;
sp057;quer robu;tl1;2a;;;
sp057;fagu sylv;tl2;2a;;;
sp057;frax exce;tl2;2a;;;
sp057;quer robu;tl2;1;;;
sp058;alli ursi ursi;hl;1;;;
sp058;apos foet;hl;+;;;
sp058;asar euro euro;hl;2a;;;
sp058;card bulb;hl;r;;;
sp058;care alba;hl;r;;;
sp058;care digi;hl;+;;;
sp058;carp betu;hl;1;;;
sp058;conv maja maja;hl;4;;;
sp058;dryo fili;hl;+;;;
sp058;euph dulc dulc;hl;+;;;
sp058;fagu sylv;hl;+;;;
sp058;fest hete ylla;hl;r;;;
sp058;frax exce;hl;+;;;
sp058;gale mont;hl;1;;;
sp058;gali sylv;hl;r;;;
sp058;hepa nobi;hl;+;;;
sp058;impa parv;hl;r;;;
sp058;lili mart;hl;r;;;
sp058;luzu luzu ides;hl;r;;;
sp058;maia bifo;hl;1;;;
sp058;merc pere;hl;r;;;
sp058;oxal acet;hl;+;;;
sp058;poly mult;hl;1;;;
sp058;pulm offi;hl;r;;;
sp058;quer robu;hl;+;;;
sp058;rubu sect rubu;hl;+;;;
sp058;vinc mino;hl;1;;;
sp058;viol reic;hl;r;;;
sp058;carp betu;tl1;2a;;;
sp058;frax exce;tl1;2b;;;
sp058;prun padu padu;tl1;+;;;
sp058;quer robu;tl1;4;;;
sp058;carp betu;tl2;3;;;
sp058;fagu sylv;tl2;2a;;;
sp058;frax exce;tl2;1;;;
sp058;hede heli;tl2;+;;;
sp058;quer robu;tl2;1;;;
sp059;aego poda;hl;1;;;
sp059;anem nemo;hl;+;;;
sp059;ange sylv sylv;hl;+;;;
sp059;aqui atra;hl;+;;;
sp059;berb vulg;hl;+;;;
sp059;brac sylv;hl;2a;;;
sp059;brom bene;hl;+;;;
sp059;care alba;hl;2a;;;
sp059;care digi;hl;+;;;
sp059;care flac;hl;1;;;
sp059;care mich;hl;+;;;
sp059;care sylv;hl;+;;;
sp059;cirs arve;hl;+;;;
sp059;cirs oler;hl;+;;;
sp059;clem vita;hl;1;;;
sp059;clin vulg vulg;hl;+;;;
sp059;conv maja maja;hl;+;;;
sp059;cory avel;hl;+;;;
sp059;cycl purp;hl;r;;;
sp059;dact glom glom;hl;1;;;
sp059;desc cesp;hl;+;;;
sp059;digi gran;hl;r;;;
sp059;eupa cann;hl;1;;;
sp059;euph cypa;hl;+;;;
sp059;euph dulc dulc;hl;+;;;
sp059;fagu sylv;hl;+;;;
sp059;fest hete ylla;hl;1;;;
sp059;frag mosc;hl;+;;;
sp059;frag vesc;hl;+;;;
sp059;fran alnu;hl;3;;;
sp059;frax exce;hl;2a;;;
sp059;gale mont;hl;1;;;
sp059;gale spec iosa;hl;+;;;
sp059;gali albu;hl;+;;;
sp059;hell nige;hl;+;;;
sp059;hepa nobi;hl;1;;;
sp059;hype hirs;hl;1;;;
sp059;hype perf;hl;+;;;
sp059;lact serr;hl;+;;;
sp059;lath prat prat;hl;+;;;
sp059;medi lupu;hl;+;;;
sp059;mela sylv;hl;+;;;
sp059;meli nuta;hl;1;;;
sp059;merc pere;hl;+;;;
sp059;moli caer aggr;hl;1;;;
sp059;orig vulg;hl;+;;;
sp059;pice abie;hl;r;;;
sp059;poly mult;hl;+;;;
sp059;pote ster;hl;+;;;
sp059;pulm offi;hl;+;;;
sp059;quer robu;hl;+;;;
sp059;rosa arve;hl;r;;;
sp059;rubu idae;hl;1;;;
sp059;rubu sect rubu;hl;1;;;
sp059;sali purp;hl;+;;;
sp059;soli cana;hl;+;;;
sp059;tara sect rude;hl;+;;;
sp059;vero cham cham;hl;+;;;
sp059;vici crac;hl;+;;;
sp059;viol reic;hl;+;;;
sp059;berb vulg;sl;+;;;
sp059;cory avel;sl;+;;;
sp059;fagu sylv;sl;1;;;
sp059;fran alnu;sl;2a;;;
sp059;quer robu;sl;+;;;
sp059;rham cath;sl;+;;;
sp060;acer pseu;hl;+;;;
sp060;anem nemo;hl;1;;;
sp060;apos foet;hl;+;;;
sp060;athy fili;hl;+;;;
sp060;brac sylv;hl;1;;;
sp060;cala epig;hl;+;;;
sp060;care alba;hl;3;;;
sp060;care pilo;hl;3;;;
sp060;cirs arve;hl;r;;;
sp060;clem vita;hl;+;;;
sp060;conv maja maja;hl;r;;;
sp060;cory avel;hl;+;;;
sp060;crat mono;hl;+;;;
sp060;cycl purp;hl;+;;;
sp060;fagu sylv;hl;2a;;;
sp060;fest hete ylla;hl;+;;;
sp060;frax exce;hl;2b;;;
sp060;gale mont;hl;2a;;;
sp060;hell nige;hl;2a;;;
sp060;hepa nobi;hl;2a;;;
sp060;lath vern;hl;r;;;
sp060;loni xylo;hl;+;;;
sp060;mela sylv;hl;+;;;
sp060;meli nuta;hl;+;;;
sp060;pice abie;hl;+;;;
sp060;pote ster;hl;+;;;
sp060;quer robu;hl;+;;;
sp060;rubu idae;hl;1;;;
sp060;rubu sect rubu;hl;1;;;
sp060;vibu lant;hl;+;;;
sp060;viol reic;hl;+;;;
sp060;acer pseu;sl;+;;;
sp060;crat mono;sl;+;;;
sp060;fagu sylv;sl;1;;;
sp060;frax exce;sl;+;;;
sp060;loni xylo;sl;+;;;
sp060;fagu sylv;tl1;5;;;
sp060;fagu sylv;tl2;2a;;;
sp061;acer camp;hl;+;;;
sp061;acer pseu;hl;+;;;
sp061;anem nemo;hl;+;;;
sp061;apos foet;hl;1;;;
sp061;brac sylv;hl;+;;;
sp061;care alba;hl;2a;;;
sp061;care digi;hl;+;;;
sp061;care pilo;hl;1;;;
sp061;carp betu;hl;+;;;
sp061;corn sang sang;hl;+;;;
sp061;cory avel;hl;+;;;
sp061;cycl purp;hl;+;;;
sp061;epip hell slat;hl;r;;;
sp061;frag mosc;hl;r;;;
sp061;frax exce;hl;1;;;
sp061;gale mont;hl;+;;;
sp061;gali odor;hl;+;;;
sp061;hede heli;hl;+;;;
sp061;hell nige;hl;+;;;
sp061;hepa nobi;hl;1;;;
sp061;lath vern;hl;r;;;
sp061;loni xylo;hl;+;;;
sp061;merc pere;hl;1;;;
sp061;pice abie;hl;+;;;
sp061;poly mult;hl;+;;;
sp061;pulm offi;hl;+;;;
sp061;quer robu;hl;r;;;
sp061;rham cath;hl;+;;;
sp061;rosa arve;hl;+;;;
sp061;rubu sect rubu;hl;+;;;
sp061;sorb aria;hl;+;;;
sp061;vibu lant;hl;r;;;
sp061;viol reic;hl;+;;;
sp061;acer pseu;sl;+;;;
sp061;carp betu;sl;+;;;
sp061;corn sang sang;sl;+;;;
sp061;crat mono;sl;r;;;
sp061;fagu sylv;sl;2a;;;
sp061;loni xylo;sl;+;;;
sp061;fagu sylv;tl1;5;;;
sp061;pinu sylv;tl1;1;;;
sp061;carp betu;tl2;2a;;;
sp061;fagu sylv;tl2;1;;;
sp062;anem nemo;hl;+;;;
sp062;aqui atra;hl;+;;;
sp062;arte vulg;hl;+;;;
sp062;atro bell;hl;+;;;
sp062;berb vulg;hl;+;;;
sp062;brac sylv;hl;+;;;
sp062;cala epig;hl;2a;;;
sp062;cala vari;hl;+;;;
sp062;camp rapu rapu;hl;1;;;
sp062;care alba;hl;1;;;
sp062;care digi;hl;+;;;
sp062;care flac;hl;+;;;
sp062;care pall;hl;+;;;
sp062;cera luco;hl;r;;;
sp062;cirs arve;hl;+;;;
sp062;cirs oler;hl;+;;;
sp062;cirs vulg;hl;+;;;
sp062;clem vita;hl;1;;;
sp062;clin vulg vulg;hl;1;;;
sp062;conv maja maja;hl;r;;;
sp062;cory avel;hl;+;;;
sp062;daph meze;hl;+;;;
sp062;desc cesp;hl;+;;;
sp062;echi vulg;hl;+;;;
sp062;elym cani;hl;r;;;
sp062;erig annu slat;hl;+;;;
sp062;erig cana;hl;+;;;
sp062;eupa cann;hl;1;;;
sp062;euph amyg amyg;hl;+;;;
sp062;euph cypa;hl;1;;;
sp062;fagu sylv;hl;+;;;
sp062;fest hete ylla;hl;+;;;
sp062;frag mosc;hl;+;;;
sp062;frag vesc;hl;+;;;
sp062;fran alnu;hl;1;;;
sp062;frax exce;hl;+;;;
sp062;gali albu;hl;+;;;
sp062;gali sylv;hl;+;;;
sp062;gera diss;hl;+;;;
sp062;hepa nobi;hl;+;;;
sp062;hype perf;hl;+;;;
sp062;impa parv;hl;+;;;
sp062;lath prat prat;hl;1;;;
sp062;ligu vulg;hl;+;;;
sp062;medi lupu;hl;+;;;
sp062;meli nuta;hl;1;;;
sp062;moli caer aggr;hl;2a;;;
sp062;orig vulg;hl;1;;;
sp062;pote rept;hl;1;;;
sp062;pote ster;hl;+;;;
sp062;prun spin;hl;+;;;
sp062;quer robu;hl;+;;;
sp062;rese lute lute;hl;+;;;
sp062;rubu idae;hl;4;;;
sp062;rubu sect rubu;hl;2b;;;
sp062;sile vulg vulg;hl;+;;;
sp062;sonc oler;hl;+;;;
sp062;tara sect rude;hl;+;;;
sp062;tuss farf;hl;+;;;
sp062;viol hirt;hl;+;;;
sp062;berb vulg;sl;+;;;
sp062;clem vita;sl;+;;;
sp062;cory avel;sl;+;;;
sp062;fran alnu;sl;4;;;
sp062;sali capr;sl;+;;;
sp062;sali purp;sl;1;;;
sp063;acer camp;hl;+;;;
sp063;acer pseu;hl;1;;;
sp063;agro stol;hl;r;;;
sp063;ajug rept;hl;+;;;
sp063;alli ursi ursi;hl;+;;;
sp063;anem nemo;hl;1;;;
sp063;arum macu;hl;+;;;
sp063;asar euro euro;hl;+;;;
sp063;brac sylv;hl;1;;;
sp063;cala vari;hl;+;;;
sp063;camp trac;hl;r;;;
sp063;care acut rmis;hl;+;;;
sp063;care alba;hl;1;;;
sp063;care digi;hl;+;;;
sp063;care flac;hl;+;;;
sp063;care mont;hl;r;;;
sp063;care sylv;hl;+;;;
sp063;carp betu;hl;+;;;
sp063;clin vulg vulg;hl;r;;;
sp063;corn sang sang;hl;+;;;
sp063;cory avel;hl;1;;;
sp063;crat mono;hl;+;;;
sp063;cycl purp;hl;+;;;
sp063;frax exce;hl;+;;;
sp063;gale mont;hl;1;;;
sp063;glec hede;hl;+;;;
sp063;hede heli;hl;+;;;
sp063;hepa nobi;hl;1;;;
sp063;hera spho spho;hl;r;;;
sp063;ligu vulg;hl;+;;;
sp063;loni xylo;hl;+;;;
sp063;mela nemo;hl;1;;;
sp063;meli nuta;hl;+;;;
sp063;pelt alli;hl;r;;;
sp063;poa angu;hl;+;;;
sp063;poa nemo;hl;+;;;
sp063;poly mult;hl;+;;;
sp063;pote hept;hl;r;;;
sp063;prun padu padu;hl;+;;;
sp063;pulm offi;hl;+;;;
sp063;quer robu;hl;+;;;
sp063;rubu caes;hl;+;;;
sp063;sile dioi;hl;+;;;
sp063;stac sylv;hl;r;;;
sp063;stap pinn;hl;1;;;
sp063;symp tube slat;hl;+;;;
sp063;tili cord;hl;+;;;
sp063;ulmu glab;hl;+;;;
sp063;vale offi samb;hl;r;;;
sp063;vibu lant;hl;+;;;
sp063;vibu opul;hl;+;;;
sp063;viol reic;hl;+;;;
sp063;acer pseu;sl;+;;;
sp063;carp betu;sl;1;;;
sp063;corn sang sang;sl;1;;;
sp063;cory avel;sl;3;;;
sp063;euon euro;sl;+;;;
sp063;frax exce;sl;+;;;
sp063;hede heli;sl;+;;;
sp063;loni xylo;sl;+;;;
sp063;prun aviu slat;sl;+;;;
sp063;prun padu padu;sl;+;;;
sp063;stap pinn;sl;2a;;;
sp063;tili cord;sl;1;;;
sp063;vibu lant;sl;1;;;
sp063;acer pseu;tl1;2b;;;
sp063;frax exce;tl1;2a;;;
sp063;quer robu;tl1;2b;;;
sp063;ulmu glab;tl1;2a;;;
sp063;acer pseu;tl2;2a;;;
sp063;carp betu;tl2;2b;;;
sp063;cory avel;tl2;1;;;
sp063;frax exce;tl2;1;;;
sp063;quer robu;tl2;1;;;
sp063;tili cord;tl2;1;;;
sp063;ulmu glab;tl2;2a;;;
sp064;acer pseu;hl;+;;;
sp064;aego poda;hl;+;;;
sp064;alli peti;hl;+;;;
sp064;alli ursi ursi;hl;+;;;
sp064;anem nemo;hl;2a;;;
sp064;arum macu;hl;r;;;
sp064;asar euro euro;hl;+;;;
sp064;care sylv;hl;1;;;
sp064;carp betu;hl;+;;;
sp064;clem vita;hl;+;;;
sp064;colc autu;hl;r;;;
sp064;corn sang sang;hl;+;;;
sp064;cory avel;hl;+;;;
sp064;cory cava;hl;1;;;
sp064;cycl purp;hl;+;;;
sp064;euon euro;hl;+;;;
sp064;frax exce;hl;+;;;
sp064;gale mont;hl;4;;;
sp064;gera palu;hl;r;;;
sp064;geum urba;hl;+;;;
sp064;hede heli;hl;+;;;
sp064;hepa nobi;hl;+;;;
sp064;impa parv;hl;+;;;
sp064;lami macu;hl;+;;;
sp064;pari quad;hl;+;;;
sp064;pelt alli;hl;+;;;
sp064;phal arun;hl;r;;;
sp064;poly mult;hl;+;;;
sp064;prim elat;hl;+;;;
sp064;prun padu padu;hl;1;;;
sp064;pulm offi;hl;+;;;
sp064;rubu caes;hl;+;;;
sp064;scil bifo;hl;+;;;
sp064;stac sylv;hl;+;;;
sp064;stap pinn;hl;1;;;
sp064;ulmu glab;hl;+;;;
sp064;urti dioi dioi;hl;r;;;
sp064;vero becc;hl;+;;;
sp064;fica vern vern;hl;+;;;
sp064;acer camp;sl;+;;;
sp064;acer pseu;sl;+;;;
sp064;carp betu;sl;1;;;
sp064;corn sang sang;sl;+;;;
sp064;cory avel;sl;2a;;;
sp064;euon euro;sl;+;;;
sp064;ligu vulg;sl;+;;;
sp064;prun padu padu;sl;2b;;;
sp064;stap pinn;sl;2a;;;
sp064;tili cord;sl;+;;;
sp064;ulmu glab;sl;1;;;
sp064;acer pseu;tl1;2a;;;
sp064;carp betu;tl1;1;;;
sp064;frax exce;tl1;3;;;
sp064;tili cord;tl1;2a;;;
sp064;ulmu glab;tl1;2a;;;
sp064;acer camp;tl2;1;;;
sp064;acer pseu;tl2;2a;;;
sp064;carp betu;tl2;2b;;;
sp064;cory avel;tl2;1;;;
sp064;frax exce;tl2;1;;;
sp064;prun padu padu;tl2;2b;;;
sp064;tili cord;tl2;1;;;
sp064;ulmu glab;tl2;2a;;;
sp065;acer camp;hl;+;;;
sp065;acer pseu;hl;+;;;
sp065;aego poda;hl;+;;;
sp065;alli peti;hl;r;;;
sp065;arum macu;hl;r;;;
sp065;asar euro cauc;hl;+;;;
sp065;aspl tric quad;hl;+;;;
sp065;brac sylv;hl;1;;;
sp065;brom bene;hl;+;;;
sp065;camp pers;hl;+;;;
sp065;camp rapu rapu;hl;+;;;
sp065;camp trac;hl;+;;;
sp065;care digi;hl;1;;;
sp065;care flac;hl;+;;;
sp065;care mont;hl;+;;;
sp065;care pilo;hl;2b;;;
sp065;care poly;hl;+;;;
sp065;carp betu;hl;+;;;
sp065;ceph dama;hl;r;;;
sp065;clem vita;hl;+;;;
sp065;conv maja maja;hl;2a;;;
sp065;corn sang sang;hl;+;;;
sp065;cory cava;hl;+;;;
sp065;crat mono;hl;+;;;
sp065;cycl purp;hl;1;;;
sp065;euon euro;hl;+;;;
sp065;euph amyg amyg;hl;r;;;
sp065;euph dulc dulc;hl;+;;;
sp065;fest hete ylla;hl;1;;;
sp065;frax exce;hl;+;;;
sp065;gale mont;hl;+;;;
sp065;geum urba;hl;1;;;
sp065;hepa nobi;hl;2a;;;
sp065;ligu vulg;hl;+;;;
sp065;lili mart;hl;+;;;
sp065;loni xylo;hl;+;;;
sp065;merc pere;hl;+;;;
sp065;pari quad;hl;+;;;
sp065;poa nemo;hl;+;;;
sp065;poly mult;hl;+;;;
sp065;pulm offi;hl;+;;;
sp065;salv glut;hl;+;;;
sp065;stap pinn;hl;+;;;
sp065;symp tube slat;hl;+;;;
sp065;tili cord;hl;+;;;
sp065;ulmu glab;hl;+;;;
sp065;viol rivi;hl;+;;;
sp065;acer camp;sl;1;;;
sp065;acer pseu;sl;2a;;;
sp065;carp betu;sl;1;;;
sp065;corn sang sang;sl;+;;;
sp065;crat laev laev;sl;1;;;
sp065;crat mono;sl;+;;;
sp065;euon euro;sl;+;;;
sp065;fagu sylv;sl;+;;;
sp065;frax exce;sl;+;;;
sp065;prun aviu slat;sl;+;;;
sp065;stap pinn;sl;+;;;
sp065;tili cord;sl;2a;;;
sp065;ulmu glab;sl;+;;;
sp065;acer pseu;tl1;2a;;;
sp065;carp betu;tl1;2b;;;
sp065;frax exce;tl1;2b;;;
sp065;quer robu;tl1;2b;;;
sp065;tili cord;tl1;2a;;;
sp065;carp betu;tl2;2b;;;
sp065;frax exce;tl2;1;;;
sp065;tili cord;tl2;1;;;
sp065;ulmu glab;tl2;1;;;
sp066;acer camp;hl;2a;;;
sp066;acer pseu;hl;r;;;
sp066;adox mosc;hl;r;;;
sp066;alli peti;hl;+;;;
sp066;alli ursi ursi;hl;+;;;
sp066;anem nemo;hl;+;;;
sp066;arum macu;hl;+;;;
sp066;asar euro euro;hl;+;;;
sp066;brac sylv;hl;+;;;
sp066;brom bene;hl;+;;;
sp066;camp trac;hl;+;;;
sp066;camp rapu rapu;hl;+;;;
sp066;care digi;hl;+;;;
sp066;care poly;hl;r;;;
sp066;care sylv;hl;+;;;
sp066;carp betu;hl;+;;;
sp066;conv maja maja;hl;+;;;
sp066;cory cava;hl;+;;;
sp066;crat laev laev;hl;+;;;
sp066;cycl purp;hl;+;;;
sp066;fagu sylv;hl;+;;;
sp066;fest hete ylla;hl;r;;;
sp066;fica vern vern;hl;+;;;
sp066;frax exce;hl;+;;;
sp066;euon euro;hl;+;;;
sp066;gale mont;hl;1;;;
sp066;gali apar;hl;r;;;
sp066;geum urba;hl;+;;;
sp066;hepa nobi;hl;1;;;
sp066;impa parv;hl;+;;;
sp066;leuc vern;hl;+;;;
sp066;lili mart;hl;+;;;
sp066;poa nemo;hl;+;;;
sp066;poly mult;hl;+;;;
sp066;prun aviu slat;hl;+;;;
sp066;pulm offi;hl;+;;;
sp066;quer robu;hl;+;;;
sp066;rosa arve;hl;+;;;
sp066;samb nigr;hl;+;;;
sp066;symp tube slat;hl;+;;;
sp066;ulmu glab;hl;+;;;
sp066;vero hede hede;hl;r;;;
sp066;vibu lant;hl;r;;;
sp066;viol mira;hl;r;;;
sp066;viol reic;hl;+;;;
sp066;acer camp;sl;1;;;
sp066;carp betu;sl;+;;;
sp066;crat laev laev;sl;+;;;
sp066;frax exce;sl;+;;;
sp066;prun aviu slat;sl;1;;;
sp066;tili cord;sl;+;;;
sp066;ulmu glab;sl;1;;;
sp066;fagu sylv;tl1;2a;;;
sp066;frax exce;tl1;3;;;
sp066;prun aviu slat;tl1;2a;;;
sp066;quer robu;tl1;2a;;;
sp066;tili cord;tl1;2a;;;
sp066;acer camp;tl2;1;;;
sp066;carp betu;tl2;3;;;
sp066;ulmu glab;tl2;2a;;;
sp067;anem nemo;hl;1;;;
sp067;apos foet;hl;+;;;
sp067;brac sylv;hl;+;;;
sp067;brom bene;hl;+;;;
sp067;care alba;hl;3;;;
sp067;care digi;hl;+;;;
sp067;care flac;hl;+;;;
sp067;care mich;hl;r;2014-0225;;
sp067;conv maja maja;hl;2b;;;
sp067;corn sang sang;hl;1;;;
sp067;cory avel;hl;+;;;
sp067;crat mono;hl;+;;;
sp067;cycl purp;hl;+;;;
sp067;euph amyg amyg;hl;r;;;
sp067;fagu sylv;hl;1;;;
sp067;fest hete ylla;hl;+;;;
sp067;frag mosc;hl;+;;;
sp067;frax exce;hl;+;;;
sp067;gale mont;hl;+;;;
sp067;gali sylv;hl;r;;;
sp067;hell nige;hl;2a;;;
sp067;hepa nobi;hl;2a;;;
sp067;jugl regi;hl;r;;;
sp067;ligu vulg;hl;+;;;
sp067;loni xylo;hl;+;;;
sp067;mela nemo;hl;+;;;
sp067;mela prat;hl;+;;;
sp067;mela sylv;hl;+;;;
sp067;poly mult;hl;1;;;
sp067;pote ster;hl;+;;;
sp067;prun aviu slat;hl;+;;;
sp067;prun spin;hl;+;;;
sp067;pulm offi;hl;+;;;
sp067;quer robu;hl;+;;;
sp067;rham cath;hl;r;;;
sp067;rubu sect rubu;hl;+;;;
sp067;sorb aria;hl;+;;;
sp067;vibu lant;hl;1;;;
sp067;viol reic;hl;+;;;
sp067;acer camp;sl;+;;;
sp067;berb vulg;sl;+;;;
sp067;carp betu;sl;+;;;
sp067;corn sang sang;sl;3;;;
sp067;cory avel;sl;1;;;
sp067;crat mono;sl;+;;;
sp067;frax exce;sl;+;;;
sp067;loni xylo;sl;1;;;
sp067;vibu lant;sl;1;;;
sp067;fagu sylv;tl1;2b;;;
sp067;frax exce;tl1;2a;;;
sp067;prun aviu slat;tl1;2a;;;
sp067;quer robu;tl1;3;;;
sp067;carp betu;tl2;2a;;;
sp067;fagu sylv;tl2;2a;;;
sp067;frax exce;tl2;+;;;
sp067;quer robu;tl2;2a;;;
sp068;aego poda;hl;+;;;
sp068;alli ursi ursi;hl;+;;;
sp068;alli vine;hl;+;;;
sp068;anem nemo;hl;2m;;;
sp068;apos foet;hl;2a;;;
sp068;arum macu;hl;+;;;
sp068;asar euro euro;hl;+;;;
sp068;brac sylv;hl;+;;;
sp068;camp trac;hl;+;;;
sp068;care alba;hl;1;;;
sp068;care sylv;hl;+;;;
sp068;conv maja maja;hl;+;;;
sp068;corn sang sang;hl;+;;;
sp068;cory avel;hl;+;;;
sp068;cory cava;hl;+;;;
sp068;crat mono;hl;+;;;
sp068;crat laev laev;hl;+;;;
sp068;daph meze;hl;+;;;
sp068;euph dulc dulc;hl;+;;;
sp068;fagu sylv;hl;+;;;
sp068;frax exce;hl;+;;;
sp068;gale mont;hl;+;;;
sp068;hede heli;hl;+;;;
sp068;hepa nobi;hl;+;;;
sp068;leuc vern;hl;1;;;
sp068;ligu vulg;hl;+;;;
sp068;lili mart;hl;r;;;
sp068;loni xylo;hl;+;;;
sp068;pari quad;hl;+;;;
sp068;poly mult;hl;2a;;;
sp068;prun aviu slat;hl;+;;;
sp068;prun padu padu;hl;+;;;
sp068;pulm offi;hl;+;;;
sp068;quer robu;hl;+;;;
sp068;scil bifo;hl;+;;;
sp068;tili cord;hl;+;;;
sp068;vibu lant;hl;+;;;
sp068;vibu opul;hl;+;;;
sp068;vinc mino;hl;r;;;
sp068;viol reic;hl;+;;;
sp068;acer pseu;sl;+;;;
sp068;clem vita;sl;1;;;
sp068;cory avel;sl;3;;;
sp068;crat laev laev;sl;r;;;
sp068;ligu vulg;sl;1;;;
sp068;loni xylo;sl;+;;;
sp068;prun aviu slat;sl;+;;;
sp068;prun padu padu;sl;2a;;;
sp068;tili cord;sl;2a;;;
sp068;ulmu glab;sl;+;;;
sp068;vibu lant;sl;+;;;
sp068;clem vita;tl2;1;;;
sp068;fagu sylv;tl2;1;;;
sp068;frax exce;tl2;2a;;;
sp068;tili cord;tl2;3;;;
sp068;ulmu glab;tl2;2a;;;
sp069;acer camp;hl;+;;;
sp069;acer pseu;hl;+;;;
sp069;aego poda;hl;1;;;
sp069;alli peti;hl;+;;;
sp069;alli ursi ursi;hl;2b;;;
sp069;anem nemo;hl;1;;;
sp069;apos foet;hl;+;;;
sp069;arum macu;hl;+;;;
sp069;asar euro euro;hl;1;;;
sp069;brac sylv;hl;+;;;
sp069;care alba;hl;+;;;
sp069;conv maja maja;hl;+;;;
sp069;cory avel;hl;+;;;
sp069;cory cava;hl;1;;;
sp069;crat mono;hl;+;;;
sp069;daph meze;hl;+;;;
sp069;desc cesp;hl;+;;;
sp069;euon euro;hl;+;;;
sp069;euph amyg amyg;hl;+;;;
sp069;fagu sylv;hl;+;;;
sp069;fall japo;hl;r;;;
sp069;fest giga;hl;+;;;
sp069;frax exce;hl;+;;;
sp069;gale mont;hl;2a;;;
sp069;gali apar;hl;+;;;
sp069;hepa nobi;hl;+;;;
sp069;impa noli;hl;+;;;
sp069;loni xylo;hl;+;;;
sp069;moeh trin;hl;r;;;
sp069;myos sylv;hl;r;;;
sp069;pari quad;hl;+;;;
sp069;poly mult;hl;+;;;
sp069;prun padu padu;hl;+;;;
sp069;pulm offi;hl;+;;;
sp069;rubu caes;hl;+;;;
sp069;scil bifo;hl;+;;;
sp069;ulmu glab;hl;+;;;
sp069;viol reic;hl;+;;;
