plot,abbr,layer,cov
1,sisy offi,hl,+
1,samb nigr,hl,+
2,hier glau cum,hl,+
2,rhin alec slat,hl,+
4,sene ovat ovat,hl,+
4,juni comm comm,hl,+
4,euph sali,hl,+
4,salv glut,hl,+
5,merc pere,hl,+
5,heli numm gran,hl,+
5,carl acau slat,hl,+
5,camp sche,hl,+
5,epip hell slat,hl,+
5,scab luci luci,hl,+
5,care semp semp,hl,+
5,sesl caer,hl,+
5,rubu idae,hl,+
5,lact mura,hl,+
6,hier muro,hl,+
6,poly odor,hl,+
