plot,abbr,layer,cov
83,verb thap,hl,+
83,kern saxa,hl,+
83,hera spho eleg,hl,+
83,epil alpe,hl,r
84,hype macu,hl,+
84,kern saxa,hl,+
84,vale saxa,hl,r
84,scro nodo,hl,r
85,heli numm gran,hl,+
85,hier vald,hl,+
85,hier schu,hl,+
86,hier schu,hl,+
86,vale offi tenu,hl,r
88,care mucr,hl,+
88,hype macu,hl,+
88,leuc vulg,hl,+
88,junc mona,hl,+
88,pote erec,hl,+
90,achi clav,hl,1
90,linu cath,hl,+
90,lami macu,hl,+
90,sedu atra slat,hl,+
90,sene ovat ovat,hl,r
