plot;variable;value
H6-09;dung;0
H6-10;dung;0
H7-01;dung;0
H7-02;dung;0
H7-03;dung;0
H7-04;dung;0
H7-05;dung;0
H7-06;dung;0
H7-07;dung;0
H7-08;dung;0
H7-09;dung;0
H7-10;dung;0
HO1-01;dung;0
HO1-02;dung;0
HO1-03;dung;0
HO1-04;dung;0
HO1-05;dung;0
HO1-06;dung;0
HO1-07;dung;0
HO1-08;dung;0
HO1-09;dung;0
HO1-10;dung;0
HO2-01;dung;0
HO2-02;dung;0
HO2-03;dung;0
HO2-04;dung;0
HO2-05;dung;0
HO2-06;dung;0
HO2-07;dung;0
HO2-08;dung;0
HO2-09;dung;0
HO2-10;dung;0
HO3-01;dung;0
HO3-02;dung;0
HO3-03;dung;0
HO3-04;dung;0
HO3-05;dung;0
HO3-06;dung;0
HO3-07;dung;0
HO3-08;dung;0
HO3-09;dung;0
HO3-10;dung;0
HO4-01;dung;0
HO4-02;dung;0
HO4-03;dung;0
HO4-04;dung;0
HO4-05;dung;0
HO4-06;dung;0
HO4-07;dung;0
HO4-08;dung;0
HO4-09;dung;0
HO4-10;dung;0
HO5-01;dung;0
HO5-02;dung;0
HO5-03;dung;0
HO5-04;dung;0
HO5-05;dung;0
HO5-06;dung;0
HO5-07;dung;0
HO5-08;dung;0
HO5-09;dung;0
HO5-10;dung;0
T1-01;dung;0
T1-02;dung;0
T1-03;dung;0
T1-04;dung;0
T1-05;dung;0
T1-06;dung;0
T1-07;dung;0
T1-08;dung;0
T1-09;dung;0
T1-10;dung;0
T2-01;dung;0
T2-02;dung;0
T2-03;dung;0
T2-04;dung;0
T2-05;dung;0
T2-06;dung;0
T2-07;dung;0
T2-08;dung;0
T2-09;dung;0
T2-10;dung;0
T3-01;dung;0
T3-02;dung;0
T3-03;dung;0
T3-04;dung;0
T3-05;dung;0
T3-06;dung;0
T3-07;dung;0
T3-08;dung;0
T3-09;dung;0
T3-10;dung;0
T4-01;dung;0
T4-02;dung;0
T4-03;dung;0
T4-04;dung;0
T4-05;dung;0
T4-06;dung;0
T4-07;dung;0
T4-08;dung;0
T4-09;dung;0
T4-10;dung;0
T5-01;dung;0
T5-02;dung;0
T5-03;dung;0
T5-04;dung;0
T5-05;dung;0
T5-06;dung;0
T5-07;dung;0
T5-08;dung;0
T5-09;dung;0
T5-10;dung;0
W1-01;dung;0
W1-02;dung;0
W1-03;dung;0
W1-04;dung;0
W1-05;dung;0
W1-06;dung;0
W1-07;dung;0
W1-08;dung;0
W1-09;dung;0
W1-10;dung;0
W2-01;dung;0
W2-02;dung;0
W2-03;dung;0
W2-04;dung;0
W2-05;dung;0
W2-06;dung;0
W2-07;dung;0
W2-08;dung;0
W2-09;dung;0
W2-10;dung;0
W3-01;dung;0
W3-02;dung;0
W3-03;dung;0
W3-04;dung;0
W3-05;dung;0
W3-06;dung;0
W3-07;dung;0
W3-08;dung;0
W3-09;dung;1
W3-10;dung;0
W4-01;dung;0
W4-02;dung;0
W4-03;dung;0
W4-04;dung;0
W4-05;dung;0
W4-06;dung;0
W4-07;dung;0
W4-08;dung;0
W4-09;dung;0
W4-10;dung;0
W5-01;dung;0
W5-02;dung;0
W5-03;dung;0
W5-04;dung;0
W5-05;dung;1,6
W5-06;dung;0
W5-07;dung;0
W5-08;dung;0
W5-09;dung;0
W5-10;dung;0
W6-01;dung;0
W6-02;dung;0
W6-03;dung;0
W6-04;dung;0
W6-05;dung;0
W6-06;dung;0
W6-07;dung;0
W6-08;dung;0
W6-09;dung;0
W6-10;dung;0
W7-01;dung;0
W7-02;dung;0
W7-03;dung;0
W7-04;dung;0
W7-05;dung;0,1
W7-06;dung;0
W7-07;dung;0
W7-08;dung;0
W7-09;dung;0
W7-10;dung;0
WMa1-01;dung;0
WMa1-02;dung;0
WMa1-03;dung;0
WMa1-04;dung;0
WMa1-05;dung;0
WMa1-06;dung;0
WMa1-07;dung;0
WMa1-08;dung;1
WMa1-09;dung;0
WMa1-10;dung;0
WMa2-01;dung;0
WMa2-02;dung;2
WMa2-03;dung;0
WMa2-04;dung;4
WMa2-05;dung;0
WMa2-06;dung;0
WMa2-07;dung;1
WMa2-08;dung;0
WMa2-09;dung;0
WMa2-10;dung;0
WMa3-01;dung;0
WMa3-02;dung;0
WMa3-03;dung;0
WMa3-04;dung;0
WMa3-05;dung;0
WMa3-06;dung;0
WMa3-07;dung;0
WMa3-08;dung;0
WMa3-09;dung;0
WMa3-10;dung;0
WMa4-01;dung;0
WMa4-02;dung;0
WMa4-03;dung;0
WMa4-04;dung;0
WMa4-05;dung;0
WMa4-06;dung;0
WMa4-07;dung;0
WMa4-08;dung;0
WMa4-09;dung;0
WMa4-10;dung;0
WMa5-01;dung;0
WMa5-02;dung;0
WMa5-03;dung;0
WMa5-04;dung;0
WMa5-05;dung;0
WMa5-06;dung;0
WMa5-07;dung;0
WMa5-08;dung;0
WMa5-09;dung;0
WMa5-10;dung;0
WMb1-01;dung;0
WMb1-02;dung;0
WMb1-03;dung;0
WMb1-04;dung;0
WMb1-05;dung;0
WMb1-06;dung;0
WMb1-07;dung;0
WMb1-08;dung;0
WMb1-09;dung;0
WMb1-10;dung;0
WMb2-01;dung;0
WMb2-02;dung;0
WMb2-03;dung;0
WMb2-04;dung;0
WMb2-05;dung;0
WMb2-06;dung;0
WMb2-07;dung;0
WMb2-08;dung;0
WMb2-09;dung;0
WMb2-10;dung;0
WMb3-01;dung;0
WMb3-02;dung;0
WMb3-03;dung;0
WMb3-04;dung;3
WMb3-05;dung;0
WMb3-06;dung;2
WMb3-07;dung;0
WMb3-08;dung;3
WMb3-09;dung;0
WMb3-10;dung;0
WMb4-01;dung;0
WMb4-02;dung;0
WMb4-03;dung;0
WMb4-04;dung;0
WMb4-05;dung;0
WMb4-06;dung;0
WMb4-07;dung;0
WMb4-08;dung;0
WMb4-09;dung;0
WMb4-10;dung;0
WMb5-01;dung;0
WMb5-02;dung;0
WMb5-03;dung;0
WMb5-04;dung;0
WMb5-05;dung;0
WMb5-06;dung;0
WMb5-07;dung;0
WMb5-08;dung;0
WMb5-09;dung;0
WMb5-10;dung;0
H1-01;hcov;95
H1-02;hcov;93
H1-03;hcov;90
H1-04;hcov;93
H1-05;hcov;90
H1-06;hcov;90
H1-07;hcov;97
H1-08;hcov;90
H1-09;hcov;95
H1-10;hcov;93
H2-01;hcov;85
H2-02;hcov;90
H2-03;hcov;95
H2-04;hcov;92
H2-05;hcov;90
H2-06;hcov;95
H2-07;hcov;90
H2-08;hcov;90
H2-09;hcov;90
H2-10;hcov;95
H3-01;hcov;0
H3-02;hcov;93
H3-03;hcov;95
H3-04;hcov;90
H3-05;hcov;95
H3-06;hcov;95
H3-07;hcov;97
H3-08;hcov;93
H3-09;hcov;97
H3-10;hcov;95
H4-01;hcov;70
H4-02;hcov;90
H4-03;hcov;95
H4-04;hcov;95
H4-05;hcov;95
H4-06;hcov;96
H4-07;hcov;85
H4-08;hcov;90
H4-09;hcov;85
H4-10;hcov;90
H5-01;hcov;97
H5-02;hcov;97
H5-03;hcov;97
H5-04;hcov;99
H5-05;hcov;85
H5-06;hcov;80
H5-07;hcov;75
H5-08;hcov;85
H5-09;hcov;95
H5-10;hcov;98
H6-01;hcov;75
H6-02;hcov;75
H6-03;hcov;80
H6-04;hcov;65
H6-05;hcov;85
H6-06;hcov;60
H6-07;hcov;80
H6-08;hcov;83
H6-09;hcov;85
H6-10;hcov;85
H7-01;hcov;90
H7-02;hcov;83
H7-03;hcov;97
H7-04;hcov;90
H7-05;hcov;95
H7-06;hcov;75
H7-07;hcov;95
H7-08;hcov;90
H7-09;hcov;45
H7-10;hcov;76
HO1-01;hcov;90
HO1-02;hcov;92
HO1-03;hcov;80
HO1-04;hcov;90
HO1-05;hcov;90
HO1-06;hcov;85
HO1-07;hcov;97
HO1-08;hcov;92
HO1-09;hcov;95
HO1-10;hcov;95
HO2-01;hcov;99
HO2-02;hcov;98
HO2-03;hcov;97
HO2-04;hcov;96
HO2-05;hcov;100
HO2-06;hcov;100
HO2-07;hcov;100
HO2-08;hcov;93
HO2-09;hcov;98
HO2-10;hcov;93
HO3-01;hcov;100
HO3-02;hcov;100
HO3-03;hcov;100
HO3-04;hcov;98
HO3-05;hcov;85
HO3-06;hcov;98
HO3-07;hcov;98
HO3-08;hcov;95
HO3-09;hcov;98
HO3-10;hcov;98
HO4-01;hcov;85
HO4-02;hcov;90
HO4-03;hcov;95
HO4-04;hcov;93
HO4-05;hcov;90
HO4-06;hcov;93
HO4-07;hcov;95
HO4-08;hcov;90
HO4-09;hcov;85
HO4-10;hcov;85
HO5-01;hcov;45
HO5-02;hcov;72
HO5-03;hcov;35
HO5-04;hcov;75
HO5-05;hcov;75
HO5-06;hcov;85
HO5-07;hcov;30
HO5-08;hcov;15
HO5-09;hcov;45
HO5-10;hcov;70
T1-01;hcov;98
T1-02;hcov;95
T1-03;hcov;95
T1-04;hcov;95
T1-05;hcov;99
T1-06;hcov;92
T1-07;hcov;99
T1-08;hcov;96
T1-09;hcov;84
T1-10;hcov;90
T2-01;hcov;75
T2-02;hcov;80
T2-03;hcov;80
T2-04;hcov;93
T2-05;hcov;100
T2-06;hcov;85
T2-07;hcov;96
T2-08;hcov;97
T2-09;hcov;99
T2-10;hcov;95
T3-01;hcov;100
T3-02;hcov;95
T3-03;hcov;98
T3-04;hcov;100
T3-05;hcov;99
T3-06;hcov;98
T3-07;hcov;98
T3-08;hcov;97
T3-09;hcov;98
T3-10;hcov;99
T4-01;hcov;85
T4-02;hcov;95
T4-03;hcov;97
T4-04;hcov;96
T4-05;hcov;90
T4-06;hcov;75
T4-07;hcov;90
T4-08;hcov;80
T4-09;hcov;95
T4-10;hcov;85
T5-01;hcov;100
T5-02;hcov;98
T5-03;hcov;98
T5-04;hcov;99
T5-05;hcov;98
T5-06;hcov;99
T5-07;hcov;98
T5-08;hcov;95
T5-09;hcov;99
T5-10;hcov;98
W1-01;hcov;65
W1-02;hcov;50
W1-03;hcov;25
W1-04;hcov;58
W1-05;hcov;70
W1-06;hcov;85
W1-07;hcov;70
W1-08;hcov;60
W1-09;hcov;50
W1-10;hcov;55
W2-01;hcov;50
W2-02;hcov;75
W2-03;hcov;30
W2-04;hcov;50
W2-05;hcov;70
W2-06;hcov;75
W2-07;hcov;80
W2-08;hcov;75
W2-09;hcov;82
W2-10;hcov;75
W3-01;hcov;70
W3-02;hcov;85
W3-03;hcov;70
W3-04;hcov;92
W3-05;hcov;95
W3-06;hcov;90
W3-07;hcov;90
W3-08;hcov;90
W3-09;hcov;90
W3-10;hcov;85
W4-01;hcov;35
W4-02;hcov;60
W4-03;hcov;60
W4-04;hcov;80
W4-05;hcov;50
W4-06;hcov;45
W4-07;hcov;35
W4-08;hcov;45
W4-09;hcov;70
W4-10;hcov;70
W5-01;hcov;30
W5-02;hcov;45
W5-03;hcov;60
W5-04;hcov;60
W5-05;hcov;45
W5-06;hcov;60
W5-07;hcov;60
W5-08;hcov;45
W5-09;hcov;75
W5-10;hcov;95
W6-01;hcov;96
W6-02;hcov;97
W6-03;hcov;70
W6-04;hcov;78
W6-05;hcov;90
W6-06;hcov;93
W6-07;hcov;85
W6-08;hcov;90
W6-09;hcov;93
W6-10;hcov;88
W7-01;hcov;90
W7-02;hcov;95
W7-03;hcov;90
W7-04;hcov;65
W7-05;hcov;95
W7-06;hcov;50
W7-07;hcov;95
W7-08;hcov;60
W7-09;hcov;85
W7-10;hcov;80
WMa1-01;hcov;85
WMa1-02;hcov;80
WMa1-03;hcov;85
WMa1-04;hcov;85
WMa1-05;hcov;75
WMa1-06;hcov;85
WMa1-07;hcov;98
WMa1-08;hcov;75
WMa1-09;hcov;90
WMa1-10;hcov;92
WMa2-01;hcov;80
WMa2-02;hcov;90
WMa2-03;hcov;95
WMa2-04;hcov;75
WMa2-05;hcov;90
WMa2-06;hcov;90
WMa2-07;hcov;85
WMa2-08;hcov;90
WMa2-09;hcov;87
WMa2-10;hcov;90
WMa3-01;hcov;59
WMa3-02;hcov;92
WMa3-03;hcov;85
WMa3-04;hcov;94
WMa3-05;hcov;98
