plot;variable;value
WMa3-06;hcov;95
WMa3-07;hcov;98
WMa3-08;hcov;80
WMa3-09;hcov;97
WMa3-10;hcov;80
WMa4-01;hcov;95
WMa4-02;hcov;98
WMa4-03;hcov;75
WMa4-04;hcov;92
WMa4-05;hcov;97
WMa4-06;hcov;87
WMa4-07;hcov;95
WMa4-08;hcov;85
WMa4-09;hcov;70
WMa4-10;hcov;90
WMa5-01;hcov;99
WMa5-02;hcov;98
WMa5-03;hcov;94
WMa5-04;hcov;100
WMa5-05;hcov;74
WMa5-06;hcov;97
WMa5-07;hcov;96
WMa5-08;hcov;40
WMa5-09;hcov;38
WMa5-10;hcov;95
WMb1-01;hcov;97
WMb1-02;hcov;95
WMb1-03;hcov;95
WMb1-04;hcov;85
WMb1-05;hcov;90
WMb1-06;hcov;98
WMb1-07;hcov;95
WMb1-08;hcov;95
WMb1-09;hcov;95
WMb1-10;hcov;90
WMb2-01;hcov;85
WMb2-02;hcov;98
WMb2-03;hcov;70
WMb2-04;hcov;90
WMb2-05;hcov;90
WMb2-06;hcov;80
WMb2-07;hcov;90
WMb2-08;hcov;97
WMb2-09;hcov;95
WMb2-10;hcov;90
WMb3-01;hcov;95
WMb3-02;hcov;98
WMb3-03;hcov;85
WMb3-04;hcov;90
WMb3-05;hcov;85
WMb3-06;hcov;85
WMb3-07;hcov;90
WMb3-08;hcov;90
WMb3-09;hcov;98
WMb3-10;hcov;93
WMb4-01;hcov;55
WMb4-02;hcov;93
WMb4-03;hcov;80
WMb4-04;hcov;80
WMb4-05;hcov;85
WMb4-06;hcov;90
WMb4-07;hcov;85
WMb4-08;hcov;90
WMb4-09;hcov;90
WMb4-10;hcov;90
WMb5-01;hcov;98
WMb5-02;hcov;97
WMb5-03;hcov;75
WMb5-04;hcov;80
WMb5-05;hcov;100
WMb5-06;hcov;92
WMb5-07;hcov;95
WMb5-08;hcov;93
WMb5-09;hcov;95
WMb5-10;hcov;70
H1-01;litter;0
H1-02;litter;0
H1-03;litter;1
H1-04;litter;5
H1-05;litter;1
H1-06;litter;2
H1-07;litter;0
H1-08;litter;3
H1-09;litter;0
H1-10;litter;0
H2-01;litter;0
H2-02;litter;0
H2-03;litter;0
H2-04;litter;0
H2-05;litter;0
H2-06;litter;0
H2-07;litter;0
H2-08;litter;2
H2-09;litter;0
H2-10;litter;0
H3-01;litter;0
H3-02;litter;0
H3-03;litter;0
H3-04;litter;2
H3-05;litter;0
H3-06;litter;2
H3-07;litter;0
H3-08;litter;0
H3-09;litter;0
H3-10;litter;0
H4-01;litter;0
H4-02;litter;2
H4-03;litter;0
H4-04;litter;0
H4-05;litter;0
H4-06;litter;0
H4-07;litter;0
H4-08;litter;0
H4-09;litter;0
H4-10;litter;0
H5-01;litter;0
H5-02;litter;0
H5-03;litter;0
H5-04;litter;0
H5-05;litter;0
H5-06;litter;0
H5-07;litter;0
H5-08;litter;0
H5-09;litter;0
H5-10;litter;5
H6-01;litter;25
H6-02;litter;25
H6-03;litter;15
H6-04;litter;30
H6-05;litter;10
H6-06;litter;15
H6-07;litter;10
H6-08;litter;25
H6-09;litter;20
H6-10;litter;25
H7-01;litter;1
H7-02;litter;2
H7-03;litter;15
H7-04;litter;5
H7-05;litter;10
H7-06;litter;4
H7-07;litter;5
H7-08;litter;5
H7-09;litter;3
H7-10;litter;3
HO1-01;litter;0
HO1-02;litter;0
HO1-03;litter;0
HO1-04;litter;0
HO1-05;litter;0
HO1-06;litter;0
HO1-07;litter;0
HO1-08;litter;0
HO1-09;litter;0
HO1-10;litter;0
HO2-01;litter;0
HO2-02;litter;0
HO2-03;litter;0
HO2-04;litter;2
HO2-05;litter;0
HO2-06;litter;0
HO2-07;litter;0
HO2-08;litter;2
HO2-09;litter;0
HO2-10;litter;0
HO3-01;litter;0
HO3-02;litter;10
HO3-03;litter;0
HO3-04;litter;10
HO3-05;litter;0
HO3-06;litter;60
HO3-07;litter;15
HO3-08;litter;25
HO3-09;litter;10
HO3-10;litter;30
HO4-01;litter;35
HO4-02;litter;25
HO4-03;litter;35
HO4-04;litter;35
HO4-05;litter;45
HO4-06;litter;25
HO4-07;litter;15
HO4-08;litter;60
HO4-09;litter;35
HO4-10;litter;40
HO5-01;litter;5
HO5-02;litter;3
HO5-03;litter;0
HO5-04;litter;2
HO5-05;litter;0
HO5-06;litter;3
HO5-07;litter;0
HO5-08;litter;0
HO5-09;litter;0
HO5-10;litter;3
T1-01;litter;0
T1-02;litter;0
T1-03;litter;0
T1-04;litter;0
T1-05;litter;0
T1-06;litter;0
T1-07;litter;0
T1-08;litter;0
T1-09;litter;0
T1-10;litter;0
T2-01;litter;0
T2-02;litter;0
T2-03;litter;0
T2-04;litter;0
T2-05;litter;0
T2-06;litter;5
T2-07;litter;0
T2-08;litter;0
T2-09;litter;0
T2-10;litter;1
T3-01;litter;0
T3-02;litter;0
T3-03;litter;0
T3-04;litter;0
T3-05;litter;0
T3-06;litter;0
T3-07;litter;0
T3-08;litter;0
T3-09;litter;0
T3-10;litter;0
T4-01;litter;12
T4-02;litter;1
T4-03;litter;2
T4-04;litter;3
T4-05;litter;8
T4-06;litter;2
T4-07;litter;7
T4-08;litter;3
T4-09;litter;2
T4-10;litter;3
T5-01;litter;15
T5-02;litter;15
T5-03;litter;20
T5-04;litter;20
T5-05;litter;10
T5-06;litter;20
T5-07;litter;25
T5-08;litter;25
T5-09;litter;10
T5-10;litter;15
W1-01;litter;0
W1-02;litter;2
W1-03;litter;0
W1-04;litter;10
W1-05;litter;0
W1-06;litter;8
W1-07;litter;0
W1-08;litter;5
W1-09;litter;0
W1-10;litter;3
W2-01;litter;15
W2-02;litter;3
W2-03;litter;1
W2-04;litter;10
W2-05;litter;8
W2-06;litter;15
W2-07;litter;5
W2-08;litter;20
W2-09;litter;15
W2-10;litter;15
W3-01;litter;0
W3-02;litter;10
W3-03;litter;10
W3-04;litter;2
W3-05;litter;5
W3-06;litter;0
W3-07;litter;0
W3-08;litter;0
W3-09;litter;0
W3-10;litter;7
W4-01;litter;0
W4-02;litter;5
W4-03;litter;0
W4-04;litter;5
W4-05;litter;0
W4-06;litter;2
W4-07;litter;0
W4-08;litter;2
W4-09;litter;0
W4-10;litter;7
W5-01;litter;0
W5-02;litter;0
W5-03;litter;0
W5-04;litter;5
W5-05;litter;0
W5-06;litter;0
W5-07;litter;15
W5-08;litter;0
W5-09;litter;30
W5-10;litter;10
W6-01;litter;15
W6-02;litter;25
W6-03;litter;25
W6-04;litter;40
W6-05;litter;40
W6-06;litter;35
W6-07;litter;25
W6-08;litter;15
W6-09;litter;15
W6-10;litter;25
W7-01;litter;20
W7-02;litter;20
W7-03;litter;20
W7-04;litter;5
W7-05;litter;15
W7-06;litter;3
W7-07;litter;10
W7-08;litter;5
W7-09;litter;3
W7-10;litter;2
WMa1-01;litter;3
WMa1-02;litter;5
WMa1-03;litter;1
WMa1-04;litter;5
WMa1-05;litter;2
WMa1-06;litter;3
WMa1-07;litter;5
WMa1-08;litter;2
WMa1-09;litter;0
WMa1-10;litter;2
WMa2-01;litter;0
WMa2-02;litter;5
WMa2-03;litter;2
WMa2-04;litter;2
WMa2-05;litter;1
WMa2-06;litter;5
WMa2-07;litter;1
WMa2-08;litter;3
WMa2-09;litter;2
WMa2-10;litter;2
WMa3-01;litter;15
WMa3-02;litter;0
WMa3-03;litter;10
WMa3-04;litter;5
WMa3-05;litter;5
WMa3-06;litter;0
WMa3-07;litter;55
WMa3-08;litter;0
WMa3-09;litter;10
WMa3-10;litter;0
WMa4-01;litter;40
WMa4-02;litter;30
WMa4-03;litter;45
WMa4-04;litter;15
WMa4-05;litter;30
WMa4-06;litter;3
WMa4-07;litter;25
WMa4-08;litter;30
WMa4-09;litter;65
WMa4-10;litter;20
WMa5-01;litter;0
WMa5-02;litter;0
WMa5-03;litter;0
WMa5-04;litter;0
WMa5-05;litter;0
WMa5-06;litter;0
WMa5-07;litter;0
WMa5-08;litter;0
WMa5-09;litter;0
WMa5-10;litter;0
WMb1-01;litter;1
WMb1-02;litter;2
WMb1-03;litter;0
WMb1-04;litter;0
WMb1-05;litter;0
WMb1-06;litter;0
WMb1-07;litter;0
WMb1-08;litter;0
WMb1-09;litter;0
WMb1-10;litter;2
WMb2-01;litter;0
WMb2-02;litter;0
WMb2-03;litter;0
WMb2-04;litter;2
WMb2-05;litter;0
WMb2-06;litter;0
WMb2-07;litter;0
WMb2-08;litter;0
WMb2-09;litter;0
WMb2-10;litter;0
WMb3-01;litter;0
WMb3-02;litter;0
WMb3-03;litter;0
WMb3-04;litter;2
WMb3-05;litter;0
WMb3-06;litter;1
WMb3-07;litter;0
WMb3-08;litter;0
WMb3-09;litter;0
WMb3-10;litter;4
WMb4-01;litter;25
WMb4-02;litter;25
WMb4-03;litter;25
WMb4-04;litter;40
WMb4-05;litter;35
WMb4-06;litter;20
WMb4-07;litter;45
WMb4-08;litter;40
WMb4-09;litter;40
WMb4-10;litter;40
WMb5-01;litter;85
WMb5-02;litter;40
WMb5-03;litter;50
WMb5-04;litter;35
WMb5-05;litter;30
WMb5-06;litter;60
WMb5-07;litter;45
WMb5-08;litter;35
WMb5-09;litter;45
WMb5-10;litter;7
H1-01;mcov;40
H1-02;mcov;20
H1-03;mcov;45
H1-04;mcov;50
H1-05;mcov;75
H1-06;mcov;35
H1-07;mcov;35
H1-08;mcov;35
H1-09;mcov;40
H1-10;mcov;30
H2-01;mcov;45
H2-02;mcov;60
H2-03;mcov;25
H2-04;mcov;35
H2-05;mcov;30
H2-06;mcov;25
H2-07;mcov;35
H2-08;mcov;45
H2-09;mcov;30
H2-10;mcov;25
H3-01;mcov;25
H3-02;mcov;5
H3-03;mcov;35
H3-04;mcov;20
H3-05;mcov;45
H3-06;mcov;45
H3-07;mcov;35
H3-08;mcov;25
H3-09;mcov;30
H3-10;mcov;45
H4-01;mcov;25
H4-02;mcov;75
H4-03;mcov;25
H4-04;mcov;55
H4-05;mcov;25
H4-06;mcov;10
H4-07;mcov;80
H4-08;mcov;60
H4-09;mcov;10
H4-10;mcov;70
H5-01;mcov;5
H5-02;mcov;3
H5-03;mcov;10
H5-04;mcov;40
H5-05;mcov;45
H5-06;mcov;45
H5-07;mcov;40
H5-08;mcov;85
H5-09;mcov;25
H5-10;mcov;5
H6-01;mcov;5
H6-02;mcov;30
H6-03;mcov;10
H6-04;mcov;25
H6-05;mcov;5
H6-06;mcov;30
H6-07;mcov;10
H6-08;mcov;35
H6-09;mcov;5
H6-10;mcov;25
H7-01;mcov;5
H7-02;mcov;75
H7-03;mcov;5
H7-04;mcov;15
H7-05;mcov;15
H7-06;mcov;25
H7-07;mcov;5
H7-08;mcov;20
H7-09;mcov;3
H7-10;mcov;20
HO1-01;mcov;5
HO1-02;mcov;25
HO1-03;mcov;10
HO1-04;mcov;55
HO1-05;mcov;70
HO1-06;mcov;70
HO1-07;mcov;30
HO1-08;mcov;30
HO1-09;mcov;55
HO1-10;mcov;25
HO2-01;mcov;35
HO2-02;mcov;50
HO2-03;mcov;60
HO2-04;mcov;45
HO2-05;mcov;45
HO2-06;mcov;15
HO2-07;mcov;35
HO2-08;mcov;70
HO2-09;mcov;60
HO2-10;mcov;70
HO3-01;mcov;55
HO3-02;mcov;40
HO3-03;mcov;30
HO3-04;mcov;5
HO3-05;mcov;35
HO3-06;mcov;15
HO3-07;mcov;15
HO3-08;mcov;15
HO3-09;mcov;15
HO3-10;mcov;25
HO4-01;mcov;15
HO4-02;mcov;60
HO4-03;mcov;15
HO4-04;mcov;15
HO4-05;mcov;10
HO4-06;mcov;20
HO4-07;mcov;5
HO4-08;mcov;15
HO4-09;mcov;5
HO4-10;mcov;25
HO5-01;mcov;10
HO5-02;mcov;20
HO5-03;mcov;13
HO5-04;mcov;80
HO5-05;mcov;40
HO5-06;mcov;55
HO5-07;mcov;75
HO5-08;mcov;80
HO5-09;mcov;65
HO5-10;mcov;65
T1-01;mcov;2
T1-02;mcov;3
T1-03;mcov;1
T1-04;mcov;3
T1-05;mcov;2
T1-06;mcov;3
T1-07;mcov;3
T1-08;mcov;4
T1-09;mcov;2
T1-10;mcov;2
T2-01;mcov;5
T2-02;mcov;40
T2-03;mcov;45
T2-04;mcov;10
T2-05;mcov;2
T2-06;mcov;10
T2-07;mcov;10
T2-08;mcov;5
T2-09;mcov;2
T2-10;mcov;5
T3-01;mcov;1
T3-02;mcov;2
T3-03;mcov;2
T3-04;mcov;2
T3-05;mcov;2
T3-06;mcov;3
T3-07;mcov;2
T3-08;mcov;3
T3-09;mcov;3
T3-10;mcov;2
T4-01;mcov;5
T4-02;mcov;1
T4-03;mcov;2
T4-04;mcov;10
T4-05;mcov;3
T4-06;mcov;70
T4-07;mcov;10
T4-08;mcov;40
T4-09;mcov;15
T4-10;mcov;70
T5-01;mcov;1
T5-02;mcov;20
T5-03;mcov;15
T5-04;mcov;35
T5-05;mcov;15
T5-06;mcov;30
T5-07;mcov;20
T5-08;mcov;40
T5-09;mcov;15
T5-10;mcov;55
W1-01;mcov;20
W1-02;mcov;70
W1-03;mcov;0
W1-04;mcov;70
W1-05;mcov;30
W1-06;mcov;60
W1-07;mcov;25
W1-08;mcov;50
W1-09;mcov;40
W1-10;mcov;40
W2-01;mcov;10
W2-02;mcov;80
W2-03;mcov;15
W2-04;mcov;50
W2-05;mcov;15
W2-06;mcov;30
W2-07;mcov;20
W2-08;mcov;10
W2-09;mcov;30
W2-10;mcov;25
W3-01;mcov;70
W3-02;mcov;60
W3-03;mcov;35
W3-04;mcov;55
W3-05;mcov;35
W3-06;mcov;75
W3-07;mcov;10
W3-08;mcov;80
W3-09;mcov;10
W3-10;mcov;60
W4-01;mcov;45
W4-02;mcov;40
W4-03;mcov;20
W4-04;mcov;30
W4-05;mcov;20
W4-06;mcov;40
W4-07;mcov;10
W4-08;mcov;30
W4-09;mcov;25
W4-10;mcov;60
W5-01;mcov;1
W5-02;mcov;50
W5-03;mcov;25
W5-04;mcov;75
W5-05;mcov;60
W5-06;mcov;90
W5-07;mcov;15
W5-08;mcov;60
W5-09;mcov;10
W5-10;mcov;15
W6-01;mcov;20
W6-02;mcov;15
W6-03;mcov;25
W6-04;mcov;35
W6-05;mcov;15
W6-06;mcov;15
W6-07;mcov;45
W6-08;mcov;15
W6-09;mcov;25
W6-10;mcov;30
W7-01;mcov;10
W7-02;mcov;10
W7-03;mcov;35
W7-04;mcov;15
W7-05;mcov;0
W7-06;mcov;10
W7-07;mcov;5
W7-08;mcov;5
W7-09;mcov;35
W7-10;mcov;25
WMa1-01;mcov;45
WMa1-02;mcov;70
WMa1-03;mcov;55
WMa1-04;mcov;65
WMa1-05;mcov;80
WMa1-06;mcov;70
WMa1-07;mcov;15
WMa1-08;mcov;75
WMa1-09;mcov;65
WMa1-10;mcov;35
WMa2-01;mcov;65
WMa2-02;mcov;15
WMa2-03;mcov;40
WMa2-04;mcov;40
WMa2-05;mcov;40
WMa2-06;mcov;40
WMa2-07;mcov;60
WMa2-08;mcov;25
WMa2-09;mcov;50
WMa2-10;mcov;40
WMa3-01;mcov;3
WMa3-02;mcov;30
WMa3-03;mcov;30
WMa3-04;mcov;25
WMa3-05;mcov;5
WMa3-06;mcov;10
WMa3-07;mcov;5
WMa3-08;mcov;20
WMa3-09;mcov;5
WMa3-10;mcov;80
WMa4-01;mcov;0
WMa4-02;mcov;25
WMa4-03;mcov;35
WMa4-04;mcov;60
WMa4-05;mcov;25
WMa4-06;mcov;25
WMa4-07;mcov;15
WMa4-08;mcov;35
WMa4-09;mcov;15
WMa4-10;mcov;25
WMa5-01;mcov;2
WMa5-02;mcov;1
WMa5-03;mcov;2
WMa5-04;mcov;0
WMa5-05;mcov;2
WMa5-06;mcov;0
WMa5-07;mcov;1
WMa5-08;mcov;0
WMa5-09;mcov;2
WMa5-10;mcov;1
WMb1-01;mcov;60
WMb1-02;mcov;70
WMb1-03;mcov;35
WMb1-04;mcov;60
WMb1-05;mcov;50
WMb1-06;mcov;65
WMb1-07;mcov;85
WMb1-08;mcov;70
WMb1-09;mcov;50
WMb1-10;mcov;65
WMb2-01;mcov;90
WMb2-02;mcov;50
WMb2-03;mcov;95
WMb2-04;mcov;45
WMb2-05;mcov;75
WMb2-06;mcov;55
WMb2-07;mcov;80
WMb2-08;mcov;25
WMb2-09;mcov;45
WMb2-10;mcov;45
WMb3-01;mcov;25
WMb3-02;mcov;10
WMb3-03;mcov;25
WMb3-04;mcov;15
WMb3-05;mcov;25
WMb3-06;mcov;35
WMb3-07;mcov;25
WMb3-08;mcov;10
WMb3-09;mcov;30
WMb3-10;mcov;15
WMb4-01;mcov;25
WMb4-02;mcov;75
WMb4-03;mcov;15
WMb4-04;mcov;15
WMb4-05;mcov;15
WMb4-06;mcov;15
WMb4-07;mcov;10
WMb4-08;mcov;10
WMb4-09;mcov;10
WMb4-10;mcov;15
WMb5-01;mcov;5
WMb5-02;mcov;10
WMb5-03;mcov;10
WMb5-04;mcov;60
WMb5-05;mcov;5
WMb5-06;mcov;10
WMb5-07;mcov;10
WMb5-08;mcov;40
WMb5-09;mcov;15
WMb5-10;mcov;10
H1-01;rock;0
H1-02;rock;0
H1-03;rock;0
H1-04;rock;0
H1-05;rock;0
H1-06;rock;2
H1-07;rock;0
H1-08;rock;0
H1-09;rock;0
H1-10;rock;0
H2-01;rock;0
H2-02;rock;0
H2-03;rock;0
H2-04;rock;1
H2-05;rock;0
H2-06;rock;0
H2-07;rock;0
H2-08;rock;0
H2-09;rock;1
H2-10;rock;1
H3-01;rock;0
H3-02;rock;0
H3-03;rock;0
H3-04;rock;0
H3-05;rock;0
H3-06;rock;0
H3-07;rock;0
H3-08;rock;0
H3-09;rock;0
H3-10;rock;0
H4-01;rock;25
H4-02;rock;5
H4-03;rock;2
H4-04;rock;5
H4-05;rock;1
H4-06;rock;4
H4-07;rock;2
H4-08;rock;7
H4-09;rock;2
H4-10;rock;0
H5-01;rock;1
H5-02;rock;3
H5-03;rock;1
H5-04;rock;0
H5-05;rock;8
H5-06;rock;5
H5-07;rock;25
H5-08;rock;3
H5-09;rock;1
H5-10;rock;0
H6-01;rock;2
H6-02;rock;2
H6-03;rock;4
H6-04;rock;15
H6-05;rock;0
H6-06;rock;20
H6-07;rock;0
H6-08;rock;3
H6-09;rock;2
H6-10;rock;3
H7-01;rock;3
H7-02;rock;4
H7-03;rock;1
H7-04;rock;5
H7-05;rock;1
H7-06;rock;4
H7-07;rock;3
H7-08;rock;1
H7-09;rock;10
H7-10;rock;15
HO1-01;rock;8
HO1-02;rock;5
HO1-03;rock;8
HO1-04;rock;5
HO1-05;rock;2
HO1-06;rock;5
HO1-07;rock;0
HO1-08;rock;2
HO1-09;rock;0
HO1-10;rock;5
HO2-01;rock;0
HO2-02;rock;0
HO2-03;rock;1
HO2-04;rock;3
HO2-05;rock;0
HO2-06;rock;0
HO2-07;rock;0
HO2-08;rock;0
HO2-09;rock;0
HO2-10;rock;0
HO3-01;rock;0
HO3-02;rock;0
HO3-03;rock;0
HO3-04;rock;0
HO3-05;rock;1
HO3-06;rock;0
HO3-07;rock;0
HO3-08;rock;2
HO3-09;rock;0
HO3-10;rock;0
HO4-01;rock;0
HO4-02;rock;3
HO4-03;rock;1
HO4-04;rock;0
HO4-05;rock;0
HO4-06;rock;0
HO4-07;rock;1
HO4-08;rock;3
HO4-09;rock;3
HO4-10;rock;5
HO5-01;rock;5
HO5-02;rock;0
HO5-03;rock;15
HO5-04;rock;2
HO5-05;rock;8
HO5-06;rock;7
HO5-07;rock;25
HO5-08;rock;15
HO5-09;rock;10
HO5-10;rock;12
T1-01;rock;0
T1-02;rock;0
T1-03;rock;0
T1-04;rock;0
T1-05;rock;2
T1-06;rock;0
T1-07;rock;0
T1-08;rock;0
T1-09;rock;0
T1-10;rock;0
T2-01;rock;0
T2-02;rock;0
T2-03;rock;0
T2-04;rock;0
T2-05;rock;0
T2-06;rock;0
T2-07;rock;0
T2-08;rock;0
T2-09;rock;0
T2-10;rock;0
T3-01;rock;0
T3-02;rock;0
T3-03;rock;0
T3-04;rock;0
T3-05;rock;0
T3-06;rock;0
T3-07;rock;0
T3-08;rock;0
T3-09;rock;0
T3-10;rock;0
T4-01;rock;0
T4-02;rock;0
T4-03;rock;0
T4-04;rock;0
T4-05;rock;0
T4-06;rock;0
T4-07;rock;0
T4-08;rock;0
T4-09;rock;0
T4-10;rock;0
T5-01;rock;0
T5-02;rock;0
T5-03;rock;0
T5-04;rock;0
T5-05;rock;0
T5-06;rock;0
T5-07;rock;0
T5-08;rock;0
T5-09;rock;0
T5-10;rock;0
W1-01;rock;0
W1-02;rock;0
W1-03;rock;0
W1-04;rock;0
W1-05;rock;0
W1-06;rock;0
W1-07;rock;0
W1-08;rock;0
W1-09;rock;0
W1-10;rock;0
W2-01;rock;0
W2-02;rock;0
W2-03;rock;0
W2-04;rock;0
W2-05;rock;0
W2-06;rock;0
W2-07;rock;0
W2-08;rock;3
W2-09;rock;0
W2-10;rock;0
W3-01;rock;0
W3-02;rock;0
W3-03;rock;0
W3-04;rock;0
W3-05;rock;0
W3-06;rock;0
W3-07;rock;0
W3-08;rock;0
W3-09;rock;0
W3-10;rock;0
W4-01;rock;0
W4-02;rock;0
W4-03;rock;0
W4-04;rock;0
W4-05;rock;0
W4-06;rock;0
W4-07;rock;0
W4-08;rock;0
W4-09;rock;0
W4-10;rock;0
W5-01;rock;0
W5-02;rock;0
W5-03;rock;0
W5-04;rock;0
W5-05;rock;0
W5-06;rock;0
W5-07;rock;0
W5-08;rock;0
W5-09;rock;0
W5-10;rock;0
W6-01;rock;0
W6-02;rock;0
W6-03;rock;20
W6-04;rock;0
W6-05;rock;0
W6-06;rock;0
W6-07;rock;0
W6-08;rock;3
W6-09;rock;2
W6-10;rock;0
W7-01;rock;3
W7-02;rock;4
W7-03;rock;3
W7-04;rock;30
W7-05;rock;2
W7-06;rock;45
W7-07;rock;2
W7-08;rock;35
W7-09;rock;5
W7-10;rock;25
WMa1-01;rock;2
WMa1-02;rock;0
WMa1-03;rock;1
WMa1-04;rock;7
WMa1-05;rock;5
WMa1-06;rock;5
WMa1-07;rock;0
WMa1-08;rock;5
WMa1-09;rock;0
WMa1-10;rock;5
WMa2-01;rock;2
WMa2-02;rock;0
WMa2-03;rock;0
WMa2-04;rock;0
WMa2-05;rock;0
WMa2-06;rock;0
WMa2-07;rock;1
WMa2-08;rock;0
WMa2-09;rock;0
WMa2-10;rock;0
WMa3-01;rock;1
WMa3-02;rock;2
WMa3-03;rock;4
WMa3-04;rock;5
WMa3-05;rock;2
WMa3-06;rock;5
WMa3-07;rock;1
WMa3-08;rock;15
WMa3-09;rock;2
WMa3-10;rock;0
WMa4-01;rock;1
WMa4-02;rock;0
WMa4-03;rock;2
WMa4-04;rock;3
WMa4-05;rock;1
WMa4-06;rock;2
WMa4-07;rock;2
WMa4-08;rock;5
WMa4-09;rock;3
WMa4-10;rock;1
WMa5-01;rock;0
WMa5-02;rock;0
WMa5-03;rock;0
WMa5-04;rock;0
WMa5-05;rock;5
WMa5-06;rock;3
WMa5-07;rock;2
WMa5-08;rock;50
WMa5-09;rock;0
WMa5-10;rock;3
WMb1-01;rock;0
WMb1-02;rock;0
WMb1-03;rock;0
WMb1-04;rock;0
WMb1-05;rock;0
WMb1-06;rock;0
WMb1-07;rock;1
WMb1-08;rock;0
WMb1-09;rock;0
WMb1-10;rock;2
WMb2-01;rock;0
WMb2-02;rock;0
WMb2-03;rock;0
WMb2-04;rock;3
WMb2-05;rock;0
WMb2-06;rock;2
WMb2-07;rock;1
WMb2-08;rock;0
WMb2-09;rock;0
WMb2-10;rock;0
WMb3-01;rock;0
WMb3-02;rock;0
WMb3-03;rock;3
WMb3-04;rock;1
WMb3-05;rock;10
WMb3-06;rock;2
WMb3-07;rock;2
WMb3-08;rock;7
WMb3-09;rock;0
WMb3-10;rock;1
WMb4-01;rock;40
WMb4-02;rock;5
WMb4-03;rock;1
WMb4-04;rock;3
WMb4-05;rock;1
WMb4-06;rock;0
WMb4-07;rock;0
WMb4-08;rock;0
WMb4-09;rock;2
WMb4-10;rock;0
WMb5-01;rock;0
WMb5-02;rock;0
WMb5-03;rock;0
WMb5-04;rock;8
WMb5-05;rock;0
WMb5-06;rock;0
WMb5-07;rock;2
WMb5-08;rock;0
WMb5-09;rock;1
WMb5-10;rock;18
H1-01;stones;0
H1-02;stones;0
H1-03;stones;0
H1-04;stones;0
H1-05;stones;0
H1-06;stones;0
H1-07;stones;0
H1-08;stones;0
H1-09;stones;0
H1-10;stones;0
H2-01;stones;0
H2-02;stones;0
H2-03;stones;0
H2-04;stones;0
H2-05;stones;0
H2-06;stones;0
H2-07;stones;0
H2-08;stones;0
H2-09;stones;0
H2-10;stones;0
H3-01;stones;0
H3-02;stones;0
H3-03;stones;0
H3-04;stones;0
H3-05;stones;0
H3-06;stones;0
H3-07;stones;0
H3-08;stones;0
H3-09;stones;0
H3-10;stones;0
H4-01;stones;0
H4-02;stones;0
H4-03;stones;0
H4-04;stones;0
H4-05;stones;0
H4-06;stones;0
H4-07;stones;0
H4-08;stones;0
H4-09;stones;0
H4-10;stones;0
H5-01;stones;0
H5-02;stones;0
H5-03;stones;0
H5-04;stones;0
H5-05;stones;0
H5-06;stones;0
H5-07;stones;0
H5-08;stones;0
H5-09;stones;0
H5-10;stones;0
H6-01;stones;0
H6-02;stones;0
H6-03;stones;0
H6-04;stones;0
H6-05;stones;0
H6-06;stones;0
H6-07;stones;0
H6-08;stones;0
H6-09;stones;0
H6-10;stones;0
H7-01;stones;0
H7-02;stones;0
H7-03;stones;0
H7-04;stones;0
H7-05;stones;0
H7-06;stones;12
H7-07;stones;0
H7-08;stones;0
H7-09;stones;40
H7-10;stones;0
HO1-01;stones;0
HO1-02;stones;0
HO1-03;stones;0
HO1-04;stones;0
HO1-05;stones;0
HO1-06;stones;0
HO1-07;stones;0
HO1-08;stones;0
HO1-09;stones;0
HO1-10;stones;0
HO2-01;stones;0
HO2-02;stones;0
HO2-03;stones;0
HO2-04;stones;0
HO2-05;stones;0
HO2-06;stones;0
HO2-07;stones;0
HO2-08;stones;0
HO2-09;stones;0
HO2-10;stones;0
HO3-01;stones;0
HO3-02;stones;0
HO3-03;stones;0
HO3-04;stones;0
HO3-05;stones;0
HO3-06;stones;0
HO3-07;stones;0
HO3-08;stones;0
HO3-09;stones;0
HO3-10;stones;0
HO4-01;stones;0
HO4-02;stones;0
HO4-03;stones;0
HO4-04;stones;0
HO4-05;stones;0
HO4-06;stones;0
HO4-07;stones;0
HO4-08;stones;0
HO4-09;stones;0
HO4-10;stones;0
HO5-01;stones;0
HO5-02;stones;0
HO5-03;stones;35
HO5-04;stones;0
HO5-05;stones;0
HO5-06;stones;0
HO5-07;stones;0
HO5-08;stones;0
HO5-09;stones;35
HO5-10;stones;0
T1-01;stones;0
T1-02;stones;0
T1-03;stones;0
T1-04;stones;0
T1-05;stones;0
T1-06;stones;0
T1-07;stones;0
T1-08;stones;0
T1-09;stones;0
T1-10;stones;0
T2-01;stones;0
T2-02;stones;0
T2-03;stones;0
T2-04;stones;0
T2-05;stones;0
T2-06;stones;0
T2-07;stones;0
T2-08;stones;0
T2-09;stones;0
T2-10;stones;0
T3-01;stones;0
T3-02;stones;0
T3-03;stones;0
T3-04;stones;0
T3-05;stones;0
T3-06;stones;0
T3-07;stones;0
T3-08;stones;0
T3-09;stones;0
T3-10;stones;0
T4-01;stones;0
T4-02;stones;0
T4-03;stones;0
T4-04;stones;0
T4-05;stones;0
T4-06;stones;0
T4-07;stones;0
T4-08;stones;0
T4-09;stones;0
T4-10;stones;0
T5-01;stones;0
T5-02;stones;0
T5-03;stones;0
T5-04;stones;0
T5-05;stones;0
T5-06;stones;0
T5-07;stones;0
