plot,abbr,layer,cov,comment,history
E4519N2702-1,trif prat prat,hl,+,,
E4519N2702-1,trif repe repe,hl,+,,
E4519N2702-1,vacc myrt,hl,+,,
E4519N2702-1,vero cham cham,hl,+,,
E4519N2702-1,vero offi,hl,1,,
E4519N2702-1,viol cani slat,hl,+,,
E4519N2702-2,achi mill aggr,hl,+,,
E4519N2702-2,agro capi,hl,1,,
E4519N2702-2,alch spec ies,hl,+,,
E4519N2702-2,anth odor,hl,1,,
E4519N2702-2,arni mont,hl,1,,
E4519N2702-2,briz medi,hl,1,,
E4519N2702-2,call vulg,hl,+,,
E4519N2702-2,camp barb barb,hl,1,,
E4519N2702-2,camp sche,hl,+,,
E4519N2702-2,care cary,hl,+,,
E4519N2702-2,care pall,hl,2a,,
E4519N2702-2,care pilu pilu,hl,2a,,
E4519N2702-2,carl acau acau,hl,1,,
E4519N2702-2,cent pseu,hl,+,,
E4519N2702-2,chae vill,hl,+,,
E4519N2702-2,crep aure aure,hl,+,,
E4519N2702-2,crep cony,hl,1,,
E4519N2702-2,cyno cris,hl,1,,
E4519N2702-2,desc cesp,hl,+,,
E4519N2702-2,euph offi rost,hl,+,,
E4519N2702-2,fest rubr aggr,hl,1,,
E4519N2702-2,gent cruc,hl,+,,
E4519N2702-2,hier lach,hl,+,,
E4519N2702-2,hier lact,hl,1,,
E4519N2702-2,hier pilo ella,hl,+,,
E4519N2702-2,hypo radi,hl,1,,
E4519N2702-2,junc effu,hl,r,,
E4519N2702-2,knau arve arve,hl,1,,
E4519N2702-2,leon hisp slat,hl,2b,,
E4519N2702-2,leuc vulg aggr,hl,2m,,
E4519N2702-2,lotu corn slat,hl,+,,
E4519N2702-2,luzu mult,hl,1,,
E4519N2702-2,nard stri,hl,3,,
E4519N2702-2,phyt beto,hl,+,,
E4519N2702-2,pice abie,hl,+,,
E4519N2702-2,pimp majo majo,hl,+,,
E4519N2702-2,plan lanc,hl,+,,
E4519N2702-2,poly vulg vulg,hl,1,,
E4519N2702-2,pote aure,hl,1,,
E4519N2702-2,pote erec,hl,2b,,
E4519N2702-2,prun vulg,hl,+,,
E4519N2702-2,ranu nemo,hl,+,,
E4519N2702-2,rume alpe,hl,r,,
E4519N2702-2,sile vulg vulg,hl,+,,
E4519N2702-2,thym pule pule,hl,+,,
E4519N2702-2,trif mont mont,hl,+,,
E4519N2702-2,trif prat prat,hl,1,,
E4519N2702-2,trif repe repe,hl,+,,
E4519N2702-2,vacc myrt,hl,+,,
E4519N2702-2,vacc viti,hl,+,,
E4520N2730-1,acer pseu,hl,r,,
E4520N2730-1,agro capi,hl,1,,
E4520N2730-1,anem nemo,hl,+,,
E4520N2730-1,anth odor,hl,2a,,
E4520N2730-1,apos foet,hl,+,,
E4520N2730-1,astr majo slat,hl,1,,
E4520N2730-1,aven flex flex,hl,+,,
E4520N2730-1,betu pend,hl,r,,
E4520N2730-1,blec spic,hl,1,,
E4520N2730-1,brac rupe rupe,hl,1,,
E4520N2730-1,briz medi,hl,1,,
E4520N2730-1,call vulg,hl,1,,
E4520N2730-1,camp sche,hl,+,,
E4520N2730-1,care flac,hl,+,,
E4520N2730-1,care mont,hl,2a,,
E4520N2730-1,care pall,hl,1,,
E4520N2730-1,care pilu pilu,hl,2b,,
E4520N2730-1,carl acau acau,hl,+,,
E4520N2730-1,crep aure aure,hl,+,,
E4520N2730-1,crep cony,hl,+,,
E4520N2730-1,crep moll slat,hl,+,,
E4520N2730-1,crep palu,hl,+,,
E4520N2730-1,dact glom glom,hl,+,,
E4520N2730-1,dact macu slat,hl,+,,
E4520N2730-1,fagu sylv,hl,r,,
E4520N2730-1,fest rubr aggr,hl,1,,
E4520N2730-1,gali anis,hl,r,,
E4520N2730-1,gent ascl,hl,r,,
E4520N2730-1,gera sylv,hl,1,,
E4520N2730-1,hera aust aust,hl,1,,
E4520N2730-1,hier lach,hl,+,,
E4520N2730-1,homo alpi,hl,+,,
E4520N2730-1,hype macu,hl,+,,
E4520N2730-1,knau maxi,hl,1,,
E4520N2730-1,lath prat prat,hl,+,,
E4520N2730-1,leon hisp slat,hl,1,,
E4520N2730-1,lotu corn slat,hl,+,,
E4520N2730-1,luzu sylv sylv,hl,1,,
E4520N2730-1,lysi nemo,hl,+,,
E4520N2730-1,maia bifo,hl,1,,
E4520N2730-1,moli caer aggr,hl,+,,
E4520N2730-1,nard stri,hl,4,,
E4520N2730-1,pers vivi,hl,+,,
E4520N2730-1,phyt orbi,hl,+,,
E4520N2730-1,pice abie,hl,+,,
E4520N2730-1,pimp majo majo,hl,+,,
E4520N2730-1,plan lanc,hl,+,,
E4520N2730-1,poly vulg vulg,hl,+,,
E4520N2730-1,pote aure,hl,+,,
E4520N2730-1,pote erec,hl,2m,,
E4520N2730-1,prim elat,hl,+,,
E4520N2730-1,prun vulg,hl,+,,
E4520N2730-1,ranu nemo,hl,+,,
E4520N2730-1,rosa pend,hl,1,,
E4520N2730-1,sali appe,hl,2a,,
E4520N2730-1,sold alpi,hl,+,,
E4520N2730-1,soli virg virg,hl,+,,
E4520N2730-1,thel limb,hl,+,,
E4520N2730-1,tofi caly,hl,+,,
E4520N2730-1,trif mont mont,hl,+,,
E4520N2730-1,trif prat prat,hl,+,,
E4520N2730-1,vacc gaul,hl,+,,
E4520N2730-1,vacc myrt,hl,+,,
E4520N2730-1,vacc viti,hl,+,,
E4520N2730-1,vici sylv,hl,+,,
E4520N2730-1,will stip stip,hl,+,,
E4549N2774-1,achi mill aggr,hl,+,,
E4549N2774-1,agro capi,hl,+,,
E4549N2774-1,anth odor,hl,1,,
E4549N2774-1,brac pinn,hl,2b,,
E4549N2774-1,briz medi,hl,+,,
E4549N2774-1,call vulg,hl,2a,,
E4549N2774-1,camp rotu,hl,+,,
E4549N2774-1,care pall,hl,+,,
E4549N2774-1,care pilu pilu,hl,2a,,
E4549N2774-1,care sylv,hl,+,,
E4549N2774-1,carp betu,hl,1,,
E4549N2774-1,cent jace jace,hl,+,,
E4549N2774-1,crat mono,hl,r,,
E4549N2774-1,dant decu decu,hl,1,,
E4549N2774-1,euph cypa,hl,+,,
E4549N2774-1,fest nigr cens,hl,1,,
E4549N2774-1,frag vesc,hl,+,,
E4549N2774-1,fran alnu,hl,+,,
E4549N2774-1,gali albu,hl,+,,
E4549N2774-1,gali pumi,hl,r,,
E4549N2774-1,gali veru,hl,+,,
E4549N2774-1,holc lana,hl,+,,
E4549N2774-1,hype perf,hl,+,,
E4549N2774-1,leuc vulg aggr,hl,+,,
E4549N2774-1,lotu corn slat,hl,+,,
E4549N2774-1,luzu camp,hl,+,,
E4549N2774-1,moli caer aggr,hl,+,,
E4549N2774-1,nard stri,hl,2b,,
E4549N2774-1,pimp saxi saxi,hl,+,,
E4549N2774-1,plan lanc,hl,+,,
E4549N2774-1,poly vulg vulg,hl,+,,
E4549N2774-1,pote erec,hl,2m,,
E4549N2774-1,pter aqui,hl,+,,
E4549N2774-1,quer robu,hl,+,,
E4549N2774-1,ranu nemo,hl,+,,
E4549N2774-1,rubu sect rubu,hl,+,,
E4549N2774-1,rume acet osa,hl,+,,
E4549N2774-1,sali capr,hl,r,,
E4549N2774-1,soli virg virg,hl,+,,
E4549N2774-1,thym pule pule,hl,2m,,
E4549N2774-1,trif medi medi,hl,+,,
E4549N2774-1,vacc myrt,hl,+,,
E4549N2774-1,vero cham cham,hl,+,,
E4549N2774-1,vero offi,hl,+,,
E4549N2774-1,viol rivi,hl,+,,
E4557N2674-1,anth odor,hl,+,,
E4557N2674-1,betu pend,hl,r,,
E4557N2674-1,briz medi,hl,+,,
E4557N2674-1,call vulg,hl,2a,,
E4557N2674-1,camp barb barb,hl,+,,
E4557N2674-1,care pall,hl,+,,
E4557N2674-1,care pilu pilu,hl,+,,
E4557N2674-1,crep cony,hl,+,,
E4557N2674-1,euph offi rost,hl,+,,
E4557N2674-1,fest nigr cens,hl,+,,
E4557N2674-1,hype macu,hl,2a,,
E4557N2674-1,knau arve arve,hl,r,,
E4557N2674-1,luzu camp,hl,+,,
E4557N2674-1,luzu sylv sylv,hl,+,,
E4557N2674-1,lyco clav clav,hl,+,,
E4557N2674-1,nard stri,hl,3,,
E4557N2674-1,pice abie,hl,+,,
E4557N2674-1,poly vulg vulg,hl,+,,
E4557N2674-1,pote erec,hl,2b,,
E4557N2674-1,rume acet osa,hl,r,,
E4557N2674-1,thel limb,hl,1,,
E4557N2674-1,vacc myrt,hl,2b,,
E4557N2674-1,vero cham cham,hl,+,,
E4557N2674-2,achi mill aggr,hl,r,,
E4557N2674-2,alch spec ies,hl,1,,
E4557N2674-2,anth odor,hl,+,,
E4557N2674-2,briz medi,hl,+,,
E4557N2674-2,camp barb barb,hl,+,,
E4557N2674-2,care pall,hl,+,,
E4557N2674-2,euph offi rost,hl,+,,
E4557N2674-2,gera sylv,hl,+,,
E4557N2674-2,hype macu,hl,1,,
E4557N2674-2,hypo radi,hl,1,,
E4557N2674-2,leon hisp slat,hl,1,,
E4557N2674-2,leuc ircu,hl,r,,
E4557N2674-2,lotu corn slat,hl,+,,
E4557N2674-2,luzu sylv sylv,hl,3,,
E4557N2674-2,nard stri,hl,3,,
E4557N2674-2,pimp saxi saxi,hl,+,,
E4557N2674-2,plan lanc,hl,r,,
E4557N2674-2,poly vulg vulg,hl,+,,
E4557N2674-2,pote aure,hl,+,,
E4557N2674-2,pote erec,hl,1,,
E4557N2674-2,ranu nemo,hl,+,,
E4557N2674-2,rume acet osa,hl,r,,
E4557N2674-2,tara sect rude,hl,+,,
E4557N2674-2,trif prat prat,hl,+,,
E4557N2674-2,trol euro,hl,+,,
E4557N2674-2,vacc myrt,hl,2b,,
E4557N2674-2,vacc viti,hl,2a,,
E4557N2674-2,vici crac,hl,r,,
E4560N2784-1,abie alba,hl,+,,
E4560N2784-1,achi mill aggr,hl,1,,
E4560N2784-1,agro capi,hl,1,,
E4560N2784-1,anth odor,hl,1,,
E4560N2784-1,arrh elat,hl,1,,
E4560N2784-1,aven flex flex,hl,+,,
E4560N2784-1,briz medi,hl,1,,
E4560N2784-1,call vulg,hl,+,,
E4560N2784-1,camp patu,hl,+,,
E4560N2784-1,camp rotu,hl,+,,
E4560N2784-1,care pilu pilu,hl,2a,,
E4560N2784-1,carp betu,hl,+,,
E4560N2784-1,dact glom glom,hl,+,,
E4560N2784-1,dant decu decu,hl,2a,,
E4560N2784-1,euph offi rost,hl,+,,
E4560N2784-1,fest nigr cens,hl,1,,
E4560N2784-1,fran alnu,hl,+,,
E4560N2784-1,geni germ,hl,r,,
E4560N2784-1,hier pilo ella,hl,3,,
E4560N2784-1,holc lana,hl,+,,
E4560N2784-1,knau arve arve,hl,+,,
E4560N2784-1,leon hisp slat,hl,1,,
E4560N2784-1,leuc vulg aggr,hl,+,,
E4560N2784-1,mela sylv,hl,1,,
E4560N2784-1,nard stri,hl,+,,
E4560N2784-1,pimp saxi saxi,hl,+,,
E4560N2784-1,pinu sylv,hl,+,,
E4560N2784-1,poly vulg vulg,hl,+,,
E4560N2784-1,pote erec,hl,+,,
E4560N2784-1,quer robu,hl,+,,
E4560N2784-1,ranu acri acri,hl,+,,
E4560N2784-1,rume acet ella,hl,1,,
E4560N2784-1,sorb aucu aucu,hl,+,,
E4560N2784-1,thym pule slat,hl,1,,
E4560N2784-1,trif prat prat,hl,+,,
E4560N2784-1,vacc myrt,hl,1,,
E4560N2784-1,vero offi,hl,1,,
E4562N2761-1,agro capi,hl,1,,
E4562N2761-1,anem nemo,hl,+,,
E4562N2761-1,anth odor,hl,2a,,
E4562N2761-1,beto offi offi,hl,r,,
E4562N2761-1,camp rotu,hl,+,,
E4562N2761-1,care pall,hl,+,,
E4562N2761-1,care pilu pilu,hl,+,,
E4562N2761-1,equi sylv,hl,+,,
E4562N2761-1,fest rubr slat,hl,2a,,
E4562N2761-1,hier laev,hl,+,,
E4562N2761-1,hier umbe,hl,+,,
E4562N2761-1,holc lana,hl,+,,
E4562N2761-1,holc moll,hl,+,,
E4562N2761-1,luzu camp,hl,1,,
E4562N2761-1,luzu pilo,hl,+,,
E4562N2761-1,maia bifo,hl,1,,
E4562N2761-1,moli caer aggr,hl,2a,,
E4562N2761-1,nard stri,hl,4,,
E4562N2761-1,pimp saxi saxi,hl,+,,
E4562N2761-1,pote erec,hl,1,,
E4562N2761-1,sang offi,hl,2a,,
E4562N2761-1,soli virg virg,hl,1,,
E4562N2761-1,vacc myrt,hl,1,,
E4566N2755-1,acer pseu,hl,r,,
E4566N2755-1,achi mill aggr,hl,+,,
E4566N2755-1,ajug rept,hl,+,,
E4566N2755-1,anth odor,hl,1,,
E4566N2755-1,beto offi offi,hl,2b,,
E4566N2755-1,brac pinn,hl,+,,
E4566N2755-1,briz medi,hl,+,,
E4566N2755-1,call vulg,hl,r,,
E4566N2755-1,camp patu,hl,+,,
E4566N2755-1,camp rotu,hl,r,,
E4566N2755-1,care flac,hl,+,,
E4566N2755-1,care pall,hl,2a,,
E4566N2755-1,care pilo,hl,2b,,
E4566N2755-1,dant decu decu,hl,1,,
E4566N2755-1,fest nigr cens,hl,1,,
E4566N2755-1,frax exce,hl,+,,
E4566N2755-1,hier pilo ella,hl,1,,
E4566N2755-1,holc lana,hl,+,,
E4566N2755-1,homa pube pube,hl,1,,
E4566N2755-1,knau arve arve,hl,+,,
E4566N2755-1,luzu camp,hl,+,,
E4566N2755-1,moli caer aggr,hl,+,M. caerulea,
E4566N2755-1,nard stri,hl,2b,,
E4566N2755-1,plan lanc,hl,1,,
E4566N2755-1,poly vulg vulg,hl,+,,
E4566N2755-1,pote erec,hl,+,,
E4566N2755-1,ranu nemo,hl,1,,
E4566N2755-1,rhin mino,hl,+,,
E4566N2755-1,rubu sect rubu,hl,+,,
E4566N2755-1,rume acet osa,hl,+,,
E4566N2755-1,scor humi,hl,r,,
E4566N2755-1,thym pule pule,hl,r,,
E4566N2755-1,trif prat prat,hl,+,,
E4566N2755-1,vero cham cham,hl,1,,
E4566N2755-1,vero offi,hl,+,,
E4566N2755-1,vero serp humi,hl,+,,
E4566N2756-1,arni mont,hl,1,,
E4566N2756-1,call vulg,hl,+,,
E4566N2756-1,camp rotu,hl,+,,
E4566N2756-1,care pilo,hl,1,,
E4566N2756-1,crat mono,hl,r,,
E4566N2756-1,dant decu decu,hl,r,,
E4566N2756-1,hier lach,hl,+,,
E4566N2756-1,hier umbe,hl,r,,
E4566N2756-1,luzu sylv sylv,hl,+,,
E4566N2756-1,maia bifo,hl,r,,
E4566N2756-1,moli caer aggr,hl,2b,M. caerulea,
E4566N2756-1,nard stri,hl,5,,
E4566N2756-1,pice abie,hl,+,,
E4566N2756-1,poly vulg vulg,hl,r,,
E4566N2756-1,popu trem,hl,r,,
E4566N2756-1,pote erec,hl,+,,
E4566N2756-1,soli virg virg,hl,+,,
E4566N2756-1,vacc myrt,hl,1,,
E4566N2783-1,achi mill aggr,hl,+,,
E4566N2783-1,agro capi,hl,2b,,
E4566N2783-1,anth odor,hl,2a,,
E4566N2783-1,briz medi,hl,+,,
E4566N2783-1,cent jace jace,hl,+,,
E4566N2783-1,cera arve slat,hl,+,,
E4566N2783-1,cera holo,hl,+,,
E4566N2783-1,dian delt,hl,2m,,
E4566N2783-1,fest nigr cens,hl,2b,,
E4566N2783-1,gali albu,hl,1,,
E4566N2783-1,gali veru,hl,+,,
E4566N2783-1,hype perf,hl,2a,,
E4566N2783-1,hypo radi,hl,1,,
E4566N2783-1,knau arve arve,hl,+,,
E4566N2783-1,nard stri,hl,3,,
E4566N2783-1,pimp saxi saxi,hl,+,,
E4566N2783-1,plan lanc,hl,2a,,
E4566N2783-1,prun vulg,hl,+,,
E4566N2783-1,ranu acri acri,hl,+,,
E4566N2783-1,rume acet ella,hl,1,,
E4566N2783-1,stel gram,hl,+,,
E4566N2783-1,tara sect rude,hl,r,,
E4566N2783-1,thym pule pule,hl,2a,,
E4566N2783-1,trif prat prat,hl,+,,
E4566N2783-1,trif repe repe,hl,+,,
E4566N2783-1,vero cham cham,hl,1,,
E4567N2756-1,achi mill aggr,hl,+,,
E4567N2756-1,agro capi,hl,1,,
E4567N2756-1,alch spec ies,hl,+,,
E4567N2756-1,anem nemo,hl,+,,
E4567N2756-1,anth odor,hl,2a,,
E4567N2756-1,betu pend,hl,r,,
