plot,abbr,layer,cov,comment,history
E4567N2756-1,briz medi,hl,+,,
E4567N2756-1,call vulg,hl,+,,
E4567N2756-1,camp patu,hl,+,,
E4567N2756-1,care pall,hl,1,,
E4567N2756-1,care pilu pilu,hl,+,,
E4567N2756-1,carl acau acau,hl,r,,
E4567N2756-1,carp betu,hl,r,,
E4567N2756-1,cent jace jace,hl,+,,
E4567N2756-1,dact glom glom,hl,+,,
E4567N2756-1,dant decu decu,hl,+,,
E4567N2756-1,fest nigr cens,hl,3,,
E4567N2756-1,gali pumi,hl,r,,
E4567N2756-1,hier lach,hl,+,,
E4567N2756-1,hier pilo ella,hl,1,,
E4567N2756-1,holc lana,hl,1,,
E4567N2756-1,knau arve arve,hl,+,,
E4567N2756-1,lath prat prat,hl,+,,
E4567N2756-1,lotu corn slat,hl,+,,
E4567N2756-1,luzu mult,hl,+,,
E4567N2756-1,lysi nemo,hl,+,,
E4567N2756-1,maia bifo,hl,+,,
E4567N2756-1,moli caer aggr,hl,+,,
E4567N2756-1,nard stri,hl,3,,
E4567N2756-1,pimp saxi saxi,hl,+,,
E4567N2756-1,plan lanc,hl,1,,
E4567N2756-1,poly vulg vulg,hl,r,,
E4567N2756-1,popu trem,hl,r,,
E4567N2756-1,pote erec,hl,+,,
E4567N2756-1,quer robu,hl,r,,
E4567N2756-1,ranu acri acri,hl,+,,
E4567N2756-1,ranu nemo,hl,+,,
E4567N2756-1,rhin mino,hl,+,,
E4567N2756-1,rume acet ella,hl,r,,
E4567N2756-1,rume acet osa,hl,+,,
E4567N2756-1,soli virg virg,hl,+,,
E4567N2756-1,stel gram,hl,+,,
E4567N2756-1,thel limb,hl,r,,
E4567N2756-1,trif medi medi,hl,1,,
E4567N2756-1,trif prat prat,hl,1,,
E4567N2756-1,trif repe repe,hl,1,,
E4567N2756-1,vacc myrt,hl,+,,
E4567N2756-1,vero cham cham,hl,+,,
E4567N2756-1,vici crac,hl,+,,
E4567N2757-1,achi mill aggr,hl,+,,
E4567N2757-1,agro capi,hl,2a,,
E4567N2757-1,anth odor,hl,1,,
E4567N2757-1,beto offi offi,hl,2b,,
E4567N2757-1,briz medi,hl,1,,
E4567N2757-1,camp patu,hl,+,,
E4567N2757-1,care flac,hl,+,,
E4567N2757-1,care hirt,hl,+,,
E4567N2757-1,care pall,hl,1,,
E4567N2757-1,care pani,hl,+,,
E4567N2757-1,care pilu pilu,hl,2a,,
E4567N2757-1,caru carv,hl,+,,
E4567N2757-1,crep bien,hl,r,,
E4567N2757-1,dact glom glom,hl,+,,
E4567N2757-1,dant decu decu,hl,1,,
E4567N2757-1,equi arve,hl,+,,
E4567N2757-1,euph cypa,hl,+,,
E4567N2757-1,fest nigr cens,hl,2a,,
E4567N2757-1,fest prat prat,hl,1,,
E4567N2757-1,frax exce,hl,r,,
E4567N2757-1,gali albu,hl,+,,
E4567N2757-1,gali pumi,hl,+,,
E4567N2757-1,hera spho spho,hl,r,,
E4567N2757-1,hype perf,hl,+,,
E4567N2757-1,hypo radi,hl,+,,
E4567N2757-1,junc effu,hl,r,,
E4567N2757-1,knau arve arve,hl,+,,
E4567N2757-1,lotu corn slat,hl,+,,
E4567N2757-1,moli caer aggr,hl,+,,
E4567N2757-1,nard stri,hl,4,,
E4567N2757-1,plan lanc,hl,1,,
E4567N2757-1,pote erec,hl,1,,
E4567N2757-1,prun vulg,hl,+,,
E4567N2757-1,ranu acri acri,hl,+,,
E4567N2757-1,stel gram,hl,+,,
E4567N2757-1,trif repe repe,hl,1,,
E4567N2757-1,vero cham cham,hl,+,,
E4567N2757-1,vero offi,hl,+,,
E4570N2783-1,achi mill aggr,hl,+,,
E4570N2783-1,agro capi,hl,+,,
E4570N2783-1,alch spec ies,hl,+,,
E4570N2783-1,anth odor,hl,+,,
E4570N2783-1,aven flex flex,hl,+,,
E4570N2783-1,briz medi,hl,+,,
E4570N2783-1,care pall,hl,+,,
E4570N2783-1,care pilu pilu,hl,2a,,
E4570N2783-1,dant decu decu,hl,1,,
E4570N2783-1,dian delt,hl,1,,
E4570N2783-1,fest nigr cens,hl,2b,,
E4570N2783-1,gali albu,hl,+,,
E4570N2783-1,geni tinc,hl,+,,
E4570N2783-1,hier pilo ella,hl,2b,,
E4570N2783-1,hypo radi,hl,+,,
E4570N2783-1,leon hisp slat,hl,1,,
E4570N2783-1,leuc vulg aggr,hl,+,,
E4570N2783-1,lotu corn slat,hl,+,,
E4570N2783-1,luzu camp,hl,2a,,
E4570N2783-1,mela prat,hl,+,,
E4570N2783-1,moli caer aggr,hl,+,,
E4570N2783-1,nard stri,hl,+,,
E4570N2783-1,plan lanc,hl,+,,
E4570N2783-1,pote erec,hl,r,,
E4570N2783-1,prun vulg,hl,+,,
E4570N2783-1,quer petr,hl,+,,
E4570N2783-1,rume acet ella,hl,+,,
E4570N2783-1,thym pule pule,hl,+,,
E4570N2783-1,trif prat prat,hl,+,,
E4570N2783-1,tris flav flav,hl,+,,
E4570N2783-1,vero cham cham,hl,+,,
E4570N2783-1,vero offi,hl,1,,
E4572N2783-1,achi mill aggr,hl,+,,
E4572N2783-1,agro capi,hl,+,,
E4572N2783-1,anth odor,hl,+,,
E4572N2783-1,arrh elat,hl,+,,
E4572N2783-1,aven flex flex,hl,2a,,
E4572N2783-1,betu pend,hl,+,,
E4572N2783-1,briz medi,hl,+,,
E4572N2783-1,cala arun,hl,r,,
E4572N2783-1,call vulg,hl,2a,,
E4572N2783-1,care pilu pilu,hl,2a,,
E4572N2783-1,cent jace jace,hl,+,,
E4572N2783-1,dant decu decu,hl,2b,,
E4572N2783-1,fest nigr cens,hl,1,,
E4572N2783-1,hier pilo ella,hl,2b,,
E4572N2783-1,hype macu,hl,+,,
E4572N2783-1,hypo radi,hl,+,,
E4572N2783-1,knau arve arve,hl,1,,
E4572N2783-1,leon hisp slat,hl,2a,,
E4572N2783-1,leuc vulg aggr,hl,+,,
E4572N2783-1,lotu corn slat,hl,+,,
E4572N2783-1,mela prat,hl,+,,
E4572N2783-1,nard stri,hl,1,,
E4572N2783-1,onon repe proc,hl,1,,
E4572N2783-1,pimp saxi saxi,hl,+,,
E4572N2783-1,pinu sylv,hl,+,,
E4572N2783-1,plan lanc,hl,+,,
E4572N2783-1,poly vulg vulg,hl,r,,
E4572N2783-1,popu trem,hl,+,,
E4572N2783-1,pter aqui,hl,+,,
E4572N2783-1,quer petr,hl,+,,
E4572N2783-1,rume acet ella,hl,+,,
E4572N2783-1,soli virg virg,hl,+,,
E4572N2783-1,teuc scor onia,hl,+,,
E4572N2783-1,thym pule pule,hl,1,,
E4572N2783-1,trif prat prat,hl,+,,
E4572N2783-1,vero cham cham,hl,+,,
E4572N2783-1,vero offi,hl,+,,
E4577N2734-1,ajug rept,hl,+,,
E4577N2734-1,alch spec ies,hl,+,,
E4577N2734-1,anem nemo,hl,+,,
E4577N2734-1,ante carp,hl,1,,
E4577N2734-1,anth odor,hl,1,,
E4577N2734-1,anth vuln alpi,hl,1,,
E4577N2734-1,arni mont,hl,1,,
E4577N2734-1,botr luna,hl,r,,
E4577N2734-1,briz medi,hl,2a,,
E4577N2734-1,cala vari,hl,+,,
E4577N2734-1,call vulg,hl,2a,,
E4577N2734-1,camp sche,hl,+,,
E4577N2734-1,care flac,hl,2a,,
E4577N2734-1,care orni orni,hl,1,,
E4577N2734-1,care pall,hl,2b,,
E4577N2734-1,care pilu pilu,hl,2a,,
E4577N2734-1,carl acau acau,hl,1,,
E4577N2734-1,clin acin,hl,+,,
E4577N2734-1,cyno cris,hl,1,,
E4577N2734-1,fest nigr cens,hl,2b,,
E4577N2734-1,fest rubr aggr,hl,1,,
E4577N2734-1,frag vesc,hl,+,,
E4577N2734-1,gali anis,hl,+,,
E4577N2734-1,hier lach,hl,+,,
E4577N2734-1,hier pilo ella,hl,1,,
E4577N2734-1,hype macu,hl,+,,
E4577N2734-1,lotu corn slat,hl,+,,
E4577N2734-1,luzu camp,hl,+,,
E4577N2734-1,nard stri,hl,4,,
E4577N2734-1,pice abie,hl,r,,
E4577N2734-1,plan atra atra,hl,1,,
E4577N2734-1,plan lanc,hl,1,,
E4577N2734-1,plan medi,hl,+,,
E4577N2734-1,poly amar brac,hl,+,,
E4577N2734-1,poly amar ella,hl,+,,
E4577N2734-1,poly vulg vulg,hl,+,,
E4577N2734-1,pote aure,hl,1,,
E4577N2734-1,pote erec,hl,2b,,
E4577N2734-1,prun vulg,hl,+,,
E4577N2734-1,pseu albi albi,hl,+,,
E4577N2734-1,ranu nemo,hl,+,,
E4577N2734-1,thym pule pule,hl,2a,,
E4577N2734-1,trif prat prat,hl,1,,
E4577N2734-1,trif repe repe,hl,+,,
E4577N2734-1,vacc myrt,hl,1,,
E4577N2734-1,vacc viti,hl,+,,
E4577N2734-1,vero offi,hl,+,,
E4577N2734-1,viol bifl,hl,+,,
E4577N2734-1,viol cani slat,hl,+,,
E4577N2734-1,viol reic,hl,+,,
E4577N2734-3,agro capi,hl,+,,
E4577N2734-3,alch spec ies,hl,+,,
E4577N2734-3,anem nemo,hl,+,,
E4577N2734-3,ante carp,hl,+,,
E4577N2734-3,anth odor,hl,1,,
E4577N2734-3,arni mont,hl,+,,
E4577N2734-3,bell mich,hl,+,,
E4577N2734-3,briz medi,hl,+,,
E4577N2734-3,call vulg,hl,1,,
E4577N2734-3,care capi,hl,+,,
E4577N2734-3,care flac,hl,1,,
E4577N2734-3,care nigr,hl,2a,,
E4577N2734-3,care pall,hl,2b,,
E4577N2734-3,care pani,hl,1,,
E4577N2734-3,care pilu pilu,hl,2b,,
E4577N2734-3,carl acau acau,hl,+,,
E4577N2734-3,crep aure aure,hl,+,,
E4577N2734-3,dact macu slat,hl,r,,
E4577N2734-3,desc cesp,hl,+,,
E4577N2734-3,fest nigr cens,hl,1,,
E4577N2734-3,fest rubr aggr,hl,1,,
E4577N2734-3,gali anis,hl,+,,
E4577N2734-3,gent punc,hl,2m,cf.,
E4577N2734-3,hier lach,hl,+,,
E4577N2734-3,hier schu,hl,1,,
E4577N2734-3,homo alpi,hl,1,,
E4577N2734-3,hype macu,hl,+,,
E4577N2734-3,lotu corn slat,hl,+,,
E4577N2734-3,luzu camp,hl,+,,
E4577N2734-3,luzu mult,hl,+,,
E4577N2734-3,luzu sude,hl,+,cf.,
E4577N2734-3,luzu sylv sylv,hl,r,,
E4577N2734-3,nard stri,hl,5,,
E4577N2734-3,plan lanc,hl,+,,
E4577N2734-3,poa alpi,hl,+,,
E4577N2734-3,poly amar ella,hl,+,,
E4577N2734-3,pote aure,hl,+,,
E4577N2734-3,pote erec,hl,2a,,
E4577N2734-3,prun vulg,hl,+,,
E4577N2734-3,pseu albi albi,hl,+,,
E4577N2734-3,ranu mont,hl,+,,
E4577N2734-3,rhod hirs,hl,r,,
E4577N2734-3,sela sela,hl,+,,
E4577N2734-3,sold alpi,hl,+,,
E4577N2734-3,thym pule pule,hl,+,,
E4577N2734-3,tofi caly,hl,+,,
E4577N2734-3,vacc myrt,hl,1,,
E4577N2734-3,vera albu slat,hl,1,,
E4577N2734-3,vero aphy,hl,r,,
E4577N2734-3,will stip stip,hl,+,,
E4577N2772-1,alnu glut,hl,r,,
E4577N2772-1,anth odor,hl,+,,
E4577N2772-1,beto offi offi,hl,+,,
E4577N2772-1,betu pube pube,hl,+,cf. B. pubescens x pendula,
E4577N2772-1,call vulg,hl,3,,
E4577N2772-1,care echi,hl,2b,,
E4577N2772-1,care nigr,hl,+,,
E4577N2772-1,care pall,hl,+,,
E4577N2772-1,care pani,hl,1,,
E4577N2772-1,cirs palu,hl,+,,
E4577N2772-1,dant decu decu,hl,1,,
E4577N2772-1,erio angu,hl,+,,
E4577N2772-1,fili ulma,hl,+,,
E4577N2772-1,fran alnu,hl,+,,
E4577N2772-1,hier lact,hl,1,,
E4577N2772-1,hier umbe,hl,+,,
E4577N2772-1,holc lana,hl,+,,
E4577N2772-1,junc acut,hl,1,,
E4577N2772-1,junc cong,hl,+,,
E4577N2772-1,leon hisp slat,hl,1,,
E4577N2772-1,lotu corn slat,hl,+,,
E4577N2772-1,luzu mult,hl,+,,
E4577N2772-1,lysi vulg,hl,+,,
E4577N2772-1,moli caer aggr,hl,1,,
E4577N2772-1,nard stri,hl,2b,,
E4577N2772-1,pote erec,hl,1,,
E4577N2772-1,prun vulg,hl,+,,
E4577N2772-1,sali auri,hl,2b,,
E4577N2772-1,sang offi,hl,+,,
E4577N2772-1,vacc oxyc,hl,+,,
E4577N2772-1,viol palu,hl,+,,
E4577N2772-1,will stip stip,hl,+,,
E4577N2773-1,achi mill aggr,hl,+,,
E4577N2773-1,anth odor,hl,1,,
E4577N2773-1,beto offi offi,hl,+,,
E4577N2773-1,briz medi,hl,+,,
E4577N2773-1,call vulg,hl,+,,
E4577N2773-1,care pall,hl,+,,
E4577N2773-1,care pilu pilu,hl,+,,
E4577N2773-1,cent jace jace,hl,+,,
E4577N2773-1,dant decu decu,hl,2b,,
E4577N2773-1,hier pilo ella,hl,+,,
E4577N2773-1,hier umbe,hl,r,,
E4577N2773-1,holc lana,hl,+,,
E4577N2773-1,hypo radi,hl,1,,
E4577N2773-1,knau arve arve,hl,+,,
E4577N2773-1,leon hisp slat,hl,1,,
E4577N2773-1,leuc vulg aggr,hl,+,,
E4577N2773-1,lotu corn slat,hl,+,,
E4577N2773-1,luzu mult,hl,+,,
E4577N2773-1,lysi vulg,hl,+,,
E4577N2773-1,nard stri,hl,4,,
E4577N2773-1,pimp saxi saxi,hl,+,,
E4577N2773-1,plan lanc,hl,+,,
E4577N2773-1,poly vulg vulg,hl,+,,
E4577N2773-1,pote erec,hl,+,,
E4577N2773-1,ranu nemo,hl,+,,
E4577N2773-1,sang offi,hl,1,,
E4577N2773-1,scor humi,hl,+,,
E4577N2773-1,seli carv,hl,1,,
E4577N2773-1,soli virg virg,hl,+,,
E4577N2773-1,succ prat,hl,1,,
E4577N2773-1,thym pule pule,hl,+,,
E4577N2773-1,viol cani slat,hl,+,,
E4577N2773-1,will stip stip,hl,+,,
E4580N2753-1,agro capi,hl,+,,
E4580N2753-1,anth odor,hl,+,,
E4580N2753-1,betu pube pube,hl,+,,
E4580N2753-1,briz medi,hl,+,,
E4580N2753-1,call vulg,hl,1,,
E4580N2753-1,dant decu decu,hl,1,,
E4580N2753-1,fran alnu,hl,+,,
E4580N2753-1,leon hisp slat,hl,+,,
E4580N2753-1,lysi vulg,hl,+,,
E4580N2753-1,moli caer aggr,hl,4,,
E4580N2753-1,nard stri,hl,2b,,
E4580N2753-1,plat bifo,hl,+,,
E4580N2753-1,pote erec,hl,2a,,
E4580N2753-1,rhyn alba,hl,1,,
E4580N2753-1,succ prat,hl,+,,
E4580N2753-1,viol cani slat,hl,+,,
E4582N2746-1,achi mill aggr,hl,+,,
E4582N2746-1,alch spec ies,hl,+,,
E4582N2746-1,anth odor,hl,2a,,
E4582N2746-1,briz medi,hl,2a,,
E4582N2746-1,call vulg,hl,1,,
E4582N2746-1,care dava,hl,+,,
E4582N2746-1,care echi,hl,+,,
E4582N2746-1,care flac,hl,1,,
E4582N2746-1,care flav aggr,hl,+,,
E4582N2746-1,care host,hl,+,,
E4582N2746-1,care nigr,hl,+,,
E4582N2746-1,care pall,hl,2a,,
E4582N2746-1,care pani,hl,+,,
E4582N2746-1,care pilu pilu,hl,1,,
E4582N2746-1,care puli,hl,1,,
E4582N2746-1,cent jace jace,hl,+,,
E4582N2746-1,cera holo,hl,+,,
E4582N2746-1,cirs palu,hl,1,,
E4582N2746-1,cyno cris,hl,+,,
E4582N2746-1,desc cesp,hl,+,,
E4582N2746-1,equi palu,hl,+,,
E4582N2746-1,erio angu,hl,+,,
E4582N2746-1,erio lati,hl,+,,
E4582N2746-1,fest prat prat,hl,1,,
E4582N2746-1,fest rubr aggr,hl,2a,,
E4582N2746-1,fran alnu,hl,+,,
E4582N2746-1,gali anis,hl,1,,
E4582N2746-1,gent ascl,hl,1,,
E4582N2746-1,hier lach,hl,+,,
E4582N2746-1,hier lact,hl,+,,
E4582N2746-1,hier muro,hl,+,,
E4582N2746-1,hier pilo ella,hl,+,,
E4582N2746-1,holc lana,hl,+,,
E4582N2746-1,hype perf,hl,+,,
E4582N2746-1,junc effu,hl,+,,
E4582N2746-1,lath prat prat,hl,+,,
E4582N2746-1,leon hisp slat,hl,+,,
E4582N2746-1,leuc vulg aggr,hl,+,,
E4582N2746-1,linu cath,hl,+,,
E4582N2746-1,luzu mult,hl,+,,
E4582N2746-1,lych flos cucu,hl,+,,
E4582N2746-1,moli caer aggr,hl,2a,,
E4582N2746-1,nard stri,hl,4,,
E4582N2746-1,pice abie,hl,r,,
E4582N2746-1,pimp majo majo,hl,+,,
E4582N2746-1,plan lanc,hl,+,,
E4582N2746-1,plat bifo,hl,r,,
E4582N2746-1,poa alpi,hl,+,,
E4582N2746-1,poly vulg vulg,hl,1,,
E4582N2746-1,pote erec,hl,1,,
E4582N2746-1,ranu acri acri,hl,+,,
E4582N2746-1,ranu nemo,hl,+,,
E4582N2746-1,ranu repe,hl,1,,
E4582N2746-1,rhin mino,hl,+,,
E4582N2746-1,stel gram,hl,1,,
E4582N2746-1,succ prat,hl,+,,
E4582N2746-1,thel limb,hl,r,,
E4582N2746-1,trif prat prat,hl,+,,
E4582N2746-1,trif repe repe,hl,1,,
E4582N2746-1,trol euro,hl,r,,
E4582N2746-1,vacc myrt,hl,+,,
E4582N2746-1,vacc viti,hl,+,,
E4582N2746-1,vero cham cham,hl,1,,
E4582N2746-1,vero offi,hl,+,,
E4583N2752-1,achi mill aggr,hl,+,,
E4583N2752-1,agro capi,hl,1,,
E4583N2752-1,anth odor,hl,1,,
E4583N2752-1,arni mont,hl,+,,
E4583N2752-1,beto offi offi,hl,r,,
E4583N2752-1,briz medi,hl,+,,
E4583N2752-1,call vulg,hl,+,,
E4583N2752-1,care echi,hl,1,,
E4583N2752-1,care nigr,hl,+,,
E4583N2752-1,care pall,hl,+,,
E4583N2752-1,care pani,hl,1,,
E4583N2752-1,care pilu pilu,hl,+,,
E4583N2752-1,dant decu decu,hl,1,,
E4583N2752-1,equi palu,hl,+,,
E4583N2752-1,equi sylv,hl,+,,
E4583N2752-1,fest rubr aggr,hl,+,,
E4583N2752-1,hier umbe,hl,1,,
E4583N2752-1,holc lana,hl,2a,,
E4583N2752-1,junc effu,hl,+,,
E4583N2752-1,luzu mult,hl,+,,
E4583N2752-1,lysi vulg,hl,+,,
E4583N2752-1,moli caer aggr,hl,2a,,
E4583N2752-1,nard stri,hl,4,,
E4583N2752-1,plat bifo,hl,r,,
E4583N2752-1,poly vulg vulg,hl,+,,
E4583N2752-1,pote erec,hl,+,,
E4583N2752-1,ranu nemo,hl,+,,
E4583N2752-1,sorb aucu aucu,hl,r,,
E4583N2752-1,succ prat,hl,+,,
E4583N2752-2,agro capi,hl,1,,
E4583N2752-2,alch spec ies,hl,+,,
E4583N2752-2,ange sylv sylv,hl,+,,
E4583N2752-2,anth odor,hl,1,,
E4583N2752-2,beto offi offi,hl,+,,
E4583N2752-2,briz medi,hl,1,,
E4583N2752-2,care briz,hl,1,,
E4583N2752-2,care echi,hl,+,,
E4583N2752-2,care elat,hl,r,,
E4583N2752-2,care flac,hl,+,,
E4583N2752-2,care flav aggr,hl,+,,
E4583N2752-2,care nigr,hl,r,,
E4583N2752-2,care pall,hl,2a,,
E4583N2752-2,care pani,hl,2a,,
E4583N2752-2,care pilu pilu,hl,2a,,
E4583N2752-2,cent jace jace,hl,+,,
E4583N2752-2,cyno cris,hl,1,,
E4583N2752-2,dant decu decu,hl,+,,
E4583N2752-2,equi palu,hl,+,,
E4583N2752-2,euph offi rost,hl,+,,
E4583N2752-2,fest nigr cens,hl,1,,
E4583N2752-2,fili ulma,hl,+,,
E4583N2752-2,gali spec ies,hl,+,,
E4583N2752-2,hier lact,hl,r,,
E4583N2752-2,hier umbe,hl,2m,,
E4583N2752-2,holc lana,hl,+,,
E4583N2752-2,junc effu,hl,1,,
E4583N2752-2,lath palu,hl,+,,
E4583N2752-2,lotu corn slat,hl,+,,
E4583N2752-2,luzu mult,hl,+,,
E4583N2752-2,moli caer aggr,hl,1,,
E4583N2752-2,nard stri,hl,2b,,
E4583N2752-2,plan lanc,hl,1,,
E4583N2752-2,poly vulg vulg,hl,+,,
E4583N2752-2,pote erec,hl,1,,
E4583N2752-2,ranu acri acri,hl,+,,
E4583N2752-2,rhin mino,hl,+,,
E4583N2752-2,rume acet osa,hl,+,,
E4583N2752-2,succ prat,hl,+,,
E4583N2752-2,thym pule pule,hl,+,,
E4583N2752-2,trif medi medi,hl,+,,
E4583N2752-2,trif prat prat,hl,+,,
E4583N2752-2,vici crac,hl,+,,
E4583N2752-2,will stip stip,hl,+,,
E4584N2763-1,achi mill aggr,hl,+,,
E4584N2763-1,agro capi,hl,2a,,
E4584N2763-1,anth odor,hl,1,,
E4584N2763-1,arni mont,hl,r,,
E4584N2763-1,beto offi offi,hl,+,,
E4584N2763-1,brac pinn,hl,+,,
E4584N2763-1,briz medi,hl,+,,
E4584N2763-1,brom erec,hl,+,,
E4584N2763-1,call vulg,hl,r,,
E4584N2763-1,camp rotu,hl,+,,
E4584N2763-1,care flac,hl,+,,
E4584N2763-1,care mont,hl,+,,
E4584N2763-1,care pall,hl,+,,
E4584N2763-1,care pilu pilu,hl,1,,
E4584N2763-1,care umbr,hl,+,,
E4584N2763-1,carl acau acau,hl,r,,
E4584N2763-1,cent jace jace,hl,+,,
E4584N2763-1,crat mono,hl,+,,
E4584N2763-1,dant decu decu,hl,+,,
E4584N2763-1,equi arve,hl,+,,
E4584N2763-1,gali veru,hl,+,,
E4584N2763-1,heli numm numm,hl,r,,
E4584N2763-1,holc lana,hl,+,,
E4584N2763-1,hype perf,hl,+,,
E4584N2763-1,hypo radi,hl,+,,
E4584N2763-1,knau arve arve,hl,+,,
E4584N2763-1,leon hisp slat,hl,+,,
E4584N2763-1,luzu camp,hl,+,,
E4584N2763-1,moli caer aggr,hl,2a,,
E4584N2763-1,nard stri,hl,4,,
E4584N2763-1,pimp saxi saxi,hl,+,,
E4584N2763-1,plan lanc,hl,+,,
E4584N2763-1,popu trem,hl,1,,
E4584N2763-1,pote erec,hl,+,,
E4584N2763-1,prun gran,hl,r,,
E4584N2763-1,prun vulg,hl,+,,
E4584N2763-1,quer robu,hl,+,,
E4584N2763-1,ranu acri acri,hl,+,,
E4584N2763-1,rume acet ella,hl,+,,
E4584N2763-1,sang mino mino,hl,+,,
E4584N2763-1,scab colu,hl,+,,
E4584N2763-1,soli virg virg,hl,+,,
E4584N2763-1,succ prat,hl,+,,
E4584N2763-1,thym pule pule,hl,+,,
E4584N2763-1,trif medi medi,hl,+,,
E4584N2763-2,agro capi,hl,2a,,
E4584N2763-2,anth odor,hl,1,,
E4584N2763-2,arrh elat,hl,+,,
E4584N2763-2,beto offi offi,hl,+,,
E4584N2763-2,briz medi,hl,1,,
E4584N2763-2,brom erec,hl,+,,
E4584N2763-2,call vulg,hl,+,,
E4584N2763-2,camp rotu,hl,+,,
E4584N2763-2,care cary,hl,+,,
E4584N2763-2,care flac,hl,+,,
E4584N2763-2,care pall,hl,+,,
E4584N2763-2,care pani,hl,+,,
E4584N2763-2,care pilu pilu,hl,1,,
E4584N2763-2,care sylv,hl,+,,
E4584N2763-2,carp betu,hl,+,,
E4584N2763-2,cent jace jace,hl,1,,
E4584N2763-2,dant decu decu,hl,1,,
E4584N2763-2,equi arve,hl,+,,
E4584N2763-2,gali veru,hl,+,,
E4584N2763-2,heli numm numm,hl,+,,
E4584N2763-2,hier pilo ella,hl,+,,
E4584N2763-2,hier umbe,hl,+,,
E4584N2763-2,holc lana,hl,+,,
E4584N2763-2,homa pube pube,hl,+,,
E4584N2763-2,hypo radi,hl,+,,
E4584N2763-2,knau arve arve,hl,+,,
E4584N2763-2,leon hisp slat,hl,2a,,
E4584N2763-2,leuc vulg aggr,hl,+,,
E4584N2763-2,lotu corn slat,hl,+,,
E4584N2763-2,moli caer aggr,hl,2b,,
E4584N2763-2,nard stri,hl,2b,,
E4584N2763-2,pimp saxi saxi,hl,+,,
E4584N2763-2,plan lanc,hl,1,,
E4584N2763-2,poly vulg vulg,hl,r,,
E4584N2763-2,popu trem,hl,+,,
E4584N2763-2,pote erec,hl,+,,
E4584N2763-2,prun gran,hl,+,,
E4584N2763-2,prun vulg,hl,+,,
E4584N2763-2,ranu nemo,hl,+,,
E4584N2763-2,soli virg virg,hl,+,,
E4584N2763-2,succ prat,hl,+,,
E4584N2763-2,trif medi medi,hl,+,,
E4589N2758-1,agro capi,hl,1,,
E4589N2758-1,anem nemo,hl,+,,
E4589N2758-1,anth odor,hl,1,,
E4589N2758-1,arni mont,hl,+,,
E4589N2758-1,beto offi offi,hl,+,,
E4589N2758-1,briz medi,hl,1,,
E4589N2758-1,call vulg,hl,+,,
E4589N2758-1,care hirt,hl,+,,
E4589N2758-1,care pall,hl,1,,
E4589N2758-1,care pilu pilu,hl,1,,
E4589N2758-1,dant decu decu,hl,1,,
E4589N2758-1,fest nigr cens,hl,1,,
E4589N2758-1,fest rubr aggr,hl,+,,
E4589N2758-1,hier lach,hl,+,,
E4589N2758-1,hier lact,hl,+,,
E4589N2758-1,hier pilo ella,hl,+,,
E4589N2758-1,holc lana,hl,1,,
E4589N2758-1,lotu corn slat,hl,+,,
E4589N2758-1,luzu camp,hl,+,,
E4589N2758-1,luzu mult,hl,+,,
E4589N2758-1,moli caer aggr,hl,3,,
E4589N2758-1,nard stri,hl,3,,
E4589N2758-1,plan lanc,hl,+,,
E4589N2758-1,plat bifo,hl,r,,
E4589N2758-1,poly alpe alpe,hl,+,cf.,
E4589N2758-1,poly vulg vulg,hl,+,,
E4589N2758-1,popu trem,hl,r,,
E4589N2758-1,pote erec,hl,1,,
E4589N2758-1,ranu bulb,hl,+,,
E4589N2758-1,ranu nemo,hl,+,,
E4589N2758-1,rume acet osa,hl,+,,
E4589N2758-1,scor humi,hl,1,,
E4589N2758-1,trif mont mont,hl,r,,
E4589N2758-1,vacc myrt,hl,+,,
E4589N2758-1,vacc viti,hl,+,,
E4589N2758-1,vero offi,hl,+,,
E4591N2761-1,achi mill aggr,hl,+,,
E4591N2761-1,anac mori mori,hl,r,2 individuals,
E4591N2761-1,anem nemo,hl,+,,
E4591N2761-1,ante dioi,hl,+,,
E4591N2761-1,anth odor,hl,1,,
E4591N2761-1,anth vuln slat,hl,r,,
E4591N2761-1,arni mont,hl,+,,
E4591N2761-1,arrh elat,hl,+,,
E4591N2761-1,beto offi offi,hl,+,,
E4591N2761-1,briz medi,hl,1,,
E4591N2761-1,brom erec,hl,+,,
E4591N2761-1,call vulg,hl,2a,,
E4591N2761-1,care cary,hl,+,,
E4591N2761-1,care pani,hl,1,,
E4591N2761-1,care pilu pilu,hl,2b,,
E4591N2761-1,carl acau acau,hl,+,,
E4591N2761-1,cent jace jace,hl,+,,
E4591N2761-1,crep cony,hl,+,cf.,
E4591N2761-1,dact glom glom,hl,+,,
E4591N2761-1,dant decu decu,hl,+,,
E4591N2761-1,equi sylv,hl,+,,
E4591N2761-1,fest nigr cens,hl,r,,
E4591N2761-1,gali pumi,hl,r,cf.,
E4591N2761-1,gali veru,hl,r,,
E4591N2761-1,hier pilo ella,hl,+,,
E4591N2761-1,homa pube pube,hl,+,,
E4591N2761-1,hypo radi,hl,r,,
E4591N2761-1,leon hisp slat,hl,2a,,
E4591N2761-1,leuc vulg,hl,1,,
E4591N2761-1,linu cath,hl,r,,
E4591N2761-1,lotu corn slat,hl,+,,
E4591N2761-1,luzu camp,hl,+,,
E4591N2761-1,luzu pilo,hl,+,,
E4591N2761-1,moli caer aggr,hl,2b,,
E4591N2761-1,nard stri,hl,2b,,
