Morton1950:10/49;cov;10
Morton1950:10/49;tcov1;0
Morton1950:10/49;scov;0
Morton1950:10/49;hcov;10
Morton1950:10/49;mcov;0
Morton1950:10/49;htl1;0
Morton1950:10/49;htl2;0
Morton1950:10/49;hsl;0
Morton1950:10/49;hhl1;0
Morton1950:10/49;hhl2;0
Morton1950:10/49;plsx;20
Morton1950:10/49;plsy;20
Morton1950:10/49;expo;S
Morton1950:10/49;slope;85
Morton1950:10/49;rock;0
Morton1950:10/49;stones;0
Morton1950:10/49;bare;0
Morton1950:10/49;soil;
Morton1950:10/49;date;12.10.1949
Morton1950:10/49;altitude;1260
Morton1950:10/49;precision.vertical;50
Morton1950:10/49;precision.horizontal;200
Morton1950:10/49;longitude;13,66815
Morton1950:10/49;latitude;47,66454
Morton1950:10/49;comment;J. Pilz
Morton1950:10/49;location;Zwerchwand
Morton1950:1322;cov;10
Morton1950:1322;tcov1;0
Morton1950:1322;scov;0
Morton1950:1322;hcov;10
Morton1950:1322;mcov;0
Morton1950:1322;htl1;10
Morton1950:1322;htl2;0
Morton1950:1322;hsl;0
Morton1950:1322;hhl1;0
Morton1950:1322;hhl2;0
Morton1950:1322;plsx;20
Morton1950:1322;plsy;20
Morton1950:1322;expo;S
Morton1950:1322;slope;30
Morton1950:1322;rock;0
Morton1950:1322;stones;0
Morton1950:1322;bare;0
Morton1950:1322;soil;
Morton1950:1322;date;08.08.1949
Morton1950:1322;altitude;1100
Morton1950:1322;precision.vertical;50
Morton1950:1322;precision.horizontal;200
Morton1950:1322;longitude;13,952251
Morton1950:1322;latitude;47,494291
Morton1950:1322;comment;Nr. 1322
Morton1950:1322;location;südexponierte Felsen östlich der Salza Talsperre
Morton1950:1323;cov;10
Morton1950:1323;tcov1;0
Morton1950:1323;scov;0
Morton1950:1323;hcov;10
Morton1950:1323;mcov;1
Morton1950:1323;htl1;0
Morton1950:1323;htl2;0
Morton1950:1323;hsl;0
Morton1950:1323;hhl1;0
Morton1950:1323;hhl2;0
Morton1950:1323;plsx;20
Morton1950:1323;plsy;20
Morton1950:1323;expo;S
Morton1950:1323;slope;15
Morton1950:1323;rock;0
Morton1950:1323;stones;0
Morton1950:1323;bare;0
Morton1950:1323;soil;
Morton1950:1323;date;22.08.1949
Morton1950:1323;altitude;820
Morton1950:1323;precision.vertical;50
Morton1950:1323;precision.horizontal;200
Morton1950:1323;longitude;14,057188
Morton1950:1323;latitude;47,5283
Morton1950:1323;comment;Nr. 1323
Morton1950:1323;location;Höhenweg von Pürgg nach Stainach. Bei der Wegkapelle links  hinauf zum kleinen Felskogel.Geneigtesplateau unter diesem
Morton1950:1324;cov;10
Morton1950:1324;tcov1;0
Morton1950:1324;scov;0
Morton1950:1324;hcov;10
Morton1950:1324;mcov;1
Morton1950:1324;htl1;0
Morton1950:1324;htl2;0
Morton1950:1324;hsl;0
Morton1950:1324;hhl1;0
Morton1950:1324;hhl2;0
Morton1950:1324;plsx;20
Morton1950:1324;plsy;20
Morton1950:1324;expo;S
Morton1950:1324;slope;0
Morton1950:1324;rock;0
Morton1950:1324;stones;0
Morton1950:1324;bare;0
Morton1950:1324;soil;
Morton1950:1324;date;22.08.1949
Morton1950:1324;altitude;840
Morton1950:1324;precision.vertical;50
Morton1950:1324;precision.horizontal;200
Morton1950:1324;longitude;14,057189
Morton1950:1324;latitude;47,52839
Morton1950:1324;comment;Nr. 1324
Morton1950:1324;location;Bei der Wegkapelle links hinauf zum kleinen Felskogel (Burgstall)
Morton1950:1327;cov;10
Morton1950:1327;tcov1;0
Morton1950:1327;scov;0
Morton1950:1327;hcov;10
Morton1950:1327;mcov;1
Morton1950:1327;htl1;0
Morton1950:1327;htl2;0
Morton1950:1327;hsl;0
Morton1950:1327;hhl1;0
Morton1950:1327;hhl2;0
Morton1950:1327;plsx;20
Morton1950:1327;plsy;20
Morton1950:1327;expo;S
Morton1950:1327;slope;80
Morton1950:1327;rock;0
Morton1950:1327;stones;0
Morton1950:1327;bare;0
Morton1950:1327;soil;
Morton1950:1327;date;22.08.1949
Morton1950:1327;altitude;1000
Morton1950:1327;precision.vertical;50
Morton1950:1327;precision.horizontal;200
Morton1950:1327;longitude;14,056369
Morton1950:1327;latitude;47,527721
Morton1950:1327;comment;Nr. 1327
Morton1950:1327;location;Felshang ober Pürgg in Richtung Stainach
Morton1950:1328;cov;10
Morton1950:1328;tcov1;0
Morton1950:1328;scov;5
Morton1950:1328;hcov;10
Morton1950:1328;mcov;0
Morton1950:1328;htl1;0
Morton1950:1328;htl2;0
Morton1950:1328;hsl;6
Morton1950:1328;hhl1;0
Morton1950:1328;hhl2;0
Morton1950:1328;plsx;20
Morton1950:1328;plsy;20
Morton1950:1328;expo;S
Morton1950:1328;slope;75
Morton1950:1328;rock;0
Morton1950:1328;stones;0
Morton1950:1328;bare;0
Morton1950:1328;soil;
Morton1950:1328;date;22.08.1949
Morton1950:1328;altitude;840
Morton1950:1328;precision.vertical;50
Morton1950:1328;precision.horizontal;200
Morton1950:1328;longitude;14,057188
Morton1950:1328;latitude;47,5283
Morton1950:1328;comment;Nr. 1328
Morton1950:1328;location;Südabfall des Burgstalls bei Pürgg
Morton1950:1330;cov;10
Morton1950:1330;tcov1;0
Morton1950:1330;scov;0
Morton1950:1330;hcov;10
Morton1950:1330;mcov;1
Morton1950:1330;htl1;0
Morton1950:1330;htl2;0
Morton1950:1330;hsl;0
Morton1950:1330;hhl1;0
Morton1950:1330;hhl2;0
Morton1950:1330;plsx;20
Morton1950:1330;plsy;20
Morton1950:1330;expo;S
Morton1950:1330;slope;65
Morton1950:1330;rock;0
Morton1950:1330;stones;0
Morton1950:1330;bare;0
Morton1950:1330;soil;
Morton1950:1330;date;27.08.1949
Morton1950:1330;altitude;1360
Morton1950:1330;precision.vertical;50
Morton1950:1330;precision.horizontal;200
Morton1950:1330;longitude;13,69882
Morton1950:1330;latitude;47,64837
Morton1950:1330;comment;Nr. 1330
Morton1950:1330;location;Leislingwand
Morton1950:1344;cov;10
Morton1950:1344;tcov1;0
Morton1950:1344;scov;10
Morton1950:1344;hcov;10
Morton1950:1344;mcov;1
Morton1950:1344;htl1;0
Morton1950:1344;htl2;0
Morton1950:1344;hsl;2
Morton1950:1344;hhl1;0
Morton1950:1344;hhl2;0
Morton1950:1344;plsx;20
Morton1950:1344;plsy;20
Morton1950:1344;expo;S
Morton1950:1344;slope;80
Morton1950:1344;rock;0
Morton1950:1344;stones;0
Morton1950:1344;bare;0
Morton1950:1344;soil;
Morton1950:1344;date;05.09.1949
Morton1950:1344;altitude;1100
Morton1950:1344;precision.vertical;50
Morton1950:1344;precision.horizontal;200
Morton1950:1344;longitude;14,065879
Morton1950:1344;latitude;47,538026
Morton1950:1344;comment;Nr. 1344
Morton1950:1344;location;Südwand des Brandanger Kogels
Morton1950:1344a;cov;10
Morton1950:1344a;tcov1;0
Morton1950:1344a;scov;5
Morton1950:1344a;hcov;10
Morton1950:1344a;mcov;0
Morton1950:1344a;htl1;0
Morton1950:1344a;htl2;0
Morton1950:1344a;hsl;4
Morton1950:1344a;hhl1;0
Morton1950:1344a;hhl2;0
Morton1950:1344a;plsx;20
Morton1950:1344a;plsy;20
Morton1950:1344a;expo;S
Morton1950:1344a;slope;50
Morton1950:1344a;rock;0
Morton1950:1344a;stones;0
Morton1950:1344a;bare;0
Morton1950:1344a;soil;
Morton1950:1344a;date;22.09.1949
Morton1950:1344a;altitude;1100
Morton1950:1344a;precision.vertical;50
Morton1950:1344a;precision.horizontal;200
Morton1950:1344a;longitude;14,06593
Morton1950:1344a;latitude;47,537963
Morton1950:1344a;comment;Nr. 1344a
Morton1950:1344a;location;Fuß der Südwand des Brandanger Kogels
Morton1950:1345;cov;10
Morton1950:1345;tcov1;0
Morton1950:1345;scov;5
Morton1950:1345;hcov;10
Morton1950:1345;mcov;0
Morton1950:1345;htl1;0
Morton1950:1345;htl2;0
Morton1950:1345;hsl;0
Morton1950:1345;hhl1;0
Morton1950:1345;hhl2;0
Morton1950:1345;plsx;20
Morton1950:1345;plsy;20
Morton1950:1345;expo;S
Morton1950:1345;slope;25
Morton1950:1345;rock;0
Morton1950:1345;stones;0
Morton1950:1345;bare;0
Morton1950:1345;soil;
Morton1950:1345;date;22.09.1949
Morton1950:1345;altitude;1100
Morton1950:1345;precision.vertical;50
Morton1950:1345;precision.horizontal;200
Morton1950:1345;longitude;14,064903
Morton1950:1345;latitude;47,538608
Morton1950:1345;comment;Nr. 1345
Morton1950:1345;location;Rote Wand nordwestlich Südwand des Brandanger Kogels
Morton1950:2/49;cov;10
Morton1950:2/49;tcov1;0
Morton1950:2/49;scov;0
Morton1950:2/49;hcov;10
Morton1950:2/49;mcov;0
Morton1950:2/49;htl1;0
Morton1950:2/49;htl2;0
Morton1950:2/49;hsl;0
Morton1950:2/49;hhl1;0
Morton1950:2/49;hhl2;0
Morton1950:2/49;plsx;20
Morton1950:2/49;plsy;20
Morton1950:2/49;expo;SW
Morton1950:2/49;slope;70
Morton1950:2/49;rock;0
Morton1950:2/49;stones;0
Morton1950:2/49;bare;0
Morton1950:2/49;soil;
Morton1950:2/49;date;17.06.1949
Morton1950:2/49;altitude;1400
Morton1950:2/49;precision.vertical;50
Morton1950:2/49;precision.horizontal;200
Morton1950:2/49;longitude;13,74431
Morton1950:2/49;latitude;47,56223
Morton1950:2/49;comment;Nr. I (J. Pilz)
Morton1950:2/49;location;Südwestabfall des Rubenkogels
Morton1950:5/56;cov;10
Morton1950:5/56;tcov1;0
Morton1950:5/56;scov;0
Morton1950:5/56;hcov;10
Morton1950:5/56;mcov;1
Morton1950:5/56;htl1;0
Morton1950:5/56;htl2;0
Morton1950:5/56;hsl;0
Morton1950:5/56;hhl1;0
Morton1950:5/56;hhl2;0
Morton1950:5/56;plsx;20
Morton1950:5/56;plsy;20
Morton1950:5/56;expo;SW
Morton1950:5/56;slope;80
Morton1950:5/56;rock;0
Morton1950:5/56;stones;0
Morton1950:5/56;bare;0
Morton1950:5/56;soil;
Morton1950:5/56;date;03.07.1949
Morton1950:5/56;altitude;1350
Morton1950:5/56;precision.vertical;50
Morton1950:5/56;precision.horizontal;200
Morton1950:5/56;longitude;13,70459
Morton1950:5/56;latitude;47,67392
Morton1950:5/56;comment;Nr. I (J. Pilz)
Morton1950:5/56;location;Höherstein, Südwestwand
Morton1950:6/46;cov;10
Morton1950:6/46;tcov1;0
Morton1950:6/46;scov;0
Morton1950:6/46;hcov;10
Morton1950:6/46;mcov;0
Morton1950:6/46;htl1;0
Morton1950:6/46;htl2;0
Morton1950:6/46;hsl;0
Morton1950:6/46;hhl1;0
Morton1950:6/46;hhl2;0
Morton1950:6/46;plsx;20
Morton1950:6/46;plsy;20
Morton1950:6/46;expo;S
Morton1950:6/46;slope;65
Morton1950:6/46;rock;0
Morton1950:6/46;stones;0
Morton1950:6/46;bare;0
Morton1950:6/46;soil;
Morton1950:6/46;date;03.07.1949
Morton1950:6/46;altitude;1350
Morton1950:6/46;precision.vertical;50
Morton1950:6/46;precision.horizontal;200
Morton1950:6/46;longitude;13,70634
Morton1950:6/46;latitude;47,67405
Morton1950:6/46;comment;Nr. II (J. Pilz)
Morton1950:6/46;location;Höherstein, Abfall unter der Quote 1377
Morton1950:9/49;cov;10
Morton1950:9/49;tcov1;0
Morton1950:9/49;scov;0
Morton1950:9/49;hcov;10
Morton1950:9/49;mcov;1
Morton1950:9/49;htl1;0
Morton1950:9/49;htl2;0
Morton1950:9/49;hsl;0
Morton1950:9/49;hhl1;0
Morton1950:9/49;hhl2;0
Morton1950:9/49;plsx;20
Morton1950:9/49;plsy;20
Morton1950:9/49;expo;S
Morton1950:9/49;slope;75
Morton1950:9/49;rock;0
Morton1950:9/49;stones;0
Morton1950:9/49;bare;0
Morton1950:9/49;soil;
Morton1950:9/49;date;12.10.1949
Morton1950:9/49;altitude;1310
Morton1950:9/49;precision.vertical;50
Morton1950:9/49;precision.horizontal;200
Morton1950:9/49;longitude;13,53196
Morton1950:9/49;latitude;47,60505
Morton1950:9/49;comment;J. Pilz
Morton1950:9/49;location;Südabfall des Rosenkogel
