plot;variable;value
tc3a;slope;10
tc3a;htl;8
tc3a;hss;4
tc3a;hhl;0,5
tc3a;cov;100
tc3a;tcov;60
tc3a;scov;10
tc3a;hcov;80
tc3a;mcov;65
tc3a;longitude;10,866994
tc3a;latitude;47,254263
tc3a;location;Tschirgant
tc3a;location.verbose;
tc3a;soil;
tc3a;comment;
tc3b;plsx;10
tc3b;plsy;20
tc3b;exp;SE
tc3b;slope;10
tc3b;htl;6
tc3b;hss;2,5
tc3b;hhl;0,5
tc3b;cov;90
tc3b;tcov;30
tc3b;scov;70
tc3b;hcov;70
tc3b;mcov;35
tc3b;longitude;10,864944
tc3b;latitude;47,252743
tc3b;location;Tschirgant
tc3b;location.verbose;
tc3b;soil;
tc3b;comment;
tc40a;plsx;4
tc40a;plsy;4
tc40a;exp;W
tc40a;slope;5
tc40a;htl;0
tc40a;hss;0
tc40a;hhl;0,75
tc40a;cov;100
tc40a;tcov;0
tc40a;scov;0
tc40a;hcov;100
tc40a;mcov;80
tc40a;longitude;10,847258
tc40a;latitude;47,299695
tc40a;location;Tschirgant
tc40a;location.verbose;gemaehter Mittelteil
tc40a;soil;
tc40a;comment;
tc41a;plsx;4
tc41a;plsy;4
tc41a;exp;W
tc41a;slope;5
tc41a;htl;0
tc41a;hss;0
tc41a;hhl;0,75
tc41a;cov;98
tc41a;tcov;0
tc41a;scov;0
tc41a;hcov;95
tc41a;mcov;10
tc41a;longitude;10,841559
tc41a;latitude;47,292695
tc41a;location;Tschirgant
tc41a;location.verbose;etwa in der Mitte
tc41a;soil;
tc41a;comment;
tc42a;plsx;6
tc42a;plsy;3
tc42a;exp;SSE
tc42a;slope;5
tc42a;htl;0
tc42a;hss;0
tc42a;hhl;0,75
tc42a;cov;85
tc42a;tcov;0
tc42a;scov;0
tc42a;hcov;60
tc42a;mcov;70
tc42a;longitude;10,856516
tc42a;latitude;47,247376
tc42a;location;Tschirgant
tc42a;location.verbose;westlicher Teil
tc42a;soil;
tc42a;comment;
tc43a;plsx;15
tc43a;plsy;15
tc43a;exp;SSE
tc43a;slope;35
tc43a;htl;7
tc43a;hss;3
tc43a;hhl;1
tc43a;cov;40
tc43a;tcov;7
tc43a;scov;20
tc43a;hcov;25
tc43a;mcov;0
tc43a;longitude;10,856352
tc43a;latitude;47,24681
tc43a;location;Tschirgant
tc43a;location.verbose;Hanganriss Schlierenzau
tc43a;soil;konsolidierter Schotter
tc43a;comment;
tc44a;plsx;4
tc44a;plsy;4
tc44a;exp;SE
tc44a;slope;15
tc44a;htl;0
tc44a;hss;0
tc44a;hhl;0,75
tc44a;cov;100
tc44a;tcov;0
tc44a;scov;0
tc44a;hcov;100
tc44a;mcov;20
tc44a;longitude;10,839455
tc44a;latitude;47,29945
tc44a;location;Tschirgant
tc44a;location.verbose;offener Bereich Tomahuegel
tc44a;soil;
tc44a;comment;
tc4a;plsx;3
tc4a;plsy;4
tc4a;exp;SE
tc4a;slope;70
tc4a;htl;0
tc4a;hss;2,5
tc4a;hhl;0,7
tc4a;cov;40
tc4a;tcov;0
tc4a;scov;5
tc4a;hcov;35
tc4a;mcov;1
tc4a;longitude;10,859893
tc4a;latitude;47,250877
tc4a;location;Tschirgant
tc4a;location.verbose;
tc4a;soil;
tc4a;comment;in steilem kompaktem plattigem Fels, ca. 15m W Stromleitung
tc5a;plsx;5
tc5a;plsy;30
tc5a;exp;SE
tc5a;slope;20
tc5a;htl;9
tc5a;hss;4
tc5a;hhl;1
tc5a;cov;95
tc5a;tcov;65
tc5a;scov;80
tc5a;hcov;80
tc5a;mcov;30
tc5a;longitude;10,865259
tc5a;latitude;47,252499
tc5a;location;Tschirgant
tc5a;location.verbose;
tc5a;soil;
tc5a;comment;
tc6a;plsx;10
tc6a;plsy;15
tc6a;exp;SE
tc6a;slope;10
tc6a;htl;9
tc6a;hss;4
tc6a;hhl;1
tc6a;cov;95
tc6a;tcov;65
tc6a;scov;70
tc6a;hcov;30
tc6a;mcov;10
tc6a;longitude;10,871616
tc6a;latitude;47,258046
tc6a;location;Tschirgant
tc6a;location.verbose;
tc6a;soil;
tc6a;comment;inmhomogener, gestoerter Bestand
tc7a;plsx;20
tc7a;plsy;30
tc7a;exp;SSE
tc7a;slope;40
tc7a;htl;0
tc7a;hss;4
tc7a;hhl;0,7
tc7a;cov;30
tc7a;tcov;0
tc7a;scov;18
tc7a;hcov;15
tc7a;mcov;0
tc7a;longitude;10,862917
tc7a;latitude;47,254749
tc7a;location;Tschirgant
tc7a;location.verbose;
tc7a;soil;
tc7a;comment;
tc8a;plsx;20
tc8a;plsy;30
tc8a;exp;SSE
tc8a;slope;35
tc8a;htl;6
tc8a;hss;4
tc8a;hhl;0,5
tc8a;cov;70
tc8a;tcov;5
tc8a;scov;50
tc8a;hcov;60
tc8a;mcov;5
tc8a;longitude;10,863007
tc8a;latitude;47,255864
tc8a;location;Tschirgant
tc8a;location.verbose;
tc8a;soil;
tc8a;comment;
tc9a;plsx;20
tc9a;plsy;25
tc9a;exp;SSE
tc9a;slope;5
tc9a;htl;8
tc9a;hss;3
tc9a;hhl;0,5
tc9a;cov;98
tc9a;tcov;60
tc9a;scov;15
tc9a;hcov;95
tc9a;mcov;15
tc9a;longitude;10,865274
tc9a;latitude;47,255287
tc9a;location;Tschirgant
tc9a;location.verbose;
tc9a;soil;
tc9a;comment;
tc9b;plsx;10
tc9b;plsy;20
tc9b;exp;S
tc9b;slope;15
tc9b;htl;6
tc9b;hss;2
tc9b;hhl;0,75
tc9b;cov;75
tc9b;tcov;45
tc9b;scov;35
tc9b;hcov;70
tc9b;mcov;5
tc9b;longitude;10,870424
tc9b;latitude;47,258996
tc9b;location;Tschirgant
tc9b;location.verbose;oestlich Murgang
tc9b;soil;
tc9b;comment;junges Stadium
tc9c;plsx;15
tc9c;plsy;15
tc9c;exp;S
tc9c;slope;15
tc9c;htl;7
tc9c;hss;3
tc9c;hhl;0,75
tc9c;cov;95
tc9c;tcov;45
tc9c;scov;10
tc9c;hcov;90
tc9c;mcov;40
tc9c;longitude;10,870573
tc9c;latitude;47,259382
tc9c;location;Tschirgant
tc9c;location.verbose;oestlich Murgang etwas oberhalb von 9b
tc9c;soil;
tc9c;comment;aelteres Stadium
tcq1;plsx;5
tcq1;plsy;5
tcq1;exp;N
tcq1;slope;3
tcq1;htl;0
tcq1;hss;0
tcq1;hhl;0,3
tcq1;cov;98
tcq1;tcov;0
tcq1;scov;0
tcq1;hcov;80
tcq1;mcov;80
tcq1;longitude;10,82556
tcq1;latitude;47,28251
tcq1;location;Tschirgant
tcq1;location.verbose;suedlich kleiner Schlenke
tcq1;soil;Torf
tcq1;comment;
tcq10;plsx;2
tcq10;plsy;4
tcq10;exp;NW
tcq10;slope;8
tcq10;htl;0
tcq10;hss;0
tcq10;hhl;0,4
tcq10;cov;95
tcq10;tcov;0
tcq10;scov;0
tcq10;hcov;80
tcq10;mcov;45
tcq10;longitude;10,837222
tcq10;latitude;47,289818
tcq10;location;Tschirgant
tcq10;location.verbose;suedoestliches Ufer des Tuempels
tcq10;soil;Anmoor
tcq10;comment;
tcq11;plsx;2
tcq11;plsy;4
tcq11;exp;S
tcq11;slope;10
tcq11;htl;0
tcq11;hss;0
tcq11;hhl;1
tcq11;cov;80
tcq11;tcov;0
tcq11;scov;0
tcq11;hcov;80
tcq11;mcov;30
tcq11;longitude;10,847863
tcq11;latitude;47,297956
tcq11;location;Tschirgant
tcq11;location.verbose;westlich Wiesenweg, bzw noerdlich Graben
tcq11;soil;Torf
tcq11;comment;
tcq2;plsx;4
tcq2;plsy;4
tcq2;exp;F
tcq2;slope;0
tcq2;htl;0
tcq2;hss;0
tcq2;hhl;0,4
tcq2;cov;80
tcq2;tcov;0
tcq2;scov;0
tcq2;hcov;60
tcq2;mcov;50
tcq2;longitude;10,825076
tcq2;latitude;47,281577
tcq2;location;Tschirgant
tcq2;location.verbose;ueberstaute Mulde
tcq2;soil;Torf
tcq2;comment;
tcq3;plsx;4
tcq3;plsy;4
tcq3;exp;N
tcq3;slope;5
tcq3;htl;0
tcq3;hss;0
tcq3;hhl;0,25
tcq3;cov;90
tcq3;tcov;0
tcq3;scov;0
tcq3;hcov;45
tcq3;mcov;80
tcq3;longitude;10,820058
tcq3;latitude;47,280681
tcq3;location;Tschirgant
tcq3;location.verbose;bei Pegel
tcq3;soil;Torf, Tuff
tcq3;comment;
tcq4;plsx;4
tcq4;plsy;3
tcq4;exp;N
tcq4;slope;3
tcq4;htl;0
tcq4;hss;0
tcq4;hhl;0,3
tcq4;cov;100
tcq4;tcov;0
tcq4;scov;0
tcq4;hcov;20
tcq4;mcov;100
tcq4;longitude;10,821296
tcq4;latitude;47,280199
tcq4;location;Tschirgant
tcq4;location.verbose;direkt bei Forsthausquelle
tcq4;soil;Kies
tcq4;comment;
tcq5;plsx;7
tcq5;plsy;4
tcq5;exp;N
tcq5;slope;8
tcq5;htl;0
tcq5;hss;0
tcq5;hhl;0,25
tcq5;cov;95
tcq5;tcov;0
tcq5;scov;0
tcq5;hcov;85
tcq5;mcov;40
tcq5;longitude;10,818571
tcq5;latitude;47,27852
tcq5;location;Tschirgant
tcq5;location.verbose;beiderseits Zaun
tcq5;soil;Anmoor
tcq5;comment;
tcq6;plsx;5
tcq6;plsy;5
tcq6;exp;N
tcq6;slope;10
tcq6;htl;0
tcq6;hss;0
tcq6;hhl;0,35
tcq6;cov;85
tcq6;tcov;0
tcq6;scov;0
tcq6;hcov;80
tcq6;mcov;35
tcq6;longitude;10,817258
tcq6;latitude;47,277985
tcq6;location;Tschirgant
tcq6;location.verbose;5m westlich Zaun
tcq6;soil;Torf
tcq6;comment;
tcq7;plsx;6
tcq7;plsy;5
tcq7;exp;F
tcq7;slope;0
tcq7;htl;0
tcq7;hss;0
tcq7;hhl;0,3
tcq7;cov;70
tcq7;tcov;0
tcq7;scov;0
tcq7;hcov;50
tcq7;mcov;40
tcq7;longitude;10,817188
tcq7;latitude;47,277572
tcq7;location;Tschirgant
tcq7;location.verbose;bei Pegel
tcq7;soil;Kies, Schlamm
tcq7;comment;
tcq8;plsx;5
tcq8;plsy;5
tcq8;exp;N
tcq8;slope;3
tcq8;htl;0
tcq8;hss;0
tcq8;hhl;0,7
tcq8;cov;100
tcq8;tcov;0
tcq8;scov;0
tcq8;hcov;98
tcq8;mcov;30
tcq8;longitude;10,814448
tcq8;latitude;47,277116
tcq8;location;Tschirgant
tcq8;location.verbose;nordoestlich Mauschlhuettenquelle
tcq8;soil;Anmoor
tcq8;comment;
tcq9;plsx;2
tcq9;plsy;0,7
tcq9;exp;NW
tcq9;slope;5
tcq9;htl;0
tcq9;hss;0
tcq9;hhl;0,35
tcq9;cov;90
tcq9;tcov;0
tcq9;scov;0
tcq9;hcov;10
tcq9;mcov;90
tcq9;longitude;10,837142
tcq9;latitude;47,289809
tcq9;location;Tschirgant
tcq9;location.verbose;Quellaustritt im suedwestlichen Bereich des Tuempels
tcq9;soil;Anmoor
tcq9;comment;
tcz1;plsx;1
tcz1;plsy;1
tcz1;exp;SE
tcz1;slope;30
tcz1;htl;0
tcz1;hss;0
tcz1;hhl;0,2
tcz1;cov;80
tcz1;tcov;0
tcz1;scov;0
tcz1;hcov;15
tcz1;mcov;80
tcz1;longitude;10,890814
tcz1;latitude;47,279623
tcz1;location;Tschirgant
tcz1;location.verbose;3m unterhalb Rohraustritt
tcz1;soil;Dolomitgrus, Tuff
tcz1;comment;
tcz10;plsx;3
tcz10;plsy;2
tcz10;exp;SE
tcz10;slope;20
tcz10;htl;0
tcz10;hss;0
tcz10;hhl;0,2
tcz10;cov;90
tcz10;tcov;0
tcz10;scov;0
tcz10;hcov;15
tcz10;mcov;90
tcz10;longitude;10,895572
tcz10;latitude;47,284655
tcz10;location;Tschirgant
tcz10;location.verbose;Quelle Bach 1
tcz10;soil;Fels, Kies
tcz10;comment;
tcz11;plsx;5
tcz11;plsy;3
tcz11;exp;SE
tcz11;slope;20
tcz11;htl;0
tcz11;hss;0
tcz11;hhl;0,3
tcz11;cov;95
tcz11;tcov;0
tcz11;scov;0
tcz11;hcov;25
tcz11;mcov;90
tcz11;longitude;10,895889
tcz11;latitude;47,284554
tcz11;location;Tschirgant
tcz11;location.verbose;neben Bach 1
tcz11;soil;Torf
tcz11;comment;
tcz12;plsx;2
tcz12;plsy;2
tcz12;exp;F
tcz12;slope;0
tcz12;htl;0
tcz12;hss;0
tcz12;hhl;0,1
tcz12;cov;50
tcz12;tcov;0
tcz12;scov;0
tcz12;hcov;10
tcz12;mcov;50
tcz12;longitude;10,897107
tcz12;latitude;47,289783
tcz12;location;Tschirgant
tcz12;location.verbose;Quellbereich
tcz12;soil;Kies, Geroell
tcz12;comment;
tcz13;plsx;2
tcz13;plsy;2
tcz13;exp;E
tcz13;slope;15
tcz13;htl;0
tcz13;hss;0
tcz13;hhl;0,35
tcz13;cov;95
tcz13;tcov;0
tcz13;scov;0
tcz13;hcov;80
tcz13;mcov;80
tcz13;longitude;10,898525
tcz13;latitude;47,28885
tcz13;location;Tschirgant
tcz13;location.verbose;Quellbereich Bach 8
tcz13;soil;Anmoor
tcz13;comment;
tcz14;plsx;1
tcz14;plsy;1
tcz14;exp;E
tcz14;slope;30
tcz14;htl;0
tcz14;hss;0
tcz14;hhl;0,15
tcz14;cov;80
tcz14;tcov;0
tcz14;scov;0
tcz14;hcov;20
tcz14;mcov;80
tcz14;longitude;10,895289
tcz14;latitude;47,287849
tcz14;location;Tschirgant
tcz14;location.verbose;Quellbereich im Bachbett
tcz14;soil;Fels
tcz14;comment;
tcz15;plsx;3
tcz15;plsy;3
tcz15;exp;E
tcz15;slope;15
tcz15;htl;0
tcz15;hss;0
tcz15;hhl;1
tcz15;cov;95
tcz15;tcov;0
tcz15;scov;0
tcz15;hcov;95
tcz15;mcov;40
tcz15;longitude;10,896823
tcz15;latitude;47,28669
tcz15;location;Tschirgant
tcz15;location.verbose;noerdlich Bach 5
tcz15;soil;Torf
tcz15;comment;
tcz16;plsx;3
tcz16;plsy;3
tcz16;exp;E
tcz16;slope;15
tcz16;htl;0
tcz16;hss;0
tcz16;hhl;0,3
tcz16;cov;85
tcz16;tcov;0
tcz16;scov;0
tcz16;hcov;85
tcz16;mcov;60
tcz16;longitude;10,896336
tcz16;latitude;47,285613
tcz16;location;Tschirgant
tcz16;location.verbose;Quellbereich Bach 2
tcz16;soil;Anmoor
tcz16;comment;
tcz17;plsx;1
tcz17;plsy;1
tcz17;exp;NE
tcz17;slope;10
tcz17;htl;0
tcz17;hss;0
tcz17;hhl;0,15
tcz17;cov;98
tcz17;tcov;0
tcz17;scov;0
tcz17;hcov;40
tcz17;mcov;70
tcz17;longitude;10,905942
tcz17;latitude;47,290144
tcz17;location;Tschirgant
tcz17;location.verbose;direkt am Bach, Kreuzungspunkt
tcz17;soil;Bachgeschiebe,Kies
tcz17;comment;
tcz2;plsx;2
tcz2;plsy;2
tcz2;exp;F
tcz2;slope;0
tcz2;htl;0
tcz2;hss;0
tcz2;hhl;0,2
tcz2;cov;80
tcz2;tcov;0
tcz2;scov;0
tcz2;hcov;75
tcz2;mcov;25
tcz2;longitude;10,89409
tcz2;latitude;47,2794
tcz2;location;Tschirgant
tcz2;location.verbose;direkt unterhalb Jagdhuettenquelle
tcz2;soil;
tcz2;comment;
tcz3;plsx;4
tcz3;plsy;4
tcz3;exp;ESE
tcz3;slope;5
tcz3;htl;0
tcz3;hss;0
tcz3;hhl;0,2
tcz3;cov;80
tcz3;tcov;0
tcz3;scov;0
tcz3;hcov;80
tcz3;mcov;40
tcz3;longitude;10,895448
tcz3;latitude;47,280356
tcz3;location;Tschirgant
tcz3;location.verbose;ca 50 m oberhalb Zusammenfluss zweier Quellbaeche
tcz3;soil;Torf
tcz3;comment;Viehtritt
tcz4;plsx;2
tcz4;plsy;0,5
tcz4;exp;ENE
tcz4;slope;3
tcz4;htl;0
tcz4;hss;0
tcz4;hhl;0,2
tcz4;cov;90
tcz4;tcov;0
tcz4;scov;0
tcz4;hcov;10
tcz4;mcov;90
tcz4;longitude;10,893136
tcz4;latitude;47,28052
tcz4;location;Tschirgant
tcz4;location.verbose;Quelle Bach 10
tcz4;soil;
tcz4;comment;
tcz5;plsx;2
