plot;variable;value
tcz5;plsy;2
tcz5;exp;SE
tcz5;slope;5
tcz5;htl;0
tcz5;hss;0
tcz5;hhl;0,2
tcz5;cov;65
tcz5;tcov;0
tcz5;scov;0
tcz5;hcov;30
tcz5;mcov;50
tcz5;longitude;10,893656
tcz5;latitude;47,280904
tcz5;location;Tschirgant
tcz5;location.verbose;Quelle Bach 9
tcz5;soil;
tcz5;comment;
tcz6;plsx;1
tcz6;plsy;1
tcz6;exp;SE
tcz6;slope;3
tcz6;htl;0
tcz6;hss;0
tcz6;hhl;0,5
tcz6;cov;90
tcz6;tcov;0
tcz6;scov;0
tcz6;hcov;5
tcz6;mcov;80
tcz6;longitude;10,896047
tcz6;latitude;47,28199
tcz6;location;Tschirgant
tcz6;location.verbose;obere Quelle Bach 8
tcz6;soil;Kies
tcz6;comment;
tcz7;plsx;3
tcz7;plsy;3
tcz7;exp;SE
tcz7;slope;10
tcz7;htl;0
tcz7;hss;0
tcz7;hhl;0,4
tcz7;cov;90
tcz7;tcov;0
tcz7;scov;0
tcz7;hcov;40
tcz7;mcov;85
tcz7;longitude;10,895717
tcz7;latitude;47,282028
tcz7;location;Tschirgant
tcz7;location.verbose;3m oberhalb z6
tcz7;soil;
tcz7;comment;
tcz8;plsx;1
tcz8;plsy;1,5
tcz8;exp;SE
tcz8;slope;45
tcz8;htl;0
tcz8;hss;0
tcz8;hhl;0,2
tcz8;cov;50
tcz8;tcov;0
tcz8;scov;0
tcz8;hcov;15
tcz8;mcov;45
tcz8;longitude;10,894735
tcz8;latitude;47,282977
tcz8;location;Tschirgant
tcz8;location.verbose;Bachbett
tcz8;soil;Fels, Tuff
tcz8;comment;
tcz9;plsx;2
tcz9;plsy;0,5
tcz9;exp;F
tcz9;slope;0
tcz9;htl;0
tcz9;hss;0
tcz9;hhl;0,2
tcz9;cov;90
tcz9;tcov;0
tcz9;scov;0
tcz9;hcov;50
tcz9;mcov;60
tcz9;longitude;10,897813
tcz9;latitude;47,281577
tcz9;location;Tschirgant
tcz9;location.verbose;direkt neben Bach
tcz9;soil;Schwemmmaterial, Schotter
tcz9;comment;
tc10a;accuracy;10
tc11a;accuracy;10
tc12a;accuracy;10
tc13a;accuracy;10
tc14a;accuracy;10
tc14b;accuracy;10
tc15a;accuracy;10
tc15b;accuracy;10
tc16a;accuracy;10
tc17a;accuracy;10
tc18a;accuracy;10
tc18b;accuracy;10
tc18c;accuracy;10
tc1a;accuracy;10
tc1b;accuracy;10
tc27a;accuracy;10
tc28a;accuracy;10
tc29a;accuracy;10
tc2a;accuracy;10
tc2b;accuracy;10
tc33a;accuracy;10
tc34a;accuracy;10
tc35a;accuracy;10
tc36a;accuracy;10
tc37a;accuracy;10
tc38a;accuracy;10
tc39a;accuracy;10
tc39b;accuracy;10
tc3a;accuracy;10
tc3b;accuracy;10
tc40a;accuracy;10
tc41a;accuracy;10
tc42a;accuracy;10
tc43a;accuracy;10
tc44a;accuracy;10
tc4a;accuracy;10
tc5a;accuracy;10
tc6a;accuracy;10
tc7a;accuracy;10
tc8a;accuracy;10
tc9a;accuracy;10
tc9b;accuracy;10
tc9c;accuracy;10
tcq1;accuracy;10
tcq10;accuracy;10
tcq11;accuracy;10
tcq2;accuracy;10
tcq3;accuracy;10
tcq4;accuracy;10
tcq5;accuracy;10
tcq6;accuracy;10
tcq7;accuracy;10
tcq8;accuracy;10
tcq9;accuracy;10
tcz1;accuracy;10
tcz10;accuracy;10
tcz11;accuracy;10
tcz12;accuracy;10
tcz13;accuracy;10
tcz14;accuracy;10
tcz15;accuracy;10
tcz16;accuracy;10
tcz17;accuracy;10
tcz2;accuracy;10
tcz3;accuracy;10
tcz4;accuracy;10
tcz5;accuracy;10
tcz6;accuracy;10
tcz7;accuracy;10
tcz8;accuracy;10
tcz9;accuracy;10
tc10a;observer;T. Eberl & R. Kaiser
tc11a;observer;T. Eberl & R. Kaiser
tc12a;observer;T. Eberl & R. Kaiser
tc13a;observer;T. Eberl & R. Kaiser
tc14a;observer;T. Eberl & R. Kaiser
tc14b;observer;T. Eberl & R. Kaiser
tc15a;observer;T. Eberl & R. Kaiser
tc15b;observer;T. Eberl & R. Kaiser
tc16a;observer;T. Eberl & R. Kaiser
tc17a;observer;T. Eberl & R. Kaiser
tc18a;observer;T. Eberl & R. Kaiser
tc18b;observer;T. Eberl & R. Kaiser
tc18c;observer;T. Eberl & R. Kaiser
tc1a;observer;T. Eberl & R. Kaiser
tc1b;observer;T. Eberl & R. Kaiser
tc27a;observer;T. Eberl & R. Kaiser
tc28a;observer;T. Eberl & R. Kaiser
tc29a;observer;T. Eberl & R. Kaiser
tc2a;observer;T. Eberl & R. Kaiser
tc2b;observer;T. Eberl & R. Kaiser
tc33a;observer;T. Eberl & R. Kaiser
tc34a;observer;T. Eberl & R. Kaiser
tc35a;observer;T. Eberl & R. Kaiser
tc36a;observer;T. Eberl & R. Kaiser
tc37a;observer;T. Eberl & R. Kaiser
tc38a;observer;T. Eberl & R. Kaiser
tc39a;observer;T. Eberl & R. Kaiser
tc39b;observer;T. Eberl & R. Kaiser
tc3a;observer;T. Eberl & R. Kaiser
tc3b;observer;T. Eberl & R. Kaiser
tc40a;observer;T. Eberl & R. Kaiser
tc41a;observer;T. Eberl & R. Kaiser
tc42a;observer;T. Eberl & R. Kaiser
tc43a;observer;T. Eberl & R. Kaiser
tc44a;observer;T. Eberl & R. Kaiser
tc4a;observer;T. Eberl & R. Kaiser
tc5a;observer;T. Eberl & R. Kaiser
tc6a;observer;T. Eberl & R. Kaiser
tc7a;observer;T. Eberl & R. Kaiser
tc8a;observer;T. Eberl & R. Kaiser
tc9a;observer;T. Eberl & R. Kaiser
tc9b;observer;T. Eberl & R. Kaiser
tc9c;observer;T. Eberl & R. Kaiser
tcq1;observer;T. Eberl & R. Kaiser
tcq10;observer;T. Eberl & R. Kaiser
tcq11;observer;T. Eberl & R. Kaiser
tcq2;observer;T. Eberl & R. Kaiser
tcq3;observer;T. Eberl & R. Kaiser
tcq4;observer;T. Eberl & R. Kaiser
tcq5;observer;T. Eberl & R. Kaiser
tcq6;observer;T. Eberl & R. Kaiser
tcq7;observer;T. Eberl & R. Kaiser
tcq8;observer;T. Eberl & R. Kaiser
tcq9;observer;T. Eberl & R. Kaiser
tcz1;observer;T. Eberl & R. Kaiser
tcz10;observer;T. Eberl & R. Kaiser
tcz11;observer;T. Eberl & R. Kaiser
tcz12;observer;T. Eberl & R. Kaiser
tcz13;observer;T. Eberl & R. Kaiser
tcz14;observer;T. Eberl & R. Kaiser
tcz15;observer;T. Eberl & R. Kaiser
tcz16;observer;T. Eberl & R. Kaiser
tcz17;observer;T. Eberl & R. Kaiser
tcz2;observer;T. Eberl & R. Kaiser
tcz3;observer;T. Eberl & R. Kaiser
tcz4;observer;T. Eberl & R. Kaiser
tcz5;observer;T. Eberl & R. Kaiser
tcz6;observer;T. Eberl & R. Kaiser
tcz7;observer;T. Eberl & R. Kaiser
tcz8;observer;T. Eberl & R. Kaiser
tcz9;observer;T. Eberl & R. Kaiser
tc10a;date;2006-01-01
tc11a;date;2006-01-01
tc12a;date;2006-01-01
tc13a;date;2006-01-01
tc14a;date;2006-01-01
tc14b;date;2006-01-01
tc15a;date;2006-01-01
tc15b;date;2006-01-01
tc16a;date;2006-01-01
tc17a;date;2006-01-01
tc18a;date;2006-01-01
tc18b;date;2006-01-01
tc18c;date;2006-01-01
tc1a;date;2006-01-01
tc1b;date;2006-01-01
tc27a;date;2006-01-01
tc28a;date;2006-01-01
tc29a;date;2006-01-01
tc2a;date;2006-01-01
tc2b;date;2006-01-01
tc33a;date;2006-01-01
tc34a;date;2006-01-01
tc35a;date;2006-01-01
tc36a;date;2006-01-01
tc37a;date;2006-01-01
tc38a;date;2006-01-01
tc39a;date;2006-01-01
tc39b;date;2006-01-01
tc3a;date;2006-01-01
tc3b;date;2006-01-01
tc40a;date;2006-01-01
tc41a;date;2006-01-01
tc42a;date;2006-01-01
tc43a;date;2006-01-01
tc44a;date;2006-01-01
tc4a;date;2006-01-01
tc5a;date;2006-01-01
tc6a;date;2006-01-01
tc7a;date;2006-01-01
tc8a;date;2006-01-01
tc9a;date;2006-01-01
tc9b;date;2006-01-01
tc9c;date;2006-01-01
tcq1;date;2006-01-01
tcq10;date;2006-01-01
tcq11;date;2006-01-01
tcq2;date;2006-01-01
tcq3;date;2006-01-01
tcq4;date;2006-01-01
tcq5;date;2006-01-01
tcq6;date;2006-01-01
tcq7;date;2006-01-01
tcq8;date;2006-01-01
tcq9;date;2006-01-01
tcz1;date;2006-01-01
tcz10;date;2006-01-01
tcz11;date;2006-01-01
tcz12;date;2006-01-01
tcz13;date;2006-01-01
tcz14;date;2006-01-01
tcz15;date;2006-01-01
tcz16;date;2006-01-01
tcz17;date;2006-01-01
tcz2;date;2006-01-01
tcz3;date;2006-01-01
tcz4;date;2006-01-01
tcz5;date;2006-01-01
tcz6;date;2006-01-01
tcz7;date;2006-01-01
tcz8;date;2006-01-01
tcz9;date;2006-01-01
tc10a;remarks;exact date unknown
tc11a;remarks;exact date unknown
tc12a;remarks;exact date unknown
tc13a;remarks;exact date unknown
tc14a;remarks;exact date unknown
tc14b;remarks;exact date unknown
tc15a;remarks;exact date unknown
tc15b;remarks;exact date unknown
tc16a;remarks;exact date unknown
tc17a;remarks;exact date unknown
tc18a;remarks;exact date unknown
tc18b;remarks;exact date unknown
tc18c;remarks;exact date unknown
tc1a;remarks;exact date unknown
tc1b;remarks;exact date unknown
tc27a;remarks;exact date unknown
tc28a;remarks;exact date unknown
tc29a;remarks;exact date unknown
tc2a;remarks;exact date unknown
tc2b;remarks;exact date unknown
tc33a;remarks;exact date unknown
tc34a;remarks;exact date unknown
tc35a;remarks;exact date unknown
tc36a;remarks;exact date unknown
tc37a;remarks;exact date unknown
tc38a;remarks;exact date unknown
tc39a;remarks;exact date unknown
tc39b;remarks;exact date unknown
tc3a;remarks;exact date unknown
tc3b;remarks;exact date unknown
tc40a;remarks;exact date unknown
tc41a;remarks;exact date unknown
tc42a;remarks;exact date unknown
tc43a;remarks;exact date unknown
tc44a;remarks;exact date unknown
tc4a;remarks;exact date unknown
tc5a;remarks;exact date unknown
tc6a;remarks;exact date unknown
tc7a;remarks;exact date unknown
tc8a;remarks;exact date unknown
tc9a;remarks;exact date unknown
tc9b;remarks;exact date unknown
tc9c;remarks;exact date unknown
tcq1;remarks;exact date unknown
tcq10;remarks;exact date unknown
tcq11;remarks;exact date unknown
tcq2;remarks;exact date unknown
tcq3;remarks;exact date unknown
tcq4;remarks;exact date unknown
tcq5;remarks;exact date unknown
tcq6;remarks;exact date unknown
tcq7;remarks;exact date unknown
tcq8;remarks;exact date unknown
tcq9;remarks;exact date unknown
tcz1;remarks;exact date unknown
tcz10;remarks;exact date unknown
tcz11;remarks;exact date unknown
tcz12;remarks;exact date unknown
tcz13;remarks;exact date unknown
tcz14;remarks;exact date unknown
tcz15;remarks;exact date unknown
tcz16;remarks;exact date unknown
tcz17;remarks;exact date unknown
tcz2;remarks;exact date unknown
tcz3;remarks;exact date unknown
tcz4;remarks;exact date unknown
tcz5;remarks;exact date unknown
tcz6;remarks;exact date unknown
tcz7;remarks;exact date unknown
tcz8;remarks;exact date unknown
tcz9;remarks;exact date unknown
