taxon,matched.taxon
Heliosperma.alpestre,Heliosperma alpestre
Salix.glabra,Salix glabra
Draba.aizoides,Draba aizoides ssp. aizoides
Saxifraga.aizoides,Saxifraga aizoides
Dianthus.Sternbergii,Dianthus sternbergii
Soldanella.minima,Soldanella minima
Poa.alpina,Poa alpina
