plot,abbr,layer,cover,voucher,comment,history
uh01,pice abie,sl,5,,,
uh01,betu pend,sl,2a,,,
uh01,betu pend,tl2,2a,,,
uh01,fran alnu,sl,+,,,
uh01,lari deci deci,hl,r,,,
uh01,abie alba,sl,+,,,
uh01,rubu frut aggr,hl,1,,,
uh01,aven flex flex,hl,2b,,,
uh01,dryo cart,hl,+,,,
uh01,vacc myrt,hl,+,,,
uh01,rubu idae,hl,r,,,
uh01,dicr scop,ml,1,,,
uh01,eurh stri,ml,1,,,
uh01,poly form,ml,+,,,
uh01,pleu schr,ml,1,,,
uh02,pice abie,sl,3,,,
uh02,betu pend,sl,2a,,,
uh02,abie alba,sl,1,,,
uh02,fran alnu,sl,+,,,
uh02,moeh trin,hl,+,,,
uh02,dryo cart,hl,+,,,
uh02,rubu idae,hl,+,,,
uh02,aven flex flex,hl,5,,,
uh02,dryo dila,hl,+,,,
uh02,vacc myrt,hl,+,,,
uh02,cala epig,hl,+,,,
uh02,rubu frut aggr,hl,1,,,
uh02,pleu schr,ml,+,,,
uh02,eurh stri,ml,+,,,
uh02,epil angu,hl,r,,,
uh03,fagu sylv,tl1,1,,,
uh03,fagu sylv,tl2,+,,,
uh03,fagu sylv,sl,+,,,
uh03,abie alba,tl2,3,,,
uh03,abie alba,sl,3,,,
uh03,pice abie,tl2,3,,,
uh03,pice abie,sl,2b,,,
uh03,quer robu,sl,r,,,
uh03,fran alnu,sl,+,,,
uh03,fran alnu,hl,+,,,
uh03,sorb aucu aucu,sl,+,,,
uh03,sorb aucu aucu,hl,r,,,
uh03,rubu idae,hl,1,,,
uh03,aven flex flex,hl,2a,,,
uh03,rubu frut aggr,hl,1,,,
uh03,dryo cart,hl,+,,,
uh03,vacc myrt,hl,+,,,
uh03,dryo dila,hl,+,,,
uh03,care pilu pilu,hl,+,,,
uh03,brac sylv,hl,+,,,
uh03,eurh stri,ml,+,,,
uh03,dicr scop,ml,1,,,
uh04,abie alba,sl,5,,,
uh04,fagu sylv,sl,1,,,
uh04,pice abie,sl,1,,,
uh04,pice abie,hl,+,,,
uh04,vacc myrt,hl,+,,,
uh04,aven flex flex,hl,+,,,
uh04,rubu frut aggr,hl,1,,,
uh04,cala epig,hl,+,,,
uh04,urti dioi dioi,hl,r,,,
uh04,care briz,hl,+,,,
uh04,rubu idae,hl,+,,,
uh04,luzu luzu ides,hl,r,,,
uh04,dryo cart,hl,+,,,
uh04,dryo dila,hl,+,,,
uh04,eurh stri,ml,+,,,
uh05,betu pend,tl2,3,,,
uh05,betu pend,sl,2a,,,
uh05,abie alba,sl,3,,,
uh05,pice abie,sl,2b,,,
uh05,pice abie,hl,+,,,
uh05,fran alnu,sl,+,,,
uh05,fran alnu,hl,+,,,
uh05,care lepo,hl,+,,,
uh05,moli caer,hl,+,,,
uh05,care pilu pilu,hl,+,,,
uh05,care briz,hl,+,,,
uh05,junc effu,hl,+,,,
uh05,aven flex flex,hl,4,,,
uh05,cala epig,hl,1,,,
uh05,dryo cart,hl,+,,,
uh05,vacc myrt,hl,1,,,
uh05,rubu idae,hl,+,,,
uh05,dryo dila,hl,+,,,
uh05,pleu schr,ml,+,,,
uh05,poly form,ml,+,,,
uh05,hylo sple,ml,+,,,
uh06,pice abie,tl1,2b,,,
uh06,pice abie,sl,+,,,
uh06,pice abie,hl,2b,,,
uh06,abie alba,tl1,3,,,
uh06,abie alba,sl,1,,,
uh06,abie alba,hl,2b,,,
uh06,fagu sylv,tl1,1,,,
uh06,fagu sylv,hl,r,,,
uh06,pinu sylv,tl1,2a,,,
uh06,pinu sylv,sl,+,,,
uh06,pinu sylv,hl,+,,,
uh06,sorb aucu aucu,hl,+,,,
uh06,fran alnu,hl,+,,,
uh06,quer robu,hl,r,,,
uh06,mela prat,hl,+,,,
uh06,vacc myrt,hl,4,,,
uh06,aven flex flex,hl,2b,,,
uh06,dryo cart,hl,+,,,
uh06,hylo sple,ml,1,,,
uh06,pleu schr,ml,2b,,,
uh06,poly form,ml,+,,,
uh06,plag nium undu,ml,+,,,
uh06,eurh stri,ml,+,,,
uh06,leuc glau,ml,+,,,
uh07,pice abie,sl,5,,,
uh07,abie alba,sl,1,,,
uh07,fran alnu,sl,+,,,
uh07,fagu sylv,sl,+,,,
uh07,sorb aucu aucu,sl,+,,,
uh07,dryo cart,hl,+,,,
uh07,aven flex flex,hl,1,,,
uh07,holc moll,hl,+,,,
uh07,rubu frut aggr,hl,1,,,
uh07,rume acet ella,hl,+,,,
uh07,vacc myrt,hl,+,,,
uh07,care pilu pilu,hl,+,,,
uh07,dryo dila,hl,+,,,
uh07,pleu schr,ml,+,,,
uh07,dicr scop,ml,+,,,
uh08,pice abie,tl1,5,,,
uh08,pice abie,hl,1,,,
uh08,abie alba,sl,+,,,
uh08,abie alba,hl,1,,,
uh08,fran alnu,sl,1,,,
uh08,fran alnu,hl,+,,,
uh08,sorb aucu aucu,hl,+,,,
uh08,rubu frut aggr,hl,+,,,
uh08,vacc myrt,hl,3,,,
uh08,aven flex flex,hl,4,,,
uh08,dryo cart,hl,+,,,
uh08,dryo dila,hl,+,,,
uh08,care pilu pilu,hl,+,,,
uh08,pleu schr,ml,2a,,,
uh08,dicr scop,ml,+,,,
uh08,hypn cupr,ml,+,,,
uh08,dicr cerv,ml,+,,,
uh09,pice abie,tl1,5,,,
uh09,fran alnu,sl,1,,,
uh09,fran alnu,hl,1,,,
uh09,lari deci deci,tl1,1,,,
uh09,lari deci deci,hl,r,,,
uh09,dryo cart,hl,+,,,
uh09,aven flex flex,hl,4,,,
uh09,vacc myrt,hl,1,,,
uh09,rubu frut aggr,hl,+,,,
uh09,care pilu pilu,hl,+,,,
uh09,dryo dila,hl,+,,,
uh09,plag nium undu,ml,+,,,
uh09,dicr cerv,ml,+,,,
uh09,eurh stri,ml,+,,,
uh09,hypn cupr,ml,+,,,
uh09,pleu schr,ml,+,,,
uh09,poly form,ml,2b,,,
uh10,pice abie,tl1,5,,,
uh10,pice abie,hl,1,,,
uh10,lari deci deci,tl1,1,,,
uh10,lari deci deci,hl,r,,,
uh10,fran alnu,sl,2a,,,
uh10,fran alnu,hl,+,,,
uh10,betu pend,hl,r,,,
uh10,abie alba,hl,1,,,
uh10,sorb aucu aucu,hl,r,,,
uh10,aven flex flex,hl,3,,,
uh10,vacc myrt,hl,2b,,,
uh10,dryo cart,hl,+,,,
uh10,rubu frut aggr,hl,+,,,
uh10,care pilu pilu,hl,+,,,
uh10,dicr scop,ml,2a,,,
uh10,poly form,ml,2a,,,
uh10,pleu schr,ml,1,,,
uh10,eurh stri,ml,1,,,
uh10,hypn cupr,ml,+,,,
uh10,blec spic,hl,r,,,
uh10,fagu sylv,hl,r,,,
uh11,pice abie,tl2,4,,,
uh11,pice abie,sl,1,,,
uh11,fagu sylv,sl,3,,,
uh11,fran alnu,sl,+,,,
uh11,fran alnu,hl,+,,,
uh11,abie alba,sl,+,,,
uh11,abie alba,hl,+,,,
uh11,vacc myrt,hl,+,,,
uh11,aven flex flex,hl,+,,,
uh11,eurh stri,ml,+,,,
uh11,pleu schr,ml,+,,,
uh12,fagu sylv,sl,4,,,
uh12,lari deci deci,sl,2a,,,
uh12,fran alnu,sl,1,,,
uh12,fran alnu,hl,+,,,
uh12,abie alba,sl,2a,,,
uh12,abie alba,hl,+,,,
uh12,betu pend,hl,+,,,
uh12,frag vesc,hl,r,,,
uh12,aven flex flex,hl,1,,,
uh12,care pilu pilu,hl,+,,,
uh12,rubu frut aggr,hl,+,,,
uh12,vacc myrt,hl,+,,,
uh12,epil angu,hl,r,,,
uh12,junc effu,hl,r,,,
uh12,teuc scor onia,hl,+,,,
uh12,sorb aucu aucu,hl,+,,,
uh12,poly form,ml,1,,,
uh13,fagu sylv,sl,5,,,
uh13,pice abie,sl,1,,,
uh13,pice abie,hl,+,,,
uh13,fran alnu,sl,+,,,
uh13,hypn cupr,ml,+,,,
uh14,pice abie,tl2,5,,,
uh14,pice abie,sl,+,,,
uh14,fagu sylv,sl,2a,,,
uh14,fran alnu,sl,2a,,,
uh14,dryo cart,hl,r,,,
uh14,care pilu pilu,hl,r,,,
uh14,eurh stri,ml,+,,,
uh14,dicr scop,ml,+,,,
uh15,pice abie,sl,3,,,
uh15,fran alnu,sl,2b,,,
uh15,fran alnu,hl,+,,,
uh15,samb nigr,sl,1,,,
uh15,betu pend,sl,1,,,
uh15,brac sylv,hl,+,,,
uh15,rubu idae,hl,+,,,
uh15,cala epig,hl,+,,,
uh15,rubu frut aggr,hl,5,,,
uh15,urti dioi dioi,hl,2a,,,
uh15,dryo cart,hl,+,,,
uh15,dryo dila,hl,+,,,
uh15,soli giga,hl,+,,,
uh15,plag nium undu,ml,+,,,
uh15,fest giga,hl,r,,,
uh16,pice abie,tl1,5,,,
uh16,fran alnu,hl,+,,,
uh16,abie alba,hl,+,,,
uh16,fagu sylv,hl,r,,,
uh16,care pilu pilu,hl,+,,,
uh16,rubu frut aggr,hl,+,,,
