plot,abbr,layer,cov,voucher,comment,history
ha01,ajug rept,hl,2a,,,
ha01,alop prat,hl,3,,,
ha01,anth odor,hl,2b,,,
ha01,care sylv,hl,+,,,
ha01,chae hirs,hl,r,,,
ha01,cirs oler,hl,1,,,
ha01,fest prat prat,hl,1,,,
ha01,holc lana,hl,2a,,,
ha01,loli pere,hl,1,,,
ha01,lych flos cucu,hl,+,,,
ha01,plan lanc,hl,+,,,
ha01,poa prat,hl,+,,,
ha01,poa triv,hl,1,,,
ha01,ranu acri acri,hl,3,,,
ha01,ranu repe,hl,2a,,,
ha01,rume acet osa,hl,+,,,
ha01,tara sect rude,hl,+,,,
ha01,trif prat prat,hl,2a,,,
ha01,trif repe repe,hl,1,,,
ha01,tris flav flav,hl,1,,,
ha02,alop prat,hl,r,,,
ha02,hera spho spho,hl,r,,,
ha02,loli mult,hl,5,,,
ha02,poa annu,hl,1,,,
ha02,poa triv,hl,3,,,
ha02,ranu repe,hl,1,,,
ha02,tara sect rude,hl,r,,,
ha02,trif repe repe,hl,1,,,
ha03,alop prat,hl,4,,,
ha03,care sylv,hl,+,,,
ha03,cera holo,hl,r,,,
ha03,fest prat prat,hl,+,,,
ha03,glec hede,hl,r,,,
ha03,lych flos cucu,hl,r,,,
ha03,lysi nemo,hl,+,,,
ha03,poa annu,hl,+,,,
ha03,poa prat,hl,1,,,
ha03,poa triv,hl,2b,,,
ha03,pote rept,hl,+,,,
ha03,ranu repe,hl,3,,,
ha03,rume acet osa,hl,+,,,
ha03,trif prat prat,hl,+,,,
ha03,trif repe repe,hl,+,,,
ha04,alop prat,hl,2b,,,
ha04,anth odor,hl,3,,,
ha04,brom hord hord,hl,2a,,,
ha04,cera holo,hl,+,,,
ha04,dact glom glom,hl,1,,,
ha04,fest prat prat,hl,r,,,
ha04,glec hede,hl,1,,,
ha04,hera spho spho,hl,r,,,
ha04,holc lana,hl,3,,,
ha04,plan lanc,hl,+,,,
ha04,poa annu,hl,1,,,
ha04,poa prat,hl,2a,,,
ha04,poa triv,hl,2a,,,
ha04,rume acet osa,hl,r,,,
ha04,rume obtu obtu,hl,+,,,
ha04,sile dioi,hl,+,,,
ha04,tara sect rude,hl,+,,,
ha04,trif repe repe,hl,+,,,
ha04,vero arve,hl,r,,,
ha04,vero fili,hl,r,,,
ha05,alop prat,hl,3,,,
ha05,bell pere,hl,+,,,
ha05,dact glom glom,hl,1,,,
ha05,fest prat prat,hl,2a,,,
ha05,holc lana,hl,2a,,,
ha05,loli mult,hl,2b,,,
ha05,poa annu,hl,1,,,
ha05,poa prat,hl,1,,,
ha05,poa triv,hl,3,,,
ha05,ranu acri acri,hl,+,,,
ha05,ranu repe,hl,2b,,,
ha05,rume obtu obtu,hl,1,,,
ha05,tara sect rude,hl,1,,,
ha05,vero fili,hl,+,,,
ha05,vero serp serp,hl,r,,,
ha06,alop prat,hl,3,,,
ha06,caps burs,hl,1,,,
ha06,elyt repe,hl,1,,,
ha06,loli mult,hl,3,,,
ha06,poa annu,hl,1,,,
ha06,poa prat,hl,1,,,
ha06,poa triv,hl,3,,,
ha06,ranu repe,hl,2a,,,
ha06,rume obtu obtu,hl,2a,,,
ha06,tara sect rude,hl,2a,,,
ha06,trif repe repe,hl,2b,,,
ha07,alop prat,hl,3,,,
ha07,bell pere,hl,+,,,
ha07,cera holo,hl,+,,,
ha07,dact glom glom,hl,1,,,
ha07,glec hede,hl,1,,,
ha07,loli mult,hl,3,,,
ha07,plan majo slat,hl,+,,,
ha07,poa annu,hl,1,,,
ha07,poa prat,hl,1,,,
ha07,poa triv,hl,3,,,
ha07,tara sect rude,hl,1,,,
ha07,trif repe repe,hl,2b,,,
ha07,vero fili,hl,1,,,
