plot;cov;t1cov;t2cov;scov;hcov;mcov;htl1;htl2;hsl;hhl1;hhl2;plsx;plsy;expo;slope;rock;bare;stones;date;longitude;latitude;accuracy;alliane;association;soil;comment;location;observer
ve01;95;40;60;15;80;1;22;18;4;0,4;0,15;16;16;F;0;0;3;0;2014-09-06;13.444642;48.485371;5;Alnion incanae;;alluvial sand;;Vorbacher Enge, Bernascheck-Insel;R. Kaiser
