plot,variable,value
gm23c,htl,30
gm23d,htl,25
gm24a,htl,10
gm25a,htl,20
gm27a,htl,30
gm27b,htl,30
gm27c,htl,30
gm28a,htl,8
gm29a,htl,0
gm2a,htl,0
gm31a,htl,0
gm5a,htl,0
gm6a,htl,0
gm6b,htl,0
gm7a,htl,0
gm8a,htl,0
gm9a,htl,20
gm10a,mcov,2
gm10b,mcov,40
gm10c,mcov,5
gm10d,mcov,2
gm11a,mcov,10
gm12a,mcov,2
gm15a,mcov,2
gm16a,mcov,30
gm17a,mcov,5
gm17b,mcov,2
gm17c,mcov,2
gm17d,mcov,5
gm18a,mcov,20
gm18b,mcov,20
gm1a,mcov,5
gm1b,mcov,60
gm1c,mcov,70
gm1d,mcov,70
gm1e,mcov,5
gm1f,mcov,10
gm1g,mcov,0
gm20a,mcov,5
gm21a,mcov,5
gm22a,mcov,1
gm22b,mcov,1
gm22c,mcov,10
gm22d,mcov,1
gm22e,mcov,2
gm23a,mcov,1
gm23b,mcov,2
gm23c,mcov,3
gm23d,mcov,5
gm24a,mcov,0
gm25a,mcov,2
gm27a,mcov,1
gm27b,mcov,1
gm27c,mcov,1
gm28a,mcov,25
gm29a,mcov,0
gm2a,mcov,25
gm31a,mcov,0
gm5a,mcov,3
gm6a,mcov,40
gm6b,mcov,0
gm7a,mcov,20
gm8a,mcov,40
gm9a,mcov,5
gm10a,plsx,20
gm10b,plsx,15
gm10c,plsx,20
gm10d,plsx,20
gm11a,plsx,6
gm12a,plsx,20
gm15a,plsx,20
gm16a,plsx,10
gm17a,plsx,20
gm17b,plsx,20
gm17c,plsx,20
gm17d,plsx,20
gm18a,plsx,20
gm18b,plsx,20
gm1a,plsx,5
gm1b,plsx,5
gm1c,plsx,5
gm1d,plsx,5
gm1e,plsx,5
gm1f,plsx,5
gm1g,plsx,5
gm20a,plsx,20
gm21a,plsx,20
gm22a,plsx,20
gm22b,plsx,20
gm22c,plsx,20
gm22d,plsx,20
gm22e,plsx,20
gm23a,plsx,20
gm23b,plsx,20
gm23c,plsx,20
gm23d,plsx,10
gm24a,plsx,10
gm25a,plsx,20
gm27a,plsx,20
gm27b,plsx,20
gm27c,plsx,20
gm28a,plsx,20
gm29a,plsx,3
gm2a,plsx,2
gm31a,plsx,6
gm5a,plsx,5
gm6a,plsx,5
gm6b,plsx,7
gm7a,plsx,5
gm8a,plsx,5
gm9a,plsx,5
gm10a,plsy,20
gm10b,plsy,15
gm10c,plsy,20
gm10d,plsy,20
gm11a,plsy,15
gm12a,plsy,20
gm15a,plsy,20
gm16a,plsy,10
gm17a,plsy,20
gm17b,plsy,20
gm17c,plsy,20
gm17d,plsy,20
gm18a,plsy,20
gm18b,plsy,20
gm1a,plsy,5
gm1b,plsy,5
gm1c,plsy,5
gm1d,plsy,5
gm1e,plsy,5
gm1f,plsy,5
gm1g,plsy,5
gm20a,plsy,4
gm21a,plsy,20
gm22a,plsy,20
gm22b,plsy,20
gm22c,plsy,20
gm22d,plsy,20
gm22e,plsy,20
gm23a,plsy,20
gm23b,plsy,20
gm23c,plsy,20
gm23d,plsy,15
gm24a,plsy,10
gm25a,plsy,20
gm27a,plsy,20
gm27b,plsy,20
gm27c,plsy,20
gm28a,plsy,20
gm29a,plsy,15
gm2a,plsy,4
gm31a,plsy,3
gm5a,plsy,5
gm6a,plsy,5
gm6b,plsy,7
gm7a,plsy,5
gm8a,plsy,5
gm9a,plsy,5
gm10a,scov,0
gm10b,scov,10
gm10c,scov,0
gm10d,scov,0
gm11a,scov,0
gm12a,scov,5
gm15a,scov,1
gm16a,scov,5
gm17a,scov,20
gm17b,scov,0
gm17c,scov,2
gm17d,scov,1
gm18a,scov,30
gm18b,scov,40
gm1a,scov,0
gm1b,scov,0
gm1c,scov,0
gm1d,scov,0
gm1e,scov,0
gm1f,scov,0
gm1g,scov,0
gm20a,scov,20
gm21a,scov,0
gm22a,scov,0
gm22b,scov,2
gm22c,scov,1
gm22d,scov,0
gm22e,scov,0
gm23a,scov,1
gm23b,scov,3
gm23c,scov,5
gm23d,scov,15
gm24a,scov,0
gm25a,scov,0
gm27a,scov,0
gm27b,scov,0
gm27c,scov,2
gm28a,scov,15
gm29a,scov,2
gm2a,scov,0
gm31a,scov,0
gm5a,scov,0
gm6a,scov,0
gm6b,scov,0
gm7a,scov,0
gm8a,scov,0
gm9a,scov,40
gm10a,slope,10
gm10b,slope,10
gm10c,slope,10
gm10d,slope,25
gm11a,slope,5
gm12a,slope,15
gm15a,slope,35
gm16a,slope,20
gm17a,slope,8
gm17b,slope,15
gm17c,slope,15
gm17d,slope,20
gm18a,slope,20
gm18b,slope,35
gm1a,slope,5
gm1b,slope,5
gm1c,slope,5
gm1d,slope,5
gm1e,slope,5
gm1f,slope,8
gm1g,slope,5
gm20a,slope,10
gm21a,slope,10
gm22a,slope,10
gm22b,slope,20
gm22c,slope,8
gm22d,slope,10
gm22e,slope,15
gm23a,slope,10
gm23b,slope,25
gm23c,slope,20
gm23d,slope,3
gm24a,slope,10
gm25a,slope,20
gm27a,slope,8
gm27b,slope,20
gm27c,slope,35
gm28a,slope,20
gm29a,slope,2
gm2a,slope,3
gm31a,slope,3
gm5a,slope,3
gm6a,slope,5
gm6b,slope,10
gm7a,slope,3
gm8a,slope,5
gm9a,slope,5
gm11a,association,Filipendula ulmaria-Betula pendula-Gesellschaft (prov.)
gm18a,association,Filipendula ulmaria-Betula pendula-Gesellschaft (prov.)
gm18b,association,Filipendula ulmaria-Betula pendula-Gesellschaft (prov.)
gm6b,association,Angelico-Cirsietum oleracei Tx. 1937
gm6a,association,Angelico-Cirsietum oleracei Tx. 1937
gm28a,association,Luzulo luzoloides-Piceetum Br.-Bl. et Sissingh 1939
gm23b,association,Galio odorati-Fagetum Sougnez et Thill 1959
gm23c,association,Galio odorati-Fagetum Sougnez et Thill 1959
gm23d,association,Galio odorati-Fagetum Sougnez et Thill 1959
gm24a,association,Galio odorati-Fagetum Sougnez et Thill 1959
gm27a,association,Galio odorati-Fagetum Sougnez et Thill 1959
gm27b,association,Galio odorati-Fagetum Sougnez et Thill 1959
gm27c,association,Galio odorati-Fagetum Sougnez et Thill 1959
gm12a,association,Mercuriali-Fagetum Scamoni 1935
gm17a,association,Mercuriali-Fagetum Scamoni 1935
gm17b,association,Mercuriali-Fagetum Scamoni 1935
gm17c,association,Mercuriali-Fagetum Scamoni 1935
gm17d,association,Mercuriali-Fagetum Scamoni 1935
gm23a,association,Luzulo-Fagetum Meusel 1937 s.str.
gm10a,association,Luzulo luzoloides-Piceetum Br.-Bl. et Sissingh 1939
gm10b,association,Luzulo luzoloides-Piceetum Br.-Bl. et Sissingh 1939
gm10c,association,Luzulo luzoloides-Piceetum Br.-Bl. et Sissingh 1939
gm10d,association,Luzulo luzoloides-Piceetum Br.-Bl. et Sissingh 1939
gm25a,association,Luzulo luzoloides-Piceetum Br.-Bl. et Sissingh 1939
gm15a,association,Luzulo luzoloides-Piceetum Br.-Bl. et Sissingh 1939
gm22a,association,Luzulo luzoloides-Piceetum Br.-Bl. et Sissingh 1939
gm22c,association,Luzulo luzoloides-Piceetum Br.-Bl. et Sissingh 1939
gm22d,association,Luzulo luzoloides-Piceetum Br.-Bl. et Sissingh 1939
gm22e,association,Luzulo luzoloides-Piceetum Br.-Bl. et Sissingh 1939
gm21a,association,Galio odorati-Fagetum Sougnez et Thill 1959
gm22b,association,Galio odorati-Fagetum Sougnez et Thill 1959
gm7a,association,Aegopodium podagraria-(Aegopodion)-Gesellschaft (prov.)
gm31a,association,Onobrychido viciifoliae-Brometum T. Müller 1966
gm1c,association,Festuco commutatae-Cynosuretum Tx. ex Büker 1942
gm1e,association,Festuco commutatae-Cynosuretum Tx. ex Büker 1942
gm1g,association,Festuco commutatae-Cynosuretum Tx. ex Büker 1942
gm8a,association,Festuco commutatae-Cynosuretum Tx. ex Büker 1942
gm1a,association,Pastinaco-Arrhenatheretum Passarge 1964
gm1b,association,Pastinaco-Arrhenatheretum Passarge 1964
gm1d,association,Pastinaco-Arrhenatheretum Passarge 1964
gm1f,association,Pastinaco-Arrhenatheretum Passarge 1964
gm9a,association,Stellario-Carpinetum Oberd. 1957
gm20a,association,Avenella flexuosa-Betula pendula-Gesellschaft (prov.)
gm2a,association,Chaerophyllum hirsutum-(Petasition)-Gesellschaft (prov.)
gm16a,association,Epilobio-Atropetum bellae-donnae Tx. 1931 em. 1950
gm29a,association,Calamagrostis epigejos-(Carici-Epilobion)-Gesellschaft (prov.)
gm5a,association,Ranunculo repentis-Alopecuretum pratensis Ellmauer ass. nova hoc loco
gm10a,tcov,90
gm10b,tcov,60
gm10c,tcov,90
gm10d,tcov,95
gm11a,tcov,85
gm12a,tcov,90
gm15a,tcov,95
gm16a,tcov,0
gm17a,tcov,85
gm17b,tcov,95
gm17c,tcov,95
gm17d,tcov,98
gm18a,tcov,95
gm18b,tcov,70
gm1a,tcov,0
gm1b,tcov,0
gm1c,tcov,0
gm1d,tcov,0
gm1e,tcov,0
gm1f,tcov,0
gm1g,tcov,0
gm20a,tcov,85
gm21a,tcov,90
gm22a,tcov,90
gm22b,tcov,95
gm22c,tcov,90
gm22d,tcov,85
gm22e,tcov,85
gm23a,tcov,95
gm23b,tcov,95
gm23c,tcov,95
gm23d,tcov,80
gm24a,tcov,98
gm25a,tcov,95
gm27a,tcov,98
gm27b,tcov,98
gm27c,tcov,98
gm28a,tcov,70
gm29a,tcov,0
gm2a,tcov,0
gm31a,tcov,0
gm5a,tcov,0
gm6a,tcov,0
gm6b,tcov,0
gm7a,tcov,0
gm8a,tcov,0
gm9a,tcov,85
gm10a,type,Vaccinio-Piceetea
gm10b,type,
gm10c,type,Vaccinio-Piceetea
gm10d,type,
gm11a,type,
gm12a,type,
gm15a,type,
gm16a,type,Sambuco Salicion
gm17a,type,
gm17b,type,
gm17c,type,
gm17d,type,
gm18a,type,
gm18b,type,
gm1a,type,
gm1b,type,
gm1c,type,
gm1d,type,
gm1e,type,
gm1f,type,
gm1g,type,
gm20a,type,
gm21a,type,
gm22a,type,
gm22b,type,
gm22c,type,
gm22d,type,
gm22e,type,
gm23a,type,
gm23b,type,
gm23c,type,
gm23d,type,
gm24a,type,
gm25a,type,Vaccinio-Piceetea
gm27a,type,
gm27b,type,
gm27c,type,
gm28a,type,
gm29a,type,Sambuco Salicion
gm2a,type,Saum
gm31a,type,Saum
gm5a,type,
gm6a,type,
gm6b,type,Calthion
gm7a,type,
gm8a,type,
gm9a,type,
gm2a,altitude,705
gm7a,altitude,672
gm1d,altitude,677
gm8a,altitude,654
gm9a,altitude,669
gm17b,altitude,638
gm17c,altitude,668
gm1a,altitude,715
gm1b,altitude,701
gm5a,altitude,682
gm6a,altitude,705
gm1c,altitude,698
gm10a,altitude,698
gm10b,altitude,733
gm11a,altitude,679
gm12a,altitude,701
gm10c,altitude,680
gm15a,altitude,737
gm17a,altitude,698
gm16a,altitude,630
gm10d,altitude,684
gm18a,altitude,652
gm1e,altitude,655
gm21a,altitude,678
gm22a,altitude,668
gm22b,altitude,658
gm23a,altitude,688
gm24a,altitude,668
gm22c,altitude,684
gm27a,altitude,685
gm28a,altitude,651
gm27b,altitude,689
gm23b,altitude,699
gm23c,altitude,656
gm18b,altitude,652
gm17d,altitude,642
gm22d,altitude,725
gm23d,altitude,726
gm29a,altitude,742
gm25a,altitude,738
gm27c,altitude,723
gm22e,altitude,705
gm6b,altitude,716
gm31a,altitude,714
gm1g,altitude,682
gm1f,altitude,0
gm20a,altitude,0
gm10b,longitude,13.757510E
gm12a,longitude,13.757805E
gm15a,longitude,13.757973E
gm11a,longitude,13.758191E
gm10a,longitude,13.758623E
gm6a,longitude,13.759025E
gm7a,longitude,13.759078E
gm6b,longitude,13.759358E
gm1c,longitude,13.759606E
gm1a,longitude,13.759958E
gm1d,longitude,13.760069E
gm17a,longitude,13.760172E
gm10c,longitude,13.760629E
gm31a,longitude,13.760785E
gm23a,longitude,13.761066E
gm24a,longitude,13.761162E
gm1b,longitude,13.761299E
gm22b,longitude,13.761518E
gm8a,longitude,13.762138E
gm1g,longitude,13.762227E
gm22a,longitude,13.762297E
gm10d,longitude,13.76235E
gm22e,longitude,13.762521E
gm5a,longitude,13.762572E
gm22d,longitude,13.762903E
gm22c,longitude,13.763106E
gm1e,longitude,13.763199E
gm9a,longitude,13.763204E
gm20a,longitude,13.763348E
gm2a,longitude,13.763348E
gm21a,longitude,13.763459E
gm17b,longitude,13.763477E
gm27a,longitude,13.763876E
gm17c,longitude,13.764236E
gm16a,longitude,13.764240E
gm23d,longitude,13.764418E
gm29a,longitude,13.765201E
gm27c,longitude,13.765216E
gm18a,longitude,13.765450E
gm25a,longitude,13.766039E
gm17d,longitude,13.766880E
gm28a,longitude,13.767637E
gm27b,longitude,13.768140E
gm18b,longitude,13.768414E
gm23b,longitude,13.768790E
gm23c,longitude,13.769765E
gm17a,latitude,47.916471N
gm15a,latitude,47.916809N
gm10d,latitude,47.917104E
gm17b,latitude,47.917104N
gm1a,latitude,47.917406N
gm1b,latitude,47.91755N
gm16a,latitude,47.917699N
gm6a,latitude,47.917835N
gm6b,latitude,47.917939N
gm10b,latitude,47.917985N
gm31a,latitude,47.918001N
gm10a,latitude,47.918252N
gm1c,latitude,47.918331N
gm5a,latitude,47.918456N
gm17c,latitude,47.918493N
gm1g,latitude,47.919129N
gm1d,latitude,47.919173N
gm18a,latitude,47.919410N
gm11a,latitude,47.919421N
gm12a,latitude,47.919541N
gm7a,latitude,47.919639N
gm10c,latitude,47.920059N
gm9a,latitude,47.920078N
gm8a,latitude,47.920170N
gm17d,latitude,47.920316N
gm1e,latitude,47.920760N
gm20a,latitude,47.921145N
gm2a,latitude,47.921145N
gm18b,latitude,47.921340N
gm23c,latitude,47.921691N
gm23b,latitude,47.922116N
gm21a,latitude,47.922618N
gm22a,latitude,47.923250N
gm22b,latitude,47.923761N
gm27b,latitude,47.923871N
gm25a,latitude,47.923965N
gm29a,latitude,47.924067N
gm23d,latitude,47.924231N
gm23a,latitude,47.924315N
gm22d,latitude,47.924338N
gm27c,latitude,47.924570N
gm28a,latitude,47.924679N
gm22e,latitude,47.924891N
gm24a,latitude,47.925131N
gm22c,latitude,47.925792N
gm27a,latitude,47.925819N
gm1f,latitude,47.91975N
gm1f,longitude,13.762414E
gm10a,accuracy,10
gm10b,accuracy,10
gm10c,accuracy,10
gm10d,accuracy,10
gm11a,accuracy,10
gm12a,accuracy,10
gm15a,accuracy,10
gm16a,accuracy,10
gm17a,accuracy,10
gm17b,accuracy,10
gm17c,accuracy,10
gm17d,accuracy,10
gm18a,accuracy,10
gm18b,accuracy,10
gm1a,accuracy,10
gm1b,accuracy,10
gm1c,accuracy,10
gm1d,accuracy,10
gm1e,accuracy,10
gm1f,accuracy,10
gm1g,accuracy,10
gm20a,accuracy,10
gm21a,accuracy,10
gm22a,accuracy,10
gm22b,accuracy,10
gm22c,accuracy,10
gm22d,accuracy,10
gm22e,accuracy,10
gm23a,accuracy,10
gm23b,accuracy,10
gm23c,accuracy,10
gm23d,accuracy,10
gm24a,accuracy,10
gm25a,accuracy,10
gm27a,accuracy,10
gm27b,accuracy,10
gm27c,accuracy,10
gm28a,accuracy,10
gm29a,accuracy,10
gm2a,accuracy,10
gm31a,accuracy,10
gm5a,accuracy,10
gm6a,accuracy,10
gm6b,accuracy,10
gm7a,accuracy,10
gm8a,accuracy,10
gm9a,accuracy,10
gm10a,alliance,Vaccinio-Piceion
gm10b,alliance,Vaccinio-Piceion
gm10c,alliance,Vaccinio-Piceion
gm10d,alliance,Vaccinio-Piceion
gm11a,alliance,Sambuco-Salicion capreae
gm12a,alliance,Eu-Fagenion
gm15a,alliance,Vaccinio-Piceion
gm16a,alliance,unclassified
gm17a,alliance,Eu-Fagenion
gm17b,alliance,Eu-Fagenion
gm17c,alliance,Eu-Fagenion
gm17d,alliance,Eu-Fagenion
gm18a,alliance,Sambuco-Salicion capreae
gm18b,alliance,Sambuco-Salicion capreae
gm1a,alliance,Arrhenatherion
gm1b,alliance,Arrhenatherion
gm1c,alliance,Arrhenatherion
gm1d,alliance,Arrhenatherion
gm1e,alliance,Arrhenatherion
gm1f,alliance,Arrhenatherion
gm1g,alliance,Arrhenatherion
gm20a,alliance,Sambuco-Salicion capreae
gm21a,alliance,Eu-Fagenion
gm22a,alliance,Vaccinio-Piceion
gm22b,alliance,Eu-Fagenion
gm22c,alliance,Vaccinio-Piceion
gm22d,alliance,Vaccinio-Piceion
gm22e,alliance,Vaccinio-Piceion
gm23a,alliance,Luzulo-Fagenion
gm23b,alliance,Eu-Fagenion
gm23c,alliance,Eu-Fagenion
gm23d,alliance,Eu-Fagenion
gm24a,alliance,Eu-Fagenion
gm25a,alliance,Vaccinio-Piceion
gm27a,alliance,Eu-Fagenion
gm27b,alliance,Eu-Fagenion
gm27c,alliance,Eu-Fagenion
gm28a,alliance,Vaccinio-Piceion
gm29a,alliance,unclassified
gm2a,alliance,unclassified
gm31a,alliance,unclassified
gm5a,alliance,unclassified
gm6a,alliance,unclassified
gm6b,alliance,unclassified
gm7a,alliance,unclassified
gm8a,alliance,unclassified
gm9a,alliance,unclassified
gm10a,observer,T. Eberl & R. Kaiser
gm10b,observer,T. Eberl & R. Kaiser
gm10c,observer,T. Eberl & R. Kaiser
gm10d,observer,T. Eberl & R. Kaiser
gm11a,observer,T. Eberl & R. Kaiser
gm12a,observer,T. Eberl & R. Kaiser
gm15a,observer,T. Eberl & R. Kaiser
gm16a,observer,T. Eberl & R. Kaiser
gm17a,observer,T. Eberl & R. Kaiser
gm17b,observer,T. Eberl & R. Kaiser
gm17c,observer,T. Eberl & R. Kaiser
gm17d,observer,T. Eberl & R. Kaiser
gm18a,observer,T. Eberl & R. Kaiser
gm18b,observer,T. Eberl & R. Kaiser
gm1a,observer,T. Eberl & R. Kaiser
gm1b,observer,T. Eberl & R. Kaiser
gm1c,observer,T. Eberl & R. Kaiser
gm1d,observer,T. Eberl & R. Kaiser
gm1e,observer,T. Eberl & R. Kaiser
gm1f,observer,T. Eberl & R. Kaiser
