plot,abbr,layer,cov,voucher,determined,history
ri28a,urti dioi dioi,hl,+,,, | Changed urti dioi To urti dioi dioi 2012-11-27 14:27:55
ri28a,vale offi samb,hl,+,,,
ri28a,vibu lant,hl,+,,,
ri28a,vibu opul,hl,+,,,
ri28a,vici crac,hl,+,,,
ri28a,acer pseu,sl,+,,,
ri28a,corn sang slat,sl,2b,,,
ri28a,euon euro,sl,+,,, | Changed evon euro To euon euro 2012-11-27 14:27:56
ri28a,loni xylo,sl,1,,,
ri28a,part inse,sl,+,,,
ri28a,prun padu padu,sl,2a,,,
ri28a,sali alba,sl,2b,,,
ri28a,sali capr,sl,1,,,
ri28a,sali myrs,sl,1,,,
ri28a,sali purp,sl,3,,,
ri28a,vibu opul,sl,1,,,
ri28a,sali alba,tl1,4,,,
ri28a,sali capr,tl1,+,,,
ri28a,sali purp,tl1,+,,,
ri28b,aego poda,hl,1,,,
ri28b,astr glyc,hl,+,,,
ri28b,barb vulg slat,hl,+,,, | Changed barb vulg To barb vulg slat 2012-11-27 14:27:56
ri28b,cala epig,hl,1,,,
ri28b,cirs arve,hl,1,,,
ri28b,clem vita,hl,1,,,
ri28b,corn sang slat,hl,1,,,
ri28b,equi arve,hl,+,,,
ri28b,equi telm,hl,+,,,
ri28b,euon euro,hl,+,,, | Changed evon euro To euon euro 2012-11-27 14:27:56
ri28b,fili ulma slat,hl,+,,, | Changed fili ulma denu To fili ulma slat 2012-11-27 14:27:56
ri28b,gali albu,hl,+,,,
ri28b,hera spho spho,hl,+,,,
ri28b,impa glan,hl,+,,,
ri28b,lysi vulg,hl,+,,,
ri28b,phal arun,hl,1,,,
ri28b,prun padu padu,hl,+,,,
ri28b,quer robu,hl,r,,,
ri28b,rubu caes,hl,2a,,,
ri28b,sali alba,hl,1,,,
ri28b,sali myrs,hl,+,,,
ri28b,sali purp,hl,1,,,
ri28b,sapo offi,hl,+,,,
ri28b,scro nodo,hl,+,,,
ri28b,soli giga,hl,5,,,
ri28b,symp offi,hl,+,,,
ri28b,urti dioi dioi,hl,+,,, | Changed urti dioi To urti dioi dioi 2012-11-27 14:27:55
ri28b,vero cham cham,hl,+,,,
ri28b,vibu opul,hl,+,,,
ri28b,corn sang slat,sl,1,,,
ri28b,euon euro,sl,+,,, | Changed evon euro To euon euro 2012-11-27 14:27:56
ri28b,prun padu padu,sl,+,,,
ri28b,sali alba,sl,3,,,
ri28b,sali capr,sl,1,,,
ri28b,sali myrs,sl,1,,,
ri28b,sali purp,sl,2b,,,
ri28b,vibu opul,sl,1,,,
ri28c,acer pseu,hl,+,,,
ri28c,aego poda,hl,1,,,
ri28c,alnu inca,hl,+,,,
ri28c,ange sylv sylv,hl,+,,,
ri28c,arrh elat,hl,+,,,
ri28c,arte vulg,hl,+,,,
ri28c,barb vulg slat,hl,+,,, | Changed barb vulg To barb vulg slat 2012-11-27 14:27:56
ri28c,brac sylv,hl,1,,,
ri28c,brom iner,hl,+,,,
ri28c,brom ster,hl,+,,,
ri28c,cala epig,hl,1,,,
ri28c,caly sepi,hl,+,,,
ri28c,chae hirs,hl,+,,,
ri28c,cirs arve,hl,+,,,
ri28c,dact glom glom,hl,1,,, | Changed dact glom To dact glom glom 2012-11-27 14:27:55
ri28c,desc cesp,hl,1,,,
ri28c,equi arve,hl,1,,,
ri28c,euon euro,hl,+,,, | Changed evon euro To euon euro 2012-11-27 14:27:56
ri28c,fest arun arun,hl,+,,,
ri28c,fili ulma slat,hl,1,,, | Changed fili ulma denu To fili ulma slat 2012-11-27 14:27:56
ri28c,fili ulma ulma,hl,+,,,
ri28c,frag anan,hl,+,,, | Changed frag anas To frag anan 2012-11-27 14:27:56
ri28c,frax exce,hl,+,,,
ri28c,gali albu,hl,1,,,
ri28c,hera spho spho,hl,1,,,
ri28c,humu lupu,hl,+,,,
ri28c,loni xylo,hl,+,,,
ri28c,lysi vulg,hl,1,,,
ri28c,phal arun,hl,1,,,
ri28c,phra aust,hl,1,,,
ri28c,popu spec ies,hl,+,,, | Changed popu spec To popu spec ies 2012-11-27 14:27:56
ri28c,prun padu padu,hl,2a,,,
ri28c,quer robu,hl,+,,,
ri28c,rubu caes,hl,2b,,,
ri28c,rubu idae,hl,+,,,
ri28c,sali alba,hl,3,,,
ri28c,sali frag,hl,+,,,
ri28c,sali myrs,hl,+,,,
ri28c,sali purp,hl,1,,,
ri28c,samb nigr,hl,+,,,
ri28c,scro nodo,hl,+,,,
ri28c,symp offi,hl,+,,,
ri28c,tara sect rude,hl,+,,,
ri28c,urti dioi dioi,hl,1,,, | Changed urti dioi To urti dioi dioi 2012-11-27 14:27:55
ri28c,vici crac,hl,+,,,
ri28c,acer pseu,sl,+,,,
ri28c,alnu inca,sl,+,,,
ri28c,euon euro,sl,1,,, | Changed evon euro To euon euro 2012-11-27 14:27:56
ri28c,fagu sylv,sl,+,,,
ri28c,frax exce,sl,+,,,
ri28c,loni xylo,sl,1,,,
ri28c,prun padu padu,sl,1,,,
ri28c,sali alba,sl,2a,,,
ri28c,sali frag,sl,+,,,
ri28c,sali purp,sl,2a,,,
ri28c,samb nigr,sl,+,,,
ri29a,achi mill aggr,hl,2a,,,
ri29a,aego poda,hl,1,,,
ri29a,arrh elat,hl,2a,,,
ri29a,brom iner,hl,1,,,
ri29a,cala epig,hl,+,,,
ri29a,cent jace jace,hl,2b,,,
ri29a,dact glom glom,hl,2a,,, | Changed dact glom To dact glom glom 2012-11-27 14:27:55
ri29a,erig annu slat,hl,+,,,
ri29a,fest arun arun,hl,+,,,
ri29a,fest rubr rubr,hl,1,,,
ri29a,frax exce,hl,+,,,
ri29a,gali albu,hl,1,,,
ri29a,hera spho spho,hl,1,,,
ri29a,holc lana,hl,1,,,
ri29a,lath prat prat,hl,+,,, | Changed lath prat To lath prat prat 2012-11-27 14:27:55
ri29a,linu cath,hl,+,,,
ri29a,lotu corn corn,hl,+,,,
ri29a,medi lupu,hl,+,,,
ri29a,orch mili,hl,1,,,
ri29a,phal arun,hl,1,,,
ri29a,plan lanc,hl,+,,,
ri29a,poa prat,hl,1,,,
ri29a,poa triv,hl,+,,,
ri29a,prim elat,hl,+,,,
ri29a,ranu acri acri,hl,1,,,
ri29a,rubu caes,hl,+,,,
ri29a,soli cana,hl,2b,,,
ri29a,symp offi,hl,+,,,
ri29a,tara sect rude,hl,+,,,
ri29a,trif medi medi,hl,+,,,
ri29a,tris flav flav,hl,1,,,
ri29a,verb nigr,hl,+,,,
ri29a,vici crac,hl,1,,,
ri30a,alli peti,hl,+,,,
ri30a,care acut a,hl,1,,, | Changed care grac To care acut a 2012-11-27 14:27:56
ri30a,care rand,hl,4,,,
ri30a,humu lupu,hl,+,,,
ri30a,lyth sali,hl,+,,,
ri30a,phra aust,hl,2b,,,
ri30b,caly sepi,hl,+,,,
ri30b,care acut rmis,hl,3,,, | Changed care acut To care acut rmis 2012-11-27 14:27:55
ri30b,care rand,hl,3,,,
ri30b,dact glom glom,hl,1,,, | Changed dact glom To dact glom glom 2012-11-27 14:27:55
ri30b,fili ulma ulma,hl,2a,,,
ri30b,lyth sali,hl,+,,,
ri30b,phra aust,hl,2a,,,
ri30b,poa triv,hl,1,voucher,,
ri30b,rubu caes,hl,+,,,
ri30b,thal aqui,hl,+,,,
ri30b,thal luci,hl,1,,,
ri30b,vale offi samb,hl,1,,,
ri31a,acer pseu,hl,1,,,
ri31a,anem nemo,hl,+,,,
ri31a,brac sylv,hl,1,,,
ri31a,care digi,hl,1,,,
ri31a,cory avel,hl,+,,,
ri31a,crat mono,hl,+,,,
ri31a,euon euro,hl,+,,, | Changed evon euro To euon euro 2012-11-27 14:27:56
ri31a,frax exce,hl,+,,,
ri31a,gale mont,hl,1,,,
ri31a,loni xylo,hl,+,,,
ri31a,poa nemo,hl,+,,,
ri31a,poly mult,hl,+,,,
ri31a,prim elat,hl,+,,,
ri31a,prun padu padu,hl,+,,,
ri31a,quer robu,hl,+,,,
ri31a,rubu caes,hl,+,,,
ri31a,ulmu glab,hl,1,,,
ri31a,viol rivi,hl,+,,,
ri31a,acer pseu,sl,+,,,
ri31a,cory avel,sl,+,,,
ri31a,crat mono,sl,+,,,
ri31a,euon euro,sl,+,,, | Changed evon euro To euon euro 2012-11-27 14:27:56
ri31a,loni xylo,sl,+,,,
ri31a,prun padu padu,sl,1,,,
ri31a,acer pseu,tl1,2a,,,
ri31a,carp betu,tl1,2a,,,
ri31a,fagu sylv,tl1,3,,,
ri31a,frax exce,tl1,2a,,,
ri31a,quer robu,tl1,2b,,,
ri31a,sali alba,tl1,2a,,,
ri32,acer pseu,hl,+,,,
ri32,anem nemo,hl,r,,,
ri32,apos foet,hl,+,,,
ri32,cala vari,hl,+,,,
ri32,care alba,hl,4,,,
ri32,care digi,hl,+,,,
ri32,care flac,hl,+,,,
ri32,clem vita,hl,+,,,
ri32,corn sang slat,hl,+,,,
ri32,cory avel,hl,+,,,
ri32,crat mono,hl,+,,,
ri32,daph meze,hl,r,,,
ri32,epip atro,hl,r,,,
ri32,euph amyg amyg,hl,+,,,
ri32,euph dulc,hl,+,,,
ri32,fagu sylv,hl,+,,,
ri32,frax exce,hl,+,,,
ri32,gale mont,hl,+,,,
ri32,gali sylv,hl,+,,,
ri32,hede heli,hl,1,,,
ri32,hepa nobi,hl,1,,,
ri32,hier muro,hl,+,,,
ri32,jugl regi,hl,r,,,
ri32,ligu vulg,hl,+,,,
ri32,loni xylo,hl,+,,,
ri32,meli nuta,hl,+,,,
ri32,merc pere,hl,+,,,
ri32,prun aviu slat,hl,+,,,
ri32,quer robu,hl,+,,,
ri32,rubu caes,hl,r,,,
ri32,sorb aucu aucu,hl,+,,,
ri32,vibu lant,hl,+,,,
ri32,vibu opul,hl,+,,,
ri32,viol rivi,hl,+,,,
ri32,tort tort,ml,+,,,
ri32,corn sang slat,sl,+,,,
ri32,cory avel,sl,+,,,
ri32,crat mono,sl,+,,,
ri32,fagu sylv,sl,+,,,
ri32,hede heli,sl,+,,,
ri32,loni xylo,sl,+,,,
ri32,prun aviu slat,sl,r,,,
ri32,quer robu,sl,+,,,
ri32,tili cord,sl,r,,,
ri32,fagu sylv,tl1,4,,,
ri32,hede heli,tl1,+,,,
ri32,pice abie,tl1,2a,,,
ri32,prun aviu slat,tl1,1,,,
ri32,quer robu,tl1,2b,,,
