plot,abbr,layer,cov,voucher,determined,history
ri01a,achi mill aggr,hl,1,,,
ri01a,ajug rept,hl,1,,,
ri01a,anth odor,hl,1,,,
ri01a,care sylv,hl,+,,,
ri01a,caru carv,hl,1,,,
ri01a,cent jace jace,hl,1,,,
ri01a,cera holo,hl,+,,,
ri01a,colc autu,hl,+,,,
ri01a,crep bien,hl,+,,,
ri01a,cyno cris,hl,+,,,
ri01a,dact glom glom,hl,2a,,, | Changed dact glom To dact glom glom 2012-11-27 14:27:55
ri01a,fest prat prat,hl,2a,,,
ri01a,fest rubr rubr,hl,+,,,
ri01a,gali albu,hl,1,,,
ri01a,glec hede,hl,+,,,
ri01a,hera spho spho,hl,+,,,
ri01a,holc lana,hl,1,,,
ri01a,knau arve arve,hl,+,,,
ri01a,leon hisp hisp,hl,+,,,
ri01a,leuc ircu,hl,1,,,
ri01a,lysi numm,hl,+,,,
ri01a,medi lupu,hl,+,,,
ri01a,pimp majo majo,hl,+,,, | Changed pimp majo To pimp majo majo 2012-11-27 14:27:55
ri01a,plan lanc,hl,+,,,
ri01a,plan medi,hl,+,,,
ri01a,poa prat,hl,+,,,
ri01a,poa triv,hl,1,,,
ri01a,prun vulg,hl,+,,,
ri01a,ranu acri acri,hl,1,,,
ri01a,ranu repe,hl,2a,,,
ri01a,tara sect rude,hl,+,,,
ri01a,trag orie,hl,+,,,
ri01a,trif prat prat,hl,2b,,,
ri01a,trif repe repe,hl,+,,,
ri01a,tris flav flav,hl,2a,,,
ri01a,vero cham cham,hl,+,,,
ri01a,vici crac,hl,1,,,
ri01b,achi mill aggr,hl,2b,,,
ri01b,agro stol,hl,+,,,
ri01b,bell pere,hl,+,,,
ri01b,caru carv,hl,+,,,
ri01b,cera holo,hl,2m,,,
ri01b,dact glom glom,hl,3,,, | Changed dact glom To dact glom glom 2012-11-27 14:27:55
ri01b,elyt repe,hl,+,,, | Changed elym repe To elyt repe 2012-11-27 14:27:55
ri01b,fest prat prat,hl,1,,,
ri01b,gali albu,hl,+,,,
ri01b,leon hisp hisp,hl,+,,,
ri01b,medi lupu,hl,2m,,,
ri01b,phal arun,hl,1,,,
ri01b,plan lanc,hl,1,,,
ri01b,poa annu,hl,+,,,
ri01b,poa triv,hl,2b,,,
ri01b,prun vulg,hl,+,,,
ri01b,ranu repe,hl,1,,,
ri01b,symp offi,hl,+,,,
ri01b,tara sect rude,hl,1,,,
ri01b,trif prat prat,hl,1,,,
ri01b,trif repe repe,hl,3,,,
ri01b,tris flav flav,hl,2a,,,
ri01b,vero fili,hl,+,,,
ri01b,vici crac,hl,1,,,
ri02a,aego poda,hl,1,,,
ri02a,ange sylv sylv,hl,+,,,
ri02a,cala epig,hl,+,,,
ri02a,caly sepi,hl,+,,,
ri02a,cirs arve,hl,+,,,
ri02a,cirs oler,hl,+,,,
ri02a,clem vita,hl,+,,,
ri02a,dact glom glom,hl,+,,, | Changed dact glom To dact glom glom 2012-11-27 14:27:55
ri02a,fili ulma ulma,hl,+,,,
ri02a,frax exce,hl,+,,,
ri02a,gale mont,hl,1,,,
ri02a,gali apar,hl,2a,,,
ri02a,geum urba,hl,+,,,
ri02a,glec hede,hl,+,,,
ri02a,humu lupu,hl,+,,,
ri02a,impa glan,hl,1,,,
ri02a,peta hybr,hl,r,,,
ri02a,phal arun,hl,2b,,,
ri02a,poa triv,hl,2a,,,
ri02a,rubu caes,hl,+,,,
ri02a,symp offi,hl,1,,,
ri02a,urti dioi dioi,hl,4,,, | Changed urti dioi To urti dioi dioi 2012-11-27 14:27:55
ri02a,vici sepi,hl,+,,,
ri02a,frax exce,sl,+,,,
ri02a,humu lupu,sl,+,,,
ri02a,pice abie,sl,2b,,,
ri03a,acer pseu,hl,+,,,
ri03a,aego poda,hl,+,,,
ri03a,ange sylv sylv,hl,+,,,
ri03a,astr majo,hl,+,,,
ri03a,caly sepi,hl,+,,,
ri03a,care acut rmis,hl,1,,, | Changed care acut To care acut rmis 2012-11-27 14:27:55
ri03a,cent jace jace,hl,1,,,
ri03a,chae hirs,hl,+,,,
ri03a,cirs arve,hl,1,,,
ri03a,cirs oler,hl,2b,,,
ri03a,colc autu,hl,+,,,
ri03a,dact glom glom,hl,2b,,, | Changed dact glom To dact glom glom 2012-11-27 14:27:55
ri03a,euph dulc,hl,+,,,
ri03a,fest prat prat,hl,+,,,
ri03a,fili ulma ulma,hl,1,,,
ri03a,gali albu,hl,+,,,
ri03a,hera spho spho,hl,+,,,
ri03a,hype macu,hl,+,,,
ri03a,lath prat prat,hl,+,,, | Changed lath prat To lath prat prat 2012-11-27 14:27:55
ri03a,lysi vulg,hl,+,,,
ri03a,phal arun,hl,2a,,,
ri03a,poa prat,hl,+,,,
ri03a,poa triv,hl,+,,,
ri03a,rubu caes,hl,1,,,
ri03a,soli giga,hl,2a,,,
ri03a,symp offi,hl,2b,,,
ri03a,tara sect rude,hl,1,,,
ri03a,urti dioi dioi,hl,+,,, | Changed urti dioi To urti dioi dioi 2012-11-27 14:27:55
ri03a,vici crac,hl,1,,,
ri03a,acer plat,sl,1,,,
ri03a,alnu glut,sl,2a,,,
ri03a,frax exce,sl,2b,,,
ri04a,acer pseu,hl,+,,,
ri04a,aego poda,hl,3,,,
ri04a,alli ursi ursi,hl,1,,, | Changed alli ursi To alli ursi ursi 2012-11-27 14:27:55
ri04a,anem nemo,hl,1,,,
ri04a,anem ranu,hl,1,,,
ri04a,ange sylv sylv,hl,+,,,
ri04a,care acut rmis,hl,1,,, | Changed care acut To care acut rmis 2012-11-27 14:27:55
ri04a,chae hirs,hl,+,,,
ri04a,corn sang slat,hl,+,,,
ri04a,desc cesp,hl,1,,,
ri04a,equi arve,hl,+,,,
ri04a,fest giga,hl,1,,,
ri04a,fica vern vern,hl,1,,, | Changed ranu fica To fica vern vern 2012-11-27 14:27:56
ri04a,fili ulma ulma,hl,1,,,
ri04a,frax exce,hl,+,,,
ri04a,gale mont,hl,2b,,,
ri04a,gali apar,hl,1,,,
ri04a,geum urba,hl,+,,,
ri04a,glec hede,hl,+,,,
ri04a,hera spho spho,hl,+,,,
ri04a,humu lupu,hl,+,,,
ri04a,impa glan,hl,1,,,
ri04a,lami macu,hl,+,,,
ri04a,loni xylo,hl,+,,,
ri04a,phal arun,hl,2a,,,
ri04a,prim elat,hl,1,,,
ri04a,prun padu padu,hl,+,,,
ri04a,ranu lanu,hl,+,,,
ri04a,rubu caes,hl,3,,,
ri04a,stac sylv,hl,1,,,
ri04a,stel nemo,hl,+,,,
ri04a,symp tube slat,hl,+,,, | Changed symp tube To symp tube slat 2012-11-27 14:27:56
ri04a,urti dioi dioi,hl,2b,,, | Changed urti dioi To urti dioi dioi 2012-11-27 14:27:55
ri04a,acer pseu,sl,+,,,
ri04a,alnu inca,sl,+,,,
ri04a,corn sang slat,sl,2a,,,
ri04a,euon euro,sl,+,,, | Changed evon euro To euon euro 2012-11-27 14:27:56
ri04a,frax exce,sl,1,,,
ri04a,humu lupu,sl,+,,,
ri04a,loni xylo,sl,+,,,
ri04a,prun padu padu,sl,1,,,
ri04a,sali purp,sl,+,,,
ri04a,samb nigr,sl,1,,,
ri04a,ulmu glab,sl,+,,,
ri04a,alnu inca,tl1,1,,,
ri04a,frax exce,tl1,2b,,,
ri04a,popu trem,tl1,1,,,
ri04a,sali alba,tl1,3,,,
ri04a,alnu inca,tl2,1,,,
ri04a,frax exce,tl2,2b,,,
ri04a,humu lupu,tl2,+,,,
ri04a,popu trem,tl2,1,,,
ri04a,prun padu padu,tl2,1,,,
ri04a,sali purp,tl2,+,,,
ri04a,ulmu glab,tl2,1,,,
ri05a,acer pseu,hl,+,,,
ri05a,aego poda,hl,1,,,
ri05a,alli ursi ursi,hl,1,,, | Changed alli ursi To alli ursi ursi 2012-11-27 14:27:55
ri05a,anem ranu,hl,2a,,,
ri05a,apos foet,hl,+,,,
ri05a,arum macu,hl,+,,,
ri05a,asar euro euro,hl,2b,,,
ri05a,astr majo,hl,+,,,
ri05a,brac sylv,hl,1,,,
ri05a,card pers pers,hl,+,,, | Changed card pers To card pers pers 2012-11-27 14:27:56
ri05a,care acut rmis,hl,1,,, | Changed care acut To care acut rmis 2012-11-27 14:27:55
ri05a,care sylv,hl,+,,,
ri05a,colc autu,hl,1,,,
ri05a,corn sang slat,hl,1,,,
ri05a,desc cesp,hl,1,,,
ri05a,euon euro,hl,1,,, | Changed evon euro To euon euro 2012-11-27 14:27:56
ri05a,fica vern vern,hl,+,,, | Changed ranu fica To fica vern vern 2012-11-27 14:27:56
ri05a,fili ulma slat,hl,1,,, | Changed fili ulma denu To fili ulma slat 2012-11-27 14:27:56
ri05a,fili ulma ulma,hl,1,,,
ri05a,frax exce,hl,+,,,
ri05a,gale mont,hl,1,,,
ri05a,gali apar,hl,+,,,
ri05a,glec hede,hl,+,,,
ri05a,hera spho spho,hl,+,,,
ri05a,humu lupu,hl,+,,,
ri05a,iris pseu,hl,+,,,
ri05a,pari quad,hl,+,,,
ri05a,phal arun,hl,1,,,
ri05a,phyt spic,hl,+,,,
ri05a,prim elat,hl,2a,,,
ri05a,prun padu padu,hl,+,,,
ri05a,pulm offi,hl,+,,,
ri05a,ranu lanu,hl,+,,,
ri05a,rubu caes,hl,3,,,
ri05a,samb nigr,hl,+,,,
ri05a,stac sylv,hl,1,,,
ri05a,symp tube slat,hl,2b,,, | Changed symp tube To symp tube slat 2012-11-27 14:27:56
ri05a,vale offi samb,hl,+,,,
ri05a,vibu opul,hl,1,,,
ri05a,acer pseu,sl,1,,,
ri05a,corn sang slat,sl,2a,,,
ri05a,euon euro,sl,2b,,, | Changed evon euro To euon euro 2012-11-27 14:27:56
ri05a,frax exce,sl,1,,,
ri05a,humu lupu,sl,+,,,
ri05a,loni xylo,sl,+,,,
ri05a,pice abie,sl,+,,,
ri05a,prun padu padu,sl,2a,,,
ri05a,samb nigr,sl,1,,,
ri05a,vibu opul,sl,2a,,,
ri05a,frax exce,tl1,5,,,
ri05a,acer pseu,tl2,2b,,,
ri05a,frax exce,tl2,2a,,,
ri05a,prun padu padu,tl2,1,,,
ri05b,aego poda,hl,2b,,,
ri05b,alli ursi ursi,hl,1,,, | Changed alli ursi To alli ursi ursi 2012-11-27 14:27:55
ri05b,anem nemo,hl,1,,,
ri05b,caly sepi,hl,+,,,
ri05b,care acut rmis,hl,+,,, | Changed care acut To care acut rmis 2012-11-27 14:27:55
ri05b,chae hirs,hl,+,,,
ri05b,cirs oler,hl,+,,,
ri05b,fest giga,hl,+,,,
ri05b,fica vern vern,hl,+,,, | Changed ranu fica To fica vern vern 2012-11-27 14:27:56
ri05b,gale mont,hl,1,,,
ri05b,gali apar,hl,1,,,
ri05b,geum urba,hl,+,,,
ri05b,glec hede,hl,1,,,
ri05b,impa glan,hl,1,,,
ri05b,impa noli,hl,+,,,
ri05b,jugl regi,hl,r,,,
ri05b,lami macu,hl,1,,,
ri05b,phal arun,hl,2b,,,
ri05b,rubu caes,hl,3,,,
ri05b,salv glut,hl,+,,,
ri05b,stac sylv,hl,1,,,
ri05b,stel nemo,hl,+,,,
ri05b,thal aqui,hl,+,,,
ri05b,ulmu glab,hl,+,,,
ri05b,urti dioi dioi,hl,+,,, | Changed urti dioi To urti dioi dioi 2012-11-27 14:27:55
ri05b,vibu opul,hl,+,,,
ri05b,euon euro,sl,2a,,, | Changed evon euro To euon euro 2012-11-27 14:27:56
ri05b,frax exce,sl,+,,,
ri05b,loni xylo,sl,1,,,
ri05b,prun padu padu,sl,2a,,,
ri05b,samb nigr,sl,3,,,
ri05b,vibu opul,sl,1,,,
ri05b,frax exce,tl1,4,,,
ri05b,popu cana,tl1,2b,,,
ri05b,quer robu,tl1,1,,,
ri05b,frax exce,tl2,1,,,
ri05b,prun padu padu,tl2,1,,,
ri06a,aego poda,hl,2a,,,
ri06a,alli ursi ursi,hl,1,,, | Changed alli ursi To alli ursi ursi 2012-11-27 14:27:55
ri06a,anem nemo,hl,1,,,
ri06a,asar euro euro,hl,1,,,
ri06a,brac sylv,hl,1,,,
ri06a,caly sepi,hl,+,,,
ri06a,care acut rmis,hl,+,,, | Changed care acut To care acut rmis 2012-11-27 14:27:55
ri06a,cirs arve,hl,+,,,
ri06a,colc autu,hl,1,,,
ri06a,dact glom glom,hl,1,,, | Changed dact glom To dact glom glom 2012-11-27 14:27:55
ri06a,euon euro,hl,+,,, | Changed evon euro To euon euro 2012-11-27 14:27:56
ri06a,fica vern vern,hl,2a,,, | Changed ranu fica To fica vern vern 2012-11-27 14:27:56
ri06a,fili ulma ulma,hl,3,,,
ri06a,gale mont,hl,2a,,,
ri06a,gali albu,hl,+,,,
ri06a,gali apar,hl,1,,,
ri06a,glec hede,hl,2b,,,
ri06a,hera spho spho,hl,+,,,
ri06a,impa glan,hl,2b,,,
ri06a,pari quad,hl,+,,,
ri06a,phal arun,hl,3,,,
ri06a,poa triv,hl,+,,,
ri06a,prim elat,hl,1,,,
ri06a,rubu caes,hl,2b,,,
ri06a,stel nemo,hl,2a,,,
ri06a,symp offi,hl,1,,,
ri06a,thal aqui,hl,+,,,
ri06a,thal luci,hl,+,,,
ri06a,urti dioi dioi,hl,+,,, | Changed urti dioi To urti dioi dioi 2012-11-27 14:27:55
ri06a,vale offi samb,hl,1,,,
ri06a,pice abie,sl,2a,,,
ri06a,samb nigr,sl,+,,,
ri06a,acer pseu,tl1,3,,,
ri06a,frax exce,tl1,3,,,
ri07a,aego poda,hl,2b,,,
ri07a,fica vern vern,hl,+,,, | Changed ranu fica To fica vern vern 2012-11-27 14:27:56
ri07a,gale mont,hl,1,,,
ri07a,gali apar,hl,3,,,
ri07a,impa glan,hl,2b,,,
ri07a,lami macu,hl,3,,,
ri07a,phal arun,hl,2b,,,
ri07a,rubu caes,hl,2b,,,
ri07a,samb nigr,hl,1,,,
ri07a,stac sylv,hl,1,,,
ri07a,urti dioi dioi,hl,3,,, | Changed urti dioi To urti dioi dioi 2012-11-27 14:27:55
ri07a,frax exce,sl,+,,,
ri07a,alnu inca,tl1,5,,,
ri09a,achi mill aggr,hl,+,,,
ri09a,aego poda,hl,+,,,
ri09a,agro capi,hl,+,,, | Changed agro tenu To agro capi 2012-11-27 14:27:56
ri09a,agro stol,hl,+,,,
ri09a,anth odor,hl,+,,,
ri09a,arrh elat,hl,+,,,
ri09a,astr glyc,hl,+,,,
ri09a,bell pere,hl,+,,,
ri09a,care acut a,hl,+,,, | Changed care grac To care acut a 2012-11-27 14:27:56
ri09a,care acut rmis,hl,+,,, | Changed care acut To care acut rmis 2012-11-27 14:27:55
ri09a,care hirt,hl,1,,,
ri09a,cent jace jace,hl,2a,,,
ri09a,cera holo,hl,+,,,
ri09a,cirs oler,hl,+,,,
ri09a,dact glom glom,hl,1,,, | Changed dact glom To dact glom glom 2012-11-27 14:27:55
ri09a,equi arve,hl,+,,,
ri09a,erig annu slat,hl,+,,,
ri09a,fest arun arun,hl,+,,,
ri09a,fest prat prat,hl,2a,,,
ri09a,fest rubr rubr,hl,+,,,
ri09a,frax exce,hl,+,,,
ri09a,hera spho spho,hl,1,,,
ri09a,holc lana,hl,1,,,
ri09a,lotu corn corn,hl,+,,,
ri09a,medi lupu,hl,+,,,
ri09a,ment long,hl,+,,,
ri09a,phal arun,hl,2a,,,
ri09a,plan lanc,hl,1,,,
ri09a,plan majo majo,hl,+,,,
ri09a,poa prat,hl,+,,,
ri09a,poa triv,hl,+,,,
ri09a,pote rept,hl,+,,,
ri09a,prun padu padu,hl,+,,,
ri09a,prun vulg,hl,1,,,
ri09a,ranu acri acri,hl,+,,,
ri09a,ranu repe,hl,1,,,
ri09a,tara sect rude,hl,1,,,
ri09a,trif prat prat,hl,2a,,,
ri09a,trif repe repe,hl,1,,,
ri09a,tris flav flav,hl,1,,,
ri09a,vici crac,hl,+,,,
ri09b,achi mill aggr,hl,1,,,
ri09b,agro capi,hl,+,,, | Changed agro tenu To agro capi 2012-11-27 14:27:56
ri09b,anth odor,hl,1,,,
ri09b,care acut rmis,hl,+,,, | Changed care acut To care acut rmis 2012-11-27 14:27:55
ri09b,care flac,hl,+,,,
ri09b,care hirt,hl,1,,,
ri09b,cent jace jace,hl,2b,,,
ri09b,cirs oler,hl,2a,,,
ri09b,dact glom glom,hl,2a,,, | Changed dact glom To dact glom glom 2012-11-27 14:27:55
ri09b,dauc caro caro,hl,+,,,
ri09b,fest prat prat,hl,2a,,,
ri09b,fest rubr rubr,hl,1,,,
ri09b,hera spho spho,hl,+,,,
ri09b,holc lana,hl,2a,,,
ri09b,lath prat prat,hl,+,,, | Changed lath prat To lath prat prat 2012-11-27 14:27:55
ri09b,leuc ircu,hl,+,,,
ri09b,lotu corn corn,hl,+,,,
ri09b,lysi numm,hl,1,,,
ri09b,medi lupu,hl,2m,,,
ri09b,pimp majo majo,hl,+,,, | Changed pimp majo To pimp majo majo 2012-11-27 14:27:55
ri09b,plan lanc,hl,1,,,
ri09b,poa triv,hl,1,,,
ri09b,pote rept,hl,+,,,
ri09b,prun vulg,hl,1,,,
ri09b,ranu acri acri,hl,2a,,,
ri09b,ranu repe,hl,2a,,,
ri09b,symp offi,hl,+,,,
ri09b,tara sect rude,hl,1,,,
ri09b,trif prat prat,hl,2b,,,
ri09b,trif repe repe,hl,2a,,,
ri09b,tris flav flav,hl,1,,,
ri09b,vici crac,hl,1,,,
ri10a,aego poda,hl,2a,,,
ri10a,alli ursi ursi,hl,2a,,, | Changed alli ursi To alli ursi ursi 2012-11-27 14:27:55
ri10a,arrh elat,hl,1,,,
ri10a,arum macu,hl,+,,,
ri10a,brac sylv,hl,1,,,
ri10a,caly sepi,hl,+,,,
ri10a,care acut rmis,hl,+,,, | Changed care acut To care acut rmis 2012-11-27 14:27:55
ri10a,cirs oler,hl,+,,,
ri10a,colc autu,hl,+,,,
ri10a,dact glom glom,hl,+,,, | Changed dact glom To dact glom glom 2012-11-27 14:27:55
ri10a,desc cesp,hl,+,,,
ri10a,euph dulc,hl,+,,,
ri10a,fest giga,hl,1,,,
ri10a,fica vern vern,hl,+,,, | Changed ranu fica To fica vern vern 2012-11-27 14:27:56
ri10a,fili ulma slat,hl,1,,, | Changed fili ulma denu To fili ulma slat 2012-11-27 14:27:56
ri10a,fili ulma ulma,hl,1,,,
ri10a,gale mont,hl,1,,,
ri10a,gale spec iosa,hl,+,,cf., | Changed gale spec To gale spec iosa 2012-11-27 14:27:56
ri10a,glec hede,hl,1,,,
ri10a,hesp matr matr,hl,+,,, | Changed hesp matr To hesp matr matr 2012-11-27 14:27:56
ri10a,impa glan,hl,1,,,
ri10a,iris pseu,hl,+,,,
ri10a,jugl regi,hl,r,,,
ri10a,pari quad,hl,1,,,
ri10a,phal arun,hl,2b,,,
ri10a,poa triv,hl,+,,,
ri10a,rubu caes,hl,4,,,
ri10a,stac sylv,hl,+,,,
ri10a,stel nemo,hl,+,,,
ri10a,thal aqui,hl,+,,,
ri10a,urti dioi dioi,hl,1,,, | Changed urti dioi To urti dioi dioi 2012-11-27 14:27:55
ri10a,vale offi samb,hl,+,,,
ri10a,acer pseu,sl,+,,,
ri10a,corn sang slat,sl,2a,,,
ri10a,euon euro,sl,2a,,, | Changed evon euro To euon euro 2012-11-27 14:27:56
ri10a,frax exce,sl,1,,,
ri10a,loni xylo,sl,1,,,
ri10a,prun padu padu,sl,1,,,
ri10a,samb nigr,sl,2b,,,
ri10a,vibu opul,sl,1,,,
ri10a,frax exce,tl1,5,,,
ri10a,acer pseu,tl2,1,,,
ri10a,frax exce,tl2,2b,,,
ri10a,prun padu padu,tl2,1,,,
ri11a,aego poda,hl,1,,,
ri11a,arrh elat,hl,1,,,
ri11a,caly sepi,hl,+,,,
ri11a,card pers pers,hl,+,,, | Changed card pers To card pers pers 2012-11-27 14:27:56
ri11a,cirs oler,hl,+,,,
ri11a,dact glom glom,hl,2a,,, | Changed dact glom To dact glom glom 2012-11-27 14:27:55
ri11a,gali albu,hl,+,,,
ri11a,gali apar,hl,1,,,
ri11a,hera spho spho,hl,2a,,,
ri11a,humu lupu,hl,+,,,
ri11a,impa glan,hl,2a,,,
ri11a,poa triv,hl,1,,,
ri11a,ranu acri acri,hl,+,,,
ri11a,scro nodo,hl,+,,,
ri11a,soli cana,hl,+,,,
ri11a,soli giga,hl,5,,,
ri11a,symp offi,hl,+,,,
ri11a,tris flav flav,hl,1,,,
ri11a,urti dioi dioi,hl,2a,,, | Changed urti dioi To urti dioi dioi 2012-11-27 14:27:55
ri11a,vici sepi,hl,+,,,
ri11a,frax exce,sl,2b,,,
ri11a,humu lupu,sl,+,,,
ri11a,sali alba,sl,1,,,
ri12a,achi mill aggr,hl,1,,,
ri12a,bell pere,hl,1,,,
ri12a,card prat aggr,hl,2m,,,
ri12a,cera holo,hl,+,,,
ri12a,dact glom glom,hl,3,,, | Changed dact glom To dact glom glom 2012-11-27 14:27:55
ri12a,fest prat prat,hl,3,,,
ri12a,loli mult,hl,2a,,,
ri12a,lotu corn corn,hl,+,,,
ri12a,plan lanc,hl,1,,,
ri12a,poa prat,hl,2b,,,
ri12a,poa triv,hl,2a,,,
ri12a,ranu acri acri,hl,+,,,
ri12a,ranu repe,hl,2b,,,
ri12a,rume acet osa,hl,+,,, | Changed rume acet To rume acet osa 2012-11-27 14:27:56
ri12a,tara sect rude,hl,2a,,,
ri12a,trif prat prat,hl,+,,,
ri12a,trif repe repe,hl,2a,,,
ri12b,bell pere,hl,1,,,
ri12b,caps burs,hl,+,,,
ri12b,card prat aggr,hl,+,,,
ri12b,cera holo,hl,2m,,,
ri12b,dact glom glom,hl,3,,, | Changed dact glom To dact glom glom 2012-11-27 14:27:55
ri12b,loli mult,hl,3,,,
ri12b,poa annu,hl,1,,,
ri12b,poa prat,hl,+,,,
ri12b,poa triv,hl,2b,,,
ri12b,ranu repe,hl,1,,,
ri12b,stel medi,hl,2m,voucher,,
ri12b,tara sect rude,hl,2a,,,
ri12b,trif repe repe,hl,2a,,,
ri12b,vero arve,hl,2m,,,
ri13a,acer pseu,hl,+,,,
ri13a,aego poda,hl,2a,,,
ri13a,alli ursi ursi,hl,2b,,, | Changed alli ursi To alli ursi ursi 2012-11-27 14:27:55
ri13a,alnu inca,hl,+,,,
ri13a,anem nemo,hl,1,,,
ri13a,ange sylv sylv,hl,+,,,
ri13a,arum macu,hl,+,,,
ri13a,asar euro euro,hl,1,,,
ri13a,astr majo,hl,+,,,
ri13a,brac sylv,hl,1,,,
ri13a,card pers pers,hl,+,,, | Changed card pers To card pers pers 2012-11-27 14:27:56
ri13a,care acut rmis,hl,+,,, | Changed care acut To care acut rmis 2012-11-27 14:27:55
ri13a,circ lute lute,hl,1,,, | Changed circ lute To circ lute lute 2012-11-27 14:27:56
ri13a,dact glom glom,hl,+,,, | Changed dact glom To dact glom glom 2012-11-27 14:27:55
ri13a,desc cesp,hl,+,,,
ri13a,fest giga,hl,+,,,
ri13a,fica vern vern,hl,2a,,, | Changed ranu fica To fica vern vern 2012-11-27 14:27:56
ri13a,fili ulma ulma,hl,1,,,
ri13a,frax exce,hl,+,,,
ri13a,gale mont,hl,2a,,,
ri13a,gale tetr,hl,+,,,
ri13a,gali apar,hl,2a,,,
ri13a,geum urba,hl,+,,,
ri13a,glec hede,hl,2a,,,
ri13a,humu lupu,hl,+,,,
ri13a,impa glan,hl,2a,,,
ri13a,iris pseu,hl,+,,,
ri13a,lami macu,hl,1,,,
ri13a,phal arun,hl,2a,,,
ri13a,poa triv,hl,+,,,
ri13a,prim elat,hl,1,,,
ri13a,prun padu padu,hl,+,,,
ri13a,rubu caes,hl,4,,,
ri13a,samb nigr,hl,+,,,
ri13a,stac sylv,hl,1,,,
ri13a,stel nemo,hl,1,,,
ri13a,symp tube slat,hl,2a,,, | Changed symp tube To symp tube slat 2012-11-27 14:27:56
ri13a,vale offi samb,hl,1,,,
ri13a,acer plat,sl,+,,,
ri13a,acer pseu,sl,+,,,
ri13a,frax exce,sl,+,,,
ri13a,humu lupu,sl,+,,,
ri13a,loni xylo,sl,1,,,
ri13a,prun padu padu,sl,2a,,,
ri13a,samb nigr,sl,2b,,,
ri13a,acer plat,tl1,+,,,
ri13a,acer pseu,tl1,4,,,
ri13a,alnu inca,tl1,1,,,
ri13a,frax exce,tl1,2a,,,
ri13b,acer pseu,hl,+,,,
ri13b,aego poda,hl,2b,,,
ri13b,alli ursi ursi,hl,3,,, | Changed alli ursi To alli ursi ursi 2012-11-27 14:27:55
ri13b,arum macu,hl,+,,,
ri13b,astr majo,hl,1,,,
ri13b,brac sylv,hl,1,,,
ri13b,care acut rmis,hl,+,,, | Changed care acut To care acut rmis 2012-11-27 14:27:55
ri13b,care sylv,hl,+,,,
ri13b,circ lute lute,hl,+,,, | Changed circ lute To circ lute lute 2012-11-27 14:27:56
ri13b,cirs oler,hl,+,,,
ri13b,corn sang slat,hl,+,,,
ri13b,desc cesp,hl,1,,,
ri13b,fica vern vern,hl,1,,, | Changed ranu fica To fica vern vern 2012-11-27 14:27:56
ri13b,fili ulma slat,hl,1,,, | Changed fili ulma denu To fili ulma slat 2012-11-27 14:27:56
ri13b,frax exce,hl,+,,,
ri13b,gale mont,hl,1,,,
ri13b,gali apar,hl,+,,,
ri13b,glec hede,hl,1,,,
ri13b,humu lupu,hl,+,,,
ri13b,impa glan,hl,+,,,
ri13b,impa noli,hl,+,,,
ri13b,iris pseu,hl,+,,,
ri13b,loni xylo,hl,2a,,,
ri13b,lysi numm,hl,+,,,
ri13b,pari quad,hl,+,,,
ri13b,phal arun,hl,+,,,
ri13b,poly vert,hl,+,,,
ri13b,prim elat,hl,2a,,,
ri13b,prun padu padu,hl,1,,,
ri13b,rubu caes,hl,3,,,
ri13b,salv glut,hl,+,,,
ri13b,stac sylv,hl,1,,,
ri13b,thal aqui,hl,+,,,
ri13b,ulmu glab,hl,+,,,
ri13b,urti dioi dioi,hl,+,,, | Changed urti dioi To urti dioi dioi 2012-11-27 14:27:55
ri13b,vale offi samb,hl,1,,,
ri13b,vibu lant,hl,+,,,
ri13b,vibu opul,hl,1,,,
ri13b,acer pseu,sl,+,,,
ri13b,corn sang slat,sl,1,,,
ri13b,frax exce,sl,+,,,
ri13b,humu lupu,sl,+,,,
ri13b,jugl regi,sl,+,,,
ri13b,loni xylo,sl,2b,,,
ri13b,pice abie,sl,+,,,
ri13b,prun padu padu,sl,3,,,
ri13b,samb nigr,sl,1,,,
ri13b,vibu lant,sl,+,,,
ri13b,vibu opul,sl,2a,,,
ri13b,frax exce,tl1,5,,,
ri13b,pice abie,tl1,+,,,
ri13b,frax exce,tl2,2a,,,
ri13b,pice abie,tl2,+,,,
ri13b,prun padu padu,tl2,1,,,
ri13b,ulmu glab,tl2,1,,,
ri13c,acer pseu,hl,+,,,
ri13c,aego poda,hl,2b,,,
ri13c,alli ursi ursi,hl,2b,,, | Changed alli ursi To alli ursi ursi 2012-11-27 14:27:55
ri13c,arum macu,hl,+,,,
ri13c,asar euro euro,hl,+,,,
ri13c,astr majo,hl,1,,,
ri13c,brac sylv,hl,1,,,
ri13c,care acut rmis,hl,1,,, | Changed care acut To care acut rmis 2012-11-27 14:27:55
ri13c,circ lute lute,hl,1,,, | Changed circ lute To circ lute lute 2012-11-27 14:27:56
ri13c,desc cesp,hl,1,,,
ri13c,fica vern vern,hl,2m,,, | Changed ranu fica To fica vern vern 2012-11-27 14:27:56
ri13c,fili ulma slat,hl,2a,,, | Changed fili ulma denu To fili ulma slat 2012-11-27 14:27:56
ri13c,fili ulma ulma,hl,+,,,
ri13c,gale mont,hl,2a,,,
ri13c,gali apar,hl,1,,,
ri13c,glec hede,hl,2a,,,
ri13c,loni xylo,hl,1,,,
ri13c,pari quad,hl,2a,,,
ri13c,phal arun,hl,1,,,
ri13c,prim elat,hl,2a,,,
