plot,variable,value
Niklfeld1979:Tab9:10,cov,10
Niklfeld1979:Tab9:10,tcov,0
Niklfeld1979:Tab9:10,scov,0
Niklfeld1979:Tab9:10,hcov,10
Niklfeld1979:Tab9:10,mcov,0
Niklfeld1979:Tab9:10,htl,0
Niklfeld1979:Tab9:10,hsl,0
Niklfeld1979:Tab9:10,hhl1,"0,5"
Niklfeld1979:Tab9:10,hhl2,0
Niklfeld1979:Tab9:10,expo,SE
Niklfeld1979:Tab9:10,slope,35
Niklfeld1979:Tab9:10,plsx,1
Niklfeld1979:Tab9:10,plsy,"1,5"
Niklfeld1979:Tab9:10,date,1979-01-01
Niklfeld1979:Tab9:10,ibex,no
Niklfeld1979:Tab9:10,rupi,no
Niklfeld1979:Tab9:10,soil,shallow
Niklfeld1979:Tab9:10,rock.type,precipice
Niklfeld1979:Tab9:10,rock.soil.verbose,unbekannt
Niklfeld1979:Tab9:10,location,"Grillenberger Tal bei Berndorf, Tabelle 9, Niklfeld 1979, Aufnahme 10"
Niklfeld1979:Tab9:10,longitude,16.035550E
Niklfeld1979:Tab9:10,latitude,47.916490N
Niklfeld1979:Tab9:11,cov,60
Niklfeld1979:Tab9:11,tcov,0
Niklfeld1979:Tab9:11,scov,0
Niklfeld1979:Tab9:11,hcov,60
Niklfeld1979:Tab9:11,mcov,0
Niklfeld1979:Tab9:11,htl,0
Niklfeld1979:Tab9:11,hsl,0
Niklfeld1979:Tab9:11,hhl1,"0,5"
Niklfeld1979:Tab9:11,hhl2,0
Niklfeld1979:Tab9:11,expo,SW
Niklfeld1979:Tab9:11,slope,25
Niklfeld1979:Tab9:11,plsx,1
Niklfeld1979:Tab9:11,plsy,"1,5"
Niklfeld1979:Tab9:11,date,1979-01-01
Niklfeld1979:Tab9:11,ibex,no
Niklfeld1979:Tab9:11,rupi,no
Niklfeld1979:Tab9:11,soil,shallow
Niklfeld1979:Tab9:11,rock.type,precipice
Niklfeld1979:Tab9:11,rock.soil.verbose,unbekannt
Niklfeld1979:Tab9:11,location,"Steiermark, Gradenbachtal, Weg zum Ahornsee, Tabelle 9, Niklfeld 1979, Aufnahme 11"
Niklfeld1979:Tab9:11,longitude,13.791728E
Niklfeld1979:Tab9:11,latitude,47.465500N
Niklfeld1979:Tab9:12,cov,30
Niklfeld1979:Tab9:12,tcov,0
Niklfeld1979:Tab9:12,scov,0
Niklfeld1979:Tab9:12,hcov,30
Niklfeld1979:Tab9:12,mcov,0
Niklfeld1979:Tab9:12,htl,0
Niklfeld1979:Tab9:12,hsl,0
Niklfeld1979:Tab9:12,hhl1,"0,5"
Niklfeld1979:Tab9:12,hhl2,0
Niklfeld1979:Tab9:12,expo,SE
Niklfeld1979:Tab9:12,slope,55
Niklfeld1979:Tab9:12,plsx,1
Niklfeld1979:Tab9:12,plsy,15
Niklfeld1979:Tab9:12,date,1979-01-01
Niklfeld1979:Tab9:12,ibex,no
Niklfeld1979:Tab9:12,rupi,no
Niklfeld1979:Tab9:12,soil,shallow
Niklfeld1979:Tab9:12,rock.type,precipice
Niklfeld1979:Tab9:12,rock.soil.verbose,unbekannt
Niklfeld1979:Tab9:12,location,"Steiermark, Altausseer See, Tabelle 9, Niklfeld 1979, Aufnahme 12"
Niklfeld1979:Tab9:12,longitude,13.786722E
Niklfeld1979:Tab9:12,latitude,47.646084N
Niklfeld1979:Tab9:13,cov,40
Niklfeld1979:Tab9:13,tcov,0
Niklfeld1979:Tab9:13,scov,0
Niklfeld1979:Tab9:13,hcov,40
Niklfeld1979:Tab9:13,mcov,0
Niklfeld1979:Tab9:13,htl,0
Niklfeld1979:Tab9:13,hsl,0
Niklfeld1979:Tab9:13,hhl1,"0,5"
Niklfeld1979:Tab9:13,hhl2,0
Niklfeld1979:Tab9:13,expo,S
Niklfeld1979:Tab9:13,slope,45
Niklfeld1979:Tab9:13,plsx,1
Niklfeld1979:Tab9:13,plsy,40
Niklfeld1979:Tab9:13,date,1979-01-01
Niklfeld1979:Tab9:13,ibex,no
Niklfeld1979:Tab9:13,rupi,no
Niklfeld1979:Tab9:13,soil,shallow
Niklfeld1979:Tab9:13,rock.type,precipice
Niklfeld1979:Tab9:13,rock.soil.verbose,unbekannt
Niklfeld1979:Tab9:13,location,"Steiermark, Altausseer See, Tabelle 9, Niklfeld 1979, Aufnahme 13"
Niklfeld1979:Tab9:13,longitude,13.786722E
Niklfeld1979:Tab9:13,latitude,47.646084N
Niklfeld1979:Tab9:14,cov,75
Niklfeld1979:Tab9:14,tcov,0
Niklfeld1979:Tab9:14,scov,0
Niklfeld1979:Tab9:14,hcov,75
Niklfeld1979:Tab9:14,mcov,0
Niklfeld1979:Tab9:14,htl,0
Niklfeld1979:Tab9:14,hsl,0
Niklfeld1979:Tab9:14,hhl1,"0,5"
Niklfeld1979:Tab9:14,hhl2,0
Niklfeld1979:Tab9:14,expo,SW
Niklfeld1979:Tab9:14,slope,35
Niklfeld1979:Tab9:14,plsx,1
Niklfeld1979:Tab9:14,plsy,30
Niklfeld1979:Tab9:14,date,1979-01-01
Niklfeld1979:Tab9:14,ibex,no
Niklfeld1979:Tab9:14,rupi,no
Niklfeld1979:Tab9:14,soil,shallow
Niklfeld1979:Tab9:14,rock.type,precipice
Niklfeld1979:Tab9:14,rock.soil.verbose,unbekannt
Niklfeld1979:Tab9:14,location,"Steiermark, Leopoldsteiner See bei Eisenerz, Tabelle 9, Niklfeld 1979, Aufnahme 14"
Niklfeld1979:Tab9:14,longitude,14.851487E
Niklfeld1979:Tab9:14,latitude,47.578035N
Niklfeld1979:Tab9:15,cov,50
Niklfeld1979:Tab9:15,tcov,0
Niklfeld1979:Tab9:15,scov,0
Niklfeld1979:Tab9:15,hcov,50
Niklfeld1979:Tab9:15,mcov,0
Niklfeld1979:Tab9:15,htl,0
Niklfeld1979:Tab9:15,hsl,0
Niklfeld1979:Tab9:15,hhl1,"0,5"
Niklfeld1979:Tab9:15,hhl2,0
Niklfeld1979:Tab9:15,expo,S
Niklfeld1979:Tab9:15,slope,40
Niklfeld1979:Tab9:15,plsx,1
Niklfeld1979:Tab9:15,plsy,50
Niklfeld1979:Tab9:15,date,1979-01-01
Niklfeld1979:Tab9:15,ibex,no
Niklfeld1979:Tab9:15,rupi,no
Niklfeld1979:Tab9:15,soil,shallow
Niklfeld1979:Tab9:15,rock.type,precipice
Niklfeld1979:Tab9:15,rock.soil.verbose,unbekannt
Niklfeld1979:Tab9:15,location,"Steiermark, Leopoldsteiner See bei Eisenerz, Tabelle 9, Niklfeld 1979, Aufnahme 15"
Niklfeld1979:Tab9:15,longitude,14.851487E
Niklfeld1979:Tab9:15,latitude,47.578035N
Niklfeld1979:Tab9:16,cov,20
Niklfeld1979:Tab9:16,tcov,0
Niklfeld1979:Tab9:16,scov,0
Niklfeld1979:Tab9:16,hcov,20
Niklfeld1979:Tab9:16,mcov,0
Niklfeld1979:Tab9:16,htl,0
Niklfeld1979:Tab9:16,hsl,0
Niklfeld1979:Tab9:16,hhl1,"0,5"
Niklfeld1979:Tab9:16,hhl2,0
Niklfeld1979:Tab9:16,expo,S
Niklfeld1979:Tab9:16,slope,45
Niklfeld1979:Tab9:16,plsx,1
Niklfeld1979:Tab9:16,plsy,5
Niklfeld1979:Tab9:16,date,1979-01-01
Niklfeld1979:Tab9:16,ibex,no
Niklfeld1979:Tab9:16,rupi,no
Niklfeld1979:Tab9:16,soil,shallow
Niklfeld1979:Tab9:16,rock.type,precipice
Niklfeld1979:Tab9:16,rock.soil.verbose,unbekannt
Niklfeld1979:Tab9:16,location,"Steiermark, Leopoldsteiner See bei Eisenerz, Tabelle 9, Niklfeld 1979, Aufnahme 16"
Niklfeld1979:Tab9:16,longitude,14.851487E
Niklfeld1979:Tab9:16,latitude,47.578035N
Niklfeld1979:Tab9:29,cov,40
Niklfeld1979:Tab9:29,tcov,0
Niklfeld1979:Tab9:29,scov,0
Niklfeld1979:Tab9:29,hcov,40
Niklfeld1979:Tab9:29,mcov,0
Niklfeld1979:Tab9:29,htl,0
Niklfeld1979:Tab9:29,hsl,0
Niklfeld1979:Tab9:29,hhl1,0
Niklfeld1979:Tab9:29,hhl2,0
Niklfeld1979:Tab9:29,expo,SW
Niklfeld1979:Tab9:29,slope,40
Niklfeld1979:Tab9:29,plsx,1
Niklfeld1979:Tab9:29,plsy,60
Niklfeld1979:Tab9:29,date,1979-01-01
Niklfeld1979:Tab9:29,ibex,no
Niklfeld1979:Tab9:29,rupi,no
Niklfeld1979:Tab9:29,soil,shallow
Niklfeld1979:Tab9:29,rock.type,precipice
Niklfeld1979:Tab9:29,rock.soil.verbose,unbekannt
Niklfeld1979:Tab9:29,location,"Steiermark, Gschwendtberg bei Frohnleiten, Tabelle 9, Niklfeld 1979, Aufnahme 29"
Niklfeld1979:Tab9:29,longitude,15.340013E
Niklfeld1979:Tab9:29,latitude,47.281958N
Niklfeld1979:Tab9:30,cov,40
Niklfeld1979:Tab9:30,tcov,0
Niklfeld1979:Tab9:30,scov,0
Niklfeld1979:Tab9:30,hcov,40
Niklfeld1979:Tab9:30,mcov,0
Niklfeld1979:Tab9:30,htl,0
Niklfeld1979:Tab9:30,hsl,0
Niklfeld1979:Tab9:30,hhl1,0
Niklfeld1979:Tab9:30,hhl2,0
Niklfeld1979:Tab9:30,expo,SW
Niklfeld1979:Tab9:30,slope,40
Niklfeld1979:Tab9:30,plsx,1
Niklfeld1979:Tab9:30,plsy,200
Niklfeld1979:Tab9:30,date,1979-01-01
Niklfeld1979:Tab9:30,ibex,no
Niklfeld1979:Tab9:30,rupi,no
Niklfeld1979:Tab9:30,soil,shallow
Niklfeld1979:Tab9:30,rock.type,precipice
Niklfeld1979:Tab9:30,rock.soil.verbose,unbekannt
Niklfeld1979:Tab9:30,location,"Steiermark, Peggauer Wand, Tabelle 9, Niklfeld 1979, Aufnahme 30"
Niklfeld1979:Tab9:30,longitude,15.348884E
Niklfeld1979:Tab9:30,latitude,47.207432N
Niklfeld1979:Tab9:31,cov,25
Niklfeld1979:Tab9:31,tcov,0
Niklfeld1979:Tab9:31,scov,0
Niklfeld1979:Tab9:31,hcov,25
Niklfeld1979:Tab9:31,mcov,0
Niklfeld1979:Tab9:31,htl,0
Niklfeld1979:Tab9:31,hsl,0
Niklfeld1979:Tab9:31,hhl1,0
Niklfeld1979:Tab9:31,hhl2,0
Niklfeld1979:Tab9:31,expo,SE
Niklfeld1979:Tab9:31,slope,25
Niklfeld1979:Tab9:31,plsx,1
Niklfeld1979:Tab9:31,plsy,100
Niklfeld1979:Tab9:31,date,1979-01-01
Niklfeld1979:Tab9:31,ibex,no
Niklfeld1979:Tab9:31,rupi,no
Niklfeld1979:Tab9:31,soil,shallow
Niklfeld1979:Tab9:31,rock.type,precipice
Niklfeld1979:Tab9:31,rock.soil.verbose,unbekannt
Niklfeld1979:Tab9:31,location,"Steiermark, Peggauer Wand, Tabelle 9, Niklfeld 1979, Aufnahme 31"
Niklfeld1979:Tab9:31,longitude,15.348884E
Niklfeld1979:Tab9:31,latitude,47.207432N
Niklfeld1979:Tab9:32,cov,20
Niklfeld1979:Tab9:32,tcov,0
Niklfeld1979:Tab9:32,scov,0
Niklfeld1979:Tab9:32,hcov,20
Niklfeld1979:Tab9:32,mcov,0
Niklfeld1979:Tab9:32,htl,0
Niklfeld1979:Tab9:32,hsl,0
Niklfeld1979:Tab9:32,hhl1,0
Niklfeld1979:Tab9:32,hhl2,0
Niklfeld1979:Tab9:32,expo,S
Niklfeld1979:Tab9:32,slope,20
Niklfeld1979:Tab9:32,plsx,1
Niklfeld1979:Tab9:32,plsy,80
Niklfeld1979:Tab9:32,date,1979-01-01
Niklfeld1979:Tab9:32,ibex,no
Niklfeld1979:Tab9:32,rupi,no
Niklfeld1979:Tab9:32,soil,shallow
Niklfeld1979:Tab9:32,rock.type,precipice
Niklfeld1979:Tab9:32,rock.soil.verbose,unbekannt
Niklfeld1979:Tab9:32,location,"Steiermark, Peggauer Wand, Tabelle 9, Niklfeld 1979, Aufnahme 32"
Niklfeld1979:Tab9:32,longitude,15.348884E
Niklfeld1979:Tab9:32,latitude,47.207432N
Niklfeld1979:Tab9:33,cov,25
Niklfeld1979:Tab9:33,tcov,0
Niklfeld1979:Tab9:33,scov,0
Niklfeld1979:Tab9:33,hcov,25
Niklfeld1979:Tab9:33,mcov,0
Niklfeld1979:Tab9:33,htl,0
Niklfeld1979:Tab9:33,hsl,0
Niklfeld1979:Tab9:33,hhl1,0
Niklfeld1979:Tab9:33,hhl2,0
Niklfeld1979:Tab9:33,expo,E
Niklfeld1979:Tab9:33,slope,25
Niklfeld1979:Tab9:33,plsx,1
Niklfeld1979:Tab9:33,plsy,70
Niklfeld1979:Tab9:33,date,1979-01-01
Niklfeld1979:Tab9:33,ibex,no
Niklfeld1979:Tab9:33,rupi,no
Niklfeld1979:Tab9:33,soil,shallow
Niklfeld1979:Tab9:33,rock.type,precipice
Niklfeld1979:Tab9:33,rock.soil.verbose,unbekannt
Niklfeld1979:Tab9:33,location,"Steiermark, bei Deutschfeistritz, Tabelle 9, Niklfeld 1979, Aufnahme 33"
Niklfeld1979:Tab9:33,longitude,15.332889E
