plot,abbr,layer,cover,voucher,comment,history
saww01-2022,achi mill aggr,hl,1,,,
saww01-2022,alli peti,hl,r,,,
saww01-2022,arrh elat,hl,+,,,
saww01-2022,caly sepi,hl,1,,,
saww01-2022,cent jace jace,hl,1,,,
saww01-2022,cera holo,hl,+,,,
saww01-2022,crep bien,hl,1,,,
saww01-2022,dact glom glom,hl,1,,,
saww01-2022,fest prat prat,hl,3,,,
saww01-2022,glec hede,hl,+,,,
saww01-2022,holc lana,hl,2a,,,
saww01-2022,leon hisp hisp,hl,+,,Nachtrag 2022-08-23,
saww01-2022,leuc ircu,hl,1,,,
saww01-2022,loli mult,hl,+,,Nachtrag 2022-08-23,
saww01-2022,loli pere,hl,1,,Nachtrag 2022-08-23,
saww01-2022,lotu corn,hl,2b,,,
saww01-2022,lysi numm,hl,+,,,
saww01-2022,lyth sali,hl,+,,,
saww01-2022,plan lanc,hl,+,,,
saww01-2022,plan majo majo,hl,+,,,
saww01-2022,poa triv,hl,2a,,,
saww01-2022,pote rept,hl,+,,,
saww01-2022,prun vulg,hl,+,,,
saww01-2022,ranu acri acri,hl,+,,,
saww01-2022,ranu repe,hl,+,,,
saww01-2022,rori palu,hl,1,,,
saww01-2022,rume cris,hl,r,,,
saww01-2022,soli giga,hl,r,,,
saww01-2022,sonc aspe aspe,hl,1,,,
saww01-2022,stel medi,hl,+,,,
saww01-2022,symp offi,hl,r,,,
saww01-2022,trif dubi,hl,+,,,
saww01-2022,trif prat prat,hl,2a,,,
saww01-2022,trif repe repe,hl,2b,,,
saww01-2022,trit aest slat,hl,+,,,
saww02-2022,achi mill aggr,hl,r,,,
saww02-2022,alop prat,hl,+,,,
saww02-2022,aper spic vent,hl,r,,,
saww02-2022,arrh elat,hl,+,,,
saww02-2022,bras napu napu,hl,r,,,
saww02-2022,brom hord hord,hl,1,,,
saww02-2022,caly sepi,hl,+,,,
saww02-2022,caps burs,hl,+,,,
saww02-2022,cent jace jace,hl,r,,,
saww02-2022,cera holo,hl,2m,,,
saww02-2022,cyan sege,hl,1,,,
saww02-2022,dauc caro caro,hl,+,,,
saww02-2022,echi crus slat,hl,1,,Nachtrag 2022-08-23,
saww02-2022,erig annu annu,hl,2a,,,
saww02-2022,erig cana,hl,r,,,
saww02-2022,fest prat prat,hl,+,,,
saww02-2022,fest rubr aggr,hl,+,,,
saww02-2022,gali cili,hl,r,,Nachtrag 2022-08-23,
saww02-2022,gera colu,hl,r,,,
saww02-2022,holc lana,hl,r,,,
saww02-2022,junc infl,hl,r,,Nachtrag 2022-08-23,
saww02-2022,leon hisp hisp,hl,r,,,
saww02-2022,leuc ircu,hl,r,,,
saww02-2022,loli mult,hl,+,,,
saww02-2022,lotu corn,hl,r,,,
saww02-2022,matr cham,hl,2a,,,
saww02-2022,ment arve,hl,r,,,
saww02-2022,papa rhoe,hl,1,,,
saww02-2022,phle prat,hl,+,,Nachtrag 2022-08-23,
saww02-2022,plan lanc,hl,r,,,
saww02-2022,plan majo majo,hl,1,,,
saww02-2022,poa annu,hl,+,,,
saww02-2022,poa triv,hl,2a,,,
saww02-2022,ranu repe,hl,r,,,
saww02-2022,rhin mino,hl,r,,,
saww02-2022,rhin sero,hl,r,,,
saww02-2022,rori palu,hl,1,,,
saww02-2022,rume cris,hl,r,,,
saww02-2022,sile dioi,hl,r,,,
saww02-2022,sonc aspe aspe,hl,2b,,,
saww02-2022,symp offi,hl,r,,,
saww02-2022,tara sect rude,hl,2a,,,
saww02-2022,trif prat prat,hl,+,,,
saww02-2022,trif repe repe,hl,2a,,,
saww02-2022,trip inod,hl,+,,,
saww02-2022,trit aest slat,hl,+,,,
saww02-2022,tuss farf,hl,+,,,
saww02-2022,vero anag tica,hl,r,,,
saww02-2022,vero arve,hl,r,,,
saww02-2022,vici crac,hl,r,,Nachtrag 2022-08-23,
saww03-2022,achi mill aggr,hl,+,,,
saww03-2022,alop prat,hl,+,,,
saww03-2022,aper spic vent,hl,r,,,
saww03-2022,arrh elat,hl,+,,,
saww03-2022,brom hord hord,hl,1,,,
saww03-2022,caly sepi,hl,+,,,
saww03-2022,cent jace jace,hl,+,,,
saww03-2022,cera holo,hl,2m,,,
saww03-2022,cirs arve,hl,2a,,,
saww03-2022,cyan sege,hl,+,,,
saww03-2022,cyno cris,hl,r,,,
saww03-2022,dact glom glom,hl,+,,,
saww03-2022,dauc caro caro,hl,1,,Nachtrag 2022-08-23,
saww03-2022,echi crus slat,hl,1,,Nachtrag 2022-08-23,
saww03-2022,elyt repe,hl,1,,,
saww03-2022,erig annu annu,hl,1,,,
saww03-2022,fest prat prat,hl,+,,,
saww03-2022,gali cili,hl,r,,Nachtrag 2022-08-23,
saww03-2022,glec hede,hl,+,,,
saww03-2022,holc lana,hl,+,,,
saww03-2022,leuc ircu,hl,+,,,
saww03-2022,loli mult,hl,+,,,
saww03-2022,loli pere,hl,1,,Nachtrag 2022-08-23,
saww03-2022,lotu corn,hl,+,,,
saww03-2022,matr cham,hl,2a,,,
saww03-2022,myos arve arve,hl,+,,,
saww03-2022,papa rhoe,hl,1,,,
saww03-2022,phle prat,hl,+,,Nachtrag 2022-08-23,
saww03-2022,plan majo majo,hl,1,,,
saww03-2022,poa annu,hl,+,,,
saww03-2022,poa triv,hl,2b,,,
saww03-2022,ranu repe,hl,+,,,
saww03-2022,rhin mino,hl,r,,,
saww03-2022,rhin sero,hl,r,,,
saww03-2022,rori palu,hl,1,,,
saww03-2022,sali purp,hl,r,,Nachtrag 2022-08-23,
saww03-2022,scor autu,hl,r,,Nachtrag 2022-08-23,
saww03-2022,sile dioi,hl,r,,,
saww03-2022,soli giga,hl,+,,,
saww03-2022,sonc aspe aspe,hl,1,,,
saww03-2022,stel medi,hl,+,,,
saww03-2022,symp offi,hl,+,,,
saww03-2022,tara sect rude,hl,2a,,,
saww03-2022,trif dubi,hl,+,,,
saww03-2022,trif prat prat,hl,1,,,
saww03-2022,trif repe repe,hl,3,,,
saww03-2022,trip inod,hl,2a,,,
saww03-2022,trit aest slat,hl,+,,,
saww03-2022,vici crac,hl,r,,Nachtrag 2022-08-23,
saww04-2022,achi mill aggr,hl,+,,,
saww04-2022,anth odor,hl,+,,,
saww04-2022,arrh elat,hl,+,,,
saww04-2022,briz medi,hl,+,,,
saww04-2022,caly sepi,hl,+,,,
saww04-2022,cent pulc,hl,r,,Nachtrag 2022-08-23,
saww04-2022,cera holo,hl,+,,,
saww04-2022,cirs arve,hl,+,,,
saww04-2022,crep bien,hl,2b,,,
saww04-2022,cyno cris,hl,1,,,
saww04-2022,dact glom glom,hl,r,,,
saww04-2022,erig annu annu,hl,+,,,
saww04-2022,fest prat prat,hl,2a,,,
saww04-2022,fest rubr aggr,hl,+,,,
saww04-2022,gali albu,hl,r,,,
saww04-2022,gali cili,hl,r,,Nachtrag 2022-08-23,
saww04-2022,glec hede,hl,+,,,
saww04-2022,holc lana,hl,3,,,
saww04-2022,hypo radi,hl,r,,,
saww04-2022,leon hisp hisp,hl,r,,,
saww04-2022,leuc ircu,hl,2a,,,
saww04-2022,linu cath,hl,r,,Nachtrag 2022-08-23,
saww04-2022,loli pere,hl,+,,Nachtrag 2022-08-23,
saww04-2022,lych flos cucu,hl,r,,,
saww04-2022,medi lupu,hl,+,,,
saww04-2022,ment arve,hl,+,,,
saww04-2022,plan lanc,hl,+,,,
saww04-2022,plan majo majo,hl,+,,,
saww04-2022,poa triv,hl,+,,,
saww04-2022,ranu acri acri,hl,+,,,
saww04-2022,ranu repe,hl,1,,,
saww04-2022,rori palu,hl,+,,,
saww04-2022,rume obtu obtu,hl,r,,,
saww04-2022,sonc aspe aspe,hl,+,,,
saww04-2022,stel medi,hl,r,,,
saww04-2022,tara sect rude,hl,2a,,,
saww04-2022,trif dubi,hl,+,,,
saww04-2022,trif prat prat,hl,1,,,
saww04-2022,trif repe repe,hl,2b,,,
saww04-2022,tris flav flav,hl,+,,,
saww04-2022,trit aest slat,hl,+,,,
saww04-2022,tuss farf,hl,r,,,
saww04-2022,vici sepi,hl,+,,Nachtrag 2022-08-23,
saww05-2022,achi mill aggr,hl,+,,,
saww05-2022,anth odor,hl,+,,,
saww05-2022,arrh elat,hl,1,,,
saww05-2022,bide fron,hl,+,,Nachtrag 2022-08-23,
saww05-2022,caly sepi,hl,+,,,
saww05-2022,cera holo,hl,+,,,
saww05-2022,cirs arve,hl,1,,,
saww05-2022,crep bien,hl,2b,,,
saww05-2022,cyno cris,hl,1,,,
saww05-2022,dact glom glom,hl,+,,,
saww05-2022,fest prat prat,hl,2b,,,
saww05-2022,fest rubr aggr,hl,1,,,
saww05-2022,gali albu,hl,+,,,
saww05-2022,glec hede,hl,+,,,
saww05-2022,holc lana,hl,3,,,
saww05-2022,hypo radi,hl,+,,,
saww05-2022,leon hisp hisp,hl,+,,,
saww05-2022,leuc ircu,hl,2a,,,
saww05-2022,loli mult,hl,+,,,
saww05-2022,loli pere,hl,+,,Nachtrag 2022-08-23,
saww05-2022,ment arve,hl,+,,,
saww05-2022,plan lanc,hl,+,,,
saww05-2022,poa triv,hl,+,,,
saww05-2022,ranu acri acri,hl,+,,,
saww05-2022,ranu repe,hl,+,,,
saww05-2022,rhin mino,hl,r,,,
saww05-2022,rhin sero,hl,r,,,
saww05-2022,rori palu,hl,r,,,
saww05-2022,rume cris,hl,r,,,
saww05-2022,sali alba,hl,r,,,
saww05-2022,sali purp,hl,r,,Nachtrag 2022-08-23,
saww05-2022,salv prat prat,hl,r,,,
saww05-2022,scro nodo,hl,r,,,
saww05-2022,soli giga,hl,+,,,
saww05-2022,sonc aspe aspe,hl,+,,,
saww05-2022,stel medi,hl,+,,,
saww05-2022,symp offi,hl,r,,,
saww05-2022,tara sect rude,hl,1,,,
saww05-2022,trif dubi,hl,+,,,
saww05-2022,trif prat prat,hl,2a,,,
saww05-2022,trif repe repe,hl,2a,,,
saww05-2022,tris flav flav,hl,+,,Nachtrag 2022-08-23,
saww05-2022,trit aest slat,hl,+,,,
saww05-2022,urti dioi dioi,hl,r,,,
saww06-2022,achi mill aggr,hl,+,,,
saww06-2022,anth odor,hl,+,,,
saww06-2022,arrh elat,hl,1,,,
saww06-2022,caly sepi,hl,+,,,
saww06-2022,camp patu patu,hl,+,,,
saww06-2022,cent jace jace,hl,+,,,
saww06-2022,cera holo,hl,+,,,
saww06-2022,crep bien,hl,2a,,,
saww06-2022,cyno cris,hl,1,,,
saww06-2022,dact glom glom,hl,+,,,
saww06-2022,erig annu annu,hl,r,,,
saww06-2022,fest prat prat,hl,2b,,,
saww06-2022,fest rubr aggr,hl,1,,,
saww06-2022,gali albu,hl,+,,,
saww06-2022,glec hede,hl,+,,,
saww06-2022,holc lana,hl,2a,,,
saww06-2022,lami purp,hl,+,,,
saww06-2022,leon hisp hisp,hl,+,,,
saww06-2022,leuc ircu,hl,2b,,,
saww06-2022,loli mult,hl,+,,,
saww06-2022,loli pere,hl,+,,,
saww06-2022,lotu corn,hl,r,,,
saww06-2022,lych flos cucu,hl,+,,,
saww06-2022,plan majo majo,hl,+,,,
saww06-2022,poa prat,hl,+,,,
saww06-2022,poa triv,hl,+,,,
saww06-2022,ranu acri acri,hl,+,,,
saww06-2022,ranu repe,hl,+,,Nachtrag 2022-08-23,
saww06-2022,rhin mino,hl,+,,,
saww06-2022,rori palu,hl,r,,,
saww06-2022,rume acet osa,hl,+,,,
saww06-2022,sonc aspe aspe,hl,+,,,
saww06-2022,stel medi,hl,+,,,
saww06-2022,tara sect rude,hl,1,,,
saww06-2022,trif dubi,hl,r,,,
saww06-2022,trif prat prat,hl,2b,,,
saww06-2022,trif repe repe,hl,2a,,,
saww06-2022,tris flav flav,hl,+,,,
saww06-2022,tuss farf,hl,r,,,
saww07-2022,achi mill aggr,hl,+,,,
saww07-2022,anth odor,hl,+,,,
saww07-2022,arrh elat,hl,1,,,
saww07-2022,caly sepi,hl,+,,,
saww07-2022,camp patu patu,hl,r,,,
saww07-2022,cent jace jace,hl,+,,,
saww07-2022,cera holo,hl,+,,,
saww07-2022,crep bien,hl,2a,,,
saww07-2022,cyno cris,hl,1,,,
saww07-2022,dact glom glom,hl,1,,,
saww07-2022,erig annu annu,hl,+,,,
saww07-2022,fest prat prat,hl,3,,,
saww07-2022,fest rubr aggr,hl,+,,,
saww07-2022,gali albu,hl,r,,Nachtrag 2022-08-23,
saww07-2022,glec hede,hl,+,,,
saww07-2022,holc lana,hl,2b,,,
saww07-2022,leon hisp hisp,hl,+,,,
saww07-2022,leuc ircu,hl,2b,,,
saww07-2022,loli pere,hl,r,,,
saww07-2022,lych flos cucu,hl,r,,,
saww07-2022,ment arve,hl,+,,,
saww07-2022,plan majo majo,hl,+,,,
saww07-2022,poa triv,hl,+,,,
saww07-2022,ranu acri acri,hl,+,,,
saww07-2022,ranu repe,hl,+,,,
saww07-2022,rhin mino,hl,+,,,
saww07-2022,rori palu,hl,+,,,
saww07-2022,rume acet osa,hl,+,,,
saww07-2022,sali purp,hl,r,,,
saww07-2022,soli giga,hl,+,,,
saww07-2022,sonc aspe aspe,hl,+,,,
saww07-2022,stel medi,hl,+,,,
saww07-2022,tara sect rude,hl,1,,,
saww07-2022,trif prat prat,hl,2b,,,
saww07-2022,trif repe repe,hl,2a,,,
saww07-2022,tris flav flav,hl,r,,Nachtrag 2022-08-23,
saww07-2022,tuss farf,hl,r,,Nachtrag 2022-08-23,
saww07-2022,verb offi,hl,r,,,
saww08-2022,achi mill aggr,hl,+,,,
saww08-2022,anth odor,hl,+,,,
saww08-2022,arrh elat,hl,1,,,
saww08-2022,caly sepi,hl,1,,,
saww08-2022,camp patu patu,hl,r,,,
saww08-2022,care hirt,hl,r,,,
saww08-2022,cent jace jace,hl,1,,,
saww08-2022,cera holo,hl,+,,,
saww08-2022,cirs arve,hl,+,,,
saww08-2022,crep bien,hl,1,,,
saww08-2022,cyno cris,hl,1,,,
saww08-2022,fest prat prat,hl,2a,,,
saww08-2022,fest rubr aggr,hl,1,,,
saww08-2022,gali albu,hl,+,,,
saww08-2022,glec hede,hl,+,,,
saww08-2022,holc lana,hl,2b,,,
saww08-2022,hypo radi,hl,r,,,
saww08-2022,leon hisp hisp,hl,+,,,
saww08-2022,leuc ircu,hl,2a,,,
saww08-2022,loli mult,hl,+,,,
saww08-2022,loli pere,hl,+,,,
saww08-2022,lotu corn,hl,r,,,
saww08-2022,ment arve,hl,+,,,
saww08-2022,plan lanc,hl,+,,,
saww08-2022,plan majo majo,hl,+,,,
saww08-2022,poa triv,hl,+,,,
saww08-2022,ranu acri acri,hl,+,,,
saww08-2022,ranu repe,hl,+,,,
saww08-2022,rhin alec alec,hl,+,,,
saww08-2022,rhin mino,hl,r,,,
saww08-2022,rori palu,hl,+,,,
saww08-2022,rume acet osa,hl,+,,,
saww08-2022,sali alba,hl,r,,Nachtrag 2022-08-23,
saww08-2022,sile vulg vulg,hl,r,,,
saww08-2022,sonc aspe aspe,hl,+,,,
saww08-2022,stel medi,hl,+,,,
saww08-2022,tara sect rude,hl,2a,,,
saww08-2022,trif dubi,hl,+,,,
saww08-2022,trif prat prat,hl,3,,,
saww08-2022,trif repe repe,hl,2b,,,
saww08-2022,tris flav flav,hl,+,,,
saww09-2022,achi mill aggr,hl,+,,,
saww09-2022,agro capi,hl,+,,,
saww09-2022,anth odor,hl,+,,,
saww09-2022,arrh elat,hl,+,,,
saww09-2022,caly sepi,hl,+,,,
saww09-2022,camp patu patu,hl,r,,,
saww09-2022,cent jace jace,hl,2a,,,
saww09-2022,cera holo,hl,+,,,
saww09-2022,cirs arve,hl,+,,,
saww09-2022,crep bien,hl,2a,,,
saww09-2022,cyno cris,hl,1,,,
saww09-2022,eupa cann,hl,r,,,
saww09-2022,fest prat prat,hl,2b,,,
saww09-2022,fest rubr aggr,hl,2a,,,
saww09-2022,gali albu,hl,+,,,
saww09-2022,glec hede,hl,+,,,
saww09-2022,holc lana,hl,2b,,,
saww09-2022,hypo radi,hl,+,,,
saww09-2022,leon hisp hisp,hl,1,,,
saww09-2022,leuc ircu,hl,2b,,,
saww09-2022,loli mult,hl,+,,Nachtrag 2022-08-23,
saww09-2022,loli pere,hl,+,,,
saww09-2022,lotu corn,hl,+,,,
saww09-2022,lych flos cucu,hl,r,,,
saww09-2022,lyth sali,hl,r,,,
saww09-2022,medi lupu,hl,+,,,
saww09-2022,plan lanc,hl,+,,,
saww09-2022,poa triv,hl,+,,,
saww09-2022,ranu acri acri,hl,+,,,
saww09-2022,ranu repe,hl,+,,,
saww09-2022,rhin alec alec,hl,+,,,
saww09-2022,rhin mino,hl,+,,,
saww09-2022,rume acet osa,hl,+,,,
saww09-2022,sali purp,hl,r,,,
saww09-2022,soli giga,hl,r,,Nachtrag 2022-08-23,
saww09-2022,sonc aspe aspe,hl,+,,,
saww09-2022,stel medi,hl,+,,,
saww09-2022,stel nemo,hl,r,,,
