plot,date,cov,t1cov,t2cov,scov,hcov,mcov,htl1,htl2,hsl,hhl1,hhl2,plsx,plsy,expo,slope,rock,bare,stones,latitude,longitude,accuracy,elevation,soil,location,plot,comment,alliance,association,observer
scx01,2018-04-21,,,,,,,,,,,,,,,,,,,47.899265,14.512904,10,,,Felsen südlich Schrattenboden Lichtl,,"planned, easy",,,R. Kaiser
scx02,2018-04-21,,,,,,,,,,,,,,,,,,,47.899667,14.512831,10,,,Felsen südlich Schrattenboden Lichtl,,"planned, easy",,,R. Kaiser
scx03,2018-04-21,,,,,,,,,,,,,,,,,,,47.899994,14.512808,10,,,Felsen südlich Schrattenboden Lichtl,,"planned, easy",,,R. Kaiser
scx04,2018-04-21,,,,,,,,,,,,,,,,,,,47.900553,14.512850,10,,,Felsen südlich Schrattenboden Lichtl,,"planned, easy",,,R. Kaiser
scx05,2018-04-21,,,,,,,,,,,,,,,,,,,47.899346,14.515222,10,,,Felsen südlich Schrattenboden Lichtl,,"planned, easy",,,R. Kaiser
scx06,2018-04-21,,,,,,,,,,,,,,,,,,,47.899078,14.515420,10,,,Felsen südlich Schrattenboden Lichtl,,"planned, easy",,,R. Kaiser
scx07,2018-04-21,,,,,,,,,,,,,,,,,,,47.898830,14.515577,10,,,Felsen südlich Schrattenboden Lichtl,,"planned, easy",,,R. Kaiser
scx08,2018-04-21,,,,,,,,,,,,,,,,,,,47.898590,14.515438,10,,,Felsen südlich Schrattenboden Lichtl,,"planned, moderate climbing",,,R. Kaiser
scx09,2018-04-21,,,,,,,,,,,,,,,,,,,47.898567,14.515167,10,,,Felsen südlich Schrattenboden Lichtl,,"planned, moderate climbing",,,R. Kaiser
