plot,abbr,layer,cov,voucher,comment,history
ws06,hier bupl,hl,+,,cf.,
ws06,juni sabi,hl,5,,,
ws06,lase lati lati,hl,1,,,
ws06,leon inca,hl,+,,,
ws06,pote caul,hl,+,,,
ws06,rham cath,hl,+,,,
ws06,sedu albu,hl,+,,,
ws06,sesl caer,hl,2a,,,
ws06,sile nuta nuta,hl,+,,,
ws06,teuc mont,hl,+,,,
ws06,vinc hiru,hl,+,,,
ws06,amel oval,sl,+,,,
ws06,fran alnu,sl,+,,,
ws06,frax exce,sl,+,,,
ws07,abie alba,hl,+,,,
ws07,acer pseu,hl,+,,,
ws07,anth ramo,hl,+,,,
ws07,apos foet,hl,+,,,
ws07,aspl ruta,hl,+,,,
ws07,aspl tric pach,hl,r,,,
ws07,brac sylv,hl,+,,,
ws07,buph sali,hl,1,,,
ws07,cala vari,hl,2a,,,
ws07,card defl viri,hl,+,,,
ws07,care alba,hl,2a,,,
ws07,care digi,hl,+,,,
ws07,ceph long,hl,+,,,
ws07,clem vita,hl,+,,,
ws07,conv maja maja,hl,2a,,,
ws07,corn sang slat,hl,+,,,
ws07,cory avel,hl,+,,,
ws07,cycl purp,hl,+,,,
ws07,daph meze,hl,+,,,
ws07,digi gran,hl,+,,,
ws07,dryo fili,hl,r,,,
ws07,epip atro,hl,+,,,
ws07,epip hell slat,hl,+,,,
ws07,euon lati,hl,r,,,
ws07,fagu sylv,hl,+,,,
ws07,frag vesc,hl,+,,,
ws07,frax exce,hl,+,,,
ws07,gali sylv,hl,+,,,
ws07,hede heli,hl,+,,,
ws07,hell nige,hl,2a,,,
ws07,hepa nobi,hl,2a,,,
ws07,hier bifi,hl,+,,,
ws07,hipp emer emer,hl,2a,,,
ws07,kern saxa,hl,r,,,
ws07,lase lati lati,hl,r,,,
ws07,leon inca,hl,r,,,
ws07,loni xylo,hl,+,,,
ws07,mela sylv,hl,+,,,
ws07,meli nuta,hl,1,,,
ws07,merc pere,hl,1,,,
ws07,moeh musc,hl,r,,,
ws07,orig vulg,hl,+,,,
ws07,pice abie,hl,+,,,
ws07,pimp majo majo,hl,r,,,
ws07,poly cham,hl,+,,,
ws07,poly odor,hl,r,,,
ws07,pren purp,hl,+,,,
ws07,rham cath,hl,+,,,
ws07,rubu sect rubu,hl,+,R. seri Glandulosi,,
ws07,salv glut,hl,+,,,
ws07,sesl caer,hl,2a,,,
ws07,soli virg virg,hl,+,,,
ws07,sorb aria,hl,+,,,
ws07,sorb aucu aucu,hl,+,,,
ws07,thal minu slat,hl,r,,,
ws07,tili plat,hl,+,,,
ws07,ulmu glab,hl,+,,,
ws07,vale trip,hl,1,,,
ws07,vibu lant,hl,+,,,
ws07,vinc hiru,hl,1,,,
ws07,neck cris,ml,2b,,,
ws07,acer pseu,sl,1,,,
ws07,berb vulg,sl,+,,,
ws07,clem vita,sl,+,,,
ws07,corn sang slat,sl,1,,,
ws07,cory avel,sl,2b,,,
ws07,fagu sylv,sl,1,,,
ws07,frax exce,sl,1,,,
ws07,loni xylo,sl,+,,,
ws07,pice abie,sl,+,,,
ws07,rham cath,sl,1,,,
ws07,sorb aria,sl,1,,,
ws07,tili plat,sl,1,,,
ws07,ulmu glab,sl,2a,,,
ws07,vibu lant,sl,+,,,
ws07,abie alba,tl1,2a,,,
ws07,acer plat,tl1,2a,,,
ws07,fagu sylv,tl1,2b,,,
ws07,abie alba,tl2,1,,,
ws07,fagu sylv,tl2,2a,,,
ws07,frax exce,tl2,1,,,
ws07,pice abie,tl2,1,,,
ws07,sorb aria,tl2,2b,,,
ws07,sorb aucu aucu,tl2,1,,,
ws07,tili plat,tl2,3,,,
ws07,ulmu glab,tl2,2b,,,
ws08,acer pseu,hl,+,,,
ws08,amel oval,hl,1,,,
ws08,anth ramo,hl,2m,,,
ws08,buph sali,hl,1,,,
ws08,cala vari,hl,2b,,,
ws08,card defl viri,hl,+,,,
ws08,care alba,hl,2b,,,
ws08,care orni orni,hl,+,,,
ws08,ceph long,hl,+,,,
ws08,clin alpi alpi,hl,+,,,
ws08,corn sang slat,hl,+,,,
ws08,cycl purp,hl,+,,,
ws08,epip atro,hl,+,,,
ws08,eric carn,hl,2a,,,
ws08,euph cypa,hl,+,,,
ws08,fagu sylv,hl,+,,,
ws08,fran alnu,hl,+,,,
ws08,frax exce,hl,+,,,
ws08,gali anis,hl,+,,,
ws08,gali sylv,hl,+,,,
ws08,glob cord,hl,+,,,
ws08,gymn cono cono,hl,+,,,
ws08,hell nige,hl,+,,,
ws08,hepa nobi,hl,+,,,
ws08,hier bifi,hl,+,,,
ws08,hipp emer emer,hl,+,,,
ws08,hype perf,hl,+,,,
ws08,meli nuta,hl,+,,,
ws08,merc pere,hl,+,,,
ws08,moli caer aggr,hl,+,M. arundinacea,,
ws08,pice abie,hl,+,,,
ws08,poly cham,hl,+,,,
ws08,poly odor,hl,1,,,
ws08,quer robu,hl,+,,,
ws08,rham cath,hl,+,,,
ws08,sesl caer,hl,2b,,,
ws08,soli virg virg,hl,+,,,
ws08,sorb aria,hl,+,,,
ws08,sorb aucu aucu,hl,+,,,
ws08,taxu bacc,hl,+,,,
ws08,thal minu slat,hl,+,,,
ws08,vacc myrt,hl,+,,,
ws08,vinc hiru,hl,1,,,
ws08,amel oval,sl,1,,,
ws08,fagu sylv,sl,+,,,
ws08,frag vesc,sl,2a,,,
ws08,frax exce,sl,+,,,
ws08,quer robu,sl,+,,,
ws08,rham cath,sl,+,,,
ws08,sorb aria,sl,2a,,,
ws08,fagu sylv,tl1,2b,,,
ws08,fagu sylv,tl2,3,,,
ws08,pice abie,tl2,1,,,
ws08,sorb aria,tl2,1,,,
ws08,taxu bacc,tl2,1,,,
ws09,anth ramo,hl,1,,,
ws09,buph sali,hl,+,,,
ws09,card defl viri,hl,1,,,
ws09,care alba,hl,1,,,
ws09,care digi,hl,+,,,
ws09,ceph long,hl,+,,,
ws09,clin alpi alpi,hl,+,,,
ws09,conv maja maja,hl,+,,,
ws09,corn sang slat,hl,1,,,
ws09,cory avel,hl,+,,,
ws09,coto tome,hl,r,,,
ws09,cycl purp,hl,+,,,
ws09,dant decu slat,hl,r,,,
ws09,epip atro,hl,+,,,
ws09,epip hell slat,hl,+,,,
ws09,eric carn,hl,1,,,
ws09,euph cypa,hl,+,,,
ws09,fagu sylv,hl,+,,,
ws09,frag vesc,hl,+,,,
ws09,frax exce,hl,+,,,
ws09,gali anis,hl,+,,,
ws09,hepa nobi,hl,+,,,
ws09,hier bifi,hl,+,,,
ws09,hipp emer emer,hl,1,,,
ws09,lase lati lati,hl,+,,,
ws09,loni xylo,hl,+,,,
ws09,mela sylv,hl,+,,,
ws09,moli caer aggr,hl,5,M. arundinacea,,
ws09,orig vulg,hl,1,,,
ws09,pice abie,hl,+,,,
ws09,poly cham,hl,+,,,
ws09,poly odor,hl,1,,,
ws09,quer robu,hl,+,,,
ws09,rham cath,hl,+,,,
ws09,rosa cani,hl,+,,,
ws09,rubu sect rubu,hl,+,R. seri Glandulosi,,
ws09,sesl caer,hl,2a,,,
ws09,teuc cham,hl,+,,,
ws09,teuc mont,hl,+,,,
ws09,vibu lant,hl,+,,,
ws09,vinc hiru,hl,1,,,
ws09,amel oval,sl,2a,,,
ws09,corn sang slat,sl,1,,,
ws09,cory avel,sl,1,,,
ws09,fagu sylv,sl,+,,,
ws09,hipp emer emer,sl,+,,,
ws09,rham cath,sl,1,,,
ws09,sorb aria,sl,1,,,
ws09,vibu lant,sl,+,,,
ws09,fagu sylv,tl1,2a,,,
ws09,frax exce,tl1,2a,,,
ws09,pice abie,tl1,1,,,
ws09,quer robu,tl1,3,,,
ws09,quer robu,tl2,1,,,
ws09,sorb aria,tl2,2b,,,
ws09,tili plat,tl2,2a,,,
ws10,amel oval,hl,+,,,
ws10,buph sali,hl,r,,,
ws10,cala vari,hl,2a,,,
ws10,call vulg,hl,+,,,
ws10,care alba,hl,1,,,
ws10,care humi,hl,r,,,
ws10,ceph long,hl,r,,,
ws10,conv maja maja,hl,+,,,
ws10,cory avel,hl,+,,,
ws10,coto tome,hl,+,,,
ws10,cten moll slat,hl,+,,,
ws10,cycl purp,hl,1,,,
ws10,epip atro,hl,+,,,
ws10,epip hell slat,hl,+,,,
ws10,eric carn,hl,4,,,
ws10,fagu sylv,hl,+,,,
ws10,frag vesc,hl,+,,,
ws10,fran alnu,hl,+,,,
ws10,gali sylv,hl,+,,,
ws10,hepa nobi,hl,+,,,
ws10,hier muro,hl,+,,,
ws10,hier saba,hl,r,,,
ws10,hipp emer emer,hl,+,,,
ws10,lase lati lati,hl,+,,,
ws10,merc pere,hl,+,,,
ws10,moli caer aggr,hl,2a,M. arundinacea,,
ws10,orig vulg,hl,+,,,
ws10,poly cham,hl,+,,,
ws10,pren purp,hl,+,,,
ws10,prun aviu slat,hl,+,,,
ws10,quer robu,hl,+,,,
ws10,rham cath,hl,+,,,
ws10,rosa pend,hl,+,,,
ws10,rubu sect rubu,hl,+,,,
ws10,sesl caer,hl,1,,,
ws10,soli virg virg,hl,+,,,
ws10,sorb aria,hl,+,,,
ws10,vacc myrt,hl,1,,,
ws10,vale trip,hl,+,,,
ws10,vinc hiru,hl,+,,,
ws10,neck cris,ml,1,,,
ws10,amel oval,sl,2a,,,
ws10,cory avel,sl,+,,,
ws10,fagu sylv,sl,2a,,,
ws10,fran alnu,sl,1,,,
ws10,loni xylo,sl,+,,,
ws10,quer robu,sl,1,,,
ws10,sorb aria,sl,+,,,
ws10,fagu sylv,tl1,2b,,,
ws10,lari deci deci,tl1,2a,,,
ws10,pice abie,tl1,1,,,
ws10,acer plat,tl2,2a,,,
ws10,fagu sylv,tl2,2b,,,
ws10,quer robu,tl2,2a,,,
ws10,sorb aria,tl2,1,,,
ws11,acer pseu,hl,+,,,
ws11,alli lusi,hl,+,,,
ws11,amel oval,hl,+,,,
ws11,anth ramo,hl,+,,,
ws11,arab hirs,hl,+,2014-0258,,
ws11,aspl ruta,hl,+,,,
ws11,aspl tric quad,hl,r,,,
ws11,brac sylv,hl,+,,,
ws11,buph sali,hl,2b,,,
ws11,cala vari,hl,2a,,,
ws11,camp trac,hl,+,,,
ws11,card defl viri,hl,1,,,
ws11,care alba,hl,1,,,
ws11,care digi,hl,+,,,
ws11,ceph long,hl,+,,,
ws11,ceph rubr,hl,r,cf.,,
ws11,clem vita,hl,+,,,
ws11,corn sang slat,hl,+,,,
ws11,cory avel,hl,+,,,
ws11,cycl purp,hl,+,,,
ws11,dian cart cart,hl,r,,,
ws11,digi gran,hl,+,,,
ws11,epip hell slat,hl,+,,,
ws11,eric carn,hl,r,,,
ws11,euph cypa,hl,+,,,
ws11,frag vesc,hl,+,,,
ws11,frax exce,hl,+,,,
ws11,gali albu,hl,+,,,
ws11,gali anis,hl,+,,,
ws11,glob cord,hl,r,,,
ws11,hede heli,hl,+,,,
ws11,hepa nobi,hl,+,,,
ws11,hier bifi,hl,+,,,
ws11,hier saba,hl,+,,,
ws11,hipp emer emer,hl,1,,,
ws11,kern saxa,hl,+,,,
ws11,lase lati lati,hl,1,,,
ws11,ligu vulg,hl,1,,,
ws11,loni xylo,hl,+,,,
ws11,meli nuta,hl,+,,,
ws11,merc pere,hl,+,,,
ws11,moeh musc,hl,+,,,
ws11,orig vulg,hl,+,,,
ws11,poly cham,hl,+,,,
ws11,poly odor,hl,+,,,
ws11,pote caul,hl,r,,,
ws11,rham cath,hl,1,,,
ws11,rosa cani,hl,r,,,
ws11,rosa pend,hl,r,,,
ws11,rubu sect rubu,hl,+,,,
ws11,salv glut,hl,+,,,
ws11,sesl caer,hl,1,,,
ws11,sile nuta nuta,hl,+,,,
ws11,sile vulg vulg,hl,+,,,
ws11,soli virg virg,hl,+,,,
ws11,teuc mont,hl,r,,,
ws11,thal minu slat,hl,2a,,,
ws11,tili ×vul,hl,+,,,
ws11,vinc hiru,hl,1,,,
ws11,viol hirt,hl,+,,,
ws11,viol reic,hl,+,,,
ws11,acer pseu,sl,+,,,
ws11,amel oval,sl,1,,,
ws11,clem vita,sl,1,,,
ws11,corn sang slat,sl,+,,,
ws11,cory avel,sl,4,,,
ws11,frax exce,sl,+,,,
ws11,hipp emer emer,sl,+,,,
ws11,ligu vulg,sl,2a,,,
ws11,loni xylo,sl,+,,,
ws11,rham cath,sl,+,,,
ws11,tili ×vul,sl,+,,,
ws11,tili plat,sl,+,,,
ws11,tili ×vul,tl1,2b,,,
ws11,frax exce,tl2,2a,,,
ws11,sorb aria,tl2,1,,,
ws11,taxu bacc,tl2,2a,,,
ws11,tili ×vul,tl2,2a,2014-0259,,
ws11,tili plat,tl2,1,,,
ws12,acer plat,hl,+,,,
ws12,acer pseu,hl,+,,,
ws12,amel oval,hl,+,,,
ws12,anth ramo,hl,r,,,
ws12,aspl ruta,hl,+,,,
ws12,aspl tric quad,hl,r,,,
ws12,aspl tric slat,hl,+,2014-0261,,
ws12,berb vulg,hl,+,,,
ws12,brac sylv,hl,+,,,
ws12,buph sali,hl,1,,,
ws12,cala vari,hl,2b,,,
ws12,camp trac,hl,+,,,
ws12,card defl viri,hl,+,,,
ws12,care alba,hl,2a,,,
ws12,care digi,hl,+,,,
ws12,ceph dama,hl,r,,,
ws12,ceph long,hl,+,,,
ws12,clem vita,hl,+,,,
ws12,corn sang slat,hl,+,,,
ws12,cycl purp,hl,+,,,
ws12,digi gran,hl,+,,,
ws12,epip hell slat,hl,+,,,
ws12,frag vesc,hl,+,,,
ws12,fran alnu,hl,+,,,
ws12,frax exce,hl,+,,,
ws12,gali anis,hl,+,,,
ws12,gali moll,hl,+,,,
ws12,gali sylv,hl,+,,,
ws12,hede heli,hl,+,,,
ws12,hepa nobi,hl,+,,,
ws12,hier bifi,hl,+,,,
ws12,hier muro,hl,+,,,
ws12,hipp emer emer,hl,1,,,
ws12,kern saxa,hl,+,,,
ws12,lase lati lati,hl,+,,,
ws12,ligu vulg,hl,+,,,
ws12,lili mart,hl,+,,,
ws12,loni xylo,hl,+,,,
ws12,meli nuta,hl,+,,,
ws12,merc pere,hl,+,,,
ws12,moeh musc,hl,+,,,
ws12,orig vulg,hl,+,,,
ws12,pice abie,hl,+,,,
ws12,pimp majo majo,hl,+,,,
ws12,poly cham,hl,+,,,
ws12,poly odor,hl,r,,,
ws12,rham cath,hl,+,,,
ws12,salv glut,hl,+,,,
ws12,sedu albu,hl,+,,,
ws12,sesl caer,hl,1,,,
ws12,sile vulg vulg,hl,+,,,
ws12,soli virg virg,hl,1,,,
ws12,sorb aria,hl,+,,,
ws12,thal minu slat,hl,+,,,
ws12,tili plat,hl,+,,,
ws12,ulmu glab,hl,+,,,
ws12,vale trip,hl,1,,,
ws12,vibu lant,hl,+,,,
ws12,vinc hiru,hl,1,,,
ws12,viol reic,hl,+,,,
ws12,acer plat,sl,+,,,
ws12,amel oval,sl,+,,,
ws12,clem vita,sl,+,,,
ws12,corn sang slat,sl,+,,,
ws12,cory avel,sl,3,,,
ws12,coto tome,sl,+,,,
ws12,frax exce,sl,1,,,
ws12,hipp emer emer,sl,+,,,
ws12,ligu vulg,sl,+,,,
ws12,loni xylo,sl,1,,,
ws12,malu sylv,sl,r,2014-0262,,
ws12,pice abie,sl,+,,,
ws12,rham cath,sl,+,,,
ws12,sorb aria,sl,1,,,
ws12,tili plat,sl,+,,,
ws12,acer plat,tl1,2a,,,
ws12,tili plat,tl1,3,,,
ws12,cory avel,tl2,1,,,
ws12,frax exce,tl2,2a,,,
ws12,sorb aria,tl2,2a,,,
ws12,taxu bacc,tl2,2b,,,
ws12,tili plat,tl2,2a,2014-0260,,
ws13,alli cari cari,hl,+,,,
ws13,alli lusi,hl,2a,,,
ws13,anth ramo,hl,+,,,
ws13,arab hirs,hl,+,,,
ws13,aspl ruta,hl,+,,,
ws13,buph sali,hl,1,,,
ws13,card defl viri,hl,1,,,
ws13,care alba,hl,+,,,
ws13,care digi,hl,+,,,
ws13,ceph long,hl,r,,,
ws13,clin alpi alpi,hl,+,,,
ws13,coro vagi,hl,+,,,
ws13,cory avel,hl,+,,,
ws13,cycl purp,hl,+,,,
ws13,dian cart cart,hl,1,,,
ws13,epip atro,hl,r,,,
ws13,euph cypa,hl,+,,,
ws13,fagu sylv,hl,+,,,
ws13,frag vesc,hl,+,,,
ws13,fran alnu,hl,+,,,
ws13,frax exce,hl,+,,,
ws13,gali albu,hl,r,,,
ws13,gali anis,hl,1,,,
ws13,gymn cono cono,hl,+,,,
ws13,hype perf,hl,+,,,
ws13,ligu vulg,hl,+,,,
ws13,meli cili,hl,1,,,
ws13,moeh musc,hl,r,,,
ws13,orig vulg,hl,1,,,
ws13,phyt orbi,hl,r,,,
ws13,poly cham,hl,+,,,
ws13,poly odor,hl,+,,,
ws13,rham cath,hl,+,,,
ws13,rhin glac,hl,+,,,
ws13,sedu albu,hl,+,,,
ws13,sesl caer,hl,2b,,,
ws13,sile nuta nuta,hl,+,,,
ws13,sorb aria,hl,+,,,
ws13,teuc cham,hl,+,,,
ws13,teuc mont,hl,1,,,
ws13,thal minu slat,hl,3,,,
ws13,vinc hiru,hl,3,,,
ws13,viol pyre,hl,+,2014-0263,,
ws13,viol rivi,hl,+,,,
ws13,cory avel,sl,2a,,,
ws13,ligu vulg,sl,+,,,
ws13,sorb aria,sl,1,2014-0264,,
ws13,frax exce,tl2,2a,,,
ws14,acer plat,hl,+,,,
ws14,acer pseu,hl,+,,,
ws14,alli lusi,hl,+,,,
ws14,anth ramo,hl,+,,,
ws14,arab aren,hl,+,,,
ws14,aspl ruta,hl,+,,,
ws14,aspl tric quad,hl,r,,,
ws14,berb vulg,hl,+,,,
ws14,brac pinn,hl,+,,,
ws14,brac sylv,hl,+,,,
ws14,buph sali,hl,1,,,
ws14,cala vari,hl,2a,,,
ws14,camp pers,hl,+,,,
ws14,camp rapu rapu,hl,r,,,
ws14,camp trac,hl,+,,,
ws14,card defl viri,hl,+,,,
ws14,care alba,hl,2a,,,
ws14,care digi,hl,1,,,
ws14,care orni orni,hl,+,,,
ws14,ceph dama,hl,r,cf.,,
ws14,ceph long,hl,+,,,
ws14,clem vita,hl,+,,,
ws14,cycl purp,hl,1,,,
ws14,digi gran,hl,+,,,
ws14,epip hell slat,hl,+,,,
ws14,eric carn,hl,+,,,
ws14,euon euro,hl,+,,,
ws14,fagu sylv,hl,r,,,
ws14,frag vesc,hl,+,,,
ws14,fran alnu,hl,+,,,
ws14,frax exce,hl,+,,,
ws14,gali anis,hl,+,,,
ws14,gali moll,hl,+,,,
ws14,glob cord,hl,r,,,
ws14,hede heli,hl,1,,,
ws14,hell nige,hl,1,,,
ws14,hepa nobi,hl,1,,,
ws14,hier bifi,hl,+,,,
ws14,hipp emer emer,hl,+,,,
ws14,kern saxa,hl,r,,,
ws14,lact mura,hl,+,,,
ws14,ligu vulg,hl,+,,,
ws14,loni xylo,hl,+,,,
ws14,meli nuta,hl,+,,,
ws14,merc pere,hl,+,,,
ws14,moeh musc,hl,+,,,
ws14,orig vulg,hl,1,,,
ws14,poly cham,hl,+,,,
ws14,poly vulg,hl,r,,,
ws14,prun aviu slat,hl,+,,,
ws14,rham cath,hl,2a,,,
ws14,rubu idae,hl,+,,,
ws14,salv glut,hl,+,,,
ws14,sedu albu,hl,r,,,
ws14,sesl caer,hl,2b,,,
ws14,sile nuta nuta,hl,+,,,
ws14,soli virg virg,hl,+,,,
ws14,taxu bacc,hl,+,,,
ws14,tili ×vul,hl,+,,,
ws14,ulmu glab,hl,+,,,
ws14,vibu lant,hl,+,,,
ws14,vinc hiru,hl,+,,,
ws14,amel oval,sl,+,,,
ws14,berb vulg,sl,+,,,
ws14,corn sang slat,sl,+,,,
ws14,cory avel,sl,3,,,
ws14,euon euro,sl,+,,,
ws14,fran alnu,sl,+,,,
ws14,hede heli,sl,+,,,
ws14,hipp emer emer,sl,+,,,
ws14,ligu vulg,sl,+,,,
ws14,loni xylo,sl,+,,,
ws14,prun aviu slat,sl,+,,,
ws14,rham cath,sl,2b,,,
ws14,sorb aria,sl,+,,,
ws14,taxu bacc,sl,+,,,
ws14,ulmu glab,sl,1,,,
ws14,vibu lant,sl,+,,,
ws14,frax exce,tl1,1,,,
ws14,tili ×vul,tl1,2b,,,
ws14,acer plat,tl2,1,,,
ws14,acer pseu,tl2,1,,,
ws14,frax exce,tl2,2a,,,
ws14,hede heli,tl2,+,,,
ws14,sorb aria,tl2,1,,,
ws14,tili ×vul,tl2,2a,,,
ws14,ulmu glab,tl2,1,,,
ws15,acer pseu,hl,+,,,
ws15,alli lusi,hl,+,,,
ws15,amel oval,hl,+,,,
ws15,anth ramo,hl,1,,,
ws15,arab aren,hl,+,,,
ws15,aspl ruta,hl,+,,,
ws15,aspl tric quad,hl,+,,,
ws15,berb vulg,hl,+,,,
ws15,brac sylv,hl,+,,,
ws15,buph sali,hl,2a,,,
ws15,cala vari,hl,2a,,,
ws15,card defl viri,hl,+,,,
ws15,care alba,hl,2a,,,
ws15,care digi,hl,+,,,
ws15,ceph long,hl,r,,,
ws15,clin alpi alpi,hl,+,,,
ws15,corn sang slat,hl,+,,,
ws15,cory avel,hl,+,,,
ws15,cycl purp,hl,+,,,
ws15,digi gran,hl,+,,,
ws15,eric carn,hl,3,,,
ws15,fest amet amet,hl,r,,,
ws15,frag vesc,hl,+,,,
ws15,fran alnu,hl,+,,,
ws15,gali anis,hl,+,,,
ws15,gali moll,hl,+,,,
ws15,hell nige,hl,+,,,
ws15,hepa nobi,hl,1,,,
ws15,hier bifi,hl,+,,,
ws15,hier saba,hl,+,,,
ws15,hipp emer emer,hl,+,,,
ws15,lact mura,hl,r,,,
ws15,ligu vulg,hl,1,,,
ws15,merc pere,hl,+,,,
ws15,orig vulg,hl,1,,,
ws15,pice abie,hl,+,,,
ws15,poly cham,hl,+,,,
ws15,poly odor,hl,+,,,
ws15,poly vulg,hl,+,,,
ws15,rham cath,hl,1,,,
ws15,sesl caer,hl,2b,,,
ws15,sile nuta nuta,hl,+,,,
ws15,soli virg virg,hl,+,,,
ws15,sorb aria,hl,+,,,
ws15,taxu bacc,hl,+,,,
ws15,teuc mont,hl,+,,,
ws15,vibu lant,hl,+,,,
ws15,vinc hiru,hl,1,,,
ws15,cten moll slat,ml,+,,,
ws15,neck cris,ml,+,,,
ws15,amel oval,sl,1,,,
ws15,berb vulg,sl,1,,,
ws15,corn sang slat,sl,+,,,
ws15,cory avel,sl,2b,,,
ws15,fagu sylv,sl,+,,,
ws15,fran alnu,sl,2a,,,
ws15,frax exce,sl,+,,,
ws15,hipp emer emer,sl,1,,,
ws15,ligu vulg,sl,1,,,
ws15,pice abie,sl,2a,,,
ws15,rham cath,sl,2a,,,
ws15,rosa elli,sl,+,2014-0348,,
ws15,sorb aria,sl,1,,,
ws15,taxu bacc,sl,+,,,
ws15,tili ×vul,sl,+,,,
ws15,vibu lant,sl,+,,,
ws15,fagu sylv,tl2,2a,,,
ws15,frax exce,tl2,2a,,,
ws15,pice abie,tl2,1,,,
ws15,sorb aria,tl2,2a,2014-0347,,
ws15,tili ×vul,tl2,3,,,
ws16,acer plat,hl,+,,,
ws16,acer pseu,hl,+,,,
ws16,anth ramo,hl,1,,,
ws16,arab aren,hl,+,,,
ws16,aspl ruta,hl,+,,,
ws16,aspl tric quad,hl,+,,,
ws16,berb vulg,hl,+,,,
ws16,brom bene,hl,+,,,
ws16,buph sali,hl,1,,,
ws16,cala vari,hl,2a,,,
ws16,camp pers,hl,+,,,
ws16,camp rapu rapu,hl,+,,,
ws16,camp trac,hl,+,,,
ws16,card defl viri,hl,+,,,
ws16,care alba,hl,2a,,,
ws16,ceph long,hl,+,,,
ws16,ceph rubr,hl,r,cf.,,
ws16,clem vita,hl,+,,,
ws16,clin vulg vulg,hl,+,,,
ws16,cory avel,hl,+,,,
ws16,coto diva,hl,r,,,
ws16,cycl purp,hl,1,,,
ws16,digi gran,hl,+,,,
ws16,epip hell slat,hl,+,,,
ws16,euon euro,hl,+,,,
ws16,frag vesc,hl,+,,,
ws16,frax exce,hl,+,,,
ws16,gali anis,hl,+,,,
ws16,gali moll,hl,+,,,
ws16,gera robe,hl,+,,,
ws16,hede heli,hl,+,,,
ws16,hell nige,hl,1,,,
ws16,hepa nobi,hl,+,,,
ws16,hier muro,hl,+,,,
ws16,hier saba,hl,r,,,
