plot;abbr;layer;cov;history
bl652;Tonicand;kl;1;
bl652;Collmult;kl;1;
re653;Leprinca;kl;30;
re653;Arthleuc;kl;40;
re653;Lecaabie;kl;10;
re654;Leprinca;kl;80;
re655;Claddigi;kl;10;
re655;Peltcoll;kl;30;
re656;Verrmura;kl;40;
re656;Verrhoch;kl;20;
re657;Verrmura;kl;10;
re657;Gyaljene;kl;10;
re657;Verrviri;kl;10;
re657;Verrhoch;kl;10;
re658;Grapscri;kl;40;
re658;Leprinca;kl;10;
re658;Normpulc;kl;10;
re658;Thellepa;kl;10;
re659;Verrmura;kl;20;
re659;Protincr;kl;20;
re660;Verrmura;kl;20;
re660;Protincr;kl;20;
re661;Phlyarge;kl;20;
re661;Grapscri;kl;20;
re662;Phlyarge;kl;10;
re662;Grapscri;kl;60;
re662;Hypophys;kl;30;
re663;Grapscri;kl;10;
re663;Parmsulc;kl;10;
re663;Pertamar;kl;30;
re663;Hypotubu;kl;10;
re663;Platglau;kl;1;
re664;Peltprae;kl;20;
re665;Verrmura;kl;1;
re665;Collfusc;kl;10;
re665;Gyaljene;kl;1;
re666;Gyaljene;kl;10;
re666;Collcris;kl;1;
re666;Leprcras;kl;10;
re666;Arthdisp;kl;1;
re667;Peltprae;kl;20;
re668;Buelgris;kl;10;
re668;Lecacarp;kl;10;
re668;Phlyarge;kl;1;
re668;Parmglab;kl;10;
re668;Grapscri;kl;10;
re668;Parmsulc;kl;10;
re668;Leprinca;kl;1;
re668;Hypophys;kl;20;
re668;Peltprae;kl;1;
re668;Cladpyxi;kl;10;
re668;Parmambi;kl;10;
re668;Parmsaxa;kl;1;
re668;Cetrcetr;kl;10;
re669;Phlyarge;kl;10;
re669;Parmglab;kl;1;
re669;Grapscri;kl;1;
re669;Parmsulc;kl;1;
re669;Hypophys;kl;1;
re669;Parmsaxa;kl;1;
re669;Cetrcetr;kl;1;
re669;Cyphtigi;kl;1;
re670;Lecacarp;kl;20;
re670;Phlyarge;kl;1;
re670;Parmglab;kl;20;
re670;Grapscri;kl;20;
re670;Hypophys;kl;20;
re670;Parmambi;kl;20;
re670;Cetrcetr;kl;1;
re671;Leprinca;kl;20;
re671;Imshaleu;kl;30;
re671;Cladochr;kl;30;
re672;Leptlich;kl;5;
re672;Peltpoly;kl;5;
re673;Buelgris;kl;10;
re673;Hypophys;kl;10;
re674;Parmsulc;kl;10;
re674;Hypophys;kl;10;
re674;Cladconi;kl;1;
re674;Pseufurf;kl;40;
re674;Platglau;kl;10;
re674;Claddigi;kl;1;
re675;Cladsqua;kl;100;
sc676;Verrmura;kl;20;
sc676;Verrhoch;kl;1;
sc676;Endopusi;kl;1;
sc676;Aspicont;kl;10;
sc677;Verrmura;kl;30;
sc677;Verrhoch;kl;1;
sc677;Endopusi;kl;1;
sc677;Aspicont;kl;10;
sc678;Leprinca;kl;1;
sc678;Hypophys;kl;1;
sc678;Claddigi;kl;1;
sc678;Endopusi;kl;1;
sc678;Dermmini;kl;1;
sc678;Peltpoly;kl;1;
sc678;Tonicand;kl;20;
sc678;Cladsymp;kl;1;
sc679;Calodolo;kl;10;
sc679;Leciluri;kl;10;
sc680;Verrmura;kl;20;
sc680;Leciluri;kl;1;
sc680;Tonicand;kl;1;
sc681;Endopusi;kl;20;
sc681;Leciluri;kl;10;
sc681;Aspicont;kl;1;
sc682;Verrmura;kl;1;
sc682;Collfusc;kl;10;
sc682;Cladfimb;kl;10;
sc682;Protrupe;kl;1;
sc682;Leptlich;kl;10;
sc682;Claddigi;kl;10;
sc682;Endopusi;kl;10;
sc682;Calodolo;kl;1;
sc682;Peltcoll;kl;1;
sc683;Verrmura;kl;1;
sc683;Collfusc;kl;10;
sc683;Leptlich;kl;10;
sc683;Claddigi;kl;10;
sc683;Endopusi;kl;10;
sc683;Calodolo;kl;1;
sc684;Verrmura;kl;10;
sc684;Collfusc;kl;10;
sc684;Leptlich;kl;10;
sc684;Endopusi;kl;10;
sc684;Peltcoll;kl;10;
sc685;Verrmura;kl;10;
sc685;Protrupe;kl;10;
sc685;Placnigr;kl;10;
sc685;Calopyra;kl;10;
sc686;Verrmura;kl;10;
sc686;Placnigr;kl;1;
sc686;Verrhoch;kl;10;
sc686;Endopusi;kl;1;
sc686;Agontris;kl;20;
sc686;Trapgran;kl;1;
sc686;Peltcoll;kl;10;
sc686;Cladsymp;kl;20;
sc686;Acarcerv;kl;1;
sc686;Bacibagl;kl;1;
sc687;Verrmura;kl;1;
sc687;Placnigr;kl;10;
sc687;Peltprae;kl;10;
sc687;Verrhoch;kl;1;
sc687;Endopusi;kl;10;
sc687;Peltcoll;kl;10;
sc688;Verrmura;kl;10;
sc688;Peltprae;kl;10;
sc688;Endopusi;kl;10;
sc688;Agontris;kl;10;
sc689;Verrmura;kl;10;
sc689;Phaeorbi;kl;10;
sc689;Protrupe;kl;1;
sc689;Physstel;kl;10;
sc689;Acarglau;kl;10;
sc689;Candaure;kl;10;
sc689;Lecamura;kl;10;
sc689;Verrhoch;kl;1;
sc689;Endopusi;kl;1;
sc689;Calopyra;kl;1;
sc689;Calochal;kl;1;
sc689;Catarufe;kl;10;
sc689;Cladsymp;kl;10;
sc689;Physcaes;kl;10;
sc689;Physperi;kl;10;
sc690;Verrmura;kl;1;
sc690;Phaeorbi;kl;10;
sc690;Protrupe;kl;10;
sc690;Acarglau;kl;10;
sc690;Candaure;kl;10;
sc690;Lecamura;kl;10;
sc690;Verrhoch;kl;1;
sc690;Endopusi;kl;10;
sc690;Calopyra;kl;1;
sc690;Calochal;kl;1;
sc690;Catarufe;kl;10;
sc690;Cladsymp;kl;10;
sc690;Physcaes;kl;10;
sc690;Physperi;kl;10;
sc691;Verrmura;kl;1;
sc691;Verrnigr;kl;1;
sc691;Phaeorbi;kl;10;
sc691;Acarglau;kl;20;
sc691;Candaure;kl;20;
sc691;Lecamura;kl;10;
sc691;Verrhoch;kl;10;
sc691;Endopusi;kl;10;
sc691;Catarufe;kl;10;
sc691;Physcaes;kl;10;
sc692;Verrmura;kl;10;
sc692;Verrnigr;kl;1;
sc692;Phaeorbi;kl;1;
sc692;Protrupe;kl;20;
sc692;Acarglau;kl;20;
sc692;Candaure;kl;10;
sc692;Lecamura;kl;1;
sc692;Verrhoch;kl;1;
sc692;Calopyra;kl;1;
sc692;Calochal;kl;10;
sc692;Catarufe;kl;10;
sc692;Cladsymp;kl;20;
sc693;Buelgris;kl;20;
sc693;Dimepine;kl;1;
sc693;Opegverm;kl;1;
sc693;Phaechlo;kl;1;
sc694;Cladchlo;kl;10;
sc695;Cladconi;kl;10;
sc695;Parmexas;kl;10;
sc695;Peltprae;kl;10;
sc695;Dimepine;kl;10;
sc696;Buelgris;kl;10;
sc696;Lecachla;kl;10;
sc696;Phlyarge;kl;1;
sc696;Parmglab;kl;10;
sc696;Parmsulc;kl;10;
sc696;Leprinca;kl;1;
sc696;Arthradi;kl;10;
sc696;Hypophys;kl;40;
sc696;Everprun;kl;10;
sc697;Buelgris;kl;20;
sc697;Lecacarp;kl;20;
sc697;Lecachla;kl;20;
sc697;Phlyarge;kl;10;
sc697;Parmglab;kl;10;
sc697;Parmsulc;kl;1;
sc697;Arthradi;kl;1;
sc697;Hypophys;kl;1;
sc697;Lecaconc;kl;20;
sc698;Parmglab;kl;1;
sc698;Parmsulc;kl;10;
sc698;Hypophys;kl;40;
sc698;Cladconi;kl;10;
sc698;Parmexas;kl;1;
sc698;Hypotubu;kl;20;
sc698;Hypofari;kl;20;
sc699;Lecachla;kl;1;
sc699;Phlyarge;kl;20;
sc699;Parmsulc;kl;20;
sc699;Pseufurf;kl;1;
sc699;Everprun;kl;1;
sc699;Platglau;kl;1;
sc700;Lecachla;kl;1;
sc700;Phlyarge;kl;1;
sc700;Parmglab;kl;10;
sc700;Parmsulc;kl;20;
sc700;Pseufurf;kl;10;
sc700;Platglau;kl;1;
sc701;Phlyarge;kl;10;
sc701;Parmsulc;kl;20;
sc701;Pseufurf;kl;1;
sc701;Usnefili;kl;1;
sc702;Buelgris;kl;20;
sc702;Lecacarp;kl;20;
sc702;Lecachla;kl;20;
sc702;Parmsulc;kl;1;
sc702;Pertalbe;kl;1;
sc702;Leprinca;kl;1;
sc702;Parmexas;kl;1;
sc703;Lecachla;kl;10;
sc703;Phlyarge;kl;10;
sc703;Hypophys;kl;1;
sc704;Lecacarp;kl;10;
sc704;Phlyarge;kl;1;
sc704;Parmsulc;kl;10;
sc704;Hypophys;kl;10;
sc704;Lecaconc;kl;10;
sc705;Lecacarp;kl;1;
sc705;Lecachla;kl;1;
sc705;Phlyarge;kl;30;
sc705;Pertalbe;kl;1;
sc706;Phlyarge;kl;1;
sc706;Cladconi;kl;10;
sc706;Claddigi;kl;10;
sc707;Buelgris;kl;10;
sc707;Lecachla;kl;10;
sc707;Phlyarge;kl;1;
sc707;Pertalbe;kl;1;
sc707;Lecaconi;kl;10;
sc708;Buelgris;kl;10;
sc708;Phlyarge;kl;1;
sc708;Parmsulc;kl;1;
sc708;Pertalbe;kl;10;
sc708;Arthradi;kl;20;
sc708;Hypophys;kl;1;
br709;Bacirube;kl;20;
br709;Acrogemm;kl;20;
br710;Lecacarp;kl;10;
br710;Phystene;kl;10;
br710;Parmglab;kl;10;
br710;Phaeorbi;kl;10;
br710;Parmsulc;kl;20;
br710;Hypophys;kl;20;
br710;Parmpast;kl;10;
br710;Parmsuba;kl;10;
br711;Lecachla;kl;1;
br711;Lecielae;kl;10;
br711;Physadsc;kl;20;
br711;Parmglab;kl;20;
br711;Parmsulc;kl;20;
br711;Pertalbe;kl;10;
br711;Xantpari;kl;10;
br711;Lecaintu;kl;1;
br711;Collauri;kl;10;
br712;Lecachla;kl;20;
br712;Parmglab;kl;10;
br712;Hypophys;kl;20;
br712;Loxoelat;kl;5;
br712;Loxocism;kl;5;
br713;Peltprae;kl;10;
br713;Multmuci;kl;1;
br714;Physadsc;kl;10;
br714;Xantpari;kl;10;
br714;Phaeendo;kl;10;
br714;Bacinaeg;kl;1;
br714;Calocer1;kl;5;
br714;Lecacyrt;kl;5;
br714;Macestig;kl;1;
br714;Mycofuca;kl;1;
br714;Phaehirs;kl;10;
br715;Collauri;kl;5;
br716;Collauri;kl;10;
br717;Physadsc;kl;10;
br717;Phystene;kl;10;
br717;Candrefl;kl;1;
br717;Phaeorbi;kl;1;
br717;Xantpari;kl;1;
br717;Candxant;kl;1;
br717;Physstel;kl;10;
br717;Parmpast;kl;1;
br717;Lecasamb;kl;1;
br718;Thellepa;kl;10;
br719;Parmsulc;kl;1;
br719;Hypophys;kl;20;
br719;Everprun;kl;1;
br719;Platglau;kl;10;
br719;Thellepa;kl;1;
br719;Parmsaxa;kl;1;
br719;Loxoelat;kl;10;
br719;Chaechry;kl;10;
br719;Arthleuc;kl;10;
br719;Chaetric;kl;20;
br719;Chrychlo;kl;10;
br719;Opegrufe;kl;10;
br719;Pertleuc;kl;1;
br720;Solosacc;kl;20;
br721;Dibabaeo;kl;10;
br721;Lobapulm;kl;10;
br722;Cladfimb;kl;30;
br722;Cladceno;kl;10;
br722;Lecaanop;kl;1;
br722;Lecahypo;kl;1;
br723;Mycosabu;kl;1;
br723;Vulppina;kl;10;
br723;Trapflex;kl;10;
br724;Cladconi;kl;10;
br724;Cladceno;kl;1;
br724;Claddigi;kl;10;
br724;Cladchlo;kl;10;
br725;Hypophys;kl;30;
br725;Bryofusc;kl;1;
br725;Parmambi;kl;30;
br725;Parmhype;kl;10;
br725;Hypofari;kl;1;
br725;Sareresi;kl;1;
br726;Hypophys;kl;10;
br726;Cladceno;kl;10;
br726;Loxoelat;kl;10;
br726;Hypofari;kl;10;
br726;Cladsqua;kl;10;
br726;Ochralbo;kl;10;
br726;Ochrarbo;kl;1;
br727;Placnigr;kl;5;
br727;Calosina;kl;5;
br727;Mycohypn;kl;1;
br728;Mycohypn;kl;10;
br729;Cladsqua;kl;10;
br729;Cladsymp;kl;10;
br729;Cladpoci;kl;10;
br730;Peltleuc;kl;40;
br731;Collfusc;kl;10;
br731;Protrupe;kl;10;
br731;Collundu;kl;1;
br731;Agontris;kl;10;
br731;Collcri1;kl;10;
br731;Lecadisp;kl;10;
br731;Peltrufe;kl;10;
br731;Collauri;kl;10;
br731;Caloisid;kl;1;
br731;Collpoly;kl;10;
br731;Diplmusc;kl;10;
br731;Leptgela;kl;10;
br732;Saccicma;kl;10;
br732;Trapflex;kl;10;
br732;Xyloabie;kl;10;
br733;Lecacarp;kl;10;
br733;Lecielae;kl;10;
br733;Parmglab;kl;20;
br733;Leprinca;kl;1;
br733;Arthradi;kl;10;
br733;Normpulc;kl;10;
br733;Anisnyss;kl;10;
br733;Lecaarge;kl;1;
br733;Phaeendo;kl;20;
br733;Opegrufe;kl;10;
br733;Bueldisc;kl;1;
br733;Mycoepix;kl;1;
br733;Parmrevo;kl;1;
br734;Lecacarp;kl;10;
br734;Lecachla;kl;10;
br734;Lecielae;kl;10;
br734;Parmglab;kl;10;
br734;Leprinca;kl;1;
br734;Arthradi;kl;10;
br734;Normpulc;kl;10;
br734;Anisnyss;kl;10;
br734;Lecaarge;kl;10;
br734;Phaeendo;kl;1;
br734;Opegrufe;kl;1;
br734;Bueldisc;kl;10;
br734;Parmrevo;kl;10;
br735;Lecacarp;kl;10;
br735;Lecachla;kl;10;
br735;Lecielae;kl;1;
br735;Parmglab;kl;10;
br735;Leprinca;kl;1;
br735;Arthradi;kl;10;
br735;Normpulc;kl;10;
br735;Anisnyss;kl;10;
br735;Lecaarge;kl;10;
br735;Phaeendo;kl;1;
br735;Opegrufe;kl;1;
br735;Bueldisc;kl;10;
br735;Mycoepix;kl;10;
br736;Grapscri;kl;20;
br736;Parmrevo;kl;20;
br737;Collfusc;kl;10;
br737;Protrupe;kl;10;
br737;Peltrufe;kl;10;
br737;Dermmini;kl;10;
br737;Leciluri;kl;10;
br737;Protincr;kl;10;
br737;Bacibagl;kl;10;
br737;Mycohypn;kl;10;
br737;Cladfurc;kl;10;
br737;Peltlepi;kl;10;
br737;Stauambr;kl;1;
br738;Collcri1;kl;10;
br738;Leciluri;kl;10;
br738;Calosina;kl;10;
br739;Verrnigr;kl;1;
br739;Collcris;kl;10;
br739;Verrmacr;kl;1;
br739;Leptlich;kl;10;
br739;Cladpyxi;kl;10;
br739;Calolact;kl;10;
br739;Leptsatu;kl;10;
br739;Dermmini;kl;10;
br739;Leciluri;kl;10;
br739;Physdubi;kl;10;
br739;Lemppoly;kl;10;
br739;Porpcrus;kl;10;
br739;Thelocel;kl;1;
br740;Verrnigr;kl;1;
br740;Collcris;kl;10;
br740;Leptlich;kl;10;
br740;Cladpyxi;kl;10;
br740;Calolact;kl;10;
br740;Leptsatu;kl;10;
br740;Dermmini;kl;10;
br740;Leciluri;kl;10;
br740;Physdubi;kl;10;
br740;Lemppoly;kl;10;
br740;Porpcrus;kl;10;
br740;Thelocel;kl;1;
br741;Lecadisp;kl;20;
br741;Hypofari;kl;10;
br741;Micadeni;kl;5;
br741;Lecamugh;kl;10;
br741;Cladsymp;kl;10;
br741;Lecistig;kl;10;
br741;Micacine;kl;5;
br742;Pseufurf;kl;10;
br742;Xantcand;kl;10;
br742;Lecavari;kl;10;
br742;Cyphtigi;kl;10;
br742;Cyphinqu;kl;10;
br743;Phaeorbi;kl;10;
br743;Pertamar;kl;1;
br743;Usnefili;kl;1;
br743;Platglau;kl;10;
br743;Parmsaxa;kl;10;
br743;Ochrandr;kl;10;
br744;Anisnyss;kl;1;
br744;Parmsaxa;kl;1;
br744;Cetroliv;kl;10;
br745;Lecaexpa;kl;10;
br745;Dimepine;kl;1;
br745;Chaetric;kl;10;
br745;Micapeli;kl;10;
br746;Pseufurf;kl;100;
br746;Hyposcal;kl;1;
br747;Platglau;kl;10;
br747;Cetrcetr;kl;10;
br747;Peltpoly;kl;10;
br747;Menetere;kl;10;
br748;Chaeferr;kl;60;
br749;Phlyarge;kl;10;
br749;Parmsulc;kl;10;
br749;Pertalbe;kl;10;
br749;Leprinca;kl;10;
br749;Normpulc;kl;10;
br749;Pertamar;kl;10;
br749;Parmsaxa;kl;10;
br749;Opegnive;kl;10;
br749;Cetrcetr;kl;10;
br749;Leprjack;kl;1;
br750;Physadsc;kl;10;
br750;Caloceri;kl;10;
br751;Parmsulc;kl;10;
br751;Normpulc;kl;1;
br751;Hypophys;kl;20;
br751;Pseufurf;kl;20;
br751;Usnefili;kl;1;
br751;Platglau;kl;10;
br751;Lobapulm;kl;1;
br751;Stristig;kl;1;
br752;Parmsulc;kl;20;
br752;Hypophys;kl;20;
br752;Pseufurf;kl;20;
br752;Usnefili;kl;10;
br752;Bryofusc;kl;10;
br752;Everdiva;kl;10;
br752;Usnesubf;kl;10;
br752;Mycoepix;kl;1;
br752;Bryonadv;kl;1;
br752;Usnehirt;kl;1;
br753;Candxant;kl;1;
br753;Pertamar;kl;20;
br753;Caloherb;kl;1;
br754;Parmsulc;kl;10;
br754;Hypotubu;kl;20;
br754;Pseufurf;kl;20;
br754;Platglau;kl;10;
br754;Parmsaxa;kl;10;
br754;Caliviri;kl;10;
br754;Pertleuc;kl;5;
br754;Pertcoro;kl;5;
br754;Pertisid;kl;1;
br754;Pyreniti;kl;1;
br755;Trapgela;kl;40;
br756;Amanpunc;kl;10;
br756;Lecacarp;kl;10;
br756;Lecachla;kl;20;
br756;Xantpari;kl;20;
br756;Hypophys;kl;20;
br756;Parmcape;kl;1;
br756;Pertamar;kl;1;
br756;Hypotubu;kl;10;
br756;Parmflav;kl;1;
br757;Cladceno;kl;30;
br757;Cladmaci;kl;30;
br757;Claddigi;kl;40;
br758;Phlyarge;kl;20;
br758;Leptsatu;kl;10;
br758;Lobapulm;kl;10;
br758;Hetespec;kl;1;
br759;Parmsulc;kl;10;
br759;Hypophys;kl;10;
br759;Pseufurf;kl;40;
br759;Usnefili;kl;1;
br759;Platglau;kl;10;
br759;Parmsaxa;kl;10;
br759;Vulppina;kl;10;
br759;Hypobitt;kl;10;
ga760;Lecaabie;kl;90;
ga761;Lecaabie;kl;100;
