taxon,matched.taxon
Melica.nutans,Melica nutans s.str.
Melica.nutans,Melica nutans s.str.
Hieracium.glaucum,Hieracium glaucum
Hieracium.glaucum,Hieracium glaucum
Scabiosa.lucida,Scabiosa lucida ssp. lucida
Scabiosa.lucida,Scabiosa lucida ssp. lucida
Prunella.grandiflora,Prunella grandiflora
Prunella.grandiflora,Prunella grandiflora
Asplenium.ruta.muraria,Asplenium ruta-muraria
Asplenium.ruta.muraria,Asplenium ruta-muraria
Schistidium.apocarpum,Schistidium apocarpum
Schistidium.apocarpum,Schistidium apocarpum
Picea.abies,Picea abies
Picea.abies,Picea abies
Kernera.saxatilis,Kernera saxatilis
Kernera.saxatilis,Kernera saxatilis
Fraxinus.excelsior,Fraxinus excelsior
Fraxinus.excelsior,Fraxinus excelsior
Thesium.alpinum,Thesium alpinum
Campanula.rapunculoides,Campanula rapunculoides ssp. rapunculoides
Campanula.rapunculoides,Campanula rapunculoides ssp. rapunculoides
Sambucus.racemosa,Sambucus racemosa
Sambucus.racemosa,Sambucus racemosa
Verbascum.sp.,Verbascum sp.
Verbascum.sp.,Verbascum sp.
Hippocrepis.comosa,Hippocrepis comosa
Fragaria.vesca,Fragaria vesca
Sorbus.aria,Sorbus aria s.str.
Gymnocarpium.robertianum,Gymnocarpium robertianum
Rubus.saxatilis,Rubus saxatilis
Thalictrum.saxatile,Thalictrum minus ssp. saxatile
Origanum.vulgare,Origanum vulgare ssp. vulgare
Fagus.sylvatica,Fagus sylvatica
Salix.eleagnos,Salix eleagnos ssp. eleagnos
Dryas.octopetala,Dryas octopetala
Thesium.rostratum,Thesium rostratum
Tolpis.staticifolia,Chlorocrepis staticifolia
Campanula.rotundifolia,Campanula rotundifolia agg.
Carlina.vulgaris,Carlina vulgaris ssp. vulgaris
Arabis.hirsuta,Arabis hirsuta s.str.
Hypnum.lacunosum,Hypnum cupressiforme var. lacunosum
