plot,latitude,longitude,accuracy,gridcell,location,elevation,date,hcov,observer
p166:1,47.595129,11.244484,200,8433/1,"Kocheler Berge, Hirschberg Südabfall, Rauhgrashalde",1160,2001-09-01,60,R. Urban  & A. Mayer
