Aufnahmenummer;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;5;4;4;4;4;4;4;4;4;4;4;5;5;4;4;4;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;4;4;5;4;5;4;4;4;5;4;4;4;5;5;5;5;4
Carex sempervirens                      @hl;.;.;.;1;+;2;.;+;.;.;.;.;.;.;1;.;.;.;2;.;.;.;2;+;.;.;.;1;2;+;.;.;.;.;.;.;2;.;.;.;.;+;.;+;.;+;.;+;+;.;+;1;+;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1;.;.;.;.;.;.;.;.;.;+;.;.;.;.;2;+;.;.;2;+;.;.
Dianthus alpinus                        @hl;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;+;+;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;+;.;1;+;1;+;.;.
Arabis ciliata                          @hl;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;+;+;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;r;+;.;.;.;.;.;.;.;.;.;.;.;.;.
Vaccinium gaultherioides                @hl;2;1;.;.;.;.;1;.;.;+;+;+;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
Huperzia selago                         @hl;1;+;.;+;.;.;+;.;.;1;1;2;+;+;.;1;+;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
loiseleuria procumbens                  @hl;+;+;+;.;1;+;.;.;.;.;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
Empetrum nigrum                         @hl;.;.;.;.;.;.;.;.;.;1;1;+;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
Homogyne alpina                         @hl;.;.;.;1;.;.;.;.;.;.;+;+;.;.;.;.;.;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
Agrostis rupestris                      @hl;.;.;.;1;.;.;.;.;.;.;.;.;.;.;1;.;1;2;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
Arctostaphylos alpinus                  @hl;+;2;+;1;.;.;+;.;.;2;3;2;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
Vaccinium vicis-idaea                   @hl;+;1;+;+;.;+;2;+;1;2;1;1;+;+;.;+;.;+;1;1;.;.;.;.;.;+;+;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;+;1;+;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
Campanula alpina                        @hl;+;+;.;+;.;+;+;+;+;.;+;+;.;.;1;.;.;1;.;+;+;+;+;+;.;+;+;+;+;.;.;.;.;.;.;.;.;.;.;.;.;+;1;.;.;.;.;.;1;.;.;.;.;.;+;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
Carex atrata                            @hl;1;.;.;1;+;+;+;+;+;+;1;1;+;1;.;.;.;1;1;+;1;.;1;1;1;.;+;.;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
Carex fuliginosa                        @hl;1;2;.;.;1;.;.;+;.;.;.;.;1;1;.;3;.;.;3;1;1;.;1;2;.;2;+;.;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
Pedicularis portenschlagii              @hl;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1;.;.;.;.;.;.;.
Vaccinium myrtillus                     @hl;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;+;+;.;+;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
Potentilla crantzii                     @hl;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1;.;+;+;1;.;+;.;+;.;.;+;.;.;+;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1;.;.;.;.;.;.;.
Valeriana celtica                       @hl;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1;2;.;2;2;.;.;+;.;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
Ranunculus alpestris                    @hl;1;+;.;+;.;+;+;+;1;1;+;+;.;.;.;.;.;.;1;1;.;+;+;+;1;.;+;+;+;2;+;.;.;.;.;2;+;1;+;+;+;+;+;.;.;1;+;.;.;.;.;.;.;.;+;.;.;+;.;.;+;f;.;.;.;.;.;.;.;+;.;.;1;+;.;.;.;1;+;.;.;.;.;.;.;.;+;.;+;.;.;.;.;.;.;+
Salix reticulata                        @hl;+;.;.;+;+;+;+;.;+;+;+;+;+;+;.;+;.;.;.;.;.;.;.;+;1;.;.;.;.;+;+;.;.;.;.;.;.;+;+;1;+;.;.;.;.;.;.;.;.;.;.;.;.;.;1;.;.;.;+;+;.;.;.;.;.;1;+;.;.;.;+;.;+;2;.;.;+;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
Salix retusa                            @hl;2;+;.;1;.;.;1;+;.;.;+;+;+;+;+;1;.;.;+;+;.;1;1;.;1;.;+;.;1;1;+;.;.;.;.;2;1;1;.;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2;.;.;.;.;.;.;2;.;.;.;.;2;+;.;.;.;1;.;.;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
Thlaspi alpestre                        @hl;.;+;.;.;.;.;+;.;.;+;+;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;+;+;.;.;.;.;.;.;.;.;.;+;.;.;.;.;+;+;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;+;r;.;.
Carex parviflora                        @hl;.;.;.;.;.;+;+;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;+;+;1;.;.;.;+;+;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
Pritzelago alpina                       @hl;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;+;.;.;.;.;.;.;.;.;.;.;.;.;.
Saxifraga sedoides                      @hl;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1;+;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
Silene pusilla                          @hl;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
Saxifraga stellaris                     @hl;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
Achillea atrata                         @hl;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
Crepis terglouensis                     @hl;.;.;.;.;.;.;+;+;+;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;+;+;.;1;.;+;.;.;.;.;.;.;.;.;.;.;.;.;.;1;.;.;1;.;+;+;.;.;1;.;1;1;.;.;.;+;1;+;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1
                                        @hl;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
Sesleria ovata                          @hl;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
linaria alpina                          @hl;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;+;.;.;.;.;.;.;.;.;.;.;.;.;.
Athamanta cretensis                     @hl;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;+;+;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
Juncus monanthos                        @hl;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;+;.;.;.;.;+;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1
                                        @hl;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
Primula auricuia                        @hl;.;.;f;.;.;.;.;.;+;+;.;.;.;.;2;.;+;.;.;+;+;+;.;+;.;.;.;.;.;.;+;.;.;.;.;.;.;.;.;.;.;2;1;1;1;.;+;+;1;+;.;.;.;.;.;r;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;r;.;.;.;4;1;4;4;1;1;4;4;.;1;.;1;2;2;1;1;1;.
Petrocallis pyrenaica                   @hl;.;.;.;+;.;.;.;.;.;.;.;.;.;.;+;+;.;.;.;+;+;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1;.;.;.;.;2;+;.;.;.;.;.;.;.;.;.;1;.;+;+;.;.;.;.;.;1;.;.;.;.;.;.;.;1;4;.;4;4;.;.;4;1;.;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.
Potentilla clusiana                     @hl;.;.;.;.;.;.;.;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1;.;2;.;.;.;.;.;.;.;.;.;.;.;+;.;+;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1;.;1;4;.;.;2;1;.;2;1;1;.;4;.;4;1;4;2;4;4;.;1;.;.;.;.
Saxifraga paniculata                    @hl;.;.;+;.;.;.;+;+;.;1;.;.;.;.;.;4;.;.;.;.;.;+;.;.;.;.;.;.;.;+;+;.;.;.;.;.;.;.;1;+;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;+;1;1;.;.;.;.;.;.;.;.;.;.;1;1;1;4;4;4;4;4;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
Draba sauteri                           @hl;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;+;+;1;.;.;.;.;.;1;4;4;4;4;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
Draba aizoides                          @hl;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;+;+;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
Trisetum alpestre                       @hl;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;+;.;.;.;.;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1;.;4;1;+;.;.;.;1;4;.;.;.;.
Valeriana saxatilis                     @hl;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1;.;.;.;.;.;.;.;.;.;.;.;.;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;4;.;.;.;.;.;.;.;.;.;.;.;.;.
                                        @hl;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
Saxifraga aizoides                      @hl;+;.;f;.;.;.;+;.;.;.;.;.;.;.;.;.;.;.;.;+;.;+;.;.;.;.;.;.;.;+;.;.;+;+;.;+;+;.;+;+;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
Kobresia simpliciuscula                 @hl;.;1;.;.;1;.;.;.;.;.;.;.;2;.;.;.;.;.;.;.;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
Tofieldia pusilla                       @hl;+;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
Parnassia palustris                     @hl;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
Tofieidia calyculata                    @hl;.;.;.;.;+;.;.;.;.;+;+;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1;.;.;1;+;+;.;.;4;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;4;.;.;.;.;.;.;.;.;.;.;.;4
Gentiana bavarica                       @hl;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
                                        @hl;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
Poa alpina                              @hl;1;.;*•;.;.;.;+;.;+;+;1;.;.;.;.;.;+;.;+;.;.;.;+;1;.;1;.;.;+;+;+;.;+;1;.;+;1;+;.;.;.;.;.;.;.;.;.;.;.;.;.;.;4;1;+;.;+;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;+;.;.
Campanula scheuchzeri                   @hl;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1;1;+;+;+;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;+;+;.;+;+;+;+;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;4;+;.;.;.;.;.;4;.;4;.;.;4;.;.;4;4;4;.;.
Ranunculus montanus agg                 @hl;.;.;.;.;.;.;.;.;.;.;.;.;.;.;+;.;+;+;+;+;+;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;+;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;4;.;.;.;.;.;.;+;4;4;.;.;.
Euphrasia picta                         @hl;.;.;.;.;.;.;.;.;.;.;.;.;.;.;+;.;+;+;.;.;.;.;.;.;.;.;.;.;.;.;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;4;.;.;.;.;.;.;.;.;.;4;4;.
Cerastium arvense subsp. strictum       @hl;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;4;.;.;.;.;.;.;.;.;.;.;.;.
lotus corniculatus                      @hl;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;+;2;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
                                        @hl;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
Persicaria vivipara                     @hl;1;+;+;+;+;1;+;+;+;+;.;+;.;+;1;1;+;+;2;1;1;1;1;+;1;1;+;1;1;1;1;.;1;+;+;+;1;.;.;.;.;1;1;+;1;1;4;1;+;.;+;.;1;1;+;+;1;.;4;4;.;.;.;.;.;.;.;.;.;4;.;4;4;1;1;.;.;.;.;.;1;4;.;1;.;.;1;4;1;1;1;1;1;1;4;.
Minuartia sedoides                      @hl;+;1;+;1;+;.;+;1;.;2;+;1;1;2;1;1;1;1;1;.;.;.;1;+;1;+;1;1;1;+;1;.;+;1;+;1;1;2;1;+;1;1;1;2;2;.;1;2;+;+;+;.;.;.;+;1;+;4;.;4;1;4;1;4;1;1;4;4;.;.;1;1;1;4;1;.;4;1;4;.;4;.;2;1;4;1;1;.;4;4;.;.;1;4;1;1
Silene acaulis                          @hl;1;1;1;I;1;2;1;1;2;2;1;2;3;2;1;1;1;I;2;I;1;1;3;3;2;2;2;2;3;2;1;1;2;1;1;I;2;2;2;1;2;1;I;2;2;1;.;1;2;1;.;.;2;+;2;2;1;4;.;4;1;.;1;+;4;.;1;1;1;1;1;1;1;1;1;1;1;4;1;I;.;4;.;4;4;4;+;2;4;1;.;1;1;1;4;3
Agrostis alpina                         @hl;+;+;+;1;.;1;1;+;2;2;2;1;2;+;2;1;.;2;2;2;+;.;.;.;+;1;1;1;.;.;.;+;.;.;1;.;.;.;.;+;.;1;1;2;1;.;.;+;3;1;1;.;+;1;.;1;.;.;.;4;.;.;.;.;.;.;.;.;.;.;4;+;4;.;.;.;.;.;4;.;.;.;.;2;4;1;1;1;2;1;2;.;1;1;1;.
Armeria alpina                          @hl;+;.;+•;.;.;.;+;+;+;1;+;+;+;+;1;+;.;.;+;.;.;.;+;+;+;+;+;+;+;+;.;+;+;+;.;+;+;+;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;+;4;.;4;.;4;+;.;4;.;+;.;+;+;.;4;.;.;4;.;.;4;4;.;.;.;.;.;4;.;.;.;.;.;.;.;.;.;.;.;.
Bartsia alpina                          @hl;+;.;+;.;1;+;.;.;.;+;+;.;.;.;.;+;.;+;+;.;+;+;+;+;+;.;+;+;+;1;+;+;+;.;+;+;+;+;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1;1;.;.
Hedysarum hedysaroides                  @hl;.;1;4;.;.;.;+;+;1;.;.;.;+;.;.;.;.;.;+;.;.;1;+;1;.;+;.;+;+;+;2;.;+;.;+;+;1;.;+;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
Myosotis alpestris                      @hl;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;+;1;1;.;+;+;.;1;+;r;+;.;.;.;+;+;+;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
