plot;abbr;layer;cov;browsed;voucher;comment;history
hw58;clem vita;sl;1;no;;;
hw58;corn sang slat;sl;3;yes;;;
hw58;frax exce;sl;1;yes;;;
hw58;ligu vulg;sl;+;no;;;
hw58;pinu nigr nigr;sl;2a;no;;;
hw58;prun maha;sl;2b;yes;;;
hw58;rosa micr;sl;2a;yes;;;
hw58;rosa rubi;sl;1;yes;;;
hw59;achi coll;hl;2a;yes;2008-0099;cf.;
hw59;ajug gene;hl;+;yes;;;
hw59;alli lusi;hl;+;yes;;;
hw59;anth ramo;hl;+;yes;;;
hw59;anth vuln poly;hl;+;yes;2008-0131;;
hw59;arrh elat;hl;1;yes;;;
hw59;aspe cyna;hl;+;yes;;;
hw59;astr glyc;hl;+;no;;;
hw59;brac pinn;hl;2b;no;;;
hw59;brac sylv;hl;+;no;;;
hw59;bupl falc falc;hl;+;yes;;;
hw59;care muri sstr;hl;+;no;2008-0065;cf.;
hw59;clem vita;hl;+;no;;;
hw59;clin vulg vulg;hl;1;no;;;
hw59;corn sang slat;hl;+;yes;;;
hw59;cusc epit epit;hl;+;no;;;
hw59;dact glom glom;hl;1;yes;;;
hw59;dian cart cart;hl;1;yes;;;
hw59;digi gran;hl;1;no;;;
hw59;erys sylv;hl;+;yes;;;
hw59;euph cypa;hl;+;no;;;
hw59;fest stri sulc;hl;2b;no;;;
hw59;gali luci;hl;1;yes;;;
hw59;geni pilo;hl;r;yes;;;
hw59;heli numm glab;hl;+;no;;;
hw59;hier pilo aggr;hl;1;no;;;
hw59;hier spec ies;hl;2a;no;;Cauligera-elata-type;
hw59;hype perf;hl;+;no;;;
hw59;jovi glob hirt;hl;+;no;;;
hw59;lase sile sile;hl;+;yes;;;
hw59;lina geni;hl;+;no;;;
hw59;linu tenu;hl;+;yes;2008-0102;;
hw59;lotu corn;hl;+;no;;;
hw59;medi falc;hl;+;no;;;
hw59;medi lupu;hl;+;no;;;
hw59;mela nemo;hl;+;no;;;
hw59;meli offi;hl;+;yes;2008-0132;;
hw59;micr perf;hl;+;no;;;
hw59;onon pusi;hl;1;yes;2008-0133;;
hw59;orig vulg;hl;2a;no;;;
hw59;pimp saxi slat;hl;2a;yes;;;
hw59;rosa arve;hl;+;yes;;;
hw59;sang mino mino;hl;+;yes;;;
hw59;scab ochr;hl;2a;yes;;;
hw59;secu vari;hl;2b;yes;;;
hw59;sile nuta nuta;hl;+;yes;;;
hw59;tana cory cory;hl;+;yes;;;
hw59;teuc cham;hl;1;no;;;
hw59;thym odor;hl;1;no;2008-0103;;
hw59;vale offi tenu;hl;+;no;;;
hw59;verb chai aust;hl;2a;no;;;
hw59;vero cham cham;hl;+;no;;;
hw59;unde bryo;ml;3;;;;
hw60;achi coll;hl;+;no;;;
hw60;alli lusi;hl;+;yes;;;
hw60;anth ramo;hl;+;yes;;;
hw60;anth vuln poly;hl;+;yes;;;
hw60;arab auri;hl;+;no;;;
hw60;arab sagi;hl;2a;yes;2008-0051;;
hw60;aren serp;hl;+;no;;;
hw60;arrh elat;hl;+;yes;;;
hw60;aspe cyna;hl;2a;yes;;;
hw60;brac pinn;hl;1;no;;;
hw60;brac sylv;hl;+;no;;;
hw60;brom erec;hl;+;yes;;;
hw60;card cras glau;hl;+;yes;;;
hw60;clin alpi alpi;hl;2a;no;;;
hw60;dact glom glom;hl;2a;yes;;;
hw60;dian cart cart;hl;+;yes;;;
hw60;digi gran;hl;+;yes;;;
hw60;euph cypa;hl;+;yes;;;
hw60;gale angu;hl;+;yes;;;
hw60;gali luci;hl;2b;yes;;;
hw60;gera sang;hl;1;yes;;;
hw60;heli numm glab;hl;+;no;;;
hw60;hier spec ies;hl;+;no;;Cauligera-elata-type;
hw60;hype perf;hl;+;yes;;;
hw60;jovi glob hirt;hl;1;no;;;
hw60;lase sile sile;hl;+;yes;;;
hw60;leon hisp slat;hl;+;no;2008-0021;;
hw60;lina geni;hl;+;yes;;;
hw60;lotu corn;hl;+;no;;;
hw60;medi falc;hl;+;no;;;
hw60;medi lupu;hl;+;no;;;
hw60;meli cili;hl;+;yes;;;
hw60;micr perf;hl;+;no;;;
hw60;orig vulg;hl;2a;no;2008-0134;;
hw60;pelt alli;hl;1;no;;;
hw60;pimp saxi slat;hl;+;no;;;
hw60;poa bade;hl;+;no;;;
hw60;poa comp;hl;+;no;;;
hw60;rosa cani;hl;+;yes;;;
hw60;salv vert;hl;2a;yes;;;
hw60;sang mino mino;hl;1;yes;;;
hw60;scab ochr;hl;1;yes;;;
hw60;secu vari;hl;1;yes;;;
hw60;sedu acre;hl;1;no;;;
hw60;sedu albu;hl;2b;no;;;
hw60;sedu sexa;hl;2b;no;;;
hw60;sesl caer;hl;+;yes;;;
hw60;sile nuta nuta;hl;+;yes;;;
hw60;tana cory cory;hl;1;yes;;;
hw60;teuc botr;hl;+;yes;;;
hw60;teuc cham;hl;1;no;;;
hw60;teuc mont;hl;+;no;;;
hw60;vale offi tenu;hl;+;yes;;;
hw60;verb chai aust;hl;2a;yes;;;
hw60;vero aust;hl;+;yes;;;
hw60;vinc hiru;hl;1;no;;;
hw60;homa lute;ml;+;no;;;
hw60;tort tort;ml;+;no;;;
hw60;rosa cani;sl;1;yes;;;
hw61;acer camp;hl;+;no;;;
hw61;anth vuln poly;hl;+;yes;;;
hw61;camp pers;hl;+;yes;;;
hw61;camp trac;hl;+;no;;;
hw61;care muri sstr;hl;+;no;;;
hw61;clin vulg vulg;hl;1;no;;;
hw61;corn sang slat;hl;+;yes;;;
hw61;crat mono;hl;+;yes;;;
hw61;euon verr;hl;+;no;;;
hw61;frax exce;hl;+;no;;;
hw61;gale angu;hl;+;no;;;
hw61;gali luci;hl;1;yes;;;
hw61;gent cruc;hl;+;no;;;
hw61;gera robe;hl;+;no;;;
hw61;gera sang;hl;1;no;;;
hw61;hede heli;hl;+;no;;;
hw61;hier spec ies;hl;+;no;;Cauligera-elata-type;
hw61;hylo maxi;hl;+;no;;;
hw61;hype perf;hl;+;no;;;
hw61;inul cony;hl;+;no;;;
hw61;lact vimi;hl;+;yes;;;
hw61;lase sile sile;hl;+;yes;;;
hw61;leon hisp slat;hl;+;no;;;
hw61;ligu vulg;hl;+;yes;;;
hw61;lina geni;hl;+;yes;;;
hw61;lotu corn;hl;+;yes;;;
hw61;malu sylv;hl;+;yes;;;
hw61;medi lupu;hl;+;no;;;
hw61;mela nemo;hl;3;yes;;;
hw61;meli offi;hl;+;no;;;
hw61;orig vulg;hl;2a;yes;;;
hw61;orob spec ies;hl;+;no;;;
hw61;prun maha;hl;+;yes;;;
hw61;rham cath;hl;+;yes;;;
hw61;rosa arve;hl;+;yes;;;
hw61;rosa cani blon;hl;+;yes;;;
hw61;salv vert;hl;1;yes;;;
hw61;sang mino mino;hl;+;no;;;
hw61;scab ochr;hl;+;yes;;;
hw61;secu vari;hl;2a;yes;;;
hw61;sedu albu;hl;1;no;;;
hw61;sedu sexa;hl;+;no;;;
hw61;sorb pann;hl;+;no;;;
hw61;taxu bacc;hl;+;no;;;
hw61;teuc cham;hl;+;no;;;
hw61;vale offi tenu;hl;+;no;;;
hw61;verb chai aust;hl;1;yes;;;
hw61;vero aust;hl;+;no;;;
hw61;vibu lant;hl;+;no;;;
hw61;vinc hiru;hl;+;no;;;
hw61;viol hirt;hl;+;no;;;
hw61;homa lute;ml;1;no;;;
hw61;hypn cupr;ml;2b;no;;;
hw61;unde bryo;ml;2b;;;;
hw61;acer camp;sl;1;no;;;
hw61;corn sang slat;sl;2a;yes;;;
hw61;euon verr;sl;1;no;;;
hw61;ligu vulg;sl;1;yes;;;
hw61;malu sylv;sl;1;yes;;;
hw61;prun maha;sl;2b;yes;;;
hw61;rham cath;sl;2a;yes;;;
hw61;rosa cani;sl;1;no;;;
hw61;rosa cani blon;sl;1;yes;;;
hw61;sorb pann;sl;2a;no;;;
hw61;taxu bacc;sl;1;no;;;
hw61;vibu lant;sl;+;no;;;
hw61;frax exce;tl2;1;no;;;
hw61;sorb pann;tl2;1;no;;;
hw62;acer pseu;hl;+;no;;;
hw62;amel oval;hl;+;no;;;
hw62;anth ramo;hl;+;no;;;
hw62;arab sagi;hl;+;no;;;
hw62;aspe cyna;hl;+;no;;;
hw62;astr glyc;hl;+;no;;;
hw62;berb vulg;hl;+;no;;;
hw62;brac sylv;hl;+;no;;;
hw62;buph sali;hl;+;no;;;
hw62;bupl falc falc;hl;+;no;;;
hw62;camp pers;hl;+;no;;;
hw62;camp trac;hl;+;no;;;
hw62;care hall;hl;+;no;2008-0066;;
hw62;clem vita;hl;+;no;;;
hw62;clin vulg vulg;hl;+;no;;;
hw62;corn mas;hl;1;yes;;;
hw62;corn sang slat;hl;2a;yes;;;
hw62;coro coro;hl;+;no;;;
hw62;crat mono;hl;+;no;;;
hw62;cycl purp;hl;+;no;;;
hw62;dauc caro caro;hl;+;no;;; | Changed dauc caro To dauc caro caro 2012-11-27 14:15:27
hw62;digi gran;hl;+;no;;;
hw62;dory germ;hl;+;no;;;
hw62;erys sylv;hl;+;no;;;
hw62;euon verr;hl;+;no;;;
hw62;euph cypa;hl;+;no;;;
hw62;euph poly;hl;+;no;;;
hw62;frax exce;hl;+;no;;;
hw62;gali luci;hl;1;no;;;
hw62;gera robe;hl;+;no;;;
hw62;gera sang;hl;+;no;;;
hw62;hede heli;hl;+;no;;;
hw62;heli numm obsc;hl;+;no;2008-0106;;
hw62;hipp emer emer;hl;1;no;;;
hw62;hylo maxi;hl;1;no;;;
hw62;inul cony;hl;+;no;;;
hw62;ligu vulg;hl;+;no;;;
hw62;loni xylo;hl;+;no;;;
hw62;medi falc;hl;+;no;;;
hw62;medi lupu;hl;+;no;;;
hw62;mela nemo;hl;3;no;;;
hw62;meli cili;hl;+;yes;;;
hw62;orig vulg;hl;+;no;;;
hw62;peuc aust;hl;+;no;;;
hw62;poly cham;hl;+;no;;;
hw62;poly odor;hl;+;yes;;;
hw62;prun maha;hl;+;no;;;
hw62;pseu turr;hl;+;no;;;
hw62;rosa arve;hl;+;yes;;;
hw62;rosa cani;hl;+;no;;;
hw62;salv vert;hl;+;yes;;;
hw62;scab ochr;hl;+;no;;;
hw62;secu vari;hl;1;yes;;;
hw62;sedu albu;hl;+;no;;;
hw62;sile nuta nuta;hl;+;no;;;
hw62;sorb pann;hl;1;no;;;
hw62;taxu bacc;hl;+;no;;;
hw62;teuc cham;hl;+;no;;;
hw62;teuc mont;hl;+;no;;;
hw62;vale offi tenu;hl;+;no;;;
hw62;verb chai aust;hl;+;no;;;
hw62;viol hirt;hl;+;no;;;
hw62;homa lute;ml;1;no;;;
hw62;hylo sple;ml;+;no;;;
hw62;hypn cupr;ml;2b;no;;;
hw62;amel oval;sl;+;no;;;
hw62;berb vulg;sl;+;no;;;
hw62;corn mas;sl;1;yes;;;
hw62;corn sang slat;sl;2a;yes;;;
hw62;cory avel;sl;1;no;;;
hw62;crat mono;sl;+;no;;;
hw62;cyti nigr nigr;sl;+;no;;;
hw62;euon verr;sl;1;no;;;
hw62;frax exce;sl;+;no;;;
hw62;ligu vulg;sl;1;no;;;
hw62;loni xylo;sl;+;no;;;
hw62;prun maha;sl;3;no;;;
hw62;rosa cani;sl;+;no;;;
hw62;rosa micr;sl;+;no;;;
hw62;sorb pann;sl;2a;no;;;
hw62;vibu lant;sl;+;no;;;
hw62;pinu nigr nigr;tl2;1;no;;;
hw62;prun maha;tl2;1;no;;;
hw62;sorb pann;tl2;1;no;;;
hw62;tili cord;tl2;+;no;;;
hw63;alli flav;hl;+;no;;;
hw63;alli lusi;hl;1;yes;;;
hw63;amel oval;hl;+;yes;;;
hw63;anth ramo;hl;1;yes;;;
hw63;aspe cyna;hl;+;no;;;
hw63;aste amel;hl;1;no;;;
hw63;brac sylv;hl;1;no;;;
hw63;brom erec;hl;1;no;;;
hw63;buph sali;hl;+;no;;;
hw63;bupl falc falc;hl;+;no;;;
hw63;card cras glau;hl;1;no;;;
hw63;care hall;hl;1;no;;;
hw63;clin alpi alpi;hl;+;no;;;
hw63;clin vulg vulg;hl;+;no;;;
hw63;cusc epit epit;hl;+;no;;;
hw63;dact glom glom;hl;1;no;;;
hw63;dauc caro caro;hl;1;no;;; | Changed dauc caro To dauc caro caro 2012-11-27 14:15:27
hw63;dian cart cart;hl;+;no;;;
hw63;dory germ;hl;+;no;;;
hw63;echi vulg;hl;+;no;;;
hw63;erys sylv;hl;+;no;;;
hw63;euph cypa;hl;+;no;;;
hw63;gali luci;hl;+;no;;;
hw63;gera sang;hl;1;no;;;
hw63;glob cord;hl;+;no;;;
hw63;heli numm glab;hl;1;no;;;
hw63;heli numm obsc;hl;+;yes;;;
hw63;hylo maxi;hl;+;no;;;
hw63;hype perf;hl;+;no;;;
hw63;jovi glob hirt;hl;+;no;;;
hw63;lact vimi;hl;+;yes;;;
hw63;lase sile sile;hl;+;yes;;;
hw63;ligu vulg;hl;1;yes;;;
hw63;lina geni;hl;+;no;;;
hw63;meli cili;hl;1;yes;;;
hw63;orig vulg;hl;1;no;;;
hw63;rham cath;hl;+;no;;;
hw63;rosa cani;hl;+;no;;;
hw63;salv vert;hl;1;no;;;
hw63;sang mino mino;hl;+;no;;;
hw63;scab ochr;hl;2a;yes;;;
hw63;secu vari;hl;2b;yes;;;
hw63;sedu acre;hl;+;no;;;
hw63;sedu albu;hl;+;no;;;
hw63;sesl caer;hl;3;yes;;;
hw63;sile nuta nuta;hl;1;no;;;
hw63;sile vulg vulg;hl;+;no;;;
hw63;sorb pann;hl;+;no;;;
hw63;teuc botr;hl;+;no;;;
hw63;teuc cham;hl;+;no;;;
hw63;vale offi tenu;hl;+;no;;;
hw63;verb chai aust;hl;+;yes;;;
hw64;acon anth;hl;+;;;;
hw64;ajug gene;hl;+;;;;
hw64;alli flav;hl;r;;;;
hw64;alli lusi;hl;r;;;;
hw64;anth ramo;hl;1;;;;
hw64;anth vuln poly;hl;+;;;;
hw64;aren serp;hl;2m;;;;
hw64;arte vulg;hl;+;;;;
hw64;aspe cyna;hl;1;;;;
hw64;aspl ruta;hl;+;;;;
hw64;brac sylv;hl;r;;;;
hw64;card cras glau;hl;r;;;;
hw64;cent scab bade;hl;+;;;;
hw64;clin acin;hl;+;;;;
hw64;erys sylv;hl;+;;;;
hw64;euph cypa;hl;r;;;;
hw64;frax exce;hl;+;;;;
hw64;gali luci;hl;+;;;;
hw64;glob cord;hl;+;;;;
hw64;hack defl;hl;+;;;;
hw64;heli numm glab;hl;1;;;;
hw64;heli numm obsc;hl;2a;;;;
hw64;hier spec ies;hl;r;;2014-0169;;
hw64;jovi glob hirt;hl;+;;;;
hw64;leon inca;hl;+;;;;
hw64;lina geni;hl;1;;;;
hw64;medi lupu;hl;+;;;;
hw64;meli cili;hl;2b;;;;
hw64;micr perf;hl;2m;;;;
hw64;orig vulg;hl;+;;;;
hw64;pelt alli;hl;2a;;;;
hw64;poa comp;hl;2a;;;;
hw64;pote pusi;hl;+;;;;
hw64;pseu turr;hl;+;;;;
hw64;rese lute lute;hl;+;;;;
hw64;sedu albu;hl;+;;;;
hw64;sese aust;hl;+;;;;
hw64;sesl caer;hl;r;;;;
hw64;tara sect rude;hl;+;;;;
hw64;teuc cham;hl;1;;;;
hw64;teuc mont;hl;+;;;;
hw64;vinc hiru;hl;2a;;;;
hw64;viol coll;hl;r;;;;
hw65;ajug gene;hl;+;;;;
hw65;alli lusi;hl;+;;;;
hw65;anth ramo;hl;+;;;;
hw65;aren serp;hl;2m;;;;
hw65;care humi;hl;1;;;;
hw65;cirs vulg;hl;r;;;;
hw65;clin acin;hl;+;;;;
hw65;dory germ;hl;+;;;;
hw65;echi vulg;hl;+;;;;
hw65;erys sylv;hl;+;;;;
hw65;euph cypa;hl;+;;;;
hw65;gali luci;hl;1;;;;
hw65;hack defl;hl;+;;;;
hw65;heli numm obsc;hl;+;;;;
hw65;hype perf;hl;r;;;;
hw65;jovi glob hirt;hl;1;;;;
hw65;lact vimi;hl;+;;;;
hw65;leon inca;hl;1;;;;
hw65;lina geni;hl;+;;;;
hw65;lotu corn;hl;+;;;;
hw65;malv negl;hl;r;;;;
hw65;medi lupu;hl;+;;;;
hw65;meli cili;hl;+;;;;
hw65;micr perf;hl;+;;;;
hw65;orig vulg;hl;+;;;;
hw65;pelt alli;hl;+;;;;
hw65;rese lute lute;hl;+;;;;
hw65;rosa cani;hl;r;;;;
hw65;sang mino mino;hl;+;;;;
hw65;scab ochr;hl;1;;;;
hw65;secu vari;hl;+;;;;
hw65;sedu albu;hl;+;;;;
hw65;sese aust;hl;+;;;;
hw65;sesl caer;hl;+;;;;
hw65;stac rect rect;hl;+;;;;
hw65;tara sect rude;hl;+;;;;
hw65;teuc botr;hl;1;;;;
hw65;teuc cham;hl;+;;;;
hw65;verb offi;hl;+;;;;
hw65;vinc hiru;hl;+;;;;
hw66;alli lusi;hl;+;;;;
hw66;anth ramo;hl;+;;;;
hw66;aspl ruta;hl;+;;;;
hw66;aspl tric pach;hl;r;;;;
hw66;aspl tric quad;hl;1;;;;
hw66;camp pers;hl;+;;;;
hw66;camp trac;hl;+;;;;
hw66;corn mas;hl;+;;;;
hw66;cory avel;hl;+;;;;
hw66;cycl purp;hl;+;;;;
hw66;epip micr;hl;r;;2014-0163;;
hw66;euon verr;hl;+;;;;
hw66;frax exce;hl;+;;;;
hw66;hede heli;hl;+;;;;
hw66;hipp emer emer;hl;+;;;;
hw66;hylo maxi;hl;r;;;;
hw66;lact mura;hl;r;;;;
hw66;ligu vulg;hl;+;;;;
hw66;merc pere;hl;+;;;;
hw66;orig vulg;hl;+;;;;
hw66;pelt alli;hl;+;;;;
hw66;pice abie;hl;r;;;;
hw66;poly cham;hl;+;;;;
hw66;prun maha;hl;+;;;;
hw66;pseu turr;hl;+;;;;
hw66;rham cath;hl;+;;;;
hw66;rosa arve;hl;+;;;;
hw66;salv glut;hl;+;;;;
hw66;secu vari;hl;+;;;;
hw66;sesl caer;hl;+;;;;
hw66;sile nuta nuta;hl;+;;;;
hw66;sile vulg vulg;hl;r;;;;
hw66;tana cory cory;hl;+;;;;
hw66;vinc hiru;hl;1;;;;
hw66;viol alba slat;hl;+;;2014-0164;;
hw66;carp betu;sl;+;;;;
hw66;corn mas;sl;2a;;;;
hw66;cory avel;sl;2b;;;;
hw66;ligu vulg;sl;+;;;;
hw66;sorb pann;sl;1;;;;
hw66;abie alba;tl1;2a;;;;
hw66;acer pseu;tl1;2a;;;;
hw66;frax exce;tl1;2a;;;;
hw66;pinu nigr nigr;tl1;2a;;;;
hw66;tili ×vul;tl1;2a;;;;
hw66;tili cord;tl1;2b;;;;
hw66;carp betu;tl2;2b;;;;
hw66;fagu sylv;tl2;2a;;;;
hw66;quer pube pube;tl2;1;;;;
hw66;sorb pann;tl2;3;;;;
hw66;tili ×vul;tl2;2b;;;;
hw67;acer pseu;hl;+;;;;
hw67;aspl ruta;hl;r;;;;
hw67;aspl scol scol;hl;r;;;;
hw67;aspl tric quad;hl;1;;;;
hw67;camp pers;hl;+;;;;
hw67;camp rapu rapu;hl;+;;;;
hw67;camp trac;hl;+;;;;
hw67;clem vita;hl;+;;;;
hw67;corn mas;hl;+;;;;
hw67;cory avel;hl;+;;;;
hw67;cycl purp;hl;+;;;;
hw67;frax exce;hl;+;;;;
hw67;hede heli;hl;+;;;;
hw67;hier muro;hl;+;;;;
hw67;hipp emer emer;hl;+;;;;
hw67;hylo maxi;hl;r;;;;
hw67;lact mura;hl;+;;;;
hw67;ligu vulg;hl;+;;;;
hw67;meli meli;hl;+;;;;
hw67;merc pere;hl;+;;;;
hw67;moeh musc;hl;+;;;;
hw67;moeh trin;hl;r;;;;
hw67;pelt alli;hl;+;;;;
hw67;peuc aust;hl;r;;;;
hw67;prun maha;hl;+;;;;
hw67;pseu turr;hl;1;;;;
hw67;rham cath;hl;r;;;;
hw67;rosa arve;hl;+;;;;
hw67;salv glut;hl;+;;;;
hw67;sorb pann;hl;+;;;;
hw67;stap pinn;hl;+;;;;
hw67;tili cord;hl;+;;;;
hw67;vinc hiru;hl;+;;;;
hw67;viol alba slat;hl;+;;2014-0165;;
hw67;viol hirt;hl;+;;;;
hw67;corn mas;sl;2a;;;;
hw67;cory avel;sl;2a;;;;
hw67;sorb pann;sl;1;;;;
hw67;acer pseu;tl1;2a;;;;
hw67;frax exce;tl1;2b;;;;
hw67;sorb pann;tl1;1;;;;
hw67;tili cord;tl1;3;;;;
hw67;abie alba;tl2;2a;;;;
hw67;acer pseu;tl2;1;;;;
hw67;fagu sylv;tl2;2b;;;;
hw67;frax exce;tl2;2a;;;;
hw67;quer pube pube;tl2;2a;;;;
hw67;sorb pann;tl2;2b;;;;
hw67;tili cord;tl2;2b;;;;
hw67;tili plat;tl2;2b;;;;
hw68;ajug gene;hl;+;;;;
hw68;alli flav;hl;+;;;;
hw68;alli peti;hl;+;;;;
hw68;anth ramo;hl;+;;;;
hw68;arab auri;hl;r;;;;
hw68;arab sagi;hl;r;;2014-0157;;
hw68;aren serp;hl;+;;;;
hw68;aspl ruta;hl;+;;;;
hw68;aspl tric quad;hl;+;;;;
hw68;brac sylv;hl;+;;;;
hw68;brom erec;hl;+;;;;
hw68;cala vari;hl;+;;;;
hw68;care alba;hl;2a;;;;
hw68;care hall;hl;+;;2014-0158;;
hw68;care mich;hl;+;;;;
hw68;clin alpi alpi;hl;r;;;;
hw68;conv maja maja;hl;+;;;;
hw68;cycl purp;hl;+;;;;
hw68;dact glom glom;hl;+;;;;
hw68;digi gran;hl;+;;;;
hw68;epip atro;hl;r;;;;
hw68;frag vesc;hl;+;;;;
hw68;frax exce;hl;+;;;;
hw68;gali luci;hl;+;;;;
hw68;gera robe;hl;+;;;;
hw68;hede heli;hl;+;;;;
hw68;hipp emer emer;hl;+;;;;
hw68;lase sile sile;hl;+;;;;
hw68;ligu vulg;hl;+;;;;
hw68;lotu corn;hl;+;;;;
hw68;meli meli;hl;+;;;;
hw68;meli nuta;hl;+;;;;
hw68;micr perf;hl;+;;;;
hw68;orig vulg;hl;+;;;;
hw68;poa nemo;hl;+;;;;
hw68;poly cham;hl;+;;;;
hw68;pseu turr;hl;+;;;;
hw68;rham cath;hl;+;;;;
hw68;rosa arve;hl;+;;;;
hw68;salv glut;hl;+;;;;
hw68;salv prat prat;hl;+;;;;
hw68;sedu albu;hl;+;;;;
hw68;sesl caer;hl;1;;;;
hw68;sile nuta nuta;hl;+;;;;
hw68;stac rect rect;hl;+;;;;
hw68;tana cory cory;hl;+;;;;
hw68;teuc cham;hl;+;;;;
hw68;teuc mont;hl;+;;;;
hw68;tili ×vul;hl;+;;;;
hw68;vale offi tenu;hl;r;;;;
hw68;vinc hiru;hl;2a;;;;
hw68;viol alba slat;hl;+;;2014-0156;;
hw68;carp betu;sl;1;;;;
hw68;corn mas;sl;2a;;;;
hw68;cory avel;sl;1;;;;
hw68;prun maha;sl;1;;;;
hw68;sorb pann;sl;2a;;;;
hw68;tili ×vul;sl;1;;;;
hw68;frax exce;tl1;2a;;;;
hw68;pinu nigr nigr;tl1;2a;;;;
hw68;carp betu;tl2;2b;;;;
hw68;quer pube pube;tl2;1;;;;
hw68;sorb pann;tl2;3;;2014-0151;;
hw68;tili ×vul;tl2;2b;;2014-0155;;
hw69;abie alba;hl;r;;;;
hw69;acer plat;hl;+;;;;
hw69;acer pseu;hl;+;;;;
hw69;acta spic;hl;r;;;;
hw69;ajug gene;hl;r;;;;
hw69;arab sagi;hl;+;;;;
hw69;aspl ruta;hl;+;;;;
hw69;aspl tric quad;hl;+;;;;
hw69;camp pers;hl;+;;;;
hw69;camp trac;hl;+;;;;
hw69;care alba;hl;+;;;;
hw69;cycl purp;hl;+;;;;
hw69;euon verr;hl;+;;;;
hw69;euph amyg amyg;hl;r;;;;
hw69;frax exce;hl;+;;;;
hw69;gali odor;hl;+;;;;
hw69;gera robe;hl;+;;;;
hw69;hede heli;hl;r;;;;
hw69;hipp emer emer;hl;+;;;;
hw69;lact mura;hl;+;;;;
hw69;lili mart;hl;r;;;;
hw69;meli meli;hl;+;;;;
hw69;meli nuta;hl;+;;;;
hw69;merc pere;hl;+;;;;
hw69;pelt alli;hl;+;;;;
hw69;poa nemo;hl;r;;;;
hw69;poly acul;hl;+;;;;
hw69;poly vulg;hl;r;;;;
hw69;prim vulg vulg;hl;r;;;;
hw69;pseu turr;hl;1;;;;
hw69;rosa arve;hl;+;;;;
hw69;salv glut;hl;+;;;;
hw69;tili cord;hl;+;;;;
hw69;vinc hiru;hl;+;;;;
hw69;viol alba slat;hl;1;;;;
hw69;viol rivi;hl;+;;;;
hw69;carp betu;sl;+;;;;
hw69;corn mas;sl;2a;;;;
hw69;cory avel;sl;1;;;;
hw69;acer pseu;tl1;2b;;;;
hw69;frax exce;tl1;3;;;;
hw69;pice abie;tl1;2a;;;;
hw69;ulmu glab;tl1;2a;;;;
hw69;acer plat;tl2;2a;;;;
hw69;acer pseu;tl2;2a;;;;
hw69;carp betu;tl2;2b;;;;
hw69;frax exce;tl2;2a;;;;
hw69;sorb pann;tl2;2a;;;;
hw69;ulmu glab;tl2;1;;;;
hw70;acer pseu;hl;+;;;;
hw70;ajug gene;hl;+;;;;
hw70;arab sagi;hl;+;;;;
hw70;aspl ruta;hl;+;;;;
hw70;aspl tric quad;hl;+;;;;
hw70;brac pinn;hl;+;;;;
hw70;brac sylv;hl;+;;;;
hw70;camp pers;hl;+;;;;
hw70;camp rotu aggr;hl;+;;;;
hw70;camp trac;hl;+;;;;
hw70;card cras glau;hl;+;;;;
hw70;card nuta nuta;hl;+;;;;
hw70;clem vita;hl;+;;;;
hw70;cycl purp;hl;+;;;;
hw70;digi gran;hl;+;;;;
hw70;frax exce;hl;+;;;;
hw70;hede heli;hl;+;;;;
hw70;hier muro;hl;r;;;;
hw70;hipp emer emer;hl;+;;;;
hw70;inul cony;hl;+;;;;
hw70;lact mura;hl;+;;;;
hw70;ligu vulg;hl;+;;;;
hw70;meli nuta;hl;+;;;;
hw70;micr perf;hl;+;;;;
hw70;orig vulg;hl;+;;;;
hw70;pelt alli;hl;+;;;;
hw70;poly odor;hl;+;;;;
hw70;pseu turr;hl;+;;;;
hw70;salv glut;hl;+;;;;
hw70;sedu albu;hl;+;;;;
hw70;sesl caer;hl;+;;;;
hw70;sile nuta nuta;hl;+;;;;
hw70;sile vulg vulg;hl;+;;;;
hw70;stac rect rect;hl;+;;;;
hw70;tana cory cory;hl;+;;;;
hw70;tara sect rude;hl;+;;;;
hw70;teuc cham;hl;+;;;;
hw70;vinc hiru;hl;1;;;;
hw70;viol alba slat;hl;+;;;;
hw70;carp betu;sl;1;;;;
hw70;corn mas;sl;2b;;;;
hw70;frax exce;sl;2a;;;;
hw70;tili cord;sl;1;;;;
hw70;frax exce;tl1;2b;;;;
hw70;sorb pann;tl1;2a;;;;
hw70;tili cord;tl1;2a;;;;
hw70;carp betu;tl2;3;;;;
hw70;quer pube pube;tl2;2b;;;;
hw71;abie alba;hl;r;;;;
hw71;acer camp;hl;+;;;;
hw71;acer pseu;hl;+;;;;
hw71;arab sagi;hl;+;;2014-0159;;
hw71;aspl ruta;hl;+;;;;
hw71;aspl tric quad;hl;+;;;;
hw71;camp pers;hl;+;;;;
hw71;camp trac;hl;+;;;;
hw71;card cras glau;hl;+;;;;
hw71;care alba;hl;r;;;;
hw71;care hall;hl;r;;2014-0160;;
hw71;corn mas;hl;+;;;;
hw71;cycl purp;hl;+;;;;
hw71;dact glom glom;hl;+;;;;
hw71;digi gran;hl;+;;;;
hw71;epip atro;hl;+;;;;
hw71;euon euro;hl;+;;;;
hw71;euph dulc dulc;hl;r;;;;
hw71;frag mosc;hl;+;;;;
hw71;frax exce;hl;+;;;;
hw71;hede heli;hl;+;;;;
hw71;hipp emer emer;hl;+;;;;
