plot,abbr,layer,cov,comment,voucher,history
gb04,meli nuta,hl,1,,,
gb04,merc pere,hl,+,,,
gb04,orig vulg,hl,+,,,
gb04,peta para,hl,r,,,
gb04,poly cham,hl,1,,,
gb04,poly odor,hl,+,,,
gb04,pote caul,hl,+,,,
gb04,rham cath,hl,+,,,
gb04,rosa pend,hl,1,,,
gb04,sesl caer,hl,2a,,,
gb04,soli virg virg,hl,+,,,
gb04,sorb aria,hl,1,,,
gb04,sorb aucu aucu,hl,+,,,
gb04,teuc cham,hl,+,,,
gb04,teuc mont,hl,1,,,
gb04,vale trip,hl,+,,,
gb04,amel oval,sl,+,,,
gb04,clem vita,sl,+,,,
gb04,cory avel,sl,2b,,,
gb04,coto tome,sl,+,,,
gb04,fagu sylv,sl,2a,,,
gb04,frax exce,sl,+,,,
gb04,quer robu,sl,2a,zweite Strauchschicht,,
gb04,rham cath,sl,1,,,
gb04,rosa pend,sl,1,,,
gb04,sorb aria,sl,2b,,,
gb04,sorb aucu aucu,sl,+,,,
gb04,tili cord,sl,1,,,
gb05,acer pseu,hl,r,,,
gb05,amel oval,hl,2a,,,
gb05,anth ramo,hl,1,,,
gb05,beto alop,hl,+,,,
gb05,buph sali,hl,1,,,
gb05,cala vari,hl,3,,,
gb05,card defl viri,hl,1,,,
gb05,care alba,hl,1,,,
gb05,care digi,hl,+,,,
gb05,care mont,hl,2a,,,
gb05,clem vita,hl,+,,,
gb05,coto tome,hl,+,,,
gb05,eric carn,hl,1,,,
gb05,euph cypa,hl,1,,,
gb05,fagu sylv,hl,+,,,
gb05,frax exce,hl,1,,,
gb05,gali sylv,hl,+,,,
gb05,glob cord,hl,1,,,
gb05,hepa nobi,hl,+,,,
gb05,hier bifi,hl,+,,,
gb05,hipp como,hl,+,,,
gb05,kern saxa,hl,r,,,
gb05,lase lati lati,hl,+,,,
gb05,loni alpi,hl,r,,,
gb05,loni xylo,hl,+,,,
gb05,meli nuta,hl,1,,,
gb05,orig vulg,hl,2a,,,
gb05,phyt orbi,hl,+,,,
gb05,poly cham,hl,+,,,
gb05,pote caul,hl,+,,,
gb05,rham cath,hl,2m,,,
gb05,rosa pend,hl,1,,,
gb05,salv glut,hl,+,,,
gb05,sesl caer,hl,2a,,,
gb05,sorb aria,hl,1,,,
gb05,teuc cham,hl,1,,,
gb05,teuc mont,hl,+,,,
gb05,verb thap,hl,r,,,
gb05,vibu lant,hl,1,,,
gb05,vinc hiru,hl,r,,,
gb05,amel oval,sl,2b,,,
gb05,clem vita,sl,+,,,
gb05,coto tome,sl,+,,,
gb05,rham cath,sl,1,,,
gb05,sorb aria,sl,2a,,,
gb05,vibu lant,sl,1,,,
gb06,amel oval,hl,+,,,
gb06,anth ramo,hl,+,,,
gb06,apos foet,hl,1,,,
gb06,aspl ruta,hl,+,,,
gb06,berb vulg,hl,+,,,
gb06,buph sali,hl,+,,,
gb06,cala vari,hl,2b,,,
gb06,card defl viri,hl,2m,,,
gb06,care alba,hl,2a,,,
gb06,care brac,hl,r,,,
gb06,care digi,hl,+,,,
gb06,care flac,hl,1,,,
gb06,care mont,hl,2b,,,
gb06,ceph long,hl,+,,,
gb06,conv maja maja,hl,+,,,
gb06,cory avel,hl,+,,,
gb06,cyan mont,hl,+,,,
gb06,daph meze,hl,r,,,
gb06,euph amyg amyg,hl,1,,,
gb06,euph cypa,hl,+,,,
gb06,frax exce,hl,+,,,
gb06,gali anis,hl,+,,,
gb06,gali odor,hl,+,,,
gb06,gali sylv,hl,1,,,
gb06,hepa nobi,hl,+,,,
gb06,hier muro,hl,+,,,
gb06,knau maxi,hl,1,,,
gb06,laps comm comm,hl,+,,,
gb06,lase lati lati,hl,+,,,
gb06,loni alpi,hl,+,,,
gb06,loni xylo,hl,+,,,
gb06,meli nuta,hl,1,,,
gb06,merc pere,hl,1,,,
gb06,orig vulg,hl,+,,,
gb06,phyt orbi,hl,1,,,
gb06,pimp majo majo,hl,+,,,
gb06,pote caul,hl,r,,,
gb06,salv glut,hl,+,,,
gb06,soli virg virg,hl,1,,,
gb06,vale trip,hl,1,,,
gb06,vinc hiru,hl,+,,,
gb06,cory avel,sl,2a,,,
gb06,frax exce,sl,+,,,
gb06,abie alba,tl1,2b,,,
gb06,fagu sylv,tl1,3,,,
gb06,acer pseu,tl2,2a,,,
gb06,frax exce,tl2,1,,,
gb06,pice abie,tl2,2a,,,
gb06,sorb aria,tl2,2b,,,
gb06,ulmu glab,tl2,2a,,,
gb07,alli lusi,hl,1,,,
gb07,aspl ruta,hl,+,,,
gb07,berb vulg,hl,1,,,
gb07,buph sali,hl,+,,,
gb07,cala vari,hl,1,,,
gb07,camp rapu rapu,hl,+,,,
gb07,card defl viri,hl,+,,,
gb07,care digi,hl,+,,,
gb07,clem vita,hl,+,,,
gb07,conv arve,hl,r,unter Balme,,
gb07,conv maja maja,hl,r,,,
gb07,eric carn,hl,2a,,,
gb07,euph cypa,hl,+,,,
gb07,frax exce,hl,+,,,
gb07,gali anis,hl,+,,,
gb07,gali sylv,hl,+,,,
gb07,glob cord,hl,1,,,
gb07,hier bifi,hl,+,,,
gb07,hipp como,hl,+,,,
gb07,lase lati lati,hl,+,,,
gb07,leon inca,hl,+,,,
gb07,meli nuta,hl,+,,,
gb07,poa comp,hl,+,,,
gb07,poly cham,hl,1,,,
gb07,poly odor,hl,+,,,
gb07,pote caul,hl,2m,,,
gb07,rham cath,hl,1,,,
gb07,rosa pend,hl,2a,,,
gb07,sedu albu,hl,1,,,
gb07,sesl caer,hl,2a,,,
gb07,soli virg virg,hl,+,,,
gb07,teuc cham,hl,+,,,
gb07,teuc mont,hl,+,,,
gb07,amel oval,sl,2b,,,
gb07,frax exce,sl,1,,,
gb07,quer robu,sl,1,,,
gb07,rham cath,sl,1,,,
gb07,rosa pend,sl,1,,,
gb07,sorb aria,sl,2a,,,
gb07,vibu lant,sl,2a,,,
gb08,amel oval,hl,+,,,
gb08,anth ramo,hl,2a,,,
gb08,buph sali,hl,+,,,
gb08,cala vari,hl,3,,,
gb08,card defl viri,hl,1,,,
gb08,care alba,hl,2b,,,
gb08,care flac,hl,2b,,,
gb08,care mont,hl,1,,,
gb08,clem alpi,hl,+,,,
gb08,clem vita,hl,2b,,,
gb08,corn sang sang,hl,2m,,,
gb08,cyan mont,hl,+,,,
gb08,digi gran,hl,2b,,,
gb08,euph amyg amyg,hl,+,,,
gb08,euph cypa,hl,+,,,
gb08,gali sylv,hl,2a,,,
gb08,hede heli,hl,+,,,
gb08,hepa nobi,hl,+,,,
gb08,hier bifi,hl,+,,,
gb08,knau maxi,hl,+,,,
gb08,lase lati lati,hl,+,,,
gb08,ligu vulg,hl,+,,,
gb08,loni xylo,hl,+,,,
gb08,meli nuta,hl,1,,,
gb08,moli caer aggr,hl,2a,,,
gb08,orig vulg,hl,2a,,,
gb08,prun aviu slat,hl,+,,,
gb08,pulm offi,hl,+,,,
gb08,rosa arve,hl,+,,,
gb08,salv glut,hl,2a,,,
gb08,teuc cham,hl,2a,,,
gb08,vibu lant,hl,+,,,
gb08,vinc hiru,hl,+,,,
gb08,viol hirt,hl,+,,,
gb08,amel oval,sl,+,,,
gb08,clem vita,sl,1,,,
gb08,corn sang sang,sl,2a,,,
gb08,cory avel,sl,3,,,
gb08,loni nigr,sl,+,,,
gb08,loni xylo,sl,+,,,
gb08,popu trem,sl,+,,,
gb08,sorb aria,sl,2b,,,
gb08,vibu lant,sl,1,,,
gb08,prun aviu slat,tl2,2a,,,
gb08,sorb aria,tl2,2a,,,
gb09,alli lusi,hl,1,,,
gb09,amel oval,hl,+,,,
gb09,anth ramo,hl,+,,,
gb09,aspl ruta,hl,+,,,
gb09,aspl tric quad,hl,+,,,
gb09,berb vulg,hl,+,,,
gb09,buph sali,hl,1,,,
gb09,camp coch,hl,+,,,
gb09,camp rapu rapu,hl,2a,,,
gb09,card defl viri,hl,1,,,
gb09,care orni orni,hl,+,,,
gb09,cory avel,hl,1,,,
gb09,coto tome,hl,+,,,
gb09,gali anis,hl,+,,,
gb09,gali sylv,hl,+,,,
gb09,hede heli,hl,1,,,
gb09,kern saxa,hl,+,,,
gb09,knau maxi,hl,+,,,
gb09,leon inca,hl,1,,,
gb09,ligu vulg,hl,+,,,
gb09,orig vulg,hl,+,,,
gb09,pote caul,hl,1,,,
gb09,rham cath,hl,+,,,
gb09,rosa cani,hl,+,,,
gb09,rosa pend,hl,2a,,,
gb09,salv glut,hl,+,,,
gb09,sedu albu,hl,+,,,
gb09,sesl caer,hl,2a,,,
gb09,sile nuta nuta,hl,+,,,
gb09,sorb aria,hl,+,,,
gb09,teuc cham,hl,+,,,
gb09,vale trip,hl,+,,,
gb09,vibu lant,hl,+,,,
gb09,vinc hiru,hl,+,,,
gb09,amel oval,sl,2b,,,
gb09,berb vulg,sl,+,,,
gb09,cory avel,sl,2a,,,
gb09,coto tome,sl,+,,,
gb09,frax exce,sl,2a,,,
gb09,rham cath,sl,1,,,
gb09,rosa cani,sl,1,,,
gb09,rosa pend,sl,2b,,,
gb09,sorb aria,sl,2a,,,
gb09,vibu lant,sl,1,,,
gb10,acer pseu,hl,+,,,
gb10,ajug rept,hl,+,,,
gb10,apos foet,hl,1,,,
gb10,aspl ruta,hl,+,,,
gb10,aspl tric quad,hl,+,,,
gb10,brac sylv,hl,+,,,
gb10,buph sali,hl,+,,,
gb10,cala vari,hl,2b,,,
gb10,camp coch,hl,r,,,
gb10,camp rapu rapu,hl,r,,,
gb10,card defl viri,hl,1,,,
gb10,care alba,hl,3,,,
gb10,care digi,hl,+,,,
gb10,care flac,hl,2a,,,
gb10,care orni orni,hl,+,,,
gb10,clem vita,hl,1,,,
gb10,daph meze,hl,+,,,
gb10,digi gran,hl,+,,,
gb10,eupa cann,hl,+,,,
gb10,euph amyg amyg,hl,+,,,
gb10,euph cypa,hl,+,,,
gb10,euph dulc,hl,+,,,
gb10,fagu sylv,hl,+,,,
gb10,frax exce,hl,2b,,,
gb10,gale mont,hl,1,,,
gb10,gali sylv,hl,2m,,,
gb10,hepa nobi,hl,1,,,
gb10,hier muro,hl,+,,,
gb10,kern saxa,hl,r,,,
gb10,knau maxi,hl,+,,,
gb10,lact mura,hl,+,,,
gb10,lase lati lati,hl,+,,,
gb10,loni alpi,hl,+,,,
gb10,loni xylo,hl,+,,,
gb10,meli nuta,hl,+,,,
gb10,merc pere,hl,+,,,
gb10,pimp majo majo,hl,+,,,
gb10,pren purp,hl,+,,,
gb10,pulm offi,hl,+,,,
gb10,salv glut,hl,2a,,,
gb10,samb nigr,hl,1,,,
gb10,sani euro,hl,+,,,
gb10,sesl caer,hl,+,,,
gb10,soli virg virg,hl,+,,,
gb10,sorb aria,hl,+,,,
gb10,teuc cham,hl,+,,,
gb10,ulmu glab,hl,+,,,
gb10,vale mont,hl,+,,,
gb10,vero urti,hl,r,,,
gb10,vinc hiru,hl,+,,,
gb10,fagu sylv,sl,+,,,
gb10,loni xylo,sl,+,,,
gb10,pice abie,sl,+,,,
gb10,sorb aria,sl,+,,,
gb10,fagu sylv,tl1,4,,,
gb10,acer pseu,tl2,2a,,,
gb10,fagu sylv,tl2,2b,,,
gb10,frax exce,tl2,2b,,,
gb10,ulmu glab,tl2,1,,,
gb11,alli lusi,hl,1,,,
gb11,anth ramo,hl,2a,,,
gb11,aspl ruta,hl,+,,,
gb11,aspl tric quad,hl,+,,,
gb11,buph sali,hl,+,,,
gb11,cala vari,hl,1,,,
gb11,card defl viri,hl,1,,,
gb11,care digi,hl,+,,,
gb11,care orni orni,hl,+,,,
gb11,clin alpi alpi,hl,1,,,
gb11,eric carn,hl,2a,,,
gb11,euph cypa,hl,+,,,
gb11,frax exce,hl,+,,,
gb11,gali albu,hl,+,,,
gb11,gali anis,hl,1,,,
gb11,glob cord,hl,2b,,,
gb11,gymn cono cono,hl,r,,,
gb11,gymn robe,hl,r,,,
gb11,hier bifi,hl,+,,,
gb11,hier bupl,hl,+,,,
gb11,hipp como,hl,2a,,,
gb11,kern saxa,hl,+,,,
gb11,lase lati lati,hl,+,,,
gb11,leon inca,hl,1,,,
gb11,moeh musc,hl,2m,,,
gb11,poly cham,hl,2a,,,
gb11,poly odor,hl,2a,,,
gb11,rham cath,hl,+,,,
gb11,rosa cani,hl,+,,,
gb11,rubu idae,hl,r,,,
gb11,sedu albu,hl,+,,,
gb11,sesl caer,hl,1,,,
gb11,sile nuta nuta,hl,+,,,
gb11,sorb aria,hl,+,,,
gb11,teuc mont,hl,2b,,,
gb11,vinc hiru,hl,1,,,
gb11,viol hirt,hl,+,,,
gb11,amel oval,sl,2b,,,
gb11,rham cath,sl,2a,,,
gb11,rosa cani,sl,1,,,
gb11,sorb aria,sl,1,,,
gb12,acer plat,hl,+,,,
gb12,acer pseu,hl,2a,,,
gb12,anem nemo,hl,+,,,
gb12,anth ramo,hl,1,,,
gb12,apos foet,hl,+,,,
gb12,aspl ruta,hl,r,,,
gb12,cala vari,hl,1,,,
gb12,care alba,hl,2b,,,
gb12,care digi,hl,+,,,
gb12,care flac,hl,2a,,,
gb12,care mont,hl,+,,,
gb12,care orni orni,hl,r,,,
gb12,ceph dama,hl,r,,,
gb12,ceph long,hl,r,,,
gb12,conv maja maja,hl,+,,,
gb12,cory avel,hl,+,,,
gb12,cycl purp,hl,+,,,
gb12,epip atro,hl,r,,,
gb12,euph amyg amyg,hl,+,,,
gb12,fagu sylv,hl,+,,,
gb12,frax exce,hl,+,,,
gb12,gali sylv,hl,+,,,
gb12,hepa nobi,hl,+,,,
gb12,hier bifi,hl,+,,,
gb12,hier muro,hl,+,,,
gb12,loni alpi,hl,+,,,
gb12,meli nuta,hl,+,,,
gb12,merc pere,hl,r,,,
gb12,moli caer aggr,hl,2a,M. arundinacea,,
gb12,neot nidu,hl,r,,,
gb12,poly cham,hl,+,,,
gb12,poly odor,hl,+,,,
gb12,pren purp,hl,+,,,
gb12,quer robu,hl,+,,,
gb12,sesl caer,hl,2a,,,
gb12,taxu bacc,hl,+,,,
gb12,viol coll,hl,r,,,
gb12,loni xylo,sl,+,,,
gb12,fagu sylv,tl1,4,,,
gb12,fagu sylv,tl2,2b,,,
gb12,frax exce,tl2,2a,,,
gb12,pice abie,tl2,1,,,
gb12,sorb aria,tl2,2a,,,
gb12,taxu bacc,tl2,1,,,
gb13,acer pseu,hl,+,,,
gb13,aspl ruta,hl,+,,,
gb13,cala vari,hl,2b,,,
gb13,camp rapu rapu,hl,r,,,
gb13,care alba,hl,3,,,
gb13,care digi,hl,+,,,
gb13,care mont,hl,2a,,,
gb13,care orni orni,hl,+,,,
gb13,ceph dama,hl,r,,,
gb13,ceph long,hl,+,,,
gb13,ceph rubr,hl,r,,,
gb13,conv maja maja,hl,+,,,
gb13,corn sang sang,hl,+,,,
gb13,cory avel,hl,+,,,
gb13,cycl purp,hl,+,,,
gb13,epip atro,hl,+,,,
gb13,epip hell slat,hl,+,,,
gb13,fagu sylv,hl,+,,,
gb13,frag vesc,hl,+,,,
gb13,frax exce,hl,+,,,
gb13,gali sylv,hl,+,,,
gb13,hede heli,hl,1,,,
gb13,hepa nobi,hl,+,,,
gb13,hier muro,hl,r,,,
gb13,ligu vulg,hl,1,,,
gb13,loni xylo,hl,+,,,
gb13,meli nuta,hl,+,,,
gb13,merc pere,hl,+,,,
gb13,quer robu,hl,+,,,
gb13,rham cath,hl,+,,,
gb13,rosa arve,hl,r,,,
gb13,vibu lant,hl,1,,,
gb13,vinc hiru,hl,1,,,
gb13,viol coll,hl,r,,,
gb13,corn sang sang,sl,+,,,
gb13,cory avel,sl,2a,,,
gb13,coto hori,sl,r,,,
gb13,hede heli,sl,r,,,
gb13,ligu vulg,sl,1,,,
gb13,loni xylo,sl,+,,,
gb13,prun aviu slat,sl,r,,,
gb13,vibu lant,sl,+,,,
gb13,frax exce,tl1,2a,,,
gb13,pice abie,tl1,1,,,
gb13,pice abie,tl2,1,,,
gb13,quer robu,tl2,+,,,
gb13,sorb aria,tl2,2b,,,
gb13,taxu bacc,tl2,2a,,,
gb13,tili ×vul,tl2,2b,,,
gb13,tili plat,tl2,2b,,,
gb14,acer plat,hl,+,,,
gb14,acer pseu,hl,1,,,
gb14,brac sylv,hl,+,,,
gb14,cala vari,hl,2b,,,
gb14,care alba,hl,2b,,,
gb14,care flac,hl,2a,,,
gb14,care mont,hl,2b,,,
gb14,ceph long,hl,r,,,
gb14,conv maja maja,hl,+,,,
gb14,corn sang sang,hl,+,,,
gb14,daph meze,hl,r,,,
gb14,euph amyg amyg,hl,+,,,
gb14,fagu sylv,hl,1,,,
gb14,frax exce,hl,1,,,
gb14,gali sylv,hl,+,,,
gb14,hepa nobi,hl,+,,,
gb14,ligu vulg,hl,+,,,
gb14,loni xylo,hl,+,,,
gb14,prun aviu slat,hl,r,,,
gb14,quer robu,hl,r,,,
gb14,sorb aria,hl,+,,,
gb14,vinc hiru,hl,1,,,
gb14,acer pseu,sl,+,,,
gb14,corn sang sang,sl,+,,,
gb14,crat mono,sl,r,,,
gb14,fagu sylv,sl,+,,,
gb14,frax exce,sl,+,,,
gb14,jugl regi,sl,r,,,
gb14,loni xylo,sl,2b,,,
gb14,prun cera ifera,sl,r,,,
gb14,prun spin,sl,r,,,
gb14,acer plat,tl1,2a,,,
gb14,fagu sylv,tl1,4,,,
gb14,fagu sylv,tl2,2a,,,
gb14,pice abie,tl2,1,,,
gb15,acer plat,hl,+,,,
gb15,acer pseu,hl,2a,,,
gb15,brac sylv,hl,1,,,
gb15,cala vari,hl,2a,,,
gb15,care alba,hl,2a,,,
gb15,care digi,hl,+,,,
gb15,care flac,hl,2a,,,
gb15,care mont,hl,2b,,,
gb15,clem vita,hl,+,,,
gb15,cory avel,hl,+,,,
gb15,euph amyg amyg,hl,+,,,
gb15,fagu sylv,hl,1,,,
gb15,fest amet amet,hl,r,,,
gb15,frax exce,hl,1,,,
gb15,gali sylv,hl,+,,,
gb15,hede heli,hl,r,,,
gb15,hepa nobi,hl,+,,,
gb15,loni alpi,hl,+,,,
gb15,meli nuta,hl,+,,,
gb15,quer robu,hl,r,,,
gb15,rubu sect rubu,hl,+,,,
gb15,sorb aucu aucu,hl,r,,,
gb15,vibu lant,hl,r,,,
gb15,vinc hiru,hl,+,,,
gb15,viol reic,hl,+,,,
gb15,acer pseu,sl,1,,,
gb15,fagu sylv,sl,2a,,,
gb15,frax exce,sl,1,,,
gb15,jugl regi,sl,r,,,
gb15,loni xylo,sl,+,,,
gb15,fagu sylv,tl1,4,,,
gb15,fagu sylv,tl2,2a,,,
gb15,taxu bacc,tl2,1,,,
gb16,acer plat,hl,+,,,
gb16,acer pseu,hl,+,,,
gb16,anth ramo,hl,1,,,
gb16,aspl ruta,hl,+,,,
gb16,aspl tric quad,hl,+,,,
gb16,brac sylv,hl,+,,,
gb16,cala vari,hl,2a,,,
gb16,camp rapu rapu,hl,+,,,
gb16,care alba,hl,2b,,,
gb16,care digi,hl,+,,,
gb16,care mont,hl,2a,,,
gb16,care orni orni,hl,r,,,
gb16,ceph long,hl,+,,,
gb16,clem vita,hl,+,,,
gb16,conv maja maja,hl,+,,,
gb16,corn sang sang,hl,+,,,
gb16,cory avel,hl,+,,,
gb16,cycl purp,hl,+,,,
gb16,epip atro,hl,+,,,
gb16,epip hell slat,hl,+,,,
gb16,euph amyg amyg,hl,+,,,
gb16,euph dulc,hl,+,,,
gb16,euph verr,hl,r,,,
gb16,frag vesc,hl,+,,,
gb16,frax exce,hl,+,,,
gb16,hede heli,hl,+,,,
gb16,hepa nobi,hl,+,,,
gb16,hier bifi,hl,r,,,
gb16,hier muro,hl,+,,,
gb16,ligu vulg,hl,+,,,
gb16,loni xylo,hl,+,,,
gb16,meli nuta,hl,+,,,
gb16,merc pere,hl,r,,,
gb16,pice abie,hl,r,,,
gb16,poly odor,hl,r,,,
gb16,quer robu,hl,r,,,
gb16,rham cath,hl,+,,,
gb16,rosa arve,hl,+,,,
gb16,rosa cani,hl,+,,,
gb16,sesl caer,hl,+,,,
gb16,soli virg virg,hl,+,,,
gb16,sorb aria,hl,+,,,
gb16,taxu bacc,hl,+,,,
gb16,teuc cham,hl,+,,,
gb16,vibu lant,hl,+,,,
gb16,vinc hiru,hl,+,,,
gb16,viol coll,hl,r,,,
gb16,carp betu,sl,1,,,
gb16,corn sang sang,sl,1,,,
gb16,cory avel,sl,2a,,,
gb16,ligu vulg,sl,1,,,
gb16,loni xylo,sl,+,,,
gb16,pice abie,sl,+,,,
gb16,rham cath,sl,+,,,
gb16,sorb aria,sl,1,,,
gb16,vibu lant,sl,+,,,
gb16,frax exce,tl1,1,,,
gb16,quer robu,tl1,2b,,,
gb16,carp betu,tl2,2a,,,
gb16,frax exce,tl2,1,,,
gb16,hede heli,tl2,1,,,
gb16,pice abie,tl2,+,,,
gb16,quer robu,tl2,2a,,,
gb16,sorb aria,tl2,+,,,
gb16,taxu bacc,tl2,1,,,
gb16,tili ×vul,tl2,2b,,,
gb16,tili plat,tl2,3,,,
gb16,ulmu glab,tl2,+,,,
gb17,acer camp,hl,+,,,
gb17,acer plat,hl,+,,,
gb17,acer pseu,hl,+,,,
gb17,anth ramo,hl,+,,,
gb17,aspl ruta,hl,+,,,
gb17,brac sylv,hl,+,,,
gb17,buph sali,hl,+,,,
gb17,cala vari,hl,+,,,
gb17,camp rapu rapu,hl,+,,,
gb17,camp trac,hl,+,,,
gb17,care alba,hl,2b,,,
gb17,care digi,hl,2a,,,
gb17,care flac,hl,+,,,
gb17,care mont,hl,2b,,,
gb17,care orni orni,hl,r,,,
gb17,carp betu,hl,+,,,
gb17,clem vita,hl,+,,,
gb17,conv maja maja,hl,+,,,
gb17,corn sang sang,hl,+,,,
gb17,cory avel,hl,+,,,
gb17,coto hori,hl,r,,,
gb17,crat laev laev,hl,+,,,
gb17,crat mono,hl,+,,,
gb17,cycl purp,hl,1,,,
gb17,euph amyg amyg,hl,+,,,
gb17,euph cypa,hl,r,,,
gb17,fagu sylv,hl,+,,,
gb17,fest amet amet,hl,r,,,
gb17,frag vesc,hl,+,,,
gb17,frax exce,hl,+,,,
gb17,gali sylv,hl,+,,,
