plot,abbr,layer,cover,voucher,comment,history
uknl01,acer pseu,hl,1,,,
uknl01,acer pseu,sl,+,,,
uknl01,acon lyco vulp,hl,+,,,
uknl01,ajug rept,hl,+,,,
uknl01,anem nemo,hl,1,,,
uknl01,ange sylv sylv,hl,+,,,
uknl01,apos foet,hl,+,,,
uknl01,asar euro euro,hl,+,,,
uknl01,berb vulg,hl,+,,,
uknl01,berb vulg,sl,1,,,
uknl01,betu pend,sl,r,,,
uknl01,brac sylv,hl,1,,,
uknl01,cala vari,hl,1,,,
uknl01,care alba,hl,2a,,,
uknl01,care cary,hl,+,,,
uknl01,care flac,hl,1,,,
uknl01,care orni orni,hl,+,,,
uknl01,carp betu,hl,+,,,
uknl01,carp betu,sl,+,,,
uknl01,chae hirs,hl,r,,,
uknl01,cirs oler,hl,1,,,
uknl01,clem vita,hl,+,,,
uknl01,clem vita,sl,1,,,
uknl01,clin vulg vulg,hl,+,,,
uknl01,corn sang sang,hl,+,,,
uknl01,corn sang sang,sl,1,,,
uknl01,cory avel,hl,+,,,
uknl01,cory avel,sl,2a,,,
uknl01,crat laev laev,sl,r,,,
uknl01,crat mono,hl,r,,,
uknl01,crat mono,sl,+,,,
uknl01,dact macu slat,hl,+,,,
uknl01,daph meze,hl,+,,,
uknl01,desc cesp,hl,+,,,
uknl01,euon euro,hl,r,,,
uknl01,eupa cann,hl,+,,,
uknl01,euph cypa,hl,+,,,
uknl01,euph dulc dulc,hl,r,,,
uknl01,fagu sylv,sl,1,,,
uknl01,fagu sylv,tl2,2a,,,
uknl01,frag vesc,hl,+,,,
uknl01,fran alnu,hl,+,,,
uknl01,fran alnu,sl,1,,,
uknl01,frax exce,hl,+,,,
uknl01,gali albu,hl,+,,,
uknl01,hede heli,hl,1,,,
uknl01,hepa nobi,hl,+,,,
uknl01,hype perf,hl,r,,,
uknl01,knau maxi,hl,+,,,
uknl01,lath prat prat,hl,+,,,
uknl01,lath vern,hl,+,,,
uknl01,ligu vulg,hl,+,,,
uknl01,ligu vulg,sl,1,,,
uknl01,list ovat,hl,1,,,
uknl01,loni alpi,hl,+,,,
uknl01,loni xylo,hl,+,,,
uknl01,loni xylo,sl,+,,,
uknl01,luzu sylv sylv,hl,r,,,
uknl01,lysi nemo,hl,r,,,
uknl01,maia bifo,hl,+,,,
uknl01,meli nuta,hl,1,,,
uknl01,merc pere,hl,+,,,
