plot;abbr;layer;cov;voucher;comment;history
tg04;euph mini;hl;+;;cp. 2012-0139;
tg04;euph sali;hl;+;2012-0139;;
tg04;fest pumi;hl;+;;;
tg04;gali nori;hl;+;;;
tg04;gent brac;hl;r;2012-0140;an Deflationsanriss;
tg04;gent vern vern;hl;+;;;
tg04;heli alpe;hl;+;;;
tg04;horn alpi alpi;hl;+;;;
tg04;hupe sela;hl;+;;;
tg04;lari deci deci;hl;r;;;
tg04;lois proc;hl;+;;;
tg04;minu sedo;hl;+;;;
tg04;nocc cran;hl;+;;;
tg04;oxyt mont;hl;+;;;
tg04;pedi rose rose;hl;+;2012-0138;cf.;
tg04;pedi rost tata;hl;+;;;
tg04;pers vivi;hl;+;;;
tg04;ping alpi;hl;+;;;
tg04;poa alpi;hl;+;;;
tg04;prim clus;hl;+;;;
tg04;ranu alpe;hl;r;;;
tg04;rhod cham;hl;r;;;
tg04;rhod hirs;hl;+;;;
tg04;sali alpi;hl;r;;;
tg04;sali retu;hl;+;;;
tg04;saus pygm;hl;+;;;
tg04;saxi aizo;hl;+;;;
tg04;sela sela;hl;+;;;
tg04;sile acau exsc;hl;+;;;
tg04;tofi pusi;hl;+;;;
tg04;calo spec ies;ml;+;;;
tg04;tham verm verm;ml;+;;;
tg04;tort tort;ml;+;;;
tg05;agro alpi;hl;2a;;;
tg05;anth vuln alpi;hl;+;;;
tg05;arme alpi;hl;+;;;
tg05;bart alpi;hl;+;;;
tg05;camp alpi;hl;+;;;
tg05;care capi;hl;+;;;
tg05;care firm;hl;4;;;
tg05;care fuli;hl;+;;;
tg05;care parv;hl;+;;;
tg05;crep terg;hl;r;;;
tg05;drya octo;hl;2a;;;
tg05;euph mini;hl;+;;;
tg05;euph sali;hl;+;;;
tg05;fest pumi;hl;+;;;
tg05;gali nori;hl;+;;;
tg05;gent clus clus;hl;+;;;
tg05;gent vern vern;hl;+;;;
tg05;homo disc;hl;+;;;
tg05;hupe sela;hl;+;;;
tg05;kobr simp;hl;+;;;
tg05;lois proc;hl;1;;;
tg05;minu sedo;hl;+;;;
tg05;nocc cran;hl;+;;;
tg05;pedi rose rose;hl;+;;;
tg05;pedi rost tata;hl;+;;;
tg05;pers vivi;hl;+;;;
tg05;ping alpi;hl;+;;;
tg05;prim clus;hl;+;;;
tg05;ranu alpe;hl;+;;;
tg05;rhod hirs;hl;+;;;
tg05;sela sela;hl;+;;;
tg05;tofi pusi;hl;1;;;
tg05;vacc myrt;hl;+;;;
tg05;vacc viti;hl;+;;;
tg05;vale celt nori;hl;+;;;
tg05;cetr isla isla;ml;+;;;
tg05;clad pyxi;ml;+;;;
tg05;clad rang;ml;+;;;
tg05;clad unci slat;ml;+;;;
tg05;rhyt rugo;ml;+;;;
tg05;tham verm verm;ml;+;;;
tg05;tort tort;ml;+;;;
tg06;agro alpi;hl;2b;;;
tg06;ante carp;hl;+;;;
tg06;aren cili;hl;+;2012-0143;;
tg06;bart alpi;hl;+;;;
tg06;camp alpi;hl;+;;;
tg06;camp sche;hl;+;;;
tg06;care atra;hl;+;;;
tg06;care capi;hl;+;;;
tg06;care firm;hl;1;;;
tg06;care semp semp;hl;+;;;
tg06;drya octo;hl;2b;;;
tg06;empe herm;hl;r;;;
tg06;euph mini;hl;+;2012-0141;;
tg06;euph offi pict;hl;+;;cp. 2012-0141;
tg06;euph sali;hl;+;;cp. 2012-0141;
tg06;fest pumi;hl;+;;;
tg06;gali nori;hl;1;;;
tg06;gent aspe;hl;+;2012-0142;;
tg06;gent clus clus;hl;+;;;
tg06;hedy hedy hedy;hl;1;;;
tg06;heli alpe;hl;+;;;
tg06;homo disc;hl;+;;;
tg06;hupe sela;hl;+;;;
tg06;kobr simp;hl;+;;;
tg06;lois proc;hl;3;;;
tg06;minu sedo;hl;+;;;
tg06;oxyt mont;hl;+;;;
tg06;pedi rose rose;hl;+;;;
tg06;pedi rost tata;hl;+;;;
tg06;pers vivi;hl;+;;;
tg06;ping alpi;hl;+;;;
tg06;prim clus;hl;1;;;
tg06;ranu alpe;hl;+;;;
tg06;rhod hirs;hl;+;;;
tg06;sali retu;hl;+;;;
tg06;saus pygm;hl;+;;;
tg06;sela sela;hl;+;;;
tg06;sesl caer;hl;r;;;
tg06;sile acau long;hl;1;;;
tg06;tofi pusi;hl;1;;;
tg06;vacc gaul;hl;+;;;
tg06;vacc viti;hl;+;;;
tg06;vale celt nori;hl;+;;;
tg06;viol bifl;hl;+;;;
tg06;brac glar glar;ml;+;;;
tg06;cetr eric;ml;+;;;
tg06;cetr isla isla;ml;+;;;
tg06;clad pyxi;ml;+;;;
tg06;clad rang;ml;+;;;
tg06;clad unci slat;ml;+;;;
tg06;flav cucu;ml;+;;;
tg06;hylo sple;ml;+;;;
tg06;pleu schr;ml;+;;;
tg06;rhyt triq;ml;+;;;
tg06;tham verm verm;ml;+;;;
tg06;tort tort;ml;+;;;
tg07;agro alpi;hl;+;;;
tg07;arct alpi;hl;+;;;
tg07;camp alpi;hl;+;;;
tg07;care capi;hl;+;;;
tg07;care firm;hl;4;;;
tg07;care fuli;hl;r;;;
tg07;cera cari cari;hl;r;;2 vegetative Triebe;
tg07;crep terg;hl;+;;;
tg07;drya octo;hl;2a;;;
tg07;euph mini;hl;+;;;
tg07;euph sali;hl;+;;;
tg07;fest pumi;hl;+;;;
tg07;gali nori;hl;+;;;
tg07;gent clus clus;hl;+;;;
tg07;gent vern vern;hl;+;;;
tg07;heli alpe;hl;+;;;
tg07;hupe sela;hl;+;;;
tg07;kobr simp;hl;2b;;;
tg07;lois proc;hl;+;;;
tg07;minu sedo;hl;+;;;
tg07;pedi rose rose;hl;+;;;
tg07;pedi rost tata;hl;+;;;
tg07;ping alpi;hl;+;;;
tg07;pinu mugo;hl;r;;Keimling;
tg07;pote clus;hl;+;;;
tg07;prim clus;hl;+;;;
tg07;ranu alpe;hl;+;;;
tg07;saus pygm;hl;+;;;
tg07;saxi caes;hl;+;;;
tg07;saxi oppo oppo;hl;r;;;
tg07;sile acau long;hl;+;;;
tg07;soli virg minu;hl;r;;;
tg07;tofi pusi;hl;+;;;
tg07;vacc gaul;hl;+;;;
tg07;calo spec ies;ml;+;;;
tg07;clad pyxi;ml;+;;;
tg07;clad unci slat;ml;+;;;
tg07;tham verm verm;ml;+;;;
tg07;tort tort;ml;+;;;
tg07;vulp tubu;ml;+;;;
tg08;agro alpi;hl;2b;;;
tg08;ante carp;hl;+;;;
tg08;anth vuln alpi;hl;+;;;
tg08;arct alpi;hl;+;;;
tg08;bart alpi;hl;+;;;
tg08;camp alpi;hl;1;;;
tg08;camp sche;hl;+;;;
tg08;care atra;hl;+;;;
tg08;care capi;hl;+;;;
tg08;care firm;hl;2a;;;
tg08;care parv;hl;+;;;
tg08;care semp semp;hl;+;;;
tg08;drya octo;hl;2a;;;
tg08;euph mini;hl;+;2012-0144;;
tg08;euph sali;hl;+;;cp. 2012-0144;
tg08;fest pumi;hl;+;;;
tg08;gali nori;hl;+;;;
tg08;gent niva;hl;r;;;
tg08;gent pumi;hl;r;;;
tg08;heli alpe;hl;+;;;
tg08;hier nigr;hl;+;2012-0145;;
tg08;homo disc;hl;+;;;
tg08;hupe sela;hl;+;;;
tg08;leon hisp slat;hl;r;;;
tg08;lois proc;hl;4;;;
tg08;minu sedo;hl;1;;;
tg08;mute adon;hl;r;;;
tg08;oxyt mont;hl;+;;voucher;
tg08;pedi rose rose;hl;r;;;
tg08;pedi rost tata;hl;+;;;
tg08;pers vivi;hl;+;;;
tg08;ping alpi;hl;+;;;
tg08;prim clus;hl;+;;;
tg08;ranu alpe;hl;+;;;
tg08;ranu mont;hl;r;;;
tg08;sali retu;hl;+;;;
tg08;saus pygm;hl;+;;;
tg08;sela sela;hl;+;;;
tg08;sile acau long;hl;+;;;
tg08;sold aust;hl;+;;;
tg08;tofi pusi;hl;+;;;
tg08;vacc viti;hl;+;;;
tg08;vale celt nori;hl;+;;;
tg08;cetr eric;ml;r;;voucher;
tg08;cetr isla isla;ml;+;;;
tg08;clad pyxi;ml;+;;;
tg08;clad rang;ml;+;;;
tg08;clad unci slat;ml;1;;;
tg08;flav cucu;ml;+;;;
tg08;poly juni;ml;+;;cf. P. perigoniale;
tg08;tham verm verm;ml;+;;;
tg08;tort tort;ml;+;;;
tg08;vulp tubu;ml;r;;;
tg09;agro alpi;hl;+;;;
tg09;bart alpi;hl;+;;;
tg09;care firm;hl;3;;;
tg09;crep terg;hl;1;;;
tg09;drya octo;hl;2b;;;
tg09;euph mini;hl;+;;;
tg09;euph sali;hl;+;;;
tg09;heli alpe;hl;+;;;
tg09;lois proc;hl;r;;;
tg09;minu gera;hl;+;;;
tg09;pedi rose rose;hl;+;;;
tg09;pedi rost tata;hl;+;;;
tg09;ping alpi;hl;+;;;
tg09;prim clus;hl;+;;;
tg09;saus pygm;hl;r;;;
tg09;sile acau long;hl;+;;;
tg09;tofi pusi;hl;+;;;
tg09;cetr eric;ml;r;;;
tg09;cetr isla isla;ml;+;;;
tg09;tham verm verm;ml;+;;;
tg09;tort tort;ml;+;;;
tg09;vulp tubu;ml;+;;;
tg10;agro alpi;hl;2b;;;
tg10;agro rupe rupe;hl;+;2012-0147;;
tg10;ante carp;hl;+;;;
tg10;arct alpi;hl;+;;;
tg10;bart alpi;hl;+;;;
tg10;camp alpi;hl;+;;;
tg10;care atra;hl;+;;;
tg10;care capi;hl;+;;;
tg10;care firm;hl;1;;;
tg10;care fuli;hl;r;;;
tg10;care parv;hl;+;;;
tg10;drya octo;hl;1;;;
tg10;euph mini;hl;+;;;
tg10;euph sali;hl;+;;;
tg10;fest pumi;hl;+;;;
tg10;gali nori;hl;+;;;
tg10;gent aspe;hl;r;;;
tg10;gent brac;hl;r;2012-0146;;
tg10;homo disc;hl;+;;;
tg10;hupe sela;hl;+;;;
tg10;lois proc;hl;4;;;
tg10;minu sedo;hl;+;;;
tg10;pedi rose rose;hl;+;;;
tg10;pers vivi;hl;+;;;
tg10;prim clus;hl;+;;;
tg10;ranu alpe;hl;+;;;
tg10;sali retu;hl;+;;;
tg10;saus pygm;hl;r;;;
tg10;sela sela;hl;+;;;
tg10;sile acau long;hl;+;;;
tg10;sold aust;hl;+;;;
tg10;tofi pusi;hl;+;;;
tg10;vacc gaul;hl;+;;;
tg10;vacc viti;hl;1;;;
tg10;vale celt nori;hl;1;;;
tg10;cetr eric;ml;+;;;
tg10;cetr isla isla;ml;+;;;
tg10;clad pyxi;ml;+;;;
tg10;clad rang;ml;+;;;
tg10;clad unci slat;ml;+;;;
tg10;flav cucu;ml;+;;;
tg10;flav niva;ml;r;;voucher;
tg10;pleu schr;ml;+;;;
tg10;poly juni;ml;+;;cf. P. perigoniale;
tg10;tham verm verm;ml;+;;;
tg11;agro alpi;hl;2b;;;
tg11;agro rupe rupe;hl;+;;;
tg11;anth alpi;hl;+;;;
tg11;arct alpi;hl;2a;;;
tg11;bart alpi;hl;+;;;
tg11;camp alpi;hl;+;;;
tg11;camp sche;hl;+;;;
tg11;care atra;hl;+;;;
tg11;care capi;hl;2a;;;
tg11;care firm;hl;2a;;;
tg11;care fuli;hl;+;;;
tg11;care parv;hl;+;;;
tg11;care semp semp;hl;+;;;
tg11;coel viri;hl;r;;;
tg11;euph mini;hl;+;;;
tg11;fest pumi;hl;+;;;
tg11;gali nori;hl;+;;;
tg11;gent aspe;hl;+;;;
tg11;gent brac;hl;+;2012-0148;;
tg11;gent clus clus;hl;+;;;
tg11;gent vern vern;hl;r;;;
tg11;hedy hedy hedy;hl;+;;;
tg11;heli alpe;hl;+;;;
tg11;homo alpi;hl;+;;;
tg11;homo disc;hl;+;;;
tg11;hupe sela;hl;+;;;
tg11;kobr simp;hl;+;;;
tg11;leon hisp slat;hl;r;;;
tg11;lois proc;hl;3;;;
tg11;luzu alpi na;hl;+;;;
tg11;oxyt mont;hl;1;;;
tg11;parn palu;hl;r;;;
tg11;pedi rose rose;hl;+;2012-0149;;
tg11;pedi rost tata;hl;+;;;
tg11;pers vivi;hl;+;;;
tg11;ping alpi;hl;+;;;
tg11;pote aure;hl;+;;;
tg11;prim clus;hl;+;;;
tg11;ranu alpe;hl;+;;;
tg11;sali retu;hl;+;;;
tg11;saus pygm;hl;+;;;
tg11;sela sela;hl;+;;;
tg11;sesl caer;hl;2a;;;
tg11;sile acau long;hl;+;;;
tg11;tofi pusi;hl;+;;;
tg11;vacc gaul;hl;2b;;;
tg11;vacc viti;hl;+;;;
tg11;vale celt nori;hl;1;;;
tg11;vero aphy;hl;r;;;
tg11;cetr eric;ml;+;;h!;
tg11;cetr isla isla;ml;+;;;
tg11;clad rang;ml;+;;;
tg11;pleu schr;ml;+;;;
tg11;poly juni;ml;+;;? perigoniale;
tg11;tham verm verm;ml;+;;;
tg11;tort tort;ml;+;;;
tg11;vulp tubu;ml;r;;;
tg12;arab stel;hl;r;;;
tg12;arct alpi;hl;1;;;
tg12;bart alpi;hl;+;;;
tg12;care firm;hl;2b;;;
tg12;cera cari cari;hl;+;;;
tg12;drya octo;hl;2b;;;
tg12;euph mini;hl;+;;;
tg12;fest pumi;hl;+;;;
tg12;gali nori;hl;+;;;
tg12;minu aust;hl;+;;;
tg12;pers vivi;hl;+;;;
tg12;poa alpi;hl;+;;;
tg12;sali retu;hl;1;;;
tg12;saxi aizo;hl;+;;;
tg12;saxi pani;hl;+;;;
tg12;sile acau long;hl;2a;;;
tg12;vale elon;hl;+;2012-0152;;
tg12;tort tort;ml;+;;;
tg13;arct alpi;hl;+;;;
tg13;bart alpi;hl;+;;;
tg13;camp sche;hl;+;;;
tg13;care capi;hl;+;;;
tg13;care firm;hl;3;;;
tg13;care fuli;hl;1;;;
tg13;drya octo;hl;2b;;;
tg13;empe herm;hl;2a;;;
tg13;euph sali;hl;+;;;
tg13;fest pumi;hl;+;;;
tg13;gent brac;hl;r;2012-0150;;
tg13;gent pumi;hl;r;2012-0151;;
tg13;gent vern vern;hl;+;;;
tg13;heli alpe;hl;+;;;
tg13;hupe sela;hl;+;;;
tg13;kobr simp;hl;2a;;;
tg13;lois proc;hl;1;;;
tg13;minu gera;hl;+;;;
tg13;pedi rose rose;hl;+;2012-0153;;
tg13;pedi rost tata;hl;+;;;
tg13;pers vivi;hl;+;;;
tg13;poa alpi;hl;+;;;
tg13;prim clus;hl;2a;;;
tg13;ranu alpe;hl;+;;;
tg13;rhod hirs;hl;+;;;
tg13;sali retu;hl;+;;;
tg13;saxi aizo;hl;+;;;
tg13;saxi pani;hl;+;;;
tg13;sela sela;hl;+;;;
tg13;sesl caer;hl;+;;;
tg13;sile acau long;hl;+;;;
tg13;tofi pusi;hl;+;;;
tg13;vacc gaul;hl;+;;;
tg13;vacc viti;hl;+;;;
tg13;vale elon;hl;r;;;
tg13;hylo sple;ml;+;;;
tg13;tham verm verm;ml;+;;;
tg13;tort tort;ml;+;;;
tg14;agro alpi;hl;2a;;;
tg14;agro rupe rupe;hl;+;;;
tg14;bart alpi;hl;+;;;
tg14;care capi;hl;+;;;
tg14;care firm;hl;2b;;;
tg14;care fuli;hl;1;;;
tg14;care parv;hl;+;;;
tg14;crep terg;hl;r;;;
tg14;drab saut;hl;r;;;
tg14;drya octo;hl;1;;;
tg14;euph mini;hl;+;;;
tg14;fest pumi;hl;1;;;
tg14;gali nori;hl;+;;;
tg14;gent niva;hl;+;;;
tg14;gent vern vern;hl;+;;;
tg14;heli alpe;hl;+;;;
tg14;lois proc;hl;+;;;
tg14;minu gera;hl;+;;;
tg14;minu sedo;hl;+;;;
tg14;moeh cili;hl;+;;cp. 2012-0143;
tg14;oxyt mont;hl;+;;;
tg14;pedi rose rose;hl;r;;;
tg14;pers vivi;hl;+;;;
tg14;prim clus;hl;+;;;
tg14;ranu alpe;hl;+;;;
tg14;sali retu;hl;2a;;;
tg14;sali serp;hl;2a;;;
tg14;saus pygm;hl;+;;;
tg14;sile acau long;hl;+;;;
tg14;vacc gaul;hl;+;;;
tg14;vale celt nori;hl;2b;;;
tg14;cetr isla isla;ml;+;;;
tg14;clad pyxi;ml;+;;;
tg14;clad rang;ml;+;;;
tg14;clad unci slat;ml;+;;;
tg14;flav cucu;ml;+;;;
tg14;poly juni;ml;+;;? perigoniale;
tg14;tham verm verm;ml;+;;;
tg14;tort tort;ml;+;;;
tg14;vulp tubu;ml;+;;;
tg15;arme alpi;hl;r;;;
tg15;care firm;hl;3;;;
tg15;crep terg;hl;+;;;
tg15;drya octo;hl;+;;;
tg15;fest pumi;hl;+;;;
tg15;gent bava suba;hl;+;;;
tg15;heli alpe;hl;+;;;
tg15;junc trig trig;hl;+;2012-0154;;
tg15;minu gera;hl;+;;;
tg15;minu sedo;hl;+;;;
tg15;pers vivi;hl;+;;;
tg15;prim clus;hl;+;;;
tg15;sali retu;hl;+;;;
tg15;saxi oppo oppo;hl;+;;;
tg15;saxi pani;hl;+;;;
tg15;sile acau long;hl;r;;;
tg15;tort tort;ml;+;;;
