plot,cov,hcov,mcov,hhl1,hhl2,scov,hsl,t1cov,t2cov,htl1,htl2,plsx,plsy,aspect,slope,rock,bare,stones,date,longitude,latitude,accuracy,elevation,ffh.code,alliance.code,alliance,geology1,geology2,comment,locality,habitat,observer
rk230,30,30,1,"0,03","0,45",0,0,0,0,0,0,4,4,SW,20,0,0,0,2018-09-21,14.85399,47.57769,10,763,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Hochschwabgruppe, Seemauer S-Abfall NW Leopoldsteinersee",montane Kalk-Schutthalde,R. Kaiser
rk231,85,85,10,"0,03","0,6",0,0,0,0,0,0,4,4,SW,25,0,0,0,2018-09-21,14.85389,47.57762,10,757,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Hochschwabgruppe, Seemauer S-Abfall NW Leopoldsteinersee",montane Kalk-Schutthalde,R. Kaiser
rk232,15,15,1,"0,03","0,3",0,0,0,0,0,0,4,4,SW,25,0,0,0,2018-09-21,14.85366,47.57746,10,744,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Hochschwabgruppe, Seemauer S-Abfall NW Leopoldsteinersee",montane Kalk-Schutthalde,R. Kaiser
rk233,33,30,5,"0,03","0,7",0,0,0,0,0,0,4,4,SW,25,0,0,0,2018-09-21,14.85357,47.57735,10,741,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Hochschwabgruppe, Seemauer S-Abfall NW Leopoldsteinersee",montane Kalk-Schutthalde,R. Kaiser
rk234,7,7,0,"0,03","0,55",0,0,0,0,0,0,4,4,SW,30,0,0,0,2018-09-21,14.85326,47.57719,10,722,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Hochschwabgruppe, Seemauer S-Abfall NW Leopoldsteinersee",montane Kalk-Schutthalde,R. Kaiser
rk235,15,15,0,"0,07","0,3",0,0,0,0,0,0,4,4,SSW,35,0,0,0,2018-09-21,15.81545,47.71377,10,830,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Höllental, Mittagstein S-Abfall E Großeck",montane Kalk-Schutthalde,R. Kaiser
rk236,15,15,0,"0,05","0,35",0,0,0,0,0,0,4,4,SSW,35,0,0,0,2018-09-21,15.81550,47.71383,10,830,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Höllental, Mittagstein S-Abfall E Großeck",montane Kalk-Schutthalde,R. Kaiser
rk237,30,30,0,"0,15","0,45",0,0,0,0,0,0,4,4,SSW,35,0,0,0,2018-09-21,15.81556,47.71390,10,839,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Höllental, Mittagstein S-Abfall E Großeck",montane Kalk-Schutthalde,R. Kaiser
rk238,35,35,0,"0,1","0,5",0,0,0,0,0,0,4,4,SW,35,0,0,0,2018-09-21,15.81550,47.71399,10,840,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Höllental, Mittagstein S-Abfall E Großeck",montane Kalk-Schutthalde,R. Kaiser
rk239,30,30,1,"0,07","0,6",0,0,0,0,0,0,4,4,SW,35,0,0,0,2018-09-21,15.81547,47.71400,10,840,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Höllental, Mittagstein S-Abfall E Großeck",montane Kalk-Schutthalde,R. Kaiser
rk240,55,55,0,"0,15","0,65",0,0,0,0,0,0,4,4,S,35,0,0,0,2018-09-21,15.81520,47.71438,10,864,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Höllental, Mittagstein S-Abfall E Großeck",montane Kalk-Schutthalde,R. Kaiser
rk241,90,90,1,"0,1","0,9",0,0,0,0,0,0,4,4,SW,35,0,0,0,2018-09-21,15.81593,47.71426,10,869,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Höllental, Mittagstein S-Abfall E Großeck",montane Kalk-Schutthalde,R. Kaiser
rk242,25,25,0,"0,05","0,5",0,0,0,0,0,0,4,4,SW,40,0,0,0,2018-09-21,15.81566,47.71396,10,848,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Höllental, Mittagstein S-Abfall E Großeck",montane Kalk-Schutthalde,R. Kaiser
rk243,3,3,0,"0,05","0,7",0,0,0,0,0,0,4,4,S,35,0,0,0,2018-09-22,15.17666,47.67488,10,688,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Zeller Stritzen, Gutenbrand S-Abfall N Weichselboden",montane Kalk-Schutthalde,R. Kaiser
rk244,7,7,0,"0,05","0,5",0,0,0,0,0,0,4,4,S,35,0,0,0,2018-09-22,15.17644,47.67508,10,709,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Zeller Stritzen, Gutenbrand S-Abfall N Weichselboden",montane Kalk-Schutthalde,R. Kaiser
rk245,17,17,1,"0,02","0,7",0,0,0,0,0,0,4,4,S,35,0,0,0,2018-09-22,15.17660,47.67515,10,709,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Zeller Stritzen, Gutenbrand S-Abfall N Weichselboden",montane Kalk-Schutthalde,R. Kaiser
rk246,35,35,1,"0,02","0,6",0,0,0,0,0,0,4,4,S,35,0,0,0,2018-09-22,15.17667,47.67527,10,724,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Zeller Stritzen, Gutenbrand S-Abfall N Weichselboden",montane Kalk-Schutthalde,R. Kaiser
rk247,27,27,1,"0,02","1,3",0,0,0,0,0,0,4,4,SSE,35,0,0,0,2018-09-22,15.17675,47.67535,10,729,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Zeller Stritzen, Gutenbrand S-Abfall N Weichselboden",montane Kalk-Schutthalde,R. Kaiser
rk248,65,65,2,"0,03","0,9",0,0,0,0,0,0,4,4,SSE,40,0,0,0,2018-09-22,15.17683,47.67547,10,731,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Zeller Stritzen, Gutenbrand S-Abfall N Weichselboden",montane Kalk-Schutthalde,R. Kaiser
rk249,27,25,2,"0,03","0,65",0,0,0,0,0,0,4,4,SSE,45,0,0,0,2018-09-22,15.17667,47.67548,10,738,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Zeller Stritzen, Gutenbrand S-Abfall N Weichselboden",montane Kalk-Schutthalde,R. Kaiser
rk250,30,30,3,"0,02","0,6",0,0,0,0,0,0,4,4,SSW,35,0,0,0,2018-09-22,15.17499,47.67559,10,715,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Zeller Stritzen, Gutenbrand S-Abfall N Weichselboden",montane Kalk-Schutthalde,R. Kaiser
rk251,7,7,0,"0,15","0,3",0,0,0,0,0,0,4,4,SSE,35,0,0,0,2018-09-22,15.60404,47.95915,10,651,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,Rosental SE Fuchsriegel,montane Kalk-Schutthalde,R. Kaiser
rk252,3,3,0,"0,25","0,5",0,0,0,0,0,0,4,4,SSE,35,0,0,0,2018-09-22,15.60390,47.95925,10,666,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,Rosental SE Fuchsriegel,montane Kalk-Schutthalde,R. Kaiser
rk253,7,7,0,"0,1","0,6",0,0,0,0,0,0,4,4,SSE,35,0,0,0,2018-09-22,15.60372,47.95942,10,675,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,Rosental SE Fuchsriegel,montane Kalk-Schutthalde,R. Kaiser
rk254,20,20,1,"0,03","0,7",0,0,0,0,0,0,4,4,SSE,35,0,0,0,2018-09-22,15.60309,47.95819,10,595,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,Rosental SE Fuchsriegel,montane Kalk-Schutthalde,R. Kaiser
rk255,50,50,1,"0,05","1,1",0,0,0,0,0,0,4,4,S,40,0,0,0,2018-10-05,13.17269,47.56721,10,549,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Salzachtal, Luegpalfen NW Ofenauertunnel S-Portal",montane Kalk-Schutthalde,R. Kaiser
rk256,60,60,0,"0,1","1,2",0,0,0,0,0,0,4,4,S,35,0,0,0,2018-10-05,13.17272,47.56723,10,542,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Salzachtal, Luegpalfen NW Ofenauertunnel S-Portal",montane Kalk-Schutthalde,R. Kaiser
rk257,65,65,0,"0,05","1,2",0,0,0,0,0,0,4,4,S,40,0,0,0,2018-10-05,13.17260,47.56720,10,540,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Salzachtal, Luegpalfen NW Ofenauertunnel S-Portal",montane Kalk-Schutthalde,R. Kaiser
rk258,80,80,1,"0,03","0,6",0,0,0,0,0,0,4,4,S,30,0,0,0,2018-10-08,13.22251,47.68110,10,1443,6170,SES-01A,Seslerion caeruleae Br.-Bl. in Br.-Bl. et Jenny 1926,NA,NA,,"Osterhorngruppe, Schlenken S-Hang N Tenneralm",montane Kalk-Schutthalde,R. Kaiser
rk259,3,3,0,"0,1",1,0,0,0,0,0,0,4,4,SSE,25,0,0,0,2018-10-08,13.22055,47.68024,10,1431,6170,SES-01A,Seslerion caeruleae Br.-Bl. in Br.-Bl. et Jenny 1926,NA,NA,,"Osterhorngruppe, Schlenken S-Hang N Tenneralm",montane Kalk-Schutthalde,R. Kaiser
rk260,13,13,0,"0,05","0,6",0,0,0,0,0,0,4,4,SW,35,0,0,0,2018-10-12,13.17222,47.55054,10,557,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Salzachtal, Kasten SW-Abfall NW Hieflertunnel S-Portal",montane Kalk-Schutthalde,R. Kaiser
rk261,85,85,3,"0,15","0,9",0,0,0,0,0,0,4,4,SSW,35,0,0,0,2019-08-17,13.13779,47.58036,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Bluntautal, NW Bluntauseen",montane Kalk-Schutthalde,R. Kaiser
rk262,95,95,7,"0,15","0,9",0,0,0,0,0,0,4,4,SSW,35,0,0,0,2019-08-17,13.13683,47.58020,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Bluntautal, NW Bluntauseen",montane Kalk-Schutthalde,R. Kaiser
rk263,50,45,15,"0,15","0,7",0,0,0,0,0,0,4,4,SSW,35,0,0,0,2019-08-17,13.13642,47.58009,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Bluntautal, NW Bluntauseen",montane Kalk-Schutthalde,R. Kaiser
rk264,45,45,1,"0,15","0,65",0,0,0,0,0,0,4,4,SSW,35,0,0,0,2019-08-17,13.13535,47.57984,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Bluntautal, NW Bluntauseen",montane Kalk-Schutthalde,R. Kaiser
rk265,35,35,1,"0,1","0,6",0,0,0,0,0,0,4,4,SSW,35,0,0,0,2019-08-17,13.13464,47.57979,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Bluntautal, NW Bluntauseen",montane Kalk-Schutthalde,R. Kaiser
rk266,65,65,1,"0,2","0,6",0,0,0,0,0,0,4,4,SSW,35,0,0,0,2019-08-17,13.13370,47.57980,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Bluntautal, NW Bluntauseen",montane Kalk-Schutthalde,R. Kaiser
rk267,70,70,1,"0,2","0,55",0,0,0,0,0,0,4,4,SSW,35,0,0,0,2019-08-17,13.13262,47.57963,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Bluntautal, NW Bluntauseen",montane Kalk-Schutthalde,R. Kaiser
rk268,80,80,3,"0,25","0,7",0,0,0,0,0,0,4,4,SSW,35,0,0,0,2019-08-17,13.13205,47.57939,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Bluntautal, NW Bluntauseen",montane Kalk-Schutthalde,R. Kaiser
rk269,65,65,1,"0,25","0,65",0,0,0,0,0,0,4,4,SSW,35,0,0,0,2019-08-17,13.13032,47.57911,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Bluntautal, NW Bluntauseen",montane Kalk-Schutthalde,R. Kaiser
rk270,15,13,3,"0,2","0,45",0,0,0,0,0,0,4,4,SSW,35,0,0,0,2019-08-17,13.12833,47.57862,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Bluntautal, NW Bluntauseen",montane Kalk-Schutthalde,R. Kaiser
rk271,40,35,10,"0,1","0,55",0,0,0,0,0,0,4,4,,,0,0,0,2019-09-11,12.489223,48.215815,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"rechtes Innufer, Heistinger Prallhang W Flossing",montane Kalk-Schutthalde,R. Kaiser
rk272,35,30,1,"0,05","0,65",7,"2,5",0,0,0,0,4,4,,,0,0,0,2019-09-11,12.489733,48.215442,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"rechtes Innufer, Heistinger Prallhang W Flossing",montane Kalk-Schutthalde,R. Kaiser
rk273,3,10,1,"0,03","0,5",3,"1,5",0,0,0,0,4,4,,,0,0,0,2019-09-11,12.489813,48.215398,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"rechtes Innufer, Heistinger Prallhang W Flossing",montane Kalk-Schutthalde,R. Kaiser
rk274,15,15,0,"0,15","1,2",0,0,0,0,0,0,4,4,,,0,0,0,2019-09-11,12.491323,48.212623,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"rechtes Innufer, Heistinger Prallhang W Flossing",montane Kalk-Schutthalde,R. Kaiser
rk275,7,7,0,"0,15","0,5",0,0,0,0,0,0,4,4,,,0,0,0,2019-09-11,12.491098,48.214133,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"rechtes Innufer, Heistinger Prallhang W Flossing",montane Kalk-Schutthalde,R. Kaiser
rk276,35,30,10,"0,1","0,6",0,0,0,0,0,0,4,4,,,0,0,0,2019-09-11,12.490840,48.214520,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"rechtes Innufer, Heistinger Prallhang W Flossing",montane Kalk-Schutthalde,R. Kaiser
rk277,15,15,0,"0,15","0,7",0,0,0,0,0,0,4,4,SSW,40,0,0,0,2019-09-12,14.711528,46.514800,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Petzengruppe, Turm S-Abfall SW Wieselhütte",montane Kalk-Schutthalde,R. Kaiser
rk278,7,7,0,"0,05","0,5",0,0,0,0,0,0,4,4,S,35,0,0,0,2019-09-12,14.711440,46.515230,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Petzengruppe, Turm S-Abfall SW Wieselhütte",montane Kalk-Schutthalde,R. Kaiser
rk279,15,15,1,"0,05","0,65",0,0,0,0,0,0,4,4,S,35,0,0,0,2019-09-12,14.711903,46.515554,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Petzengruppe, Turm S-Abfall SW Wieselhütte",montane Kalk-Schutthalde,R. Kaiser
rk280,25,25,0,"0,05","0,3",0,0,0,0,0,0,4,4,SSW,40,0,0,0,2019-09-12,14.711669,46.515833,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Petzengruppe, Turm S-Abfall SW Wieselhütte",montane Kalk-Schutthalde,R. Kaiser
rk281,80,80,1,"0,05","0,75",0,0,0,0,0,0,4,4,S,65,0,0,0,2019-09-12,14.711692,46.515891,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Petzengruppe, Turm S-Abfall SW Wieselhütte",montane Kalk-Schutthalde,R. Kaiser
rk282,5,5,0,"0,03","0,45",0,0,0,0,0,0,4,4,S,35,0,0,0,2019-09-12,14.710880,46.515299,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Petzengruppe, Turm S-Abfall SW Wieselhütte",montane Kalk-Schutthalde,R. Kaiser
rk283,7,7,0,"0,01","0,3",0,0,0,0,0,0,4,4,SE,40,0,0,0,2019-09-12,14.676633,46.494735,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Petzengruppe, Dertsche SE-Hang",montane Kalk-Schutthalde,R. Kaiser
rk284,5,5,0,"0,01","0,15",0,0,0,0,0,0,4,4,SE,35,0,0,0,2019-09-12,14.677011,46.494536,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Petzengruppe, Dertsche SE-Hang",montane Kalk-Schutthalde,R. Kaiser
rk285,15,15,0,"0,05","0,15",0,0,0,0,0,0,4,4,S,35,0,0,0,2019-09-13,14.574442,46.495630,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Hochobir, Trobewände NW Bad Eisenkappel",montane Kalk-Schutthalde,R. Kaiser
rk286,20,20,0,"0,05","0,25",0,0,0,0,0,0,4,4,S,35,0,0,0,2019-09-13,14.574028,46.495687,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Hochobir, Trobewände NW Bad Eisenkappel",montane Kalk-Schutthalde,R. Kaiser
rk287,7,7,0,"0,05","0,6",0,0,0,0,0,0,4,4,S,35,0,0,0,2019-09-13,14.574116,46.495666,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Hochobir, Trobewände NW Bad Eisenkappel",montane Kalk-Schutthalde,R. Kaiser
rk288,7,7,0,"0,02","0,55",0,0,0,0,0,0,4,4,S,35,0,0,0,2019-09-13,14.574231,46.495541,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Hochobir, Trobewände NW Bad Eisenkappel",montane Kalk-Schutthalde,R. Kaiser
rk289,20,20,1,"0,01","0,5",0,0,0,0,0,0,4,4,S,35,0,0,0,2019-09-13,14.573821,46.495824,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Hochobir, Trobewände NW Bad Eisenkappel",montane Kalk-Schutthalde,R. Kaiser
rk290,7,7,0,"0,05","0,2",0,0,0,0,0,0,4,4,SSW,40,0,0,0,2019-09-13,14.574343,46.495960,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Hochobir, Trobewände NW Bad Eisenkappel",montane Kalk-Schutthalde,R. Kaiser
rk291,10,10,0,"0,05","0,3",0,0,0,0,0,0,4,4,S,30,0,0,0,2019-09-13,14.588350,46.494892,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Petzen, Wölfelkanzel N Bad Eisenkappel",montane Kalk-Schutthalde,R. Kaiser
rk292,30,30,0,"0,05","0,7",0,0,0,0,0,0,4,4,S,30,0,0,0,2019-09-13,14.588350,46.494944,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Petzen, Wölfelkanzel N Bad Eisenkappel",montane Kalk-Schutthalde,R. Kaiser
rk293,15,15,0,"0,03","0,3",0,0,0,0,0,0,4,4,S,30,0,0,0,2019-09-13,14.586889,46.494346,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Petzen, Wölfelkanzel N Bad Eisenkappel",montane Kalk-Schutthalde,R. Kaiser
rk294,30,30,0,"0,05","0,65",0,0,0,0,0,0,4,4,S,35,0,0,0,2019-09-13,14.480097,46.482925,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Hochobir, Großer Felsen NE Schaidasattel",montane Kalk-Schutthalde,R. Kaiser
rk295,25,25,0,"0,1","0,35",0,0,0,0,0,0,4,4,S,35,0,0,0,2019-09-13,14.480155,46.483011,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Hochobir, Großer Felsen NE Schaidasattel",montane Kalk-Schutthalde,R. Kaiser
rk296,35,35,0,"0,03","0,6",0,0,0,0,0,0,4,4,S,35,0,0,0,2019-09-13,14.480070,46.483255,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Hochobir, Großer Felsen NE Schaidasattel",montane Kalk-Schutthalde,R. Kaiser
rk297,60,60,0,"0,05","0,65",0,0,0,0,0,0,4,4,S,35,0,0,0,2019-09-13,14.480009,46.483603,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Hochobir, Großer Felsen NE Schaidasattel",montane Kalk-Schutthalde,R. Kaiser
rk298,15,15,0,"0,02","0,05",0,0,0,0,0,0,4,4,S,35,0,0,0,2019-09-13,14.480006,46.483692,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Hochobir, Großer Felsen NE Schaidasattel",montane Kalk-Schutthalde,R. Kaiser
rk299,5,5,0,"0,03","0,2",1,"0,6",0,0,0,0,4,4,SSE,35,0,0,0,2019-09-14,14.379599,46.489031,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Karawanken, Jauernik N Zell-Pfarre",montane Kalk-Schutthalde,R. Kaiser
rk300,5,5,0,"0,01","0,3",0,0,0,0,0,0,4,4,SSE,35,0,0,0,2019-09-14,14.379411,46.489164,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Karawanken, Jauernik N Zell-Pfarre",montane Kalk-Schutthalde,R. Kaiser
rk301,5,5,0,"0,01","0,15",0,0,0,0,0,0,4,4,SSE,35,0,0,0,2019-09-14,14.379354,46.489553,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Karawanken, Jauernik N Zell-Pfarre",montane Kalk-Schutthalde,R. Kaiser
rk302,3,3,0,"0,15","0,25",0,0,0,0,0,0,4,4,SSE,35,0,0,0,2019-09-14,14.378736,46.489953,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Karawanken, Jauernik N Zell-Pfarre",montane Kalk-Schutthalde,R. Kaiser
rk303,10,10,0,"0,1","0,25",0,0,0,0,0,0,4,4,SSE,35,0,0,0,2019-09-14,14.378020,46.490270,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Karawanken, Jauernik N Zell-Pfarre",montane Kalk-Schutthalde,R. Kaiser
rk304,7,7,0,"0,05","0,25",0,0,0,0,0,0,4,4,SSE,35,0,0,0,2019-09-14,14.377936,46.490672,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Karawanken, Jauernik N Zell-Pfarre",montane Kalk-Schutthalde,R. Kaiser
rk305,5,5,0,"0,01","0,25",0,0,0,0,0,0,4,4,SSE,35,0,0,0,2019-09-14,14.377805,46.490978,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Karawanken, Jauernik N Zell-Pfarre",montane Kalk-Schutthalde,R. Kaiser
rk306,5,5,0,"0,05","0,25",0,0,0,0,0,0,4,4,SSE,35,0,0,0,2019-09-14,14.377635,46.491416,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Karawanken, Jauernik N Zell-Pfarre",montane Kalk-Schutthalde,R. Kaiser
rk307,3,3,0,"0,05","0,25",0,0,0,0,0,0,4,4,SSE,35,0,0,0,2019-09-14,14.377453,46.491431,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Karawanken, Jauernik N Zell-Pfarre",montane Kalk-Schutthalde,R. Kaiser
rk308,15,15,0,"0,01","0,15",0,0,0,0,0,0,4,4,SE,50,0,0,0,2019-09-14,14.376038,46.491059,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Karawanken, Jauernik N Zell-Pfarre",montane Kalk-Schutthalde,R. Kaiser
rk309,10,10,1,"0,01","0,15",0,0,0,0,0,0,4,4,ESE,35,0,0,0,2019-09-14,14.376174,46.490954,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Karawanken, Jauernik N Zell-Pfarre",montane Kalk-Schutthalde,R. Kaiser
rk310,1,1,0,"0,01","0,02",0,0,0,0,0,0,4,4,E,40,0,0,0,2019-09-14,14.277187,46.498879,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Loibltal, Singerberg E-Abfall W Parkplatz Tscheppaschlucht",montane Kalk-Schutthalde,R. Kaiser
rk311,7,7,0,"0,03","0,5",0,0,0,0,0,0,4,4,ESE,35,0,0,0,2019-09-14,14.276524,46.497887,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Loibltal, Singerberg E-Abfall W Parkplatz Tscheppaschlucht",montane Kalk-Schutthalde,R. Kaiser
rk312,15,15,1,"0,03","0,5",0,0,0,0,0,0,4,4,ESE,35,0,0,0,2019-09-14,14.276380,46.497881,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Loibltal, Singerberg E-Abfall W Parkplatz Tscheppaschlucht",montane Kalk-Schutthalde,R. Kaiser
rk313,4,40,1,"0,15","0,55",0,0,0,0,0,0,4,4,ESE,40,0,0,0,2019-09-14,14.276251,46.497877,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Loibltal, Singerberg E-Abfall W Parkplatz Tscheppaschlucht",montane Kalk-Schutthalde,R. Kaiser
rk314,50,50,1,"0,02","0,65",0,0,0,0,0,0,4,4,ESE,55,0,0,0,2019-09-14,14.276117,46.497882,10,,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Loibltal, Singerberg E-Abfall W Parkplatz Tscheppaschlucht",montane Kalk-Schutthalde,R. Kaiser
