plot,cov,hcov,mcov,hhl1,hhl2,scov,hsl,t1cov,t2cov,htl1,htl2,plsx,plsy,aspect,slope,rock,bare,stones,date,longitude,latitude,accuracy,elevation,ffh.code,alliance.code,alliance,geology1,geology2,comment,locality,habitat,observer
vk007,20,20,0,"0,1","0,5",0,0,0,0,0,0,5,3,SE,35,0,0,0,2018-06-06,13.83782,48.05376,10,379,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Unteres Trauntal, linkes Traun-Ufer E Mitterbergholz",montane Kalk-Schutthalde,T. Eberl & R. Kaiser
vk008,25,25,0,"0,1","0,7",1,2,0,0,0,0,4,4,SW,30,0,0,0,2018-06-06,13.83995,48.06969,10,361,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Unteres Trauntal, rechtes Traun-Ufer E Eglau",montane Kalk-Schutthalde,T. Eberl & R. Kaiser
vk009,55,40,0,"0,2","0,9",20,3,0,0,0,0,4,4,SE,35,0,0,0,2018-06-05,14.45514,48.08146,10,284,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Unteres Ennstal, linkes Enns-Ufer SW Maria im Winkel",montane Kalk-Schutthalde,T. Eberl & R. Kaiser
vk010,30,28,0,"0,1","0,9",4,"2,5",0,0,0,0,8,2,SW,30,0,0,0,2018-06-05,14.43798,48.04842,10,286,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Unteres Ennstal, N Mündung der Raming bei Steyr",montane Kalk-Schutthalde,T. Eberl & R. Kaiser
vk011,20,20,0,"0,1","0,5",0,0,0,0,0,0,4,4,N,30,0,0,0,2018-06-05,14.35912,48.04933,10,314,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Unteres Steyrtal, E Bahnhof Pergern",montane Kalk-Schutthalde,T. Eberl
vk012,35,35,6,"0,1","0,6",0,0,0,0,0,0,4,4,WNW,35,0,0,0,2018-06-05,14.33768,48.04441,10,325,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Unteres Steyrtal, Bahnline E Neuzeug",montane Kalk-Schutthalde,T. Eberl
vk013,20,20,0,"0,1","0,8",0,0,0,0,0,0,4,4,WNW,35,0,0,0,2018-06-05,13.93558,47.99078,10,419,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Unteres Almtal, Rechtes Alm-Ufer E Pappelleiten",montane Kalk-Schutthalde,T. Eberl
vk014,20,20,0,"0,1","0,5",0,0,0,0,0,0,4,4,WNW,30,0,0,0,2018-06-05,13.93557,47.99080,10,419,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Unteres Almtal, Rechtes Alm-Ufer E Pappelleiten",montane Kalk-Schutthalde,T. Eberl
vk015,20,20,0,"0,1","0,6",0,0,0,0,0,0,4,4,W,35,0,0,0,2018-06-05,13.93567,47.99150,10,420,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Unteres Almtal, Rechtes Alm-Ufer ENE Pappelleiten",montane Kalk-Schutthalde,T. Eberl
vk016,12,12,0,"0,1","0,4",1,"1,5",0,0,0,0,4,4,W,30,0,0,0,2018-06-19,12.83623,48.16201,10,391,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Unteres Salzachtal, W Naturfreudehaus Duttendorf",montane Kalk-Schutthalde,T. Eberl
vk017,25,25,0,"0,1",1,0,0,0,0,0,0,4,4,WSW,50,0,0,0,2018-06-19,12.83618,48.16164,10,385,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Unteres Salzachtal, W Naturfreudehaus Duttendorf",montane Kalk-Schutthalde,T. Eberl
vk018,18,18,0,"0,1",1,0,0,0,0,0,0,4,4,WSW,35,0,0,0,2018-06-19,12.83632,48.16113,10,382,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Unteres Salzachtal, W Naturfreudehaus Duttendorf",montane Kalk-Schutthalde,T. Eberl
vk019,65,65,0,"0,2","0,5",0,0,0,0,0,0,4,4,NW,30,0,0,0,2018-06-19,12.84688,48.16589,10,366,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Unteres Salzachtal, Rechtes Salzach-Ufer N Wengbauer Siedlung",montane Kalk-Schutthalde,T. Eberl
vk020,30,30,0,"0,1","0,6",0,0,0,0,0,0,4,4,NW,30,0,0,0,2018-06-19,12.84809,48.16670,10,367,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Unteres Salzachtal, Rechtes Salzach-Ufer N Wengbauer Siedlung",montane Kalk-Schutthalde,T. Eberl
vk021,40,40,0,"0,2","1,3",0,0,0,0,0,0,4,4,W,20,0,0,0,2018-06-19,12.84884,48.16808,10,353,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Unteres Salzachtal, Rechtes Salzach-Ufer N Wengbauer Siedlung",montane Kalk-Schutthalde,T. Eberl
vk022,20,18,0,"0,2","0,5",3,"1,7",0,0,0,0,4,4,NW,30,0,0,0,2018-06-19,12.76749,48.12679,10,409,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Unteres Salzachtal, Nonnreiter Enge W Stift Raitenhaslach in Bayern",montane Kalk-Schutthalde,T. Eberl
vk023,15,15,0,"0,1",1,0,0,0,0,0,0,4,4,NNE,35,0,0,0,2018-06-19,12.76340,48.12741,10,389,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Unteres Salzachtal, Nonnreiter Enge SE Unterhadermark in Bayern",montane Kalk-Schutthalde,T. Eberl
vk024,45,42,0,"0,2",1,3,3,0,0,0,0,4,4,WNW,30,0,0,0,2018-06-19,12.75995,48.11789,10,402,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Unteres Salzachtal, Nonnreiter Enge W Forsthaus Zenshaus",montane Kalk-Schutthalde,T. Eberl
vk025,10,10,1,"0,1","0,7",0,0,0,0,0,0,4,4,NW,30,0,0,0,2018-06-19,12.75173,48.11143,10,400,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Unteres Salzachtal, Nonnreiter Enge N Lohjörgl",montane Kalk-Schutthalde,T. Eberl
vk026,18,18,0,"0,1",4,0,0,0,0,0,0,4,4,WNW,30,0,0,0,2018-06-19,12.75059,48.11063,10,371,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Unteres Salzachtal, Nonnreiter Enge N Lohjörgl",montane Kalk-Schutthalde,T. Eberl
vk027,20,20,2,"0,1",1,0,0,0,0,0,0,4,4,SW,35,0,0,0,2018-06-19,12.91438,47.95840,10,416,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Unteres Salzachtal, W Wimpassing",montane Kalk-Schutthalde,T. Eberl
vk028,22,21,1,"0,1","0,8",1,"1,3",0,0,0,0,4,4,SW,35,0,0,0,2018-06-22,13.25704,47.64701,10,976,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Osterhorngruppe, Sommeregggraben W Mairbrettalm",montane Kalk-Schutthalde,T. Eberl
vk029,22,20,2,"0,1",1,1,"1,5",0,0,0,0,4,4,SSW,35,0,0,0,2018-06-22,13.25677,47.64710,10,970,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Osterhorngruppe, Sommeregggraben W Mairbrettalm",montane Kalk-Schutthalde,T. Eberl
vk030,20,20,0,"0,2","0,6",0,0,0,0,0,0,4,4,SW,40,0,0,0,2018-06-22,13.25653,47.64750,10,979,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Osterhorngruppe, Sommeregggraben W Mairbrettalm",montane Kalk-Schutthalde,T. Eberl
vk031,12,12,"0,5","0,1","0,8",0,0,0,0,0,0,4,4,SW,30,0,0,0,2018-06-22,13.25305,47.64888,10,972,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Osterhorngruppe, Sommeregggraben W Mairbrettalm",montane Kalk-Schutthalde,T. Eberl
vk032,17,17,0,"0,2","0,9",0,0,0,0,0,0,4,4,SSW,25,0,0,0,2018-06-22,13.25197,47.64864,10,926,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Osterhorngruppe, Sommeregggraben W Mairbrettalm",montane Kalk-Schutthalde,T. Eberl
vk033,20,20,0,"0,2","0,4",0,0,0,0,0,0,4,4,SSE,30,0,0,0,2018-06-22,13.25425,47.64724,10,899,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Osterhorngruppe, Sommeregggraben W Mairbrettalm",montane Kalk-Schutthalde,T. Eberl
vk034,18,18,1,"0,1",1,0,0,0,0,0,0,4,4,SW,30,0,0,0,2018-06-22,13.25823,47.64707,10,1024,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Osterhorngruppe, Sommeregggraben W Mairbrettalm",montane Kalk-Schutthalde,T. Eberl
vk035,6,6,1,"0,1","0,3",0,0,0,0,0,0,4,4,SW,30,0,0,0,2018-06-22,13.17032,47.64362,10,549,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Osterhorngruppe,Modermühl NNE Georgenberg",montane Kalk-Schutthalde,T. Eberl
vk036,35,33,5,"0,1",1,0,0,0,0,0,0,4,4,SW,30,0,0,0,2018-06-22,13.17044,47.64330,10,538,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Osterhorngruppe, Modermühl NNE Georgenberg",montane Kalk-Schutthalde,T. Eberl
vk037,18,15,10,"0,1","0,9",0,0,0,0,0,0,4,4,SW,30,0,0,0,2018-06-22,13.16946,47.64425,10,535,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Osterhorngruppe, Modermühl NNE Georgenberg",montane Kalk-Schutthalde,T. Eberl
vk038,70,65,1,"0,2","0,9",20,"3,5",0,0,0,0,4,4,E,30,0,0,0,2018-06-22,13.16137,47.53764,10,717,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Salzachtal, Zwischen Brunnloch und Feneslgraben",montane Kalk-Schutthalde,T. Eberl
vk039,16,15,3,"0,1","0,8",1,3,0,0,0,0,4,4,E,30,0,0,0,2018-06-22,13.16137,47.53754,10,717,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Salzachtal, Zwischen Brunnloch und Feneslgraben",montane Kalk-Schutthalde,T. Eberl
vk040,20,18,1,"0,1","0,9",3,"1,6",0,0,0,0,4,4,E,30,0,0,0,2018-06-22,13.16095,47.53765,10,738,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Salzachtal, Zwischen Brunnloch und Feneslgraben",montane Kalk-Schutthalde,T. Eberl
vk041,3,2,1,"0,1","0,3","0,5","1,5",0,0,0,0,4,4,SE,35,0,0,0,2018-07-05,11.84834,47.44910,10,929,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Brandenberger Alpen (Rofangebirge), Pletzachkogel SE-Hang",montane Kalk-Schutthalde,T. Eberl
vk042,20,15,2,"0,1","0,7",7,3,0,0,0,0,4,4,SE,30,0,0,0,2018-07-05,11.84875,47.44955,10,943,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Brandenberger Alpen (Rofangebirge), Pletzachkogel SE-Hang",montane Kalk-Schutthalde,T. Eberl
vk043,15,15,1,"0,1","0,9",0,0,0,0,0,0,4,4,SE,30,0,0,0,2018-07-05,11.84850,47.44977,10,957,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Brandenberger Alpen (Rofangebirge), Pletzachkogel SE-Hang",montane Kalk-Schutthalde,T. Eberl
vk044,3,1,2,"0,1","0,1",0,0,0,0,0,0,4,4,SE,35,0,0,0,2018-07-05,11.84414,47.44971,10,1063,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Brandenberger Alpen (Rofangebirge), Pletzachkogel SE-Hang",montane Kalk-Schutthalde,T. Eberl
vk045,12,12,1,"0,1","0,5",0,0,0,0,0,0,4,4,SE,30,0,0,0,2018-07-05,11.84338,47.45004,10,1114,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Brandenberger Alpen (Rofangebirge), Pletzachkogel SE-Hang",montane Kalk-Schutthalde,T. Eberl
vk046,93,85,10,"0,2","1,2",3,4,0,0,0,0,4,4,S,30,0,0,0,2018-07-05,12.68217,47.58174,10,665,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Saalachtal, ""Loferer Steppenhang"" ESE Lofer",montane Kalk-Schutthalde,T. Eberl
vk047,10,6,5,"0,1","0,3",1,"1,2",0,0,0,0,4,4,S,30,0,0,0,2018-07-05,12.67986,47.58164,10,659,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Saalachtal, ""Loferer Steppenhang"" ESE Lofer",montane Kalk-Schutthalde,T. Eberl
vk048,96,92,5,"0,1","1,3",0,0,0,0,0,0,4,4,SSW,35,0,0,0,2018-07-05,12.67969,47.58212,10,701,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Saalachtal, ""Loferer Steppenhang"" ESE Lofer",montane Kalk-Schutthalde,T. Eberl
vk049,26,25,2,"0,1","0,7",0,0,0,0,0,0,4,4,S,30,0,0,0,2018-07-05,12.67867,47.58236,10,711,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Saalachtal, ""Loferer Steppenhang"" ESE Lofer",montane Kalk-Schutthalde,T. Eberl
vk050,3,3,0,"0,1","0,6",0,0,0,0,0,0,4,4,S,30,0,0,0,2018-07-05,12.67621,47.58367,10,827,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Saalachtal, ""Loferer Steppenhang"" ESE Lofer",montane Kalk-Schutthalde,T. Eberl
vk051,6,6,0,"0,1","0,3",0,0,0,0,0,0,4,4,S,35,0,0,0,2018-07-13,11.24006,47.37639,10,1058,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Arnspitzgruppe, Ausgang des Gießenbachs SE Gießenbach",montane Kalk-Schutthalde,T. Eberl
vk052,15,15,0,"0,1","0,6",0,0,0,0,0,0,4,4,SSW,35,0,0,0,2018-07-13,11.23996,47.37628,10,1039,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Arnspitzgruppe, Ausgang des Gießenbachs SE Gießenbach",montane Kalk-Schutthalde,T. Eberl
vk053,15,15,0,"0,1","0,4",0,0,0,0,0,0,4,4,W,35,0,0,0,2018-07-13,11.24121,47.37544,10,1051,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Arnspitzgruppe, Ausgang des Gießenbachs SE Gießenbach",montane Kalk-Schutthalde,T. Eberl
vk054,30,30,0,"0,1","0,7",1,"1,2",0,0,0,0,4,4,SSW,30,0,0,0,2018-07-13,11.24001,47.37604,10,1026,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Arnspitzgruppe, Ausgang des Gießenbachs SE Gießenbach",montane Kalk-Schutthalde,T. Eberl
vk055,10,10,0,"0,1","0,6",0,0,0,0,0,0,4,4,SW,35,0,0,0,2018-07-13,11.24021,47.37597,10,1029,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Arnspitzgruppe, Ausgang des Gießenbachs SE Gießenbach",montane Kalk-Schutthalde,T. Eberl
vk056,6,6,0,"0,1","0,3",0,0,0,0,0,0,4,4,SSE,30,0,0,0,2018-07-13,11.24430,47.38777,10,989,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Arnspitzgruppe, Arntalköpfle S-Abfall N Gießenbach",montane Kalk-Schutthalde,T. Eberl
vk057,16,16,0,"0,1",1,1,"1,5",0,0,0,0,4,4,SSE,30,0,0,0,2018-07-13,11.24428,47.38811,10,1018,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Arnspitzgruppe, Arntalköpfle S-Abfall N Gießenbach",montane Kalk-Schutthalde,T. Eberl
vk058,23,23,0,"0,1","0,7",0,0,0,0,0,0,4,4,S,30,0,0,0,2018-07-13,11.24710,47.38857,10,1023,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Arnspitzgruppe, Arntalköpfle S-Abfall N Gießenbach",montane Kalk-Schutthalde,T. Eberl
vk059,7,7,0,"0,1","0,8",0,0,0,0,0,0,4,4,SSW,30,0,0,0,2018-07-13,11.24660,47.38831,10,1003,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Arnspitzgruppe, Arntalköpfle S-Abfall N Gießenbach",montane Kalk-Schutthalde,T. Eberl
vk060,6,6,0,"0,1","0,6",0,0,0,0,0,0,4,4,SSE,30,0,0,0,2018-07-13,11.25495,47.39016,10,1018,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Arnspitzgruppe, Arntalköpfle S-Abfall W Scharnitz",montane Kalk-Schutthalde,T. Eberl
vk061,4,4,0,"0,1","0,5",0,0,0,0,0,0,4,4,SSE,30,0,0,0,2018-07-13,11.25549,47.39041,10,1017,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Arnspitzgruppe, Arntalköpfle S-Abfall W Scharnitz",montane Kalk-Schutthalde,T. Eberl
vk062,4,3,1,"0,1","0,2",0,0,0,0,0,0,4,4,SSE,20,0,0,0,2018-07-13,11.20073,47.41630,10,1148,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Wettersteingebirge, Obere Wettersteinspitze S-Abfall NW Rosumer",montane Kalk-Schutthalde,T. Eberl
vk063,1,1,0,"0,1","0,2",0,0,0,0,0,0,4,4,SSE,25,0,0,0,2018-07-13,11.19958,47.41887,10,1291,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Wettersteingebirge, Obere Wettersteinspitze S-Abfall NW Rosumer",montane Kalk-Schutthalde,T. Eberl
vk064,25,25,1,"0,1","0,9",0,0,0,0,0,0,4,4,SSE,30,0,0,0,2018-07-13,11.20055,47.41726,10,1197,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Wettersteingebirge, Obere Wettersteinspitze S-Abfall NW Rosumer",montane Kalk-Schutthalde,T. Eberl
vk065,26,25,1,"0,1","0,9",1,"1,2",0,0,0,0,4,4,SSE,30,0,0,0,2018-07-14,10.63716,47.55797,10,855,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Tannheimer Berge, S Vilser Scharte",montane Kalk-Schutthalde,T. Eberl
vk066,18,18,0,"0,1",1,1,"1,3",0,0,0,0,4,4,SE,30,0,0,0,2018-07-14,10.63711,47.55813,10,871,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Tannheimer Berge, S Vilser Scharte",montane Kalk-Schutthalde,T. Eberl
vk067,20,20,1,"0,1",1,0,0,0,0,0,0,4,4,SSW,30,0,0,0,2018-07-14,10.63624,47.55814,10,891,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Tannheimer Berge, S Vilser Scharte",montane Kalk-Schutthalde,T. Eberl
vk068,15,12,3,"0,1","0,7",0,0,0,0,0,0,4,4,NNW,25,0,0,0,2018-07-14,10.61955,47.42296,10,1056,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Lechtaler Alpen, Schartenberg N-Abfall SE Johannesbrücke",montane Kalk-Schutthalde,T. Eberl
vk069,17,17,"0,1","0,1","0,8","0,5","1,2",0,0,0,0,4,4,NNW,30,0,0,0,2018-07-14,10.62013,47.42193,10,1121,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Lechtaler Alpen, Schartenberg N-Abfall SE Johannesbrücke",montane Kalk-Schutthalde,T. Eberl
vk070,60,60,3,"0,1","0,8",0,0,0,0,0,0,4,4,N,30,0,0,0,2018-07-14,10.62179,47.42176,10,1152,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Lechtaler Alpen, Schartenberg N-Abfall SE Johannesbrücke",montane Kalk-Schutthalde,T. Eberl
vk071,2,2,0,"0,1","0,4",0,0,0,0,0,0,4,4,N,25,0,0,0,2018-07-14,10.62157,47.42295,10,1081,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Lechtaler Alpen, Schartenberg N-Abfall SE Johannesbrücke",montane Kalk-Schutthalde,T. Eberl
vk072,12,12,0,"0,1","0,6",0,0,0,0,0,0,4,4,SSW,30,0,0,0,2018-07-14,10.46396,47.40894,10,1237,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Allgäuer Alpen, W Untere Lichtalpe",montane Kalk-Schutthalde,T. Eberl
vk073,17,16,0,"0,1","0,6",2,"1,8",0,0,0,0,4,4,S,30,0,0,0,2018-07-14,10.46502,47.40881,10,1228,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Allgäuer Alpen, W Untere Lichtalpe",montane Kalk-Schutthalde,T. Eberl
vk074,50,50,0,"0,1","0,6",0,0,0,0,0,0,4,4,SSE,30,0,0,0,2018-07-14,10.47036,47.40998,10,1193,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Allgäuer Alpen, E Untere Lichtalpe",montane Kalk-Schutthalde,T. Eberl
vk075,7,6,0,"0,1","0,7",2,"1,5",0,0,0,0,4,4,ESE,30,0,0,0,2018-07-15,10.53805,47.34757,10,982,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Allgäuer Alpen, W Sportplatz Elmen",montane Kalk-Schutthalde,T. Eberl
vk076,6,6,0,"0,1","0,8",0,0,0,0,0,0,4,4,SE,30,0,0,0,2018-07-15,10.53851,47.34775,10,968,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Allgäuer Alpen, W Sportplatz Elmen",montane Kalk-Schutthalde,T. Eberl
vk077,17,9,2,"0,1","0,7",7,"2,5",0,0,0,0,4,4,ESE,15,0,0,0,2018-07-15,10.53726,47.34652,10,987,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Allgäuer Alpen, W Sportplatz Elmen",montane Kalk-Schutthalde,T. Eberl
vk078,5,5,0,"0,1","0,7",0,0,0,0,0,0,4,4,ESE,25,0,0,0,2018-07-15,10.53692,47.34668,10,1006,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Allgäuer Alpen, W Sportplatz Elmen",montane Kalk-Schutthalde,T. Eberl
vk079,17,15,2,"0,1","0,4",4,"1,8",0,0,0,0,4,4,NW,20,0,0,0,2018-07-15,10.60130,47.27861,10,1371,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Lechtaler Alpen, Angerlebach SSW Boden",montane Kalk-Schutthalde,T. Eberl
vk080,15,15,0,"0,1","0,6",0,0,0,0,0,0,4,4,NNW,30,0,0,0,2018-07-15,10.60073,47.27753,10,1376,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Lechtaler Alpen, Angerlebach SSW Boden",montane Kalk-Schutthalde,T. Eberl
vk081,7,7,0,"0,1","0,3",0,0,0,0,0,0,4,4,WNW,30,0,0,0,2018-07-15,10.60466,47.27927,10,1466,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Lechtaler Alpen, Angerlebach SSW Boden",montane Kalk-Schutthalde,T. Eberl
vk082,15,15,0,"0,1","0,6",0,0,0,0,0,0,4,4,WNW,25,0,0,0,2018-07-15,10.60362,47.27957,10,1424,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Lechtaler Alpen, Angerlebach SSW Boden",montane Kalk-Schutthalde,T. Eberl
vk083,15,15,0,"0,1","0,7",0,0,0,0,0,0,4,4,WNW,20,0,0,0,2018-07-15,10.60278,47.28002,10,1381,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Lechtaler Alpen, Angerlebach SSW Boden",montane Kalk-Schutthalde,T. Eberl
vk084,8,8,0,"0,1","0,7",0,0,0,0,0,0,4,4,NE,35,0,0,0,2018-07-15,10.82864,47.31335,10,940,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Mieminger Kette, Unterer Sießekopf NE-Abfall SSW Nassereith",montane Kalk-Schutthalde,T. Eberl
vk085,12,10,0,"0,1","0,7",2,"1,5",0,0,0,0,4,4,NE,35,0,0,0,2018-07-15,10.82898,47.31366,10,910,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Mieminger Kette, Unterer Sießekopf NE-Abfall SSW Nassereith",montane Kalk-Schutthalde,T. Eberl
vk086,15,12,0,"0,1","0,8",5,3,0,0,0,0,4,4,NE,25,0,0,0,2018-07-15,10.83112,47.31242,10,898,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Mieminger Kette, Unterer Sießekopf NE-Abfall SSW Nassereith",montane Kalk-Schutthalde,T. Eberl
vk087,11,8,"0,1","0,1","0,5",3,"1,8",0,0,0,0,4,4,E,35,0,0,0,2018-07-16,10.82082,47.36444,10,1191,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Fernpass, S Vordere Pirchbodenalm",montane Kalk-Schutthalde,T. Eberl
vk088,25,25,"0,1","0,1","0,9",0,0,0,0,0,0,4,4,SSE,30,0,0,0,2018-07-16,10.81579,47.36415,10,1304,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Fernpass, N Afrigall",montane Kalk-Schutthalde,T. Eberl
