plot,abbr,layer,cover,voucher,comment,compare,history
vk080,buph sali,hl,+,,,,
vk080,care digi,hl,+,,,,
vk080,care firm,hl,+,,,,
vk080,daph stri,hl,r,,,,
vk080,drya octo,hl,1,,,,
vk080,epip atro,hl,r,,,,
vk080,eric carn,hl,1,,,,
vk080,gent clus clus,hl,r,,,,
vk080,hier bifi,hl,+,,,,
vk080,leon inca,hl,r,,,,
vk080,linu cath,hl,r,,,,
vk080,peta para,hl,+,,,,
vk080,phyt orbi,hl,r,,,,
vk080,pice abie,hl,r,,,,
vk080,pinu mugo,hl,+,,,,
vk080,poly cham,hl,+,,,,
vk080,prim auri auri,hl,r,,,,
vk080,rhod hirs,hl,1,,,,
vk080,rume scut,hl,+,,,,
vk080,scab luci luci,hl,r,,,,
vk080,sesl caer,hl,+,,,,
vk080,sile vulg glar,hl,+,,,,
vk080,thes alpi,hl,r,,,,
vk080,tofi caly,hl,+,,,,
vk080,tris dist,hl,+,x,,,
vk080,vale mont,hl,+,,,,
vk080,vale saxa,hl,+,,,,
vk081,aden alpi,hl,r,,,,
vk081,atha cret,hl,r,,,,
vk081,bisc laev laev,hl,r,,,,
vk081,card defl viri,hl,r,,,,
vk081,leon inca,hl,r,,,,
vk081,pice abie,hl,r,,,,
vk081,rume scut,hl,1,,,,
vk081,sile vulg glar,hl,2m,,,,
vk081,tris dist,hl,+,x,,,
vk082,aden alpi,hl,+,,,,
vk082,camp coch,hl,+,,,,
vk082,chlo stat,hl,+,,,,
vk082,frag vesc,hl,+,,,,
vk082,lact mura,hl,+,,,,
vk082,leon hisp slat,hl,+,,,,
vk082,peta para,hl,+,,,,
vk082,pice abie,hl,1,,,,
vk082,ranu acri acri,hl,r,x,,,
vk082,rume scut,hl,1,,,,
vk082,sali elea elea,hl,r,,,,
vk082,sile vulg glar,hl,2a,,,,
vk082,vale mont,hl,r,,,,
vk083,achn cala,hl,1,,,,
vk083,aspl viri,hl,r,,,,
vk083,camp coch,hl,+,,,,
vk083,card defl viri,hl,+,,,,
vk083,care digi,hl,+,,,,
vk083,knau maxi,hl,r,,,,
vk083,lact mura,hl,+,,,,
vk083,mela sylv,hl,+,,,,
vk083,meli nuta,hl,+,,,,
vk083,peta para,hl,2a,,,,
vk083,pice abie,hl,1,,,,
vk083,pinu mugo,hl,r,,,,
vk083,poly cham,hl,+,,,,
vk083,pote erec,hl,+,,,,
vk083,rume scut,hl,+,,,,
vk083,sali appe,hl,r,,,,
vk083,sile vulg glar,hl,1,,,,
vk084,achn cala,hl,2a,,,,
vk084,bisc laev laev,hl,+,x,,,
vk084,camp coch,hl,+,,,,
vk084,gymn robe,hl,+,,,,
vk084,sali purp,hl,1,,,,
vk085,achn cala,hl,2a,,,,
vk085,camp coch,hl,+,,,,
vk085,chlo stat,hl,1,,,,
vk085,hier bifi,hl,+,,,,
vk085,lact mura,hl,r,,,,
vk085,peta para,hl,1,,,,
vk085,pinu unci,hl,r,,,,
vk085,sali elea elea,hl,1,,,,
vk085,sile vulg glar,hl,+,,,,
vk085,vale trip,hl,r,,,,
vk085,sali elea elea,sl,1,,,,
vk086,achn cala,hl,2a,,,,
vk086,aspl viri,hl,r,,,,
vk086,buph sali,hl,r,,,,
vk086,care digi,hl,r,,,,
vk086,chlo stat,hl,+,,,,
vk086,gymn robe,hl,r,,,,
vk086,hier bifi,hl,+,,,,
vk086,lari deci deci,hl,r,,,,
vk086,pice abie,hl,r,,,,
vk086,pinu unci,hl,1,,,,
vk086,sali purp,hl,1,,,,
vk086,sile vulg glar,hl,+,,,,
vk086,vinc hiru,hl,+,,,,
vk086,pinu unci,sl,1,,,,
vk086,sali purp,sl,1,,,,
vk087,achn cala,hl,+,,,,
vk087,amel oval,hl,+,,,,
vk087,bell mich,hl,r,,,,
vk087,bisc laev laev,hl,+,,,,
vk087,buph sali,hl,+,,,,
vk087,cala vari,hl,+,,,,
vk087,camp coch,hl,+,,,,
vk087,card defl viri,hl,+,,,,
vk087,chlo stat,hl,r,,,,
vk087,daph stri,hl,r,,,,
vk087,drya octo,hl,1,,,,
vk087,epip atro,hl,r,,,,
vk087,eric carn,hl,1,,,,
vk087,euph sali,hl,r,x,,,
vk087,glob cord,hl,+,,,,
vk087,hier bifi,hl,+,,,,
vk087,hier glau cum,hl,+,x,,,
vk087,juni comm comm,hl,r,,,,
vk087,peta para,hl,+,,,,
vk087,poly cham,hl,+,,,,
vk087,prim auri auri,hl,r,,,,
vk087,sesl caer,hl,+,,,,
vk087,teuc mont,hl,+,,,,
vk087,thes alpi,hl,r,,,,
vk087,tofi caly,hl,r,,,,
vk087,vale saxa,hl,+,,,,
vk087,vale trip,hl,r,,,,
vk087,pinu mugo,sl,1,,,,
vk088,achn cala,hl,2b,,,,
vk088,camp coch,hl,+,,,,
vk088,care mucr,hl,r,,,,
vk088,chlo stat,hl,+,,,,
vk088,hier bifi,hl,+,,,,
vk088,lotu corn slat,hl,r,,,,
vk088,pinu unci,hl,r,,,,
vk088,sali elea elea,hl,r,,,,
vk088,sile vulg glar,hl,+,,,,
vk088,teuc mont,hl,1,,,,
vk088,thym prae poly,hl,+,1156,cf. T. praecox ssp. praecox,,
vk089,achn cala,hl,4,,,,
vk089,camp coch,hl,+,,,,
vk089,chlo stat,hl,+,,,,
vk089,juni comm comm,hl,+,,,,
vk089,pinu sylv,hl,+,,,,
vk089,sali elea elea,hl,r,,,,
vk089,sali purp,hl,r,,,,
vk089,sile vulg glar,hl,+,,,,
vk089,teuc mont,hl,1,,,,
vk089,thym prae poly,hl,1,,thym prae poly,ok,
vk090,achn cala,hl,2b,,,,
vk090,camp coch,hl,+,,,,
vk090,chlo stat,hl,+,,,,
vk090,hier bifi,hl,+,,,,
vk090,peta para,hl,+,,,,
vk090,sile vulg glar,hl,+,,,,
vk090,teuc mont,hl,+,,,,
vk090,vinc hiru,hl,+,,,,
vk091,achn cala,hl,2a,,,,
vk091,bisc laev laev,hl,+,,,,
vk091,cala vari,hl,+,,,,
vk091,care humi,hl,+,,,,
vk091,care mucr,hl,+,,,,
vk091,chlo stat,hl,+,,,,
vk091,eric carn,hl,1,,,,
vk091,glob cord,hl,+,,,,
vk091,poly cham,hl,+,,,,
vk091,sesl caer,hl,+,,,,
vk091,sile vulg glar,hl,+,,,,
vk091,teuc mont,hl,1,,,,
vk091,thym prae poly,hl,+,1155,cf. T. praecox ssp. praecox,,
vk091,vale saxa,hl,+,,,,
vk092,achn cala,hl,2b,,,,
vk092,anth ramo,hl,+,,,,
vk092,arab hirs,hl,r,x,,,
vk092,buph sali,hl,+,,,,
vk092,card defl viri,hl,+,,,,
vk092,clin alpi alpi,hl,+,x,,,
vk092,gali luci,hl,+,x,voucher lost? cp. 1183,,
vk092,hipp como,hl,+,,,,
vk092,pimp saxi saxi,hl,+,x,,,
vk092,rese lute lute,hl,+,x,,,
vk092,scab luci luci,hl,+,,,,
vk092,sedu albu,hl,r,,,,
vk092,sedu dasy,hl,r,,,,
vk092,sile vulg glar,hl,+,,,,
vk092,teuc mont,hl,1,,,,
vk092,thal minu saxa,hl,r,,cf.,,
vk092,verb thap,hl,r,,,,
vk092,vinc hiru,hl,2b,,,,
vk093,achn cala,hl,1,,,,
vk093,arab hirs,hl,+,,,,
vk093,sile vulg glar,hl,+,,,,
vk093,vinc hiru,hl,1,,,,
vk093,berb vulg,sl,1,,,,
vk094,alli lusi,hl,r,,,,
vk094,anth ramo,hl,+,,,,
vk094,aspe cyna,hl,+,x,,,
vk094,bisc laev laev,hl,r,,,,
vk094,buph sali,hl,+,,,,
vk094,cala vari,hl,+,,,,
vk094,camp coch,hl,+,,,,
vk094,card defl viri,hl,r,,,,
vk094,care humi,hl,3,,,,
vk094,clin alpi alpi,hl,+,,,,
vk094,cory avel,hl,1,,,,
vk094,gali luci,hl,+,1183,,,
vk094,heli numm obsc,hl,+,,,,
vk094,hier glau cum,hl,r,,,,
vk094,pimp saxi saxi,hl,+,,,,
vk094,scab luci luci,hl,+,,,,
vk094,teuc mont,hl,1,,,,
vk094,thal minu saxa,hl,r,,cf.,,
vk094,thym prae prae,hl,2a,,,,
vk094,vinc hiru,hl,1,,,,
vk094,cory avel,sl,1,,,,
vk095,achn cala,hl,2b,,,,
vk095,anth ramo,hl,+,,,,
vk095,aspe cyna,hl,+,,,,
vk095,bisc laev laev,hl,r,,,,
vk095,buph sali,hl,1,,,,
vk095,camp rotu,hl,+,x,,,
vk095,clin alpi alpi,hl,+,,,,
vk095,euph offi pict,hl,+,,,,
vk095,gali anis,hl,+,1190,,,
vk095,gali luci,hl,1,,gali luci,ok,
vk095,glob cord,hl,+,,,,
vk095,poly odor,hl,r,,,,
vk095,rham saxa saxa,hl,+,,,,
vk095,sile vulg glar,hl,+,,,,
vk095,teuc mont,hl,+,,,,
vk095,vinc hiru,hl,1,,,,
vk095,berb vulg,sl,1,,,,
vk096,achn cala,hl,2a,,,,
vk096,amel oval,hl,r,,,,
vk096,buph sali,hl,+,,,,
vk096,card defl viri,hl,+,,,,
vk096,carl vulg vulg,hl,+,,,,
vk096,clem vita,hl,+,,,,
vk096,clin nepe,hl,+,x,,,
vk096,dory germ,hl,r,,,,
vk096,epip atro,hl,r,,,,
vk096,meli cili,hl,+,,,,
vk096,popu nigr,hl,+,,,,
vk096,teuc mont,hl,+,,,,
vk096,thym prae prae,hl,+,,,,
vk096,vinc hiru,hl,r,,,,
vk096,pinu sylv,sl,+,,,,
vk096,popu nigr,sl,1,,,,
vk096,sali purp,sl,+,,,,
vk097,anth ramo,hl,r,,,,
vk097,clem vita,hl,1,,,,
vk097,dory germ,hl,1,,,,
vk097,epip atro,hl,+,,,,
vk097,hier bifi,hl,r,,,,
vk097,hier pilo ella,hl,r,,,,
vk097,soli virg virg,hl,r,,,,
vk097,teuc cham,hl,+,,,,
vk097,teuc mont,hl,+,,,,
vk097,vinc hiru,hl,+,,,,
vk097,pinu sylv,sl,1,,,,
vk098,achn cala,hl,+,,,,
vk098,buph sali,hl,+,,,,
vk098,card defl viri,hl,+,,,,
vk098,carl vulg vulg,hl,+,,,,
vk098,clem vita,hl,+,,,,
vk098,clin nepe,hl,+,,,,
vk098,coto hori,hl,+,,,,
vk098,meli cili,hl,2a,,,,
vk098,pinu sylv,hl,r,,,,
vk098,vinc hiru,hl,+,,,,
vk099,achn cala,hl,2a,,,,
vk099,berb vulg,hl,r,,,,
vk099,buph sali,hl,+,,,,
vk099,camp rotu,hl,r,x,,,
vk099,care humi,hl,1,,,,
vk099,clem vita,hl,+,,,,
vk099,dory germ,hl,+,,,,
vk099,fran alnu,hl,r,,,,
vk099,gali luci,hl,+,,,,
vk099,teuc mont,hl,1,,,,
vk099,vinc hiru,hl,1,,,,
vk100,achn cala,hl,2a,,,,
vk100,amel oval,hl,r,,,,
vk100,buph sali,hl,+,,,,
vk100,camp rotu,hl,+,,,,
vk100,care humi,hl,1,,,,
vk100,clem vita,hl,+,,,,
vk100,clin nepe,hl,r,,,,
vk100,dory germ,hl,+,,,,
vk100,epip hell slat,hl,r,x,,,
vk100,teuc mont,hl,+,,,,
vk100,thym prae poly,hl,+,1160,,,
vk100,vici crac,hl,+,,,,
vk101,achn cala,hl,2a,,,,
vk101,amel oval,hl,r,,,,
vk101,both isch,hl,2b,x,,,
vk101,buph sali,hl,+,,,,
vk101,care humi,hl,+,,,,
vk101,clin nepe,hl,+,,,,
vk101,dory germ,hl,1,,,,
vk101,glob cord,hl,r,,,,
vk101,lact pere,hl,r,x,,,
vk101,meli cili,hl,1,,,,
vk101,sang mino mino,hl,+,,,,
vk101,teuc mont,hl,1,,,,
vk101,vinc hiru,hl,+,,,,
vk101,berb vulg,sl,r,,,,
vk101,rosa micr,sl,1,x,,,
vk102,achn cala,hl,+,,,,
vk102,fran alnu,hl,+,,,,
vk103,achn cala,hl,1,,,,
vk103,berb vulg,hl,r,,,,
vk103,clem vita,hl,+,,,,
vk103,lact pere,hl,1,,,,
vk103,ligu vulg,hl,+,,,,
vk103,vinc hiru,hl,+,,,,
vk104,achn cala,hl,1,,,,
vk104,berb vulg,hl,r,,,,
vk104,buph sali,hl,r,,,,
vk104,care humi,hl,1,,,,
vk104,clem vita,hl,+,,,,
vk104,clin nepe,hl,r,x,,,
vk104,coto hori,hl,+,x,,,
vk104,dory germ,hl,+,,,,
vk104,epip atro,hl,r,,,,
vk104,frax exce,hl,r,,,,
vk104,lact pere,hl,+,,,,
vk104,sang mino mino,hl,r,,,,
vk104,teuc mont,hl,+,,,,
vk104,vinc hiru,hl,+,,,,
vk105,achn cala,hl,r,,,,
vk105,berb vulg,hl,r,,,,
vk105,chlo stat,hl,+,,,,
vk105,popu nigr,hl,r,,,,
vk106,achn cala,hl,+,,,,
vk106,clem vita,hl,1,,,,
vk106,epip atro,hl,r,,,,
vk106,erig annu slat,hl,r,,,,
vk106,sile vulg glar,hl,r,,,,
vk106,vinc hiru,hl,2b,,,,
vk107,gymn robe,hl,2a,,,,
vk108,achn cala,hl,2b,,,,
vk108,aspl ruta,hl,+,,,,
vk108,buph sali,hl,1,,,,
vk108,camp rotu,hl,+,,,,
vk108,clin nepe,hl,2a,,,,
vk108,eupa cann,hl,r,,,,
vk108,hier pilo ides,hl,r,x,,,
vk108,meli cili,hl,+,,,,
vk108,vinc hiru,hl,2a,,,,
vk109,acer pseu,hl,r,,,,
vk109,bisc laev laev,hl,+,,,,
vk109,cala vari,hl,+,,,,
vk109,camp coch,hl,+,,,,
vk109,care digi,hl,+,,,,
vk109,hier muro,hl,r,,,,
vk109,kern saxa,hl,r,,,,
vk109,linu cath,hl,r,,,,
vk109,pice abie,hl,r,,,,
vk109,poly cham,hl,+,,,,
vk109,sesl caer,hl,r,,,,
vk109,sile vulg glar,hl,+,,,,
vk109,thym prae poly,hl,+,,,,
vk109,pinu mugo,sl,r,,,,
vk110,cala vari,hl,+,,,,
vk110,gymn robe,hl,r,,,,
vk110,peta para,hl,2a,,,,
vk110,sali glab,hl,+,,,,
vk110,sile vulg glar,hl,+,,,,
vk110,vale mont,hl,r,,,,
vk111,aspl tric quad,hl,r,,,,
vk111,cala vari,hl,+,,,,
vk111,camp coch,hl,+,,,,
vk111,card defl viri,hl,+,,,,
vk111,care digi,hl,+,,,,
vk111,epip atro,hl,r,,,,
vk111,gale flav,hl,+,,,,
vk111,gymn robe,hl,r,,,,
vk111,merc pere,hl,r,,,,
vk111,poly cham,hl,r,,,,
vk111,sali glab,hl,+,,,,
vk111,sile vulg glar,hl,+,,,,
vk111,thym prae poly,hl,r,,,,
vk111,vale mont,hl,+,,,,
vk112,aspl ruta,hl,r,,,,
vk112,bisc laev laev,hl,+,,,,
vk112,cala vari,hl,1,,,,
vk112,camp coch,hl,+,,,,
vk112,card defl viri,hl,+,,,,
vk112,clin alpi alpi,hl,+,,,,
vk112,coto tome,hl,r,,,,
vk112,eric carn,hl,1,,,,
vk112,gale flav,hl,+,,,,
vk112,gali anis,hl,+,1188,,,
vk112,gymn robe,hl,1,,,,
vk112,hier muro,hl,+,,,,
vk112,kern saxa,hl,r,,,,
vk112,merc pere,hl,r,,,,
vk112,moeh musc,hl,r,,,,
vk112,phyt orbi,hl,r,,,,
vk112,poly cham,hl,+,,,,
vk112,rhod hirs,hl,r,,,,
vk112,scab luci luci,hl,+,,,,
vk112,sile vulg glar,hl,+,,,,
vk112,thes alpi,hl,r,,,,
vk112,thym prae poly,hl,+,,,,
vk112,vale mont,hl,+,,,,
vk113,acer pseu,hl,r,,,,
vk113,aspl tric quad,hl,+,,,,
vk113,cala vari,hl,+,,,,
vk113,camp coch,hl,+,,,,
vk113,card defl viri,hl,+,,,,
vk113,clin alpi alpi,hl,+,,,,
vk113,gale flav,hl,+,,,,
vk113,gera robe,hl,+,,,,
vk113,gymn robe,hl,1,,,,
vk113,merc pere,hl,+,,,,
vk113,moeh musc,hl,+,,,,
vk113,sedu albu,hl,r,,,,
vk113,sile vulg glar,hl,2a,,,,
vk113,thym prae poly,hl,r,,,,
vk113,vinc hiru,hl,r,,,,
vk113,viol coll,hl,r,,,,
vk114,achn cala,hl,2b,,,,
vk114,alli lusi,hl,r,,,,
vk114,anth ramo,hl,1,,,,
vk114,aspl ruta,hl,r,,,,
vk114,berb vulg,hl,r,,,,
vk114,buph sali,hl,+,,,,
vk114,coto tome,hl,r,x,,,
vk114,dian cart cart,hl,r,,,,
vk114,euph cypa,hl,+,,,,
vk114,frax exce,hl,r,,,,
vk114,gali anis,hl,+,1186,,,
vk114,gali luci,hl,+,,,,
vk114,glob cord,hl,+,,,,
vk114,jovi glob hirt,hl,r,,,,
vk114,kern saxa,hl,r,,,,
vk114,lase sile sile,hl,2a,,,,
vk114,leon inca,hl,r,,,,
vk114,ligu vulg,hl,r,,,,
vk114,orig vulg,hl,1,,,,
vk114,poly odor,hl,r,,,,
vk114,rhin glac,hl,r,,,,
vk114,sang mino mino,hl,r,,,,
vk114,scab luci luci,hl,r,,,,
vk114,sedu albu,hl,+,,,,
vk114,sese aust,hl,+,x,,,
vk114,sesl caer,hl,1,,,,
vk114,sile nuta nuta,hl,+,,,,
vk114,sile vulg vulg,hl,r,,,,
vk114,teuc mont,hl,+,,,,
vk114,thal minu saxa,hl,+,x,,,
vk114,vinc hiru,hl,+,,,,
vk115,acer pseu,hl,r,,,,
vk115,achn cala,hl,r,,,,
vk115,anth ramo,hl,r,,,,
vk115,aspl ruta,hl,+,,,,
vk115,beto alop,hl,r,,,,
vk115,care digi,hl,r,,,,
vk115,clin alpi alpi,hl,r,x,,,
vk115,epip atro,hl,r,,,,
vk115,fran alnu,hl,r,,,,
vk115,frax exce,hl,r,,,,
vk115,gera robe,hl,+,,,,
vk115,hier bupl,hl,r,x,,,
vk115,lase sile sile,hl,1,,,,
vk115,leon inca,hl,r,,,,
vk115,orig vulg,hl,1,,,,
vk115,sedu albu,hl,1,,,,
vk115,sese aust,hl,r,,,,
vk115,vinc hiru,hl,+,,,,
vk115,fran alnu,sl,r,,,,
vk116,acer pseu,hl,r,,,,
vk116,achn cala,hl,2a,,,,
vk116,alli lusi,hl,+,,,,
vk116,amel oval,hl,r,,,,
vk116,anth ramo,hl,1,,,,
vk116,arab aren,hl,r,,,,
vk116,aspl ruta,hl,+,,,,
vk116,beto alop,hl,r,,,,
vk116,buph sali,hl,r,,,,
vk116,care mucr,hl,+,,,,
vk116,clin alpi alpi,hl,+,x,,,
vk116,cory avel,hl,1,,,,
vk116,euph cypa,hl,+,,,,
vk116,fran alnu,hl,r,,,,
vk116,gali anis,hl,+,,gali anis,ok,
vk116,gali luci,hl,+,,,,
vk116,glob cord,hl,+,,,,
vk116,jovi glob hirt,hl,+,,,,
vk116,lase sile sile,hl,r,,,,
vk116,leon inca,hl,r,,,,
vk116,ligu vulg,hl,r,,,,
vk116,orig vulg,hl,1,,,,
vk116,poly odor,hl,r,,,,
vk116,pote caul,hl,r,,,,
vk116,rhin glac,hl,r,,,,
vk116,rubu idae,hl,r,,,,
vk116,sedu albu,hl,+,,,,
vk116,sese aust,hl,+,,,,
vk116,sesl caer,hl,1,,,,
vk116,soli virg virg,hl,r,,,,
vk116,teuc mont,hl,1,,,,
vk116,thal minu saxa,hl,+,,,,
vk116,vinc hiru,hl,+,,,,
vk116,fran alnu,sl,r,,,,
vk117,acer pseu,hl,r,,,,
vk117,aspl tric quad,hl,r,,,,
vk117,buph sali,hl,r,,,,
vk117,card defl viri,hl,r,,,,
vk117,care alba,hl,r,,,,
vk117,care digi,hl,+,,,,
vk117,clem vita,hl,r,,,,
vk117,clin alpi alpi,hl,r,,,,
vk117,euph sali,hl,r,,,,
vk117,gali trun,hl,1,x,,,
vk117,gera robe,hl,+,,,,
vk117,salv glut,hl,+,,,,
vk117,sedu albu,hl,1,,,,
vk117,teuc mont,hl,+,,,,
vk117,thym prae prae,hl,+,,thym prae prae,ok,
vk117,vinc hiru,hl,r,,,,
vk117,viol coll,hl,r,,,,
vk118,acer pseu,hl,r,,,,
vk118,amel oval,hl,r,,,,
vk118,anth ramo,hl,+,,,,
vk118,buph sali,hl,+,,,,
vk118,card defl viri,hl,+,,,,
vk118,care humi,hl,1,,,,
vk118,clem vita,hl,r,,,,
vk118,clin alpi alpi,hl,r,,,,
vk118,eric carn,hl,r,,,,
vk118,fran alnu,hl,r,,,,
vk118,frax exce,hl,r,,,,
vk118,gera robe,hl,+,,,,
vk118,glob cord,hl,+,,,,
vk118,kern saxa,hl,+,,,,
vk118,moli arun,hl,1,,,,
vk118,prun gran,hl,r,,,,
vk118,rubu caes,hl,r,,,,
vk118,salv glut,hl,+,,,,
vk118,sesl caer,hl,1,,,,
vk118,teuc mont,hl,1,,,,
vk118,thal minu saxa,hl,r,,,,
vk118,thym prae prae,hl,+,1174,,,
vk118,verb nigr,hl,r,,,,
vk118,viol coll,hl,r,,,,
vk119,acer pseu,hl,r,,,,
vk119,achn cala,hl,+,x,,,
vk119,anth ramo,hl,r,,,,
vk119,beto alop,hl,r,,,,
vk119,cala vari,hl,+,,,,
vk119,card defl viri,hl,+,,,,
vk119,care digi,hl,r,,,,
vk119,care humi,hl,+,,,,
vk119,clin alpi alpi,hl,+,,,,
vk119,eupa cann,hl,+,,,,
vk119,frax exce,hl,r,,,,
vk119,gale flav,hl,r,,,,
vk119,gali trun,hl,+,,,,
vk119,hipp emer emer,hl,r,,,,
vk119,kern saxa,hl,+,,,,
vk119,linu cath,hl,r,,,,
vk119,moeh musc,hl,r,,,,
vk119,moli arun,hl,2a,,,,
vk119,peta para,hl,1,,,,
vk119,rubu caes,hl,1,,,,
vk119,salv glut,hl,+,,,,
vk119,sesl caer,hl,+,,,,
vk119,teuc cham,hl,+,,,,
vk119,thal minu saxa,hl,+,x,,,
vk119,thym prae prae,hl,+,,thym prae prae,ok,
vk119,verb nigr,hl,r,,,,
vk119,vinc hiru,hl,+,,,,
vk120,acer pseu,hl,r,,,,
vk120,anth ramo,hl,r,,,,
vk120,buph sali,hl,r,,,,
vk120,cala vari,hl,+,,,,
vk120,card defl viri,hl,1,,,,
vk120,care digi,hl,r,,,,
vk120,clem vita,hl,+,,,,
vk120,clin alpi alpi,hl,+,,,,
vk120,daph meze,hl,r,,,,
vk120,fran alnu,hl,r,,,,
vk120,frax exce,hl,r,,,,
vk120,gali trun,hl,+,,,,
vk120,gera robe,hl,r,,,,
vk120,hell nige,hl,+,,,,
vk120,pice abie,hl,1,,,,
vk120,poly cham,hl,+,,,,
vk120,sesl caer,hl,+,,,,
vk120,sorb aria,hl,r,,,,
vk120,teuc mont,hl,+,,,,
vk120,vinc hiru,hl,1,,,,
vk120,acer pseu,sl,2b,,,,
vk120,berb vulg,sl,r,,,,
vk120,cory avel,sl,1,,,,
vk121,acer pseu,hl,r,,,,
vk121,aqui atra,hl,r,,,,
vk121,bell mich,hl,r,,,,
vk121,buph sali,hl,+,,,,
vk121,cala vari,hl,1,,,,
vk121,card defl viri,hl,r,,,,
vk121,frag vesc,hl,r,,,,
vk121,hier bifi,hl,+,,,,
vk121,orig vulg,hl,r,,,,
vk121,peta albu,hl,r,,,,
vk121,peta para,hl,1,,,,
vk121,pote erec,hl,r,,,,
vk121,thym prae poly,hl,+,,,,
vk121,tuss farf,hl,r,,,,
vk121,vero cham cham,hl,r,,,,
vk122,bisc laev laev,hl,r,,,,
vk122,buph sali,hl,r,,,,
vk122,cala vari,hl,2a,,,,
vk122,camp coch,hl,+,,,,
vk122,chlo stat,hl,+,,,,
vk122,clin alpi alpi,hl,+,,,,
vk122,eric carn,hl,+,,,,
vk122,fagu sylv,hl,r,,,,
vk122,hier bifi,hl,r,,,,
vk122,leon hisp hyos,hl,+,,,,
vk122,peta para,hl,1,,,,
vk122,phyt orbi,hl,+,,,,
vk122,pice abie,hl,r,,,,
vk122,poly cham,hl,r,,,,
vk122,rubu saxa,hl,r,,,,
vk122,thym prae poly,hl,1,,,,
vk123,acer pseu,hl,r,,,,
vk123,cala vari,hl,1,,,,
vk123,camp coch,hl,+,,,,
vk123,card defl viri,hl,+,,,,
vk123,chlo stat,hl,+,,,,
vk123,clin alpi alpi,hl,+,,,,
vk123,eric carn,hl,+,,,,
vk123,euph cypa,hl,+,,,,
vk123,gymn robe,hl,r,,,,
vk123,hier bifi,hl,+,,,,
vk123,lotu corn slat,hl,r,,,,
vk123,peta para,hl,2a,,,,
vk123,phyt orbi,hl,r,,,,
vk123,pote erec,hl,+,,,,
vk123,rubu saxa,hl,r,,,,
vk123,sali capr,hl,r,,,,
vk123,thym prae poly,hl,+,,,,
vk123,sali capr,sl,r,,,,
vk124,acer pseu,hl,r,,,,
vk124,buph sali,hl,+,,,,
vk124,cala vari,hl,2b,,,,
vk124,card defl viri,hl,+,,,,
vk124,care flac,hl,+,,,,
vk124,clin alpi alpi,hl,+,,,,
vk124,eric carn,hl,+,,,,
vk124,euph cypa,hl,+,,,,
vk124,frag vesc,hl,+,,,,
vk124,gymn cono cono,hl,+,,,,
vk124,hier bifi,hl,+,,,,
vk124,lotu corn slat,hl,+,,,,
vk124,peta para,hl,2a,,,,
vk124,phyt orbi,hl,r,,,,
vk124,pimp majo majo,hl,r,,,,
vk124,pote erec,hl,+,,,,
vk124,rhin glac,hl,+,,,,
vk124,rubu saxa,hl,r,,,,
vk124,teuc cham,hl,1,,,,
vk124,thym prae poly,hl,+,,,,
vk124,trif medi medi,hl,r,,,,
vk125,cala vari,hl,1,,,,
vk125,camp coch,hl,+,,,,
vk125,card defl viri,hl,+,,,,
vk125,care digi,hl,r,,,,
vk125,eric carn,hl,r,,,,
vk125,euph cypa,hl,r,,,,
vk125,frag vesc,hl,r,,,,
vk125,hier bifi,hl,+,,,,
vk125,knau maxi,hl,r,,,,
vk125,leon inca,hl,r,,,,
vk125,linu cath,hl,+,,,,
vk125,peta para,hl,1,,,,
vk125,poly cham,hl,r,,,,
vk125,pote erec,hl,r,,,,
vk125,prun gran,hl,r,,,,
vk125,thes alpi,hl,r,,,,
vk125,thym prae poly,hl,2a,,,,
vk126,atha cret,hl,r,,,,
vk126,cala vari,hl,+,,,,
vk126,camp coch,hl,+,,,,
vk126,card defl viri,hl,r,,,,
vk126,chlo stat,hl,1,,,,
vk126,drya octo,hl,r,,,,
vk126,epip atro,hl,+,,,,
vk126,glob cord,hl,r,,,,
vk126,gymn robe,hl,r,,,,
vk126,hier bifi,hl,r,,,,
vk126,lari deci deci,hl,r,,,,
vk126,pice abie,hl,2a,,,,
vk126,pimp majo majo,hl,r,,,,
vk126,rume scut,hl,+,,,,
vk126,saxi caes,hl,r,,,,
vk126,sile vulg glar,hl,+,,,,
vk127,bell mich,hl,r,,,,
vk127,buph sali,hl,r,,,,
vk127,cala vari,hl,1,,,,
vk127,camp coch,hl,+,,,,
vk127,card defl viri,hl,+,,,,
vk127,chlo stat,hl,2m,,,,
vk127,eric carn,hl,r,,,,
vk127,gali anis,hl,+,,,,
vk127,gera robe,hl,r,,,,
vk127,gyps repe,hl,+,,,,
vk127,peta para,hl,r,,,,
vk127,pice abie,hl,+,,,,
vk127,rume scut,hl,+,,,,
vk127,sile vulg glar,hl,1,,,,
vk128,cala vari,hl,+,,,,
vk128,camp coch,hl,+,,,,
vk128,chlo stat,hl,+,,,,
vk128,gyps repe,hl,r,,,,
vk128,hier glau cum,hl,r,,,,
vk128,kern saxa,hl,r,,,,
vk128,linu cath,hl,r,,,,
vk128,peta para,hl,+,,,,
vk128,rume scut,hl,+,,,,
vk128,sile vulg glar,hl,1,,,,
vk128,thym prae poly,hl,+,,,,
vk129,anth ramo,hl,+,,,,
vk129,beto alop,hl,r,,,,
vk129,buph sali,hl,+,,,,
vk129,cala vari,hl,1,,,,
vk129,care humi,hl,+,,,,
vk129,clin alpi alpi,hl,+,,,,
vk129,fran alnu,hl,r,,,,
vk129,gali albu,hl,+,,,,
