plot,abbr,layer,cov,voucher,comment,history
ta01,abie alba,hl,r,,,
ta01,acer pseu,hl,2a,,,
ta01,acon lyco vulp,hl,+,,,
ta01,aego poda,hl,1,,,
ta01,apos foet,hl,r,,,
ta01,asar euro euro,hl,+,,,
ta01,athy fili,hl,r,,,
ta01,brac sylv,hl,1,,,
ta01,brom bene,hl,r,,,
ta01,card trif,hl,1,,,
ta01,care alba,hl,1,,,
ta01,care sylv,hl,1,,,
ta01,circ inte,hl,1,,,
ta01,cory avel,hl,+,,,
ta01,crat mono,hl,r,,,
ta01,crep palu,hl,r,,,
ta01,daph meze,hl,r,,,
ta01,desc cesp,hl,+,,,
ta01,fagu sylv,hl,r,,,
ta01,fili ulma ulma,hl,r,,,
ta01,frag vesc,hl,+,,,
ta01,frax exce,hl,2b,,,
ta01,gale mont,hl,1,,,
ta01,geum urba,hl,+,,,
ta01,hell nige,hl,r,,,
ta01,hepa nobi,hl,1,,,
ta01,ligu vulg,hl,r,,,
ta01,lili mart,hl,+,,,
ta01,list ovat,hl,+,,,
ta01,loni xylo,hl,+,,,
ta01,maia bifo,hl,+,,,
ta01,merc pere,hl,+,,,
ta01,oxal acet,hl,2b,,,
ta01,pari quad,hl,+,,,
ta01,phyt spic spic,hl,+,,,
ta01,poly vert,hl,r,,,
ta01,prim elat,hl,+,,,
ta01,rosa arve,hl,+,,,
ta01,salv glut,hl,+,,,
ta01,sani euro,hl,+,,,
ta01,sorb aucu aucu,hl,r,,,
ta01,stac sylv,hl,+,,,
ta01,symp tube slat,hl,+,,,
ta01,vibu opul,hl,r,,,
ta01,viol reic,hl,r,,,
ta01,fagu sylv,sl1,r,,,
ta01,cory avel,sl2,r,,,
ta01,fagu sylv,sl2,2a,,,
ta01,frax exce,sl2,+,,,
ta01,loni xylo,sl2,+,,,
ta01,abie alba,tl1,1,,,
ta01,acer pseu,tl1,3,,,
ta01,pice abie,tl1,2b,,,
ta01,abie alba,tl2,1,,,
ta01,pice abie,tl2,1,,,
ta02,acer pseu,hl,+,,,
ta02,aego poda,hl,1,,,
ta02,alli ursi ursi,hl,+,,,
ta02,anem nemo,hl,+,,,
ta02,apos foet,hl,r,,,
ta02,asar euro euro,hl,1,,,
ta02,brac sylv,hl,2b,,,
ta02,camp trac,hl,r,,,
ta02,card trif,hl,1,,,
ta02,care alba,hl,2a,,,
ta02,care digi,hl,+,,,
ta02,care flac,hl,+,,,
ta02,care sylv,hl,1,,,
ta02,cirs oler,hl,r,,,
ta02,cory avel,hl,r,,,
ta02,crat mono,hl,r,,,
ta02,desc cesp,hl,+,,,
ta02,euph amyg amyg,hl,r,,,
ta02,fagu sylv,hl,r,,,
ta02,frax exce,hl,2a,,,
ta02,gale mont,hl,1,,,
ta02,gale psis spec ies,hl,+,,,
ta02,hell nige,hl,+,,,
ta02,hepa nobi,hl,1,,,
ta02,impa noli,hl,r,,,
ta02,impa parv,hl,+,,,
ta02,knau maxi,hl,+,,,
ta02,list ovat,hl,r,,,
ta02,loni xylo,hl,+,,,
ta02,maia bifo,hl,+,,,
ta02,merc pere,hl,2a,,,
ta02,oxal acet,hl,+,,,
ta02,pari quad,hl,+,,,
ta02,poa annu,hl,r,,,
ta02,poly mult,hl,+,,,
ta02,poly vert,hl,r,,,
ta02,prim elat,hl,+,,,
ta02,pulm offi,hl,r,,,
ta02,rosa arve,hl,r,,,
ta02,rubu caes,hl,r,,,
ta02,salv glut,hl,2a,,,
ta02,sani euro,hl,+,,,
ta02,soli virg virg,hl,+,,,
ta02,sorb aria,hl,r,,,
ta02,sorb aucu aucu,hl,r,,,
ta02,stac sylv,hl,r,,,
ta02,symp tube slat,hl,+,,,
ta02,ulmu glab,hl,+,,,
ta02,vero urti,hl,r,,,
ta02,vibu opul,hl,r,,,
ta02,viol reic,hl,+,,,
ta02,fagu sylv,sl1,1,,,
ta02,cory avel,sl2,1,,,
ta02,crat mono,sl2,r,,,
ta02,fagu sylv,sl2,2a,,,
ta02,frax exce,sl2,+,,,
ta02,loni xylo,sl2,r,,,
ta02,ulmu glab,sl2,r,,,
ta02,acer pseu,tl1,2b,,,
ta02,pice abie,tl1,1,,,
ta02,acer pseu,tl2,3,,,
ta03,acer pseu,hl,1,,,
ta03,aego poda,hl,+,,,
ta03,athy fili,hl,1,,,
ta03,brac sylv,hl,2a,,,
ta03,card trif,hl,1,,,
ta03,care alba,hl,1,,,
ta03,care digi,hl,r,,,
ta03,care sylv,hl,2a,,,
ta03,circ inte,hl,2m,,,
ta03,cirs oler,hl,r,,,
ta03,cory avel,hl,+,,,
ta03,daph meze,hl,r,,,
ta03,desc cesp,hl,+,,,
ta03,dryo cart,hl,r,,,
ta03,dryo dila,hl,+,,,
ta03,dryo fili,hl,+,,,
ta03,fagu sylv,hl,+,,,
ta03,fest giga,hl,r,,,
ta03,frag vesc,hl,+,,,
ta03,frax exce,hl,2b,,,
ta03,gale mont,hl,2a,,,
ta03,gale psis spec ies,hl,+,,,
ta03,geum urba,hl,+,,,
ta03,hepa nobi,hl,1,,,
ta03,impa noli,hl,+,,,
ta03,loni xylo,hl,+,,,
ta03,luzu sylv sylv,hl,r,,,
