plot,abbr,layer,cover,voucher,comment,history
gs01,abie alba,hl,1,,,
gs01,aven flex flex,hl,+,,,
gs01,digi purp,hl,r,,,
gs01,hier muro,hl,+,,,
gs01,luzu luzu ides,hl,+,,,
gs01,mela prat,hl,+,,,
gs01,moli caer aggr,hl,+,,,
gs01,pice abie,hl,1,,,
gs01,pter aqui,hl,+,,,
gs01,quer petr,hl,+,,,
gs01,vacc myrt,hl,4,,,
gs01,hypn cupr,ml,+,,,
gs01,leuc glau,ml,1,,,
gs01,abie alba,sl,+,,,
gs01,pice abie,sl,2a,,,
gs01,abie alba,tl1,2a,,,
gs01,pice abie,tl1,2a,,,
gs01,quer petr,tl1,2a,,,
gs01,abie alba,tl2,3,,,
gs01,pice abie,tl2,3,,,
gs02,abie alba,hl,2a,,,
gs02,athy fili,hl,+,,,
gs02,aven flex flex,hl,2b,,,
gs02,betu pend,hl,+,,,
gs02,cala arun,hl,+,,,
gs02,cala epig,hl,2b,,,
gs02,cala vill,hl,2b,,,
gs02,care lepo,hl,r,,,
gs02,care pall,hl,+,,,
gs02,care pilu pilu,hl,1,,,
gs02,clin vulg vulg,hl,+,,,
gs02,digi purp,hl,1,,,
gs02,dryo dila,hl,1,,,
gs02,epil mont,hl,+,,,
gs02,fagu sylv,hl,+,,,
gs02,frag vesc,hl,1,,,
gs02,gent ascl,hl,2a,,,
gs02,hier muro,hl,1,,,
gs02,hier saba,hl,r,,,
gs02,hype perf,hl,+,,,
gs02,impa parv,hl,1,,,
gs02,lact mura,hl,r,,,
gs02,luzu luzu ides,hl,1,,,
gs02,luzu pilo,hl,+,,,
gs02,mela prat,hl,+,,,
gs02,myos palu aggr,hl,+,,,
gs02,oxal acet,hl,+,,,
gs02,pice abie,hl,1,,,
gs02,poa nemo,hl,+,,,
gs02,pren purp,hl,+,,,
gs02,pter aqui,hl,1,,,
gs02,rubu idae,hl,1,,,
gs02,rubu sect rubu,hl,1,,,
gs02,rume obtu slat,hl,+,,,
gs02,sali capr,hl,+,,,
gs02,sorb aucu aucu,hl,2a,,,
gs02,vacc myrt,hl,2b,,,
gs02,vero cham cham,hl,r,,,
gs02,viol reic,hl,+,,,
gs02,hypn cupr,ml,+,,,
gs02,leuc glau,ml,r,,,
gs02,pleu schr,ml,+,,,
gs02,poly form,ml,+,,,
gs02,abie alba,sl,+,,,
gs02,pice abie,sl,+,,,
gs02,sali capr,sl,+,,,
gs02,abie alba,tl1,3,,,
