plot,cov,t1cov,t2cov,scov,hcov,mcov,htl1,htl2,hsl,hhl1,hhl2,plsx,plsy,expo,slope,rock,bare,stones,date,latitude,longitude,accuracy,alliance,association,soil,comment,location,observer
gs01,70,30,5,5,80,3,23,18,4,"0,3","0,2",16,16,S,2,0,20,0,2013-07-07,47.343000,16.403833,10,Vaccinio-Piceion,,,,"Geschriebenstein, Tannenwald",T. Eberl & R. Kaiser
gs02,98,40,0,1,90,1,27,0,2,"0,5","0,25",16,16,S,4,0,0,0,2013-07-07,47.343185,16.400679,10,Vaccinio-Piceion,,,,"Geschriebenstein, Tannenwald",T. Eberl & R. Kaiser
