plot,abbr,layer,cover,voucher,comment,history
mhhf01,achi mill aggr,hl,+,,,
mhhf01,agro capi,hl,2b,,,
mhhf01,agro giga,hl,+,,,
mhhf01,ajug rept,hl,+,,,
mhhf01,alch mont,hl,+,,,
mhhf01,anth odor,hl,2a,,,
mhhf01,arrh elat,hl,1,,,
mhhf01,briz medi,hl,2a,,,
mhhf01,camp rotu,hl,+,,,
mhhf01,care cary,hl,2m,,,
mhhf01,care pall,hl,+,,,
mhhf01,carl acau acau,hl,+,,,
mhhf01,cent jace jace,hl,1,,,
mhhf01,cent pseu,hl,r,,,
mhhf01,crat mono,hl,r,,,
mhhf01,cyno cris,hl,+,,,
mhhf01,dact glom glom,hl,+,,,
mhhf01,dant decu decu,hl,2a,,,
mhhf01,fest nigr cens,hl,2a,,,
mhhf01,fest rubr rubr,hl,1,,,
mhhf01,gali albu,hl,1,,,
mhhf01,holc lana,hl,1,,,
mhhf01,homa pube pube,hl,+,,,
mhhf01,hype perf,hl,+,,,
mhhf01,knau arve arve,hl,2b,,,
mhhf01,leon hisp hisp,hl,2b,,,
mhhf01,leuc ircu,hl,1,,,
mhhf01,linu cath,hl,+,,,
mhhf01,luzu camp,hl,+,,,
mhhf01,moli caer,hl,2b,,,
mhhf01,pimp majo majo,hl,+,,,
mhhf01,plan lanc,hl,+,,,
mhhf01,poly vulg vulg,hl,+,,,
mhhf01,pote erec,hl,2a,,,
mhhf01,prim veri veri,hl,r,,,
mhhf01,prun vulg,hl,1,,,
mhhf01,ranu acri acri,hl,+,,,
mhhf01,sali capr,hl,+,,,
mhhf01,sile nuta nuta,hl,+,,,
mhhf01,stel gram,hl,+,,,
mhhf01,thym pule pule,hl,2b,,,
mhhf01,trif medi medi,hl,2a,,,
mhhf01,trif prat prat,hl,+,,,
mhhf01,tris flav flav,hl,+,,,
mhhf01,vero cham cham,hl,r,,,
mhhf01,vero offi,hl,+,,,
mhhf01,viol cani slat,hl,+,,,
mhhf02,agro capi,hl,1,,,
mhhf02,alch mont,hl,+,,,
mhhf02,anth odor,hl,1,,,
mhhf02,briz medi,hl,2a,,,
mhhf02,care cary,hl,+,,,
mhhf02,care dava,hl,3,,,
mhhf02,care nigr,hl,1,,,
mhhf02,care pani,hl,2a,,,
mhhf02,cyno cris,hl,+,,,
mhhf02,dant decu decu,hl,2m,,,
