plot,abbr,layer,cov
1,sali elea elea,hl,+
1,sali purp,hl,+
2,hier bifi,hl,+
2,kern saxa,hl,+
2,lotu corn,hl,+
2,orob teuc,hl,r
2,pinu sylv,hl,r
2,sali elea elea,hl,+
4,anth vuln slat,hl,+
4,bisc laev laev,hl,+
8,parn palu,hl,r
8,pice abie,hl,+
8,pinu sylv,hl,+
8,pote caul,hl,+
9,prim auri auri,hl,r
10,aspl viri,hl,+
10,care mucr,hl,+
10,hier bifi,hl,+
10,kern saxa,hl,+
10,rham saxa saxa,hl,r
10,teuc cham,hl,+
10,vale trip,hl,+
11,bell mich,hl,1
11,linu cath,hl,+
11,lotu corn,hl,+
