plot,abbr,layer,cover,voucher,comment,history
lg01,anth vuln alpi,hl,+,,,
lg01,arab cili,hl,r,,,
lg01,briz medi,hl,+,,,
lg01,cala vari,hl,2a,,,
lg01,care cary,hl,1,,,
lg01,care eric,hl,+,,,
lg01,care flac,hl,2a,,,
lg01,care mucr,hl,1,,,
lg01,care pani,hl,+,,,
lg01,carl acau acau,hl,+,,,
lg01,cent jace jace,hl,r,,,
lg01,clin alpi alpi,hl,1,,,
lg01,crep alpe,hl,+,,,
lg01,dant decu decu,hl,1,,,
lg01,eric carn,hl,2b,,,
lg01,euph offi rost,hl,r,,,
lg01,gali anis,hl,+,,,
lg01,gent clus clus,hl,+,,,
lg01,gent vern vern,hl,+,,,
lg01,glob cord,hl,2a,,,
lg01,gymn odor,hl,r,,,
lg01,heli numm obsc,hl,1,2020-0040,,
lg01,hier pilo ella,hl,r,,,
lg01,hipp como,hl,1,,,
lg01,leon hisp hisp,hl,1,,,
lg01,linu cath,hl,+,,,
lg01,lotu corn corn,hl,+,,,
lg01,orob teuc,hl,r,2020-0038,,
lg01,phyt orbi,hl,+,,,
lg01,pice abie,hl,r,,,
lg01,plan lanc,hl,+,,,
lg01,plan medi,hl,+,,,
lg01,poly cham,hl,+,,,
lg01,pote erec,hl,1,,,
lg01,pote pusi,hl,+,2020-0039,,
lg01,ranu nemo,hl,+,,,
lg01,sang mino mino,hl,r,,,
lg01,scab luci luci,hl,1,,,
lg01,sesl caer,hl,2a,,,
lg01,teuc mont,hl,1,,,
lg01,thes alpi,hl,r,,,
lg01,thym prae poly,hl,1,,,
lg01,viol reic,hl,r,2020-0041,,
lg02,anth vuln alpi,hl,1,,,
lg02,arab cili,hl,r,,,
lg02,aren serp,hl,r,,,
lg02,briz medi,hl,1,,,
lg02,buph sali,hl,1,,,
lg02,cala vari,hl,2a,,,
lg02,care alba,hl,2m,,,
lg02,care cary,hl,+,,,
lg02,care eric,hl,+,,,
lg02,care flac,hl,1,,,
lg02,care mucr,hl,2b,,,
lg02,care orni orni,hl,+,,,
lg02,care pani,hl,+,,,
lg02,carl acau acau,hl,1,,,
lg02,cent jace jace,hl,+,,,
lg02,clin alpi alpi,hl,2m,,,
lg02,crep alpe,hl,2m,,,
lg02,dant decu decu,hl,1,,,
lg02,drya octo,hl,+,,,
lg02,eric carn,hl,2a,,,
lg02,euph offi rost,hl,+,,,
lg02,euph sali,hl,+,,,
lg02,frag vesc,hl,r,,,
lg02,frax exce,hl,r,,,
lg02,gali anis,hl,+,,,
lg02,gent vern vern,hl,+,,,
lg02,glob cord,hl,1,,,
lg02,heli numm slat,hl,+,,,
lg02,hier glab,hl,r,x,,
lg02,hier pilo ella,hl,r,,,
lg02,leon hisp slat,hl,1,,,
lg02,linu cath,hl,+,,,
lg02,lotu corn corn,hl,+,,,
lg02,orob teuc,hl,r,,,
lg02,phyt orbi,hl,r,,,
lg02,pice abie,hl,r,,,
lg02,plan lanc,hl,1,,,
lg02,pote erec,hl,2m,,,
lg02,pote pusi,hl,+,,,
lg02,ranu bulb,hl,+,,,
lg02,ranu nemo,hl,+,,,
lg02,sang mino mino,hl,+,,,
lg02,scab luci luci,hl,2m,,,
lg02,sesl caer,hl,2a,,,
lg02,sile nuta nuta,hl,r,,,
lg02,sorb aucu aucu,hl,r,,,
lg02,teuc cham,hl,r,,,
lg02,teuc mont,hl,+,,,
lg02,thes alpi,hl,r,,,
lg02,thym prae poly,hl,2m,,,
lg02,trif mont mont,hl,r,,,
lg03,agro capi,hl,+,,,
lg03,alch glau,hl,r,2020-0037,,
lg03,alch pall,hl,r,,,
