"year";"plot";"cell";"abbr";"height";"comment"
2012;"krr-z8";2;"gali luci";70;
2012;"krr-z8";3;"gali luci";60;
2012;"krr-z8";4;"gali luci";67;
2012;"krr-z8";5;"gali luci";65;
2012;"krr-z8";6;"gali luci";84;
2012;"krr-z8";7;"gali luci";70;
2012;"krr-z8";8;"gali luci";65;
2012;"krr-z8";9;"gali luci";53;
2012;"krr-z8";10;"secu vari";39;
2012;"krr-z8";11;"secu vari";34;
2012;"krr-z8";12;"gali luci";66;
2012;"krr-z8";13;"gali luci";67;
2012;"krr-z8";14;"gali luci";77;
2012;"krr-z8";15;"gali luci";62;
2012;"krr-z8";16;"gali luci";70;
2012;"krr-z8";17;"gali luci";72;
2012;"krr-z8";18;"gali luci";70;
2012;"krr-z8";19;"gali luci";64;
2012;"krr-z8";20;"gali luci";62;
2012;"krr-z8";21;"secu vari";43;
2012;"krr-z8";22;"gali luci";45;
2012;"krr-z8";23;"gali luci";67;
2012;"krr-z8";24;"gali luci";78;
2012;"krr-z8";25;"gali luci";54;
